family	grid	begin	end	total	bijective	dense	acyclic	resident	level_exact	span_bound	status
wavefront	256	97	97	1	1	1	1	1	1	62	PASS
wavefront	256	98	98	1	1	1	1	1	1	65	PASS
wavefront	256	99	99	1	1	1	1	1	1	65	PASS
wavefront	256	100	100	1	1	1	1	1	1	65	PASS
wavefront	256	101	101	1	1	1	1	1	1	65	PASS
wavefront	256	102	102	1	1	1	1	1	1	65	PASS
wavefront	256	103	103	1	1	1	1	1	1	65	PASS
wavefront	256	104	104	1	1	1	1	1	1	61	PASS
wavefront	256	105	105	1	1	1	1	1	1	65	PASS
wavefront	256	106	106	1	1	1	1	1	1	65	PASS
wavefront	256	107	107	1	1	1	1	1	1	65	PASS
wavefront	256	108	108	1	1	1	1	1	1	65	PASS
wavefront	256	109	109	1	1	1	1	1	1	65	PASS
wavefront	256	110	110	1	1	1	1	1	1	65	PASS
wavefront	256	111	111	1	1	1	1	1	1	65	PASS
wavefront	256	112	112	1	1	1	1	1	1	57	PASS
