worker	slot	stage	logical_task	dependency_begin	dependency_count	wait_begin	wait_count
0	0	0	0	0	0	0	0
0	1	2	0	1	1	0	3
0	2	1	0	0	1	3	0
0	3	3	0	2	1	3	0
0	4	5	0	4	1	3	1
0	5	4	0	3	1	4	1
0	6	7	0	6	1	5	1
0	7	6	0	5	1	6	0
0	8	8	0	7	3	6	2
0	9	9	0	10	1	8	15
0	10	10	0	11	1	23	3
0	11	11	0	12	1	26	3
0	12	12	0	13	1	29	0
0	13	13	0	14	2	29	14
0	14	14	0	16	2	43	3
0	15	15	0	18	1	46	3
0	16	17	0	20	1	49	3
0	17	16	0	19	1	52	0
0	18	18	0	21	1	52	0
0	19	20	0	23	1	52	1
0	20	19	0	22	1	53	1
0	21	22	0	25	1	54	1
0	22	21	0	24	1	55	0
0	23	23	0	26	3	55	2
0	24	24	0	29	2	57	15
0	25	25	0	31	1	72	3
0	26	26	0	32	1	75	3
0	27	27	0	33	1	78	0
0	28	28	0	34	2	78	14
0	29	29	0	36	2	92	3
0	30	30	0	38	1	95	3
0	31	32	0	40	1	98	3
0	32	31	0	39	1	101	0
0	33	33	0	41	1	101	0
0	34	35	0	43	1	101	1
0	35	34	0	42	1	102	1
0	36	37	0	45	1	103	1
0	37	36	0	44	1	104	0
0	38	38	0	46	3	104	2
0	39	39	0	49	2	106	15
0	40	40	0	51	1	121	3
0	41	41	0	52	1	124	3
0	42	42	0	53	1	127	0
0	43	43	0	54	2	127	14
0	44	44	0	56	2	141	3
0	45	45	0	58	1	144	3
0	46	47	0	60	1	147	3
0	47	46	0	59	1	150	0
0	48	48	0	61	1	150	0
0	49	50	0	63	1	150	1
0	50	49	0	62	1	151	1
0	51	52	0	65	1	152	1
0	52	51	0	64	1	153	0
0	53	53	0	66	3	153	2
0	54	54	0	69	2	155	15
0	55	55	0	71	1	170	3
0	56	56	0	72	1	173	3
0	57	57	0	73	1	176	0
0	58	58	0	74	2	176	14
0	59	59	0	76	2	190	3
1	0	0	1	0	0	193	0
1	1	2	1	1	1	193	3
1	2	1	1	0	1	196	0
1	3	3	1	2	1	196	0
1	4	5	1	4	1	196	1
1	5	4	1	3	1	197	1
1	6	7	1	6	1	198	1
1	7	6	1	5	1	199	0
1	8	8	1	7	3	199	2
1	9	9	1	10	1	201	15
1	10	10	1	11	1	216	3
1	11	11	1	12	1	219	3
1	12	12	1	13	1	222	0
1	13	13	1	14	2	222	14
1	14	14	1	16	2	236	3
1	15	15	1	18	1	239	3
1	16	17	1	20	1	242	3
1	17	16	1	19	1	245	0
1	18	18	1	21	1	245	0
1	19	20	1	23	1	245	1
1	20	19	1	22	1	246	1
1	21	22	1	25	1	247	1
1	22	21	1	24	1	248	0
1	23	23	1	26	3	248	2
1	24	24	1	29	2	250	15
1	25	25	1	31	1	265	3
