key	grid	residency	level2_ns	simulated_ns	floor_ns	cp_ns	queue_ns	placed	affinity	home	spread_other	candidate_sum	transitions	adjacent_slots	interleaving
32x16x32s2k2;32x16x32s2k1;32x16x32s2k1;32x16x32s2k1;32x16x32s2k8;	512	4	133619.48842122252	211741.09579356937	119167.70048390093	97274.520728667558	113550.78683173582	8960	731	1390	6839	292039	7364	8448	0.87168560606060608
