producer	consumer	direction	oracle	coordinate	expected	actual	equal
10	15	0	Unique	64	1	1	1
10	15	0	Unique	127	1	1	1
10	15	1	Unique	0	1	1	1
10	15	1	Unique	512	0	0	1
10	15	1	Unique	1023	0	0	1
14	15	0	General	0	256	256	1
14	15	0	General	64	256	256	1
14	15	0	General	127	256	256	1
14	15	1	General	0	32	32	1
14	15	1	General	512	32	32	1
14	15	1	General	1023	32	32	1
10	16	0	Unique	0	1	1	1
10	16	0	Unique	64	1	1	1
10	16	0	Unique	127	1	1	1
10	16	1	Unique	0	1	1	1
10	16	1	Unique	64	1	1	1
10	16	1	Unique	127	1	1	1
15	16	0	Unique	0	1	1	1
15	16	0	Unique	512	1	1	1
15	16	0	Unique	1023	1	1	1
15	16	1	General	0	8	8	1
15	16	1	General	64	8	8	1
15	16	1	General	127	8	8	1
16	17	0	General	0	32	32	1
16	17	0	General	64	32	32	1
16	17	0	General	127	32	32	1
16	17	1	General	0	32	32	1
16	17	1	General	64	32	32	1
16	17	1	General	127	32	32	1
17	18	0	General	0	64	64	1
17	18	0	General	64	64	64	1
17	18	0	General	127	64	64	1
17	18	1	General	0	32	32	1
17	18	1	General	128	32	32	1
17	18	1	General	255	32	32	1
18	19	0	Unique	0	1	1	1
18	19	0	Unique	128	1	1	1
18	19	0	Unique	255	1	1	1
18	19	1	General	0	2	2	1
18	19	1	General	64	2	2	1
18	19	1	General	127	2	2	1
17	20	0	General	0	16	16	1
17	20	0	General	64	16	16	1
17	20	0	General	127	16	16	1
17	20	1	General	0	32	32	1
17	20	1	General	32	32	32	1
17	20	1	General	63	32	32	1
17	21	0	General	0	16	16	1
17	21	0	General	64	16	16	1
17	21	0	General	127	16	16	1
17	21	1	General	0	32	32	1
17	21	1	General	32	32	32	1
17	21	1	General	63	32	32	1
19	22	0	General	0	512	512	1
19	22	0	General	64	512	512	1
19	22	0	General	127	512	512	1
19	22	1	General	0	128	128	1
19	22	1	General	256	128	128	1
19	22	1	General	511	128	128	1
20	23	0	General	0	256	256	1
20	23	0	General	32	256	256	1
20	23	0	General	63	256	256	1
20	23	1	General	0	64	64	1
20	23	1	General	128	64	64	1
20	23	1	General	255	64	64	1
23	24	0	Unique	0	1	1	1
23	24	0	Unique	128	1	1	1
23	24	0	Unique	255	1	1	1
23	24	1	Unique	0	1	1	1
23	24	1	Unique	128	1	1	1
23	24	1	Unique	255	1	1	1
21	25	0	General	0	256	256	1
21	25	0	General	32	256	256	1
21	25	0	General	63	256	256	1
21	25	1	General	0	64	64	1
21	25	1	General	128	64	64	1
21	25	1	General	255	64	64	1
22	26	0	Unique	0	1	1	1
22	26	0	Unique	256	1	1	1
22	26	0	Unique	511	1	1	1
22	26	1	Unique	0	1	1	1
22	26	1	Unique	256	1	1	1
22	26	1	Unique	511	1	1	1
24	26	0	General	0	512	512	1
24	26	0	General	128	512	512	1
24	26	0	General	255	512	512	1
24	26	1	General	0	256	256	1
24	26	1	General	256	256	256	1
24	26	1	General	511	256	256	1
25	26	0	General	0	512	512	1
25	26	0	General	128	512	512	1
25	26	0	General	255	512	512	1
25	26	1	General	0	256	256	1
25	26	1	General	256	256	256	1
25	26	1	General	511	256	256	1
16	27	0	Unique	0	1	1	1
16	27	0	Unique	64	1	1	1
16	27	0	Unique	127	1	1	1
16	27	1	Unique	0	1	1	1
16	27	1	Unique	64	1	1	1
16	27	1	Unique	127	1	1	1
26	27	0	General	0	32	32	1
26	27	0	General	256	32	32	1
26	27	0	General	511	32	32	1
26	27	1	General	0	128	128	1
26	27	1	General	64	128	128	1
26	27	1	General	127	128	128	1
27	28	0	General	0	32	32	1
27	28	0	General	64	32	32	1
27	28	0	General	127	32	32	1
27	28	1	General	0	32	32	1
27	28	1	General	64	32	32	1
27	28	1	General	127	32	32	1
28	29	0	General	0	64	64	1
28	29	0	General	64	64	64	1
28	29	0	General	127	64	64	1
28	29	1	General	0	32	32	1
28	29	1	General	128	32	32	1
28	29	1	General	255	32	32	1
28	30	0	General	0	64	64	1
28	30	0	General	64	64	64	1
28	30	0	General	127	64	64	1
28	30	1	General	0	32	32	1
28	30	1	General	128	32	32	1
28	30	1	General	255	32	32	1
29	31	0	General	0	32	32	1
29	31	0	General	128	32	32	1
29	31	0	General	255	32	32	1
29	31	1	General	0	64	64	1
29	31	1	General	64	64	64	1
29	31	1	General	127	64	64	1
30	31	0	General	0	32	32	1
30	31	0	General	128	32	32	1
30	31	0	General	255	32	32	1
30	31	1	General	0	64	64	1
30	31	1	General	64	64	64	1
30	31	1	General	127	64	64	1
27	32	0	Unique	0	1	1	1
27	32	0	Unique	64	1	1	1
27	32	0	Unique	127	1	1	1
27	32	1	Unique	0	1	1	1
27	32	1	Unique	512	0	0	1
27	32	1	Unique	1023	0	0	1
31	32	0	General	0	256	256	1
31	32	0	General	64	256	256	1
31	32	0	General	127	256	256	1
31	32	1	General	0	32	32	1
31	32	1	General	512	32	32	1
31	32	1	General	1023	32	32	1
27	33	0	Unique	0	1	1	1
27	33	0	Unique	64	1	1	1
27	33	0	Unique	127	1	1	1
27	33	1	Unique	0	1	1	1
27	33	1	Unique	64	1	1	1
27	33	1	Unique	127	1	1	1
32	33	0	Unique	0	1	1	1
32	33	0	Unique	512	1	1	1
32	33	0	Unique	1023	1	1	1
32	33	1	General	0	8	8	1
32	33	1	General	64	8	8	1
32	33	1	General	127	8	8	1
STRUCTURE 1:1 edges=9
STRUCTURE M:N edges=31
STRUCTURE N:1 edges=4
ORACLE_KIND General directions=66
ORACLE_KIND Unique directions=22
ORACLE_SET_EQUAL comparisons=264 PASS
