solver	model	seq	phase	count	total_ms
skeleton	gqa2	128	analysis_cache_hit	147869	0
skeleton	gqa2	128	analysis_cache_miss	770	0
skeleton	gqa2	128	bridge_and_plan	1	5.82186
skeleton	gqa2	128	cache_hit	3248	0
skeleton	gqa2	128	cache_miss	108	0
skeleton	gqa2	128	derive	36	357.238
skeleton	gqa2	128	derive_alignment	5	353.035
skeleton	gqa2	128	import	1	2.63262
skeleton	gqa2	128	instantiate	36	11.2901
skeleton	gqa2	128	level2	211	282290
skeleton	gqa2	128	megakernel_compile	5	140139
skeleton	gqa2	128	oracle	10556146	262092
skeleton	gqa2	128	oracle_general	5260914	260672
skeleton	gqa2	128	oracle_rectangular	0	0
skeleton	gqa2	128	oracle_unique	5295232	1419.44
skeleton	gqa2	128	resource_probe	36	3181.33
skeleton	gqa2	128	search_evaluations	26	0
skeleton	gqa2	128	search_rounds	1	0
skeleton	gqa2	128	simulate	5	19.2334
skeleton	gqa2	128	skeleton	211	34706
skeleton	gqa2	128	task_pricing	211	725193
skeleton	gqa2	128	total	1	1.2047e+06
