key	grid	residency	level2_ns	simulated_ns	floor_ns	cp_ns	queue_ns	placed	affinity	home	spread_other	candidate_sum	transitions	adjacent_slots	interleaving
32x16x32s2k2;32x16x32s2k1;32x16x32s2k1;32x16x32s2k1;32x16x32s2k2;	384	3	133529.13042731836	213300.46169155606	117156.93783053978	90351.29301307314	115747.32723787655	7424	1182	1099	5143	150495	6070	7040	0.86221590909090906
