key	grid	residency	level2_ns	simulated_ns	floor_ns	cp_ns	queue_ns	placed	affinity	home	spread_other	candidate_sum	transitions	adjacent_slots	interleaving
32x16x32s2k2;32x16x32s2k1;32x16x32s2k1;32x16x32s2k1;32x16x32s2k4;	384	3	131852.31334542372	219141.54821541178	117550.96931507878	85697.547307786852	114301.41696816738	7936	1128	1108	5700	178256	6609	7552	0.87513241525423724
