rank	key	placement	tile_m	tile_n	tile_k	stages	split_k	kappa	residency	floor_ns	predicted_ns	source	cg
1	32x16x32s2k2;32x16x32s2k1;32x16x32s2k1;32x16x32s2k1;32x16x32s2k8;	skeleton	32	16	32	2	2	1	4	119168	211741	/root/TileMega/docs/experiments/SOLVER_V2/reference/gqa2_s128/selected.cu.top1.cu	/root/TileMega/docs/experiments/SOLVER_V2/reference/gqa2_s128/selected.cu.top1.mlir
2	32x16x32s2k2;32x16x32s2k1;32x16x32s2k1;32x16x32s2k1;32x16x32s2k2;	skeleton	32	16	32	2	2	1	3	117157	213300	/root/TileMega/docs/experiments/SOLVER_V2/reference/gqa2_s128/selected.cu.top2.cu	/root/TileMega/docs/experiments/SOLVER_V2/reference/gqa2_s128/selected.cu.top2.mlir
3	32x16x32s2k2;32x16x32s2k1;32x16x32s2k1;32x16x32s2k1;32x16x32s2k4;	skeleton	32	16	32	2	2	1	3	117551	219142	/root/TileMega/docs/experiments/SOLVER_V2/reference/gqa2_s128/selected.cu.top3.cu	/root/TileMega/docs/experiments/SOLVER_V2/reference/gqa2_s128/selected.cu.top3.mlir
