candidate	placement	status	floor_ns	cp_ns	queue_lb_ns	predicted_ns	grid	kappa
64x128x16s2split8kappa1	-	numerical exclusion: L0 CPU golden mismatch=1; L05=L1=L2 bit-identical; raw docs/experiments/JOINT2/workclass/real_s4/pilot/top1/r0.log	0	0	0	0	0	1
64x128x16s2split8kappa2	-	numerical exclusion: L0 CPU golden mismatch=1; L05=L1=L2 bit-identical; raw docs/experiments/JOINT2/workclass/real_s4/pilot/top1/r0.log	0	0	0	0	0	2
64x128x16s2split8kappa4	-	numerical exclusion: L0 CPU golden mismatch=1; L05=L1=L2 bit-identical; raw docs/experiments/JOINT2/workclass/real_s4/pilot/top1/r0.log	0	0	0	0	0	4
64x128x16s2split4kappa1r1	eft	ok	2.00427e+06	979768	2.00128e+06	2.262e+06	128	1
64x128x16s2split4kappa1r1	wavefront	ok	2.00661e+06	979768	2.00641e+06	2.25298e+06	128	1
64x128x16s2split4kappa1r1	rotate	ok	2.1476e+06	979768	1.94631e+06	2.42445e+06	128	1
64x128x16s2split4kappa1r1	legacy_grid_stride	ok	2.30261e+06	979768	2.30241e+06	2.60646e+06	128	1
64x128x16s2split4kappa1r1	chain	ok	2.38279e+06	979768	1.97736e+06	2.64351e+06	128	1
64x128x16s2split4kappa1r1	balanced	ok	5.63297e+07	979768	1.19554e+07	5.83948e+07	128	1
64x128x16s2split4kappa1r2	eft	ok	1.41746e+06	979768	1.41746e+06	1.63811e+06	256	1
64x128x16s2split4kappa1r2	rotate	ok	1.41746e+06	979768	1.34454e+06	1.65441e+06	256	1
64x128x16s2split4kappa1r2	wavefront	ok	1.41777e+06	979768	1.41757e+06	1.65441e+06	256	1
64x128x16s2split4kappa1r2	legacy_grid_stride	ok	1.71903e+06	979768	1.71883e+06	2.01064e+06	256	1
64x128x16s2split4kappa1r2	chain	ok	1.82613e+06	979768	1.05091e+06	2.0665e+06	256	1
64x128x16s2split4kappa1r2	balanced	ok	4.32857e+07	979768	9.64394e+06	4.46116e+07	256	1
64x128x16s2split4kappa1r3	eft	ok	1.27156e+06	979768	1.27156e+06	1.48792e+06	384	1
64x128x16s2split4kappa1r3	wavefront	ok	1.27187e+06	979768	1.27167e+06	1.50422e+06	384	1
64x128x16s2split4kappa1r3	rotate	ok	1.27327e+06	979768	784478	1.52223e+06	384	1
64x128x16s2split4kappa1r3	chain	ok	1.64352e+06	979768	727698	1.87922e+06	384	1
64x128x16s2split4kappa1r3	legacy_grid_stride	ok	1.71903e+06	979768	1.71883e+06	2.00569e+06	384	1
64x128x16s2split4kappa1r3	balanced	ok	3.29086e+07	979768	5.59884e+06	3.41057e+07	384	1
64x128x16s2split4kappa2r1	eft	ok	2.00427e+06	979768	2.00128e+06	2.27123e+06	128	2
64x128x16s2split4kappa2r1	wavefront	ok	2.00661e+06	979768	2.00641e+06	2.27357e+06	128	2
64x128x16s2split4kappa2r1	rotate	ok	2.1476e+06	979768	1.94631e+06	2.42445e+06	128	2
64x128x16s2split4kappa2r1	legacy_grid_stride	ok	2.30261e+06	979768	2.30241e+06	2.62211e+06	128	2
64x128x16s2split4kappa2r1	chain	ok	2.38279e+06	979768	1.97736e+06	2.65053e+06	128	2
64x128x16s2split4kappa2r1	balanced	ok	5.63297e+07	979768	1.19554e+07	5.82163e+07	128	2
64x128x16s2split4kappa2r2	rotate	ok	1.41746e+06	979768	1.34454e+06	1.65441e+06	256	2
64x128x16s2split4kappa2r2	eft	ok	1.41746e+06	979768	1.41746e+06	1.65441e+06	256	2
64x128x16s2split4kappa2r2	wavefront	ok	1.41777e+06	979768	1.41757e+06	1.65441e+06	256	2
64x128x16s2split4kappa2r2	legacy_grid_stride	ok	1.71903e+06	979768	1.71883e+06	2.02629e+06	256	2
64x128x16s2split4kappa2r2	chain	ok	1.82613e+06	979768	1.05091e+06	2.07465e+06	256	2
64x128x16s2split4kappa2r2	balanced	ok	4.32857e+07	979768	9.64394e+06	4.45586e+07	256	2
64x128x16s2split4kappa2r3	eft	ok	1.27156e+06	979768	1.27156e+06	1.50422e+06	384	2
64x128x16s2split4kappa2r3	wavefront	ok	1.27187e+06	979768	1.27167e+06	1.50422e+06	384	2
64x128x16s2split4kappa2r3	rotate	ok	1.27327e+06	979768	784478	1.52223e+06	384	2
64x128x16s2split4kappa2r3	chain	ok	1.64352e+06	979768	727698	1.8833e+06	384	2
64x128x16s2split4kappa2r3	legacy_grid_stride	ok	1.71903e+06	979768	1.71883e+06	2.02134e+06	384	2
64x128x16s2split4kappa2r3	balanced	ok	3.29086e+07	979768	5.59884e+06	3.41057e+07	384	2
64x128x16s2split4kappa4r1	eft	ok	2.00427e+06	979768	2.00128e+06	2.27123e+06	128	4
64x128x16s2split4kappa4r1	wavefront	ok	2.00661e+06	979768	2.00641e+06	2.27357e+06	128	4
64x128x16s2split4kappa4r1	rotate	ok	2.1476e+06	979768	1.94631e+06	2.42445e+06	128	4
64x128x16s2split4kappa4r1	legacy_grid_stride	ok	2.30261e+06	979768	2.30241e+06	2.62211e+06	128	4
64x128x16s2split4kappa4r1	chain	ok	2.38279e+06	979768	1.97736e+06	2.65053e+06	128	4
64x128x16s2split4kappa4r1	balanced	ok	5.63297e+07	979768	1.19554e+07	5.80892e+07	128	4
64x128x16s2split4kappa4r2	rotate	ok	1.41746e+06	979768	1.34454e+06	1.65441e+06	256	4
64x128x16s2split4kappa4r2	eft	ok	1.41746e+06	979768	1.41746e+06	1.65441e+06	256	4
64x128x16s2split4kappa4r2	wavefront	ok	1.41777e+06	979768	1.41757e+06	1.65441e+06	256	4
64x128x16s2split4kappa4r2	legacy_grid_stride	ok	1.71903e+06	979768	1.71883e+06	2.02629e+06	256	4
64x128x16s2split4kappa4r2	chain	ok	1.82613e+06	979768	1.05091e+06	2.07465e+06	256	4
64x128x16s2split4kappa4r2	balanced	ok	4.32857e+07	979768	9.64394e+06	4.45304e+07	256	4
64x128x16s2split4kappa4r3	eft	ok	1.27156e+06	979768	1.27156e+06	1.50422e+06	384	4
64x128x16s2split4kappa4r3	wavefront	ok	1.27187e+06	979768	1.27167e+06	1.50422e+06	384	4
64x128x16s2split4kappa4r3	rotate	ok	1.27327e+06	979768	784478	1.52223e+06	384	4
64x128x16s2split4kappa4r3	chain	ok	1.64352e+06	979768	727698	1.8833e+06	384	4
64x128x16s2split4kappa4r3	legacy_grid_stride	ok	1.71903e+06	979768	1.71883e+06	2.02134e+06	384	4
64x128x16s2split4kappa4r3	balanced	ok	3.29086e+07	979768	5.59884e+06	3.41057e+07	384	4
64x128x16s2split16kappa1r1	rotate	ok	2.50238e+06	359223	2.44607e+06	2.91972e+06	128	1
64x128x16s2split16kappa1r1	eft	ok	2.50521e+06	359223	2.50403e+06	2.90723e+06	128	1
64x128x16s2split16kappa1r1	wavefront	ok	2.50592e+06	359223	2.50572e+06	2.88548e+06	128	1
64x128x16s2split16kappa1r1	legacy_grid_stride	ok	2.51038e+06	359223	2.51018e+06	2.94378e+06	128	1
64x128x16s2split16kappa1r1	chain	ok	2.56151e+06	359223	2.47016e+06	2.96338e+06	128	1
64x128x16s2split16kappa1r1	balanced	ok	3.67585e+07	359223	6.62604e+06	3.96575e+07	128	1
64x128x16s2split16kappa1r2	wavefront	ok	1.28948e+06	359223	1.28928e+06	1.58589e+06	256	1
64x128x16s2split16kappa1r2	eft	ok	1.29466e+06	359223	1.29466e+06	1.60495e+06	256	1
64x128x16s2split16kappa1r2	rotate	ok	1.33872e+06	359223	1.23191e+06	1.64012e+06	256	1
64x128x16s2split16kappa1r2	legacy_grid_stride	ok	1.35095e+06	359223	1.35075e+06	1.69842e+06	256	1
64x128x16s2split16kappa1r2	chain	ok	1.43193e+06	359223	1.26255e+06	1.76125e+06	256	1
64x128x16s2split16kappa1r2	balanced	ok	2.56311e+07	359223	4.35403e+06	2.7806e+07	256	1
64x128x16s2split16kappa1r3	eft	ok	1.03893e+06	359223	1.03893e+06	1.30957e+06	384	1
64x128x16s2split16kappa1r3	wavefront	ok	1.03959e+06	359223	1.03939e+06	1.31452e+06	384	1
64x128x16s2split16kappa1r3	rotate	ok	1.08533e+06	359223	861821	1.34896e+06	384	1
64x128x16s2split16kappa1r3	chain	ok	1.14548e+06	359223	870734	1.41958e+06	384	1
64x128x16s2split16kappa1r3	legacy_grid_stride	ok	1.15104e+06	359223	1.15084e+06	1.48132e+06	384	1
64x128x16s2split16kappa1r3	balanced	ok	2.49676e+07	359223	3.92275e+06	2.71478e+07	384	1
