rank	key	placement	tile_m	tile_n	tile_k	stages	split_k	kappa	residency	floor_ns	predicted_ns	source	cg
1	64x128x16s2split16kappa1r3	eft	64	128	16	2	16	1	3	1.03893e+06	1.30957e+06	docs/experiments/JOINT2/admissible/real_s4/auto.cu.top1.cu	docs/experiments/JOINT2/admissible/real_s4/auto.cu.top1.mlir
2	64x128x16s2split16kappa2r3	eft	64	128	16	2	16	2	3	1.03893e+06	1.30957e+06	docs/experiments/JOINT2/admissible/real_s4/auto.cu.top2.cu	docs/experiments/JOINT2/admissible/real_s4/auto.cu.top2.mlir
3	64x128x16s2split16kappa4r3	eft	64	128	16	2	16	4	3	1.03893e+06	1.30957e+06	docs/experiments/JOINT2/admissible/real_s4/auto.cu.top3.cu	docs/experiments/JOINT2/admissible/real_s4/auto.cu.top3.mlir
