slot	kind	tile_m	tile_n	tile_k	split_k	operand_bytes	run_begin_ns	run_begin_cycles	setup_end_ns	setup_end_cycles	first_operand_ready_ns	first_operand_ready_cycles	mainloop_end_ns	mainloop_end_cycles	epilogue_end_ns	epilogue_end_cycles	run_end_ns	run_end_cycles	loop_begin_cycles	loop_end_cycles	operand_wait_cycles	k_iterations	simt_wait_cycles	simt_barriers
0	1	0	0	0	1	0	1789794410251632640	1091609727297	1789794410251633664	1091609728645	1789794410251633664	1091609728645	1789794410251634688	1091609731456	1789794410251634688	1091609733286	1789794410251634688	1091609733416	0	0	0	0	89	8
1	0	32	16	64	1	6144	1789794410251636736	1091609738144	1789794410251637760	1091609740308	1789794410251637760	1091609741365	1789794410251641856	1091609750786	1789794410251641856	1091609751731	1789794410251642880	1091609752031	1091609741451	1091609750692	1591	8	0	0
2	2	0	0	0	1	0	1789794410251644928	1091609757419	1789794410251644928	1091609758710	1789794410251644928	1091609758710	1789794410251645952	1091609760251	1789794410251645952	1091609760281	1789794410251645952	1091609760410	0	0	0	0	0	0
3	3	0	0	0	1	0	1789794410251646976	1091609764104	1789794410251648000	1091609765231	1789794410251648000	1091609765231	1789794410251648000	1091609766217	1789794410251648000	1091609766247	1789794410251648000	1091609766377	0	0	0	0	0	0
4	5	0	0	0	1	0	1789794410251650048	1091609771675	1789794410251651072	1091609773438	1789794410251651072	1091609773438	1789794410251654144	1091609781559	1789794410251654144	1091609781589	1789794410251654144	1091609781718	0	0	0	0	52	2
5	0	32	16	64	1	6144	1789794410251656192	1091609787054	1789794410251657216	1091609789238	1789794410251657216	1091609790236	1789794410251661312	1091609799707	1789794410251662336	1091609801695	1789794410251662336	1091609801826	1091609790356	1091609799613	1372	8	0	0
6	1	0	0	0	1	0	1789794410251664384	1091609807126	1789794410251664384	1091609808406	1789794410251664384	1091609808406	1789794410251666432	1091609811319	1789794410251666432	1091609813134	1789794410251666432	1091609813265	0	0	0	0	89	8
7	0	32	16	64	1	6144	1789794410251668480	1091609817971	1789794410251669504	1091609820150	1789794410251669504	1091609821237	1789794410251673600	1091609830534	1789794410251674624	1091609831727	1789794410251674624	1091609831856	1091609821263	1091609830440	1819	8	0	0
8	4	0	0	0	1	0	1789794410251675648	1091609836788	1789794410251676672	1091609838104	1789794410251676672	1091609838104	1789794410251678720	1091609844364	1789794410251678720	1091609844394	1789794410251679744	1091609844524	0	0	0	0	0	0
9	0	32	16	64	1	6144	1789794410251680768	1091609849500	1789794410251681792	1091609851660	1789794410251682816	1091609852688	1789794410251689984	1091609870962	1789794410251691008	1091609873080	1789794410251691008	1091609873209	1091609852807	1091609870868	3094	16	0	0
