dtype	model	ownership	seq	past	stage	op	tasks	read_elements	write_elements	depth	barriers	old_ns	new_ns	ratio
bf16	mha4	element	4	3	0	l0.s00.norm	4	4096	2048	3	8	658.55906297038791	1584.6334921469254	2.4062131724367117
bf16	mha4	element	4	3	4	l0.s04.rope	8	2560	2048	2	0	271.96369869798991	256.37956402531341	0.94269773963479453
bf16	mha4	element	4	3	5	l0.s05.rope	8	2560	2048	2	0	271.96369869798991	256.37956402531341	0.94269773963479453
bf16	mha4	element	4	3	6	l0.s06.append	16	3584	3584	2	0	240.35392286173135	253.17443579259702	1.0533401443097767
bf16	mha4	element	4	3	7	l0.s07.append	16	3584	3584	2	0	240.35392286173135	253.17443579259702	1.0533401443097767
bf16	mha4	element	4	3	8	l0.s08.attn	16	27648	2048	3	2	965.1819435811143	721.04371621235816	0.74705470922618988
bf16	mha4	element	4	3	10	l0.s10.norm	4	4096	2048	3	8	658.55906297038791	1584.6334921469254	2.4062131724367117
bf16	mha4	element	4	3	13	l0.s13.act	32	8192	4096	2	0	256.15881077986057	240.35392286173135	0.93830043218106707
bf16	mha4	element	4	3	15	l1.s15.norm	4	4096	2048	3	8	658.55906297038791	1584.6334921469254	2.4062131724367117
bf16	mha4	element	4	3	19	l1.s19.rope	8	2560	2048	2	0	271.96369869798991	256.37956402531341	0.94269773963479453
bf16	mha4	element	4	3	20	l1.s20.rope	8	2560	2048	2	0	271.96369869798991	256.37956402531341	0.94269773963479453
bf16	mha4	element	4	3	21	l1.s21.append	16	3584	3584	2	0	240.35392286173135	253.17443579259702	1.0533401443097767
bf16	mha4	element	4	3	22	l1.s22.append	16	3584	3584	2	0	240.35392286173135	253.17443579259702	1.0533401443097767
bf16	mha4	element	4	3	23	l1.s23.attn	16	27648	2048	3	2	965.1819435811143	721.04371621235816	0.74705470922618988
bf16	mha4	element	4	3	25	l1.s25.norm	4	4096	2048	3	8	658.55906297038791	1584.6334921469254	2.4062131724367117
bf16	mha4	element	4	3	28	l1.s28.act	32	8192	4096	2	0	256.15881077986057	240.35392286173135	0.93830043218106707
bf16	mha4	element	4	3	30	l2.s30.norm	4	4096	2048	3	8	658.55906297038791	1584.6334921469254	2.4062131724367117
bf16	mha4	element	4	3	34	l2.s34.rope	8	2560	2048	2	0	271.96369869798991	256.37956402531341	0.94269773963479453
bf16	mha4	element	4	3	35	l2.s35.rope	8	2560	2048	2	0	271.96369869798991	256.37956402531341	0.94269773963479453
bf16	mha4	element	4	3	36	l2.s36.append	16	3584	3584	2	0	240.35392286173135	253.17443579259702	1.0533401443097767
bf16	mha4	element	4	3	37	l2.s37.append	16	3584	3584	2	0	240.35392286173135	253.17443579259702	1.0533401443097767
bf16	mha4	element	4	3	38	l2.s38.attn	16	27648	2048	3	2	965.1819435811143	721.04371621235816	0.74705470922618988
