slot	kind	tile_m	tile_n	tile_k	split_k	operand_bytes	run_begin_ns	run_begin_cycles	setup_end_ns	setup_end_cycles	first_operand_ready_ns	first_operand_ready_cycles	mainloop_end_ns	mainloop_end_cycles	epilogue_end_ns	epilogue_end_cycles	run_end_ns	run_end_cycles	loop_begin_cycles	loop_end_cycles	operand_wait_cycles	k_iterations
0	1	0	0	0	1	0	1789572168058280960	52702972827388	1789572168058281984	52702972828724	1789572168058281984	52702972828724	1789572168058283008	52702972831024	1789572168058283008	52702972832844	1789572168058283008	52702972832973	0	0	0	0
1	0	32	16	64	1	6144	1789572168058285056	52702972837715	1789572168058286080	52702972839855	1789572168058286080	52702972840934	1789572168058290176	52702972850285	1789572168058291200	52702972851467	1789572168058291200	52702972851596	52702972840982	52702972850191	1568	8
2	2	0	0	0	1	0	1789572168058293248	52702972856902	1789572168058293248	52702972858175	1789572168058293248	52702972858175	1789572168058294272	52702972859782	1789572168058294272	52702972859812	1789572168058294272	52702972859941	0	0	0	0
3	3	0	0	0	1	0	1789572168058295296	52702972862883	1789572168058295296	52702972864004	1789572168058295296	52702972864004	1789572168058296320	52702972864966	1789572168058296320	52702972864996	1789572168058296320	52702972865126	0	0	0	0
4	5	0	0	0	1	0	1789572168058298368	52702972870457	1789572168058299392	52702972872129	1789572168058299392	52702972872129	1789572168058302464	52702972880099	1789572168058302464	52702972880129	1789572168058302464	52702972880261	0	0	0	0
5	0	32	16	64	1	6144	1789572168058304512	52702972885632	1789572168058305536	52702972887799	1789572168058305536	52702972888795	1789572168058309632	52702972898118	1789572168058309632	52702972899990	1789572168058309632	52702972900120	52702972888919	52702972898024	1312	8
6	1	0	0	0	1	0	1789572168058311680	52702972905433	1789572168058312704	52702972906766	1789572168058312704	52702972906766	1789572168058313728	52702972909163	1789572168058314752	52702972910966	1789572168058314752	52702972911095	0	0	0	0
7	0	32	16	64	1	6144	1789572168058315776	52702972915802	1789572168058316800	52702972917961	1789572168058317824	52702972919061	1789572168058321920	52702972928602	1789572168058321920	52702972929554	1789572168058321920	52702972929685	52702972919087	52702972928508	2114	8
8	4	0	0	0	1	0	1789572168058323968	52702972935836	1789572168058324992	52702972937131	1789572168058324992	52702972937131	1789572168058327040	52702972943348	1789572168058327040	52702972943378	1789572168058327040	52702972943508	0	0	0	0
9	0	32	16	64	1	6144	1789572168058329088	52702972948540	1789572168058330112	52702972950684	1789572168058330112	52702972951711	1789572168058338304	52702972970083	1789572168058338304	52702972972206	1789572168058338304	52702972972339	52702972951830	52702972969989	3209	16
10	1	0	0	0	1	0	1789572168058341376	52702972977682	1789572168058341376	52702972978968	1789572168058341376	52702972978968	1789572168058342400	52702972981369	1789572168058343424	52702972983077	1789572168058343424	52702972983206	0	0	0	0
11	0	32	16	64	1	6144	1789572168058345472	52702972987934	1789572168058345472	52702972990078	1789572168058346496	52702972991093	1789572168058349568	52702973000431	1789572168058350592	52702973001581	1789572168058350592	52702973001876	52702972991183	52702973000337	1443	8
12	2	0	0	0	1	0	1789572168058352640	52702973007203	1789572168058352640	52702973008476	1789572168058352640	52702973008476	1789572168058353664	52702973010121	1789572168058353664	52702973010151	1789572168058353664	52702973010280	0	0	0	0
13	3	0	0	0	1	0	1789572168058354688	52702973013216	1789572168058355712	52702973014327	1789572168058355712	52702973014327	1789572168058355712	52702973015237	1789572168058355712	52702973015267	1789572168058355712	52702973015397	0	0	0	0
14	5	0	0	0	1	0	1789572168058357760	52702973020684	1789572168058358784	52702973022344	1789572168058358784	52702973022344	1789572168058361856	52702973030591	1789572168058361856	52702973030621	1789572168058361856	52702973030751	0	0	0	0
15	0	32	16	64	1	6144	1789572168058363904	52702973036126	1789572168058364928	52702973038331	1789572168058364928	52702973039349	1789572168058369024	52702973048766	1789572168058370048	52702973050181	1789572168058370048	52702973050312	52702973039451	52702973048672	1333	8
16	1	0	0	0	1	0	1789572168058372096	52702973055510	1789572168058372096	52702973056871	1789572168058372096	52702973056871	1789572168058373120	52702973059258	1789572168058374144	52702973060988	1789572168058374144	52702973061117	0	0	0	0
17	0	32	16	64	1	6144	1789572168058376192	52702973065831	1789572168058377216	52702973068046	1789572168058377216	52702973069050	1789572168058381312	52702973078829	1789572168058382336	52702973080625	1789572168058382336	52702973080916	52702973069173	52702973078735	1904	8
18	4	0	0	0	1	0	1789572168058384384	52702973086169	1789572168058384384	52702973087490	1789572168058384384	52702973087490	1789572168058387456	52702973093904	1789572168058387456	52702973093934	1789572168058387456	52702973094064	0	0	0	0
19	0	32	16	64	1	6144	1789572168058389504	52702973099110	1789572168058390528	52702973101319	1789572168058390528	52702973102351	1789572168058397696	52702973120696	1789572168058398720	52702973122596	1789572168058398720	52702973122726	52702973102473	52702973120602	3086	16
20	1	0	0	0	1	0	1789572168058280960	52723859487572	1789572168058281984	52723859488913	1789572168058281984	52723859488913	1789572168058283008	52723859491306	1789572168058283008	52723859493082	1789572168058283008	52723859493211	0	0	0	0
21	0	32	16	64	1	6144	1789572168058285056	52723859497915	1789572168058286080	52723859500061	1789572168058286080	52723859501072	1789572168058290176	52723859510467	1789572168058291200	52723859511651	1789572168058291200	52723859511951	52723859501199	52723859510373	1486	8
22	2	0	0	0	1	0	1789572168058293248	52723859517275	1789572168058293248	52723859518549	1789572168058293248	52723859518549	1789572168058294272	52723859520167	1789572168058294272	52723859520197	1789572168058294272	52723859520326	0	0	0	0
23	3	0	0	0	1	0	1789572168058295296	52723859523796	1789572168058296320	52723859524909	1789572168058296320	52723859524909	1789572168058296320	52723859525858	1789572168058296320	52723859525888	1789572168058296320	52723859526018	0	0	0	0
24	5	0	0	0	1	0	1789572168058298368	52723859531275	1789572168058299392	52723859532944	1789572168058299392	52723859532944	1789572168058302464	52723859540892	1789572168058302464	52723859540922	1789572168058302464	52723859541053	0	0	0	0
25	0	32	16	64	1	6144	1789572168058304512	52723859546418	1789572168058305536	52723859548595	1789572168058305536	52723859549633	1789572168058309632	52723859559004	1789572168058310656	52723859560887	1789572168058310656	52723859561017	52723859549731	52723859558910	1440	8
26	1	0	0	0	1	0	1789572168058312704	52723859566130	1789572168058312704	52723859567479	1789572168058312704	52723859567479	1789572168058313728	52723859569831	1789572168058314752	52723859571600	1789572168058314752	52723859571730	0	0	0	0
27	0	32	16	64	1	6144	1789572168058316800	52723859576418	1789572168058316800	52723859578584	1789572168058317824	52723859579600	1789572168058321920	52723859589003	1789572168058321920	52723859589957	1789572168058321920	52723859590088	52723859579714	52723859588909	2117	8
28	4	0	0	0	1	0	1789572168058323968	52723859595718	1789572168058324992	52723859597015	1789572168058324992	52723859597015	1789572168058327040	52723859603403	1789572168058327040	52723859603433	1789572168058327040	52723859603563	0	0	0	0
29	0	32	16	64	1	6144	1789572168058329088	52723859608619	1789572168058330112	52723859610793	1789572168058330112	52723859611806	1789572168058337280	52723859630062	1789572168058338304	52723859632192	1789572168058338304	52723859632322	52723859611936	52723859629968	2996	16
30	1	0	0	0	1	0	1789572168058340352	52723859637727	1789572168058341376	52723859638993	1789572168058341376	52723859638993	1789572168058342400	52723859641340	1789572168058343424	52723859643069	1789572168058343424	52723859643198	0	0	0	0
31	0	32	16	64	1	6144	1789572168058344448	52723859647902	1789572168058345472	52723859650055	1789572168058346496	52723859651123	1789572168058349568	52723859660385	1789572168058350592	52723859661564	1789572168058350592	52723859661865	52723859651171	52723859660291	1609	8
32	2	0	0	0	1	0	1789572168058352640	52723859667256	1789572168058352640	52723859668530	1789572168058352640	52723859668530	1789572168058353664	52723859670149	1789572168058353664	52723859670179	1789572168058353664	52723859670308	0	0	0	0
33	3	0	0	0	1	0	1789572168058354688	52723859673893	1789572168058355712	52723859674989	1789572168058355712	52723859674989	1789572168058355712	52723859676217	1789572168058355712	52723859676247	1789572168058355712	52723859676376	0	0	0	0
34	5	0	0	0	1	0	1789572168058358784	52723859682021	1789572168058358784	52723859683679	1789572168058358784	52723859683679	1789572168058361856	52723859691836	1789572168058361856	52723859691866	1789572168058361856	52723859691996	0	0	0	0
35	0	32	16	64	1	6144	1789572168058364928	52723859697383	1789572168058364928	52723859699572	1789572168058365952	52723859700590	1789572168058369024	52723859709979	1789572168058370048	52723859711347	1789572168058370048	52723859711477	52723859700712	52723859709885	1588	8
36	1	0	0	0	1	0	1789572168058372096	52723859716603	1789572168058373120	52723859717937	1789572168058373120	52723859717937	1789572168058373120	52723859720273	1789572168058374144	52723859722042	1789572168058374144	52723859722171	0	0	0	0
37	0	32	16	64	1	6144	1789572168058376192	52723859726858	1789572168058377216	52723859729054	1789572168058377216	52723859730377	1789572168058381312	52723859740359	1789572168058382336	52723859742126	1789572168058382336	52723859742257	52723859730845	52723859740265	1721	8
38	4	0	0	0	1	0	1789572168058384384	52723859747354	1789572168058384384	52723859748642	1789572168058384384	52723859748642	1789572168058387456	52723859755042	1789572168058387456	52723859755072	1789572168058387456	52723859755202	0	0	0	0
39	0	32	16	64	1	6144	1789572168058389504	52723859760223	1789572168058390528	52723859762405	1789572168058390528	52723859763449	1789572168058397696	52723859781724	1789572168058398720	52723859783605	1789572168058398720	52723859783735	52723859763530	52723859781630	2919	16
40	1	0	0	0	1	0	1789572168058280960	52704885559343	1789572168058281984	52704885560620	1789572168058281984	52704885560620	1789572168058283008	52704885562884	1789572168058283008	52704885564610	1789572168058283008	52704885564739	0	0	0	0
