slot	kind	tile_m	tile_n	tile_k	split_k	operand_bytes	run_begin_ns	run_begin_cycles	setup_end_ns	setup_end_cycles	first_operand_ready_ns	first_operand_ready_cycles	mainloop_end_ns	mainloop_end_cycles	epilogue_end_ns	epilogue_end_cycles	run_end_ns	run_end_cycles	loop_begin_cycles	loop_end_cycles	operand_wait_cycles	k_iterations	simt_wait_cycles	simt_barriers
0	1	0	0	0	1	0	1789794417515538432	1098637964792	1789794417515539456	1098637966104	1789794417515539456	1098637966104	1789794417515540480	1098637968918	1789794417515541504	1098637970635	1789794417515541504	1098637970765	0	0	0	0	89	8
1	0	32	16	64	1	6144	1789794417515542528	1098637975293	1789794417515543552	1098637977425	1789794417515544576	1098637978534	1789794417515547648	1098637988139	1789794417515548672	1098637989369	1789794417515548672	1098637989499	1098637978560	1098637988045	1390	8	0	0
2	2	0	0	0	1	0	1789794417515550720	1098637994602	1789794417515550720	1098637995841	1789794417515550720	1098637995841	1789794417515551744	1098637997364	1789794417515551744	1098637997394	1789794417515551744	1098637997523	0	0	0	0	0	0
3	3	0	0	0	1	0	1789794417515552768	1098638001123	1789794417515553792	1098638002237	1789794417515553792	1098638002237	1789794417515553792	1098638003167	1789794417515553792	1098638003197	1789794417515553792	1098638003326	0	0	0	0	0	0
4	5	0	0	0	1	0	1789794417515555840	1098638008487	1789794417515556864	1098638010124	1789794417515556864	1098638010124	1789794417515559936	1098638018568	1789794417515559936	1098638018598	1789794417515559936	1098638018728	0	0	0	0	52	2
5	0	32	16	64	1	6144	1789794417515561984	1098638023884	1789794417515563008	1098638026039	1789794417515564032	1098638027143	1789794417515567104	1098638036553	1789794417515568128	1098638038709	1789794417515568128	1098638038838	1098638027169	1098638036459	1926	8	0	0
6	1	0	0	0	1	0	1789794417515570176	1098638044291	1789794417515571200	1098638045535	1789794417515571200	1098638045535	1789794417515572224	1098638048456	1789794417515572224	1098638050173	1789794417515572224	1098638050304	0	0	0	0	89	8
7	0	32	16	64	1	6144	1789794417515574272	1098638054854	1789794417515575296	1098638057029	1789794417515576320	1098638058128	1789794417515579392	1098638067517	1789794417515580416	1098638068493	1789794417515580416	1098638068623	1098638058154	1098638067423	1617	8	0	0
8	4	0	0	0	1	0	1789794417515582464	1098638073665	1789794417515582464	1098638074941	1789794417515582464	1098638074941	1789794417515585536	1098638081331	1789794417515585536	1098638081361	1789794417515585536	1098638081491	0	0	0	0	0	0
9	0	32	16	64	1	6144	1789794417515587584	1098638086357	1789794417515587584	1098638088524	1789794417515588608	1098638089623	1789794417515595776	1098638107978	1789794417515596800	1098638110196	1789794417515596800	1098638110326	1098638089649	1098638107884	3322	16	0	0
10	1	0	0	0	1	0	1789794417515598848	1098638115530	1789794417515598848	1098638116780	1789794417515598848	1098638116780	1789794417515599872	1098638119690	1789794417515600896	1098638121398	1789794417515600896	1098638121529	0	0	0	0	89	8
11	0	32	16	64	1	6144	1789794417515602944	1098638126118	1789794417515603968	1098638128273	1789794417515603968	1098638129380	1789794417515608064	1098638138662	1789794417515608064	1098638140183	1789794417515609088	1098638140445	1098638129406	1098638138568	1560	8	0	0
