stage	logical_stage	combine	task_ns	count
0	0	0	1536	4
1	1	0	19712	4
2	2	0	19968	2
3	3	0	19456	2
4	4	0	1024	16
5	5	0	1024	8
6	6	0	1024	8
7	7	0	1024	8
8	8	0	3520	16
9	9	0	22528	4
10	10	0	2048	4
11	11	0	19456	8
12	12	0	19456	8
13	13	0	3072	4
14	14	0	38912	4
15	15	0	2048	4
16	16	0	19456	4
17	17	0	19456	2
18	18	0	19456	2
19	19	0	1024	16
20	20	0	1024	8
21	21	0	1024	8
22	22	0	1024	8
23	23	0	3712	16
24	24	0	21760	4
25	25	0	2048	4
26	26	0	19456	8
27	27	0	19456	8
28	28	0	3072	4
29	29	0	38912	4
