producer	consumer
69	74
69	75
69	97
70	72
70	73
70	74
70	75
70	98
71	72
71	73
71	74
71	75
71	99
72	76
72	77
72	78
72	79
72	80
72	81
72	82
72	83
72	84
72	85
72	86
72	87
72	88
72	89
72	90
72	91
73	76
73	77
73	78
73	79
73	80
73	81
73	82
73	83
73	84
73	85
73	86
73	87
73	88
73	89
73	90
73	91
74	76
74	77
74	78
74	79
74	80
74	81
74	82
74	83
74	84
74	85
74	86
74	87
74	88
74	89
74	90
74	91
75	76
75	77
75	78
75	79
75	80
75	81
75	82
75	83
75	84
75	85
75	86
75	87
75	88
75	89
75	90
75	91
76	92
76	93
76	94
76	95
77	92
77	93
77	94
77	95
78	92
78	93
78	94
78	95
79	92
79	93
79	94
79	95
80	92
80	93
80	94
80	95
81	92
81	93
81	94
81	95
82	92
82	93
82	94
82	95
83	92
83	93
83	94
83	95
84	92
84	93
84	94
84	95
85	92
85	93
85	94
85	95
86	92
86	93
86	94
86	95
87	92
87	93
87	94
87	95
88	92
88	93
88	94
88	95
89	92
89	93
89	94
89	95
90	92
90	93
90	94
90	95
91	92
91	93
91	94
91	95
92	96
92	97
92	98
92	99
93	96
93	97
93	98
93	99
94	96
94	97
94	98
94	99
95	96
95	97
95	98
95	99
96	100
96	101
96	102
96	103
96	168
97	100
97	101
97	102
97	103
97	169
98	100
98	101
98	102
98	103
98	170
99	100
99	101
99	102
99	103
99	171
100	104
100	105
100	106
100	107
100	108
100	109
100	110
100	111
101	104
101	105
101	106
101	107
101	108
101	109
101	110
101	111
102	104
102	105
102	106
102	107
102	108
102	109
102	110
102	111
103	104
103	105
103	106
103	107
103	108
103	109
103	110
103	111
104	112
104	113
104	114
104	115
104	116
104	117
104	118
104	119
104	120
104	121
104	122
104	123
104	124
104	125
104	126
104	127
105	112
105	113
105	114
105	115
105	116
105	117
105	118
105	119
105	120
105	121
105	122
105	123
105	124
105	125
105	126
105	127
106	112
106	113
106	114
106	115
106	116
106	117
106	118
106	119
106	120
106	121
106	122
106	123
106	124
106	125
106	126
106	127
107	112
107	113
107	114
107	115
107	116
107	117
107	118
107	119
107	120
107	121
107	122
107	123
107	124
107	125
107	126
107	127
108	128
108	129
108	130
108	131
108	132
108	133
108	134
108	135
109	128
109	129
109	130
109	131
109	132
109	133
109	134
109	135
110	144
110	145
110	146
110	147
110	148
110	149
110	150
110	151
111	144
111	145
111	146
111	147
111	148
111	149
111	150
111	151
112	152
113	153
114	154
115	155
116	156
117	157
118	158
119	159
120	160
121	161
122	162
123	163
124	164
125	165
126	166
127	167
128	136
129	137
130	138
131	139
132	140
133	141
134	142
135	143
136	152
136	153
136	154
136	155
136	156
136	157
136	158
136	159
136	160
136	161
136	162
136	163
136	164
136	165
136	166
136	167
137	152
137	153
137	154
137	155
137	156
137	157
137	158
137	159
137	160
137	161
137	162
137	163
137	164
137	165
137	166
137	167
138	152
138	153
138	154
138	155
138	156
138	157
138	158
138	159
138	160
138	161
138	162
138	163
138	164
138	165
138	166
138	167
139	152
139	153
139	154
139	155
139	156
139	157
139	158
139	159
139	160
139	161
139	162
139	163
139	164
139	165
139	166
139	167
140	152
140	153
140	154
140	155
140	156
140	157
140	158
140	159
140	160
140	161
140	162
140	163
140	164
140	165
140	166
140	167
141	152
141	153
141	154
141	155
141	156
141	157
141	158
141	159
141	160
141	161
141	162
141	163
141	164
141	165
141	166
141	167
142	152
142	153
142	154
142	155
142	156
142	157
142	158
142	159
142	160
142	161
142	162
142	163
142	164
142	165
142	166
142	167
143	152
143	153
143	154
143	155
143	156
143	157
143	158
143	159
143	160
143	161
143	162
143	163
143	164
143	165
143	166
143	167
144	152
144	153
144	154
144	155
144	156
144	157
144	158
144	159
144	160
144	161
144	162
144	163
144	164
144	165
144	166
144	167
145	152
145	153
145	154
145	155
145	156
145	157
145	158
145	159
145	160
145	161
145	162
145	163
145	164
145	165
145	166
145	167
146	152
146	153
146	154
146	155
146	156
146	157
146	158
146	159
146	160
146	161
146	162
146	163
146	164
146	165
146	166
146	167
147	152
147	153
147	154
147	155
147	156
147	157
147	158
147	159
147	160
147	161
147	162
147	163
147	164
147	165
147	166
147	167
148	152
148	153
148	154
148	155
148	156
148	157
148	158
148	159
148	160
148	161
148	162
148	163
148	164
148	165
148	166
148	167
149	152
149	153
149	154
149	155
149	156
149	157
149	158
149	159
149	160
149	161
149	162
149	163
149	164
149	165
149	166
149	167
150	152
150	153
150	154
150	155
150	156
150	157
150	158
150	159
150	160
150	161
150	162
150	163
150	164
150	165
150	166
150	167
151	152
151	153
151	154
151	155
151	156
151	157
151	158
151	159
151	160
151	161
151	162
151	163
151	164
151	165
151	166
151	167
152	168
152	169
152	170
152	171
153	168
153	169
153	170
153	171
154	168
154	169
154	170
154	171
155	168
155	169
155	170
155	171
156	168
156	169
156	170
156	171
157	168
157	169
157	170
157	171
158	168
158	169
158	170
158	171
159	168
159	169
159	170
159	171
160	168
160	169
160	170
160	171
161	168
161	169
161	170
161	171
162	168
162	169
162	170
162	171
163	168
163	169
163	170
163	171
164	168
164	169
164	170
164	171
165	168
165	169
165	170
165	171
166	168
166	169
166	170
166	171
167	168
167	169
167	170
167	171
168	172
168	173
168	174
168	175
168	196
169	172
169	173
169	174
169	175
169	197
170	172
170	173
170	174
170	175
170	198
171	172
171	173
171	174
171	175
171	199
172	176
172	177
172	178
172	179
172	180
172	181
172	182
172	183
172	184
172	185
172	186
172	187
172	188
172	189
172	190
172	191
173	176
173	177
173	178
173	179
173	180
173	181
173	182
173	183
173	184
173	185
173	186
173	187
173	188
173	189
173	190
173	191
174	176
174	177
174	178
174	179
174	180
174	181
174	182
174	183
174	184
174	185
174	186
174	187
174	188
174	189
174	190
174	191
175	176
175	177
175	178
175	179
175	180
175	181
175	182
175	183
175	184
175	185
175	186
175	187
175	188
175	189
175	190
175	191
176	192
176	193
176	194
176	195
177	192
177	193
177	194
177	195
178	192
178	193
178	194
178	195
179	192
179	193
179	194
179	195
180	192
180	193
180	194
180	195
181	192
181	193
181	194
181	195
182	192
182	193
182	194
182	195
183	192
183	193
183	194
183	195
184	192
184	193
184	194
184	195
185	192
185	193
185	194
185	195
186	192
186	193
186	194
186	195
187	192
187	193
187	194
187	195
188	192
188	193
188	194
188	195
189	192
189	193
189	194
189	195
190	192
190	193
190	194
190	195
191	192
191	193
191	194
191	195
192	196
192	197
192	198
192	199
193	196
193	197
193	198
193	199
194	196
194	197
194	198
194	199
195	196
195	197
195	198
195	199
