candidate	placement	status	floor_ns	cp_ns	queue_lb_ns	predicted_ns	grid	kappa
32x16x64s2split16kappa1r1	wavefront	ok	113869	44219.5	113831	251469	128	1
32x16x64s2split16kappa1r1	rotate	ok	117517	44219.5	96384.9	273884	128	1
32x16x64s2split16kappa1r1	eft	ok	119422	44219.5	119422	263095	128	1
32x16x64s2split16kappa1r1	legacy_grid_stride	ok	122666	44219.5	122627	285768	128	1
32x16x64s2split16kappa1r1	chain	ok	125956	44219.5	100227	272288	128	1
32x16x64s2split16kappa1r1	balanced	ok	806833	44219.5	164072	1.284e+06	128	1
32x16x64s2split16kappa1r2	wavefront	ok	71650.4	46205.8	71573.4	192387	256	1
32x16x64s2split16kappa1r2	eft	ok	75824.2	46205.8	75824.2	196945	256	1
32x16x64s2split16kappa1r2	rotate	ok	76917.5	46205.8	51127.7	206122	256	1
32x16x64s2split16kappa1r2	chain	ok	83101.5	46205.8	53094.6	206421	256	1
32x16x64s2split16kappa1r2	legacy_grid_stride	ok	85951.5	46205.8	85874.6	231867	256	1
32x16x64s2split16kappa1r2	balanced	ok	659148	46205.8	127716	1.07003e+06	256	1
32x16x64s2split16kappa1r3	eft	ok	68562.3	48866.1	68562.3	179003	384	1
32x16x64s2split16kappa1r3	wavefront	ok	70344.8	48866.1	70229.4	186463	384	1
32x16x64s2split16kappa1r3	rotate	ok	72575.9	48866.1	37991.6	202841	384	1
32x16x64s2split16kappa1r3	chain	ok	78476.2	48866.1	36864.2	193797	384	1
32x16x64s2split16kappa1r3	legacy_grid_stride	ok	90765.6	48866.1	90650.2	236681	384	1
32x16x64s2split16kappa1r3	balanced	ok	726944	48866.1	135331	1.16742e+06	384	1
32x16x64s2split16kappa1r4	wavefront	ok	56953.7	51526.3	56799.8	169097	512	1
32x16x64s2split16kappa1r4	eft	ok	59069.5	51526.3	59069.5	166272	512	1
32x16x64s2split16kappa1r4	rotate	ok	62990	51526.3	28708.8	179361	512	1
32x16x64s2split16kappa1r4	chain	ok	70384.1	51526.3	29733.2	180963	512	1
32x16x64s2split16kappa1r4	legacy_grid_stride	ok	78374.5	51526.3	78220.7	217845	512	1
32x16x64s2split16kappa1r4	balanced	ok	684823	51526.3	125741	1.11815e+06	512	1
