rank	key	estimated	actual	re_solved	residency	flow_ns	simulated_ns
1	128x64x128s2k1;128x32x128s2k1;128x64x64s3k1;128x64x64s3k2;128x32x128s2k1;16x256x64s2k1;kappa=1;residency=1;Ec=1088;Rq=32	1	1	0	1	1.09699e+07	1.0774e+07
2	128x64x64s3k1;128x32x128s2k1;128x64x64s3k1;128x64x64s3k2;128x32x128s2k1;16x256x64s2k1;kappa=1;residency=1;Ec=1088;Rq=32	1	1	0	1	1.09699e+07	1.0774e+07
3	128x64x64s4k1;128x32x128s2k1;128x64x64s3k1;128x64x64s3k2;128x32x128s2k1;16x256x64s2k1;kappa=1;residency=1;Ec=1088;Rq=32	1	1	0	1	1.09699e+07	1.0774e+07
