slot	stage	logical_task	kind	on_cp	tile_m	tile_n	tile_k	split_k	operand_bytes	setup_ns	load_wait_ns	mainloop_ns	epilogue_ns	body_epilogue_ns	harness_tail_ns	run_ns	setup_cycles	load_wait_cycles	mainloop_cycles	epilogue_cycles	body_epilogue_cycles	harness_tail_cycles	run_cycles	kind_name	simt_barriers	seg_setup	seg_wait	seg_compute	seg_epilogue
0	0	0	1	1	0	0	0	1	0	1024	0	1024	1024	1024	0	3072	1352	0	2814	1965	1835	130	6131	rmsnorm	8	1352	89	2725	1965
1	2	0	0	1	32	16	64	1	6144	1024	1024	3072	1024	1024	0	6144	2160	1097	9344	1311	1182	129	13912	gemm	0	2160	2700	7741	1311
2	5	0	2	0	0	0	0	1	0	0	0	1024	0	0	0	1024	1292	0	1541	159	30	129	2992	rope	0	1292	0	1541	159
3	6	0	3	0	0	0	0	1	0	1024	0	0	0	0	0	1024	1126	0	985	160	30	130	2271	kvappend	0	1126	0	985	160
4	8	0	5	1	0	0	0	1	0	1024	0	3072	0	0	0	4096	1691	0	8128	159	30	129	9978	attention	2	1691	52	8076	159
5	9	0	0	1	32	16	64	1	6144	1024	0	4096	1024	1024	0	6144	2186	1002	9382	1753	1623	130	14323	gemm	0	2186	2382	8002	1753
6	10	0	1	0	0	0	0	1	0	0	0	2048	0	0	0	2048	1281	0	2909	1944	1813	131	6134	rmsnorm	8	1281	89	2820	1944
7	11	0	0	1	32	16	64	1	6144	1024	0	4096	1024	0	1024	6144	2174	1097	9343	1073	942	131	13687	gemm	0	2174	3557	6883	1073
8	13	0	4	1	0	0	0	1	0	1024	0	2048	0	0	0	3072	1312	0	6262	160	30	130	7734	elementwise	0	1312	0	6262	160
9	14	0	0	1	32	16	64	1	6144	1024	1024	7168	1024	1024	0	10240	2159	1036	18285	2250	2121	129	23730	gemm	0	2159	4168	15153	2250
10	15	0	1	1	0	0	0	1	0	0	0	1024	1024	1024	0	2048	1299	0	2907	1841	1710	131	6047	rmsnorm	8	1299	89	2818	1841
11	17	0	0	1	32	16	64	1	6144	1024	0	4096	1024	0	1024	6144	2160	1037	9323	1533	1403	130	14053	gemm	0	2160	2430	7930	1533
12	20	0	2	0	0	0	0	1	0	0	0	1024	0	0	0	1024	1288	0	1580	159	30	129	3027	rope	0	1288	0	1580	159
13	21	0	3	0	0	0	0	1	0	1024	0	0	0	0	0	1024	1131	0	933	160	30	130	2224	kvappend	0	1131	0	933	160
14	23	0	5	1	0	0	0	1	0	1024	0	3072	0	0	0	4096	1680	0	8369	160	30	130	10209	attention	2	1680	52	8317	160
15	24	0	0	1	32	16	64	1	6144	1024	0	4096	1024	1024	0	6144	2222	1006	9409	1555	1425	130	14192	gemm	0	2222	2511	7904	1555
16	25	0	1	1	0	0	0	1	0	0	0	1024	1024	1024	0	2048	1371	0	2894	1861	1730	131	6126	rmsnorm	8	1371	89	2805	1861
