rank	key	placement	tile_m	tile_n	tile_k	stages	split_k	kappa	residency	floor_ns	predicted_ns	source	cg
1	32x16x32s2split4kappa1r4	eft	32	16	32	2	4	1	4	243151	491756	/root/TileMega/docs/experiments/SOLVER_V2/reference/mha4_s128/legacy/selected.cu.top1.cu	/root/TileMega/docs/experiments/SOLVER_V2/reference/mha4_s128/legacy/selected.cu.top1.mlir
2	32x16x32s2split4kappa1r4	wavefront	32	16	32	2	4	1	4	243164	492943	/root/TileMega/docs/experiments/SOLVER_V2/reference/mha4_s128/legacy/selected.cu.top2.cu	/root/TileMega/docs/experiments/SOLVER_V2/reference/mha4_s128/legacy/selected.cu.top2.mlir
3	32x16x32s2split4kappa1r5	eft	32	16	32	2	4	1	5	250356	496589	/root/TileMega/docs/experiments/SOLVER_V2/reference/mha4_s128/legacy/selected.cu.top3.cu	/root/TileMega/docs/experiments/SOLVER_V2/reference/mha4_s128/legacy/selected.cu.top3.mlir
