config	arm	round	started_ns	l05_ms	l1_ms	l2_ms	log
rotate	l1nosync	12	1789658773305610697	6.289056	6.068192	6.033408	/root/TileMega/docs/experiments/REBASE/raw/real_s128/measure/rotate__l1nosync/r12.log
rotate	full	13	1789660029054079470	6.619136	6.664032	6.383616	/root/TileMega/docs/experiments/REBASE/raw/real_s128/measure/rotate__full/r13.log
rotate	nofence	13	1789660042128387737	6.282464	6.31696	5.92896	/root/TileMega/docs/experiments/REBASE/raw/real_s128/measure/rotate__nofence/r13.log
rotate	nowait	13	1789660054083725307	6.626304	6.670336	4.871168	/root/TileMega/docs/experiments/REBASE/raw/real_s128/measure/rotate__nowait/r13.log
rotate	neither	13	1789659392799092771	6.485728	6.322176	4.730976	/root/TileMega/docs/experiments/REBASE/raw/real_s128/measure/rotate__neither/r13.log
rotate	l1nosync	13	1789659406127669082	6.293344	6.071296	6.044672	/root/TileMega/docs/experiments/REBASE/raw/real_s128/measure/rotate__l1nosync/r13.log
rotate	full	14	1789660670037090973	6.631296	6.675424	6.381216	/root/TileMega/docs/experiments/REBASE/raw/real_s128/measure/rotate__full/r14.log
rotate	nofence	14	1789660683080857663	6.289376	6.610912	6.680576	/root/TileMega/docs/experiments/REBASE/raw/real_s128/measure/rotate__nofence/r14.log
rotate	nowait	14	1789660696324473596	6.633472	6.67632	4.873344	/root/TileMega/docs/experiments/REBASE/raw/real_s128/measure/rotate__nowait/r14.log
rotate	neither	14	1789660709576663221	6.630272	6.656	4.713472	/root/TileMega/docs/experiments/REBASE/raw/real_s128/measure/rotate__neither/r14.log
rotate	l1nosync	14	1789660067067010518	6.626432	6.295424	6.38896	/root/TileMega/docs/experiments/REBASE/raw/real_s128/measure/rotate__l1nosync/r14.log
rotate	full	15	1789661351653730432	13.31392	6.334464	13.120352	/root/TileMega/docs/experiments/REBASE/raw/real_s128/measure/rotate__full/r15.log
rotate	nofence	15	1789661366565164088	13.479936	13.586432	10.786816	/root/TileMega/docs/experiments/REBASE/raw/real_s128/measure/rotate__nofence/r15.log
rotate	nowait	15	1789661382836829406	13.41424	13.504512	4.742144	/root/TileMega/docs/experiments/REBASE/raw/real_s128/measure/rotate__nowait/r15.log
rotate	neither	15	1789661398282642197	13.369344	13.458656	9.57952	/root/TileMega/docs/experiments/REBASE/raw/real_s128/measure/rotate__neither/r15.log
rotate	l1nosync	15	1789661413412268048	13.461504	13.19936	13.190144	/root/TileMega/docs/experiments/REBASE/raw/real_s128/measure/rotate__l1nosync/r15.log
rotate	full	16	1789662102170704945	13.422592	13.49632	6.044992	/root/TileMega/docs/experiments/REBASE/raw/real_s128/measure/rotate__full/r16.log
rotate	nofence	16	1789662117377923045	6.3056	6.339392	5.950624	/root/TileMega/docs/experiments/REBASE/raw/real_s128/measure/rotate__nofence/r16.log
rotate	nowait	16	1789662131303027939	13.435744	13.536384	9.54704	/root/TileMega/docs/experiments/REBASE/raw/real_s128/measure/rotate__nowait/r16.log
rotate	neither	16	1789662147127690123	13.472768	13.564928	9.51808	/root/TileMega/docs/experiments/REBASE/raw/real_s128/measure/rotate__neither/r16.log
rotate	l1nosync	16	1789662163649261191	6.379296	13.095936	13.257728	/root/TileMega/docs/experiments/REBASE/raw/real_s128/measure/rotate__l1nosync/r16.log
rotate	full	17	1789662854855558116	6.305568	6.349856	6.061056	/root/TileMega/docs/experiments/REBASE/raw/real_s128/measure/rotate__full/r17.log
rotate	nofence	17	1789662867998532824	13.382656	6.347776	10.74688	/root/TileMega/docs/experiments/REBASE/raw/real_s128/measure/rotate__nofence/r17.log
rotate	nowait	17	1789662881928329752	13.461888	13.548576	4.746176	/root/TileMega/docs/experiments/REBASE/raw/real_s128/measure/rotate__nowait/r17.log
rotate	neither	17	1789662897013273301	13.391872	6.35392	4.714144	/root/TileMega/docs/experiments/REBASE/raw/real_s128/measure/rotate__neither/r17.log
rotate	l1nosync	17	1789662911870138654	6.304768	6.083584	6.061056	/root/TileMega/docs/experiments/REBASE/raw/real_s128/measure/rotate__l1nosync/r17.log
rotate	full	18	1789663595787553882	13.40928	13.5456	13.190048	/root/TileMega/docs/experiments/REBASE/raw/real_s128/measure/rotate__full/r18.log
rotate	nofence	18	1789663611884707858	13.389824	13.50256	10.71008	/root/TileMega/docs/experiments/REBASE/raw/real_s128/measure/rotate__nofence/r18.log
rotate	nowait	18	1789663627294425676	6.309056	6.339552	4.752384	/root/TileMega/docs/experiments/REBASE/raw/real_s128/measure/rotate__nowait/r18.log
rotate	neither	18	1789663641133016355	6.311648	6.349824	4.730176	/root/TileMega/docs/experiments/REBASE/raw/real_s128/measure/rotate__neither/r18.log
rotate	l1nosync	18	1789663654821823366	6.298624	6.073376	6.065152	/root/TileMega/docs/experiments/REBASE/raw/real_s128/measure/rotate__l1nosync/r18.log
rotate	full	19	1789664321184323960	13.373696	6.339584	6.049888	/root/TileMega/docs/experiments/REBASE/raw/real_s128/measure/rotate__full/r19.log
rotate	nofence	19	1789664335308935524	13.367072	13.442048	10.798976	/root/TileMega/docs/experiments/REBASE/raw/real_s128/measure/rotate__nofence/r19.log
rotate	nowait	19	1789664349549226948	13.459456	13.565952	9.565184	/root/TileMega/docs/experiments/REBASE/raw/real_s128/measure/rotate__nowait/r19.log
rotate	neither	19	1789664365093390818	6.303488	6.339808	4.718432	/root/TileMega/docs/experiments/REBASE/raw/real_s128/measure/rotate__neither/r19.log
rotate	l1nosync	19	1789664377932569951	13.335936	10.87488	13.234976	/root/TileMega/docs/experiments/REBASE/raw/real_s128/measure/rotate__l1nosync/r19.log
rotate	full	20	1789665050339198165	6.305792	13.520896	13.105152	/root/TileMega/docs/experiments/REBASE/raw/real_s128/measure/rotate__full/r20.log
rotate	nofence	20	1789665065199381055	6.303552	13.535232	10.673056	/root/TileMega/docs/experiments/REBASE/raw/real_s128/measure/rotate__nofence/r20.log
rotate	nowait	20	1789665080057385306	6.311872	13.307936	9.550848	/root/TileMega/docs/experiments/REBASE/raw/real_s128/measure/rotate__nowait/r20.log
rotate	neither	20	1789665094550759520	6.313984	6.344896	4.76672	/root/TileMega/docs/experiments/REBASE/raw/real_s128/measure/rotate__neither/r20.log
rotate	l1nosync	20	1789665108846618789	13.413376	13.138944	6.057984	/root/TileMega/docs/experiments/REBASE/raw/real_s128/measure/rotate__l1nosync/r20.log
rotate	full	21	1789665781566653582	6.308832	13.29664	13.212672	/root/TileMega/docs/experiments/REBASE/raw/real_s128/measure/rotate__full/r21.log
rotate	nofence	21	1789665795228688743	13.38368	6.349728	10.591904	/root/TileMega/docs/experiments/REBASE/raw/real_s128/measure/rotate__nofence/r21.log
rotate	nowait	21	1789665808959132516	13.42464	13.524992	4.753408	/root/TileMega/docs/experiments/REBASE/raw/real_s128/measure/rotate__nowait/r21.log
rotate	neither	21	1789665823987498776	13.19424	13.600768	9.558016	/root/TileMega/docs/experiments/REBASE/raw/real_s128/measure/rotate__neither/r21.log
rotate	l1nosync	21	1789665839704412104	13.421568	13.14816	13.123584	/root/TileMega/docs/experiments/REBASE/raw/real_s128/measure/rotate__l1nosync/r21.log
rotate	full	22	1789666524682334689	13.426784	13.568	13.202176	/root/TileMega/docs/experiments/REBASE/raw/real_s128/measure/rotate__full/r22.log
rotate	nofence	22	1789666539404588718	13.422592	13.5384	10.755072	/root/TileMega/docs/experiments/REBASE/raw/real_s128/measure/rotate__nofence/r22.log
rotate	nowait	22	1789666554748729869	13.377536	13.468384	9.540608	/root/TileMega/docs/experiments/REBASE/raw/real_s128/measure/rotate__nowait/r22.log
rotate	neither	22	1789666570078602701	6.30784	6.38464	4.726784	/root/TileMega/docs/experiments/REBASE/raw/real_s128/measure/rotate__neither/r22.log
rotate	l1nosync	22	1789666583252579141	6.299648	10.797056	13.102144	/root/TileMega/docs/experiments/REBASE/raw/real_s128/measure/rotate__l1nosync/r22.log
rotate	full	23	1789667250719636996	13.447168	13.568	13.210624	/root/TileMega/docs/experiments/REBASE/raw/real_s128/measure/rotate__full/r23.log
rotate	nofence	23	1789667266315692362	13.418496	13.543424	10.762048	/root/TileMega/docs/experiments/REBASE/raw/real_s128/measure/rotate__nofence/r23.log
rotate	nowait	23	1789667281800899453	13.401088	13.520896	9.469952	/root/TileMega/docs/experiments/REBASE/raw/real_s128/measure/rotate__nowait/r23.log
rotate	neither	23	1789667296508296030	6.300672	6.33856	4.711584	/root/TileMega/docs/experiments/REBASE/raw/real_s128/measure/rotate__neither/r23.log
rotate	l1nosync	23	1789667308811946556	6.3016	6.044672	6.059008	/root/TileMega/docs/experiments/REBASE/raw/real_s128/measure/rotate__l1nosync/r23.log
rotate	full	24	1789667971450503094	6.295552	13.294464	13.219584	/root/TileMega/docs/experiments/REBASE/raw/real_s128/measure/rotate__full/r24.log
rotate	nofence	24	1789667986387072984	13.458432	13.560928	10.747904	/root/TileMega/docs/experiments/REBASE/raw/real_s128/measure/rotate__nofence/r24.log
rotate	nowait	24	1789668002435655438	6.303744	6.335392	4.748384	/root/TileMega/docs/experiments/REBASE/raw/real_s128/measure/rotate__nowait/r24.log
rotate	neither	24	1789668016304244027	13.174784	13.599744	9.561088	/root/TileMega/docs/experiments/REBASE/raw/real_s128/measure/rotate__neither/r24.log
rotate	l1nosync	24	1789668031963320197	13.443072	13.159424	13.143776	/root/TileMega/docs/experiments/REBASE/raw/real_s128/measure/rotate__l1nosync/r24.log
chain	full	0	1789649102586365871	6.624992	6.669024	6.816768	/root/TileMega/docs/experiments/REBASE/raw/real_s128/measure/chain__full/r0.log
chain	nofence	0	1789649130754805929	6.621184	6.664352	6.699008	/root/TileMega/docs/experiments/REBASE/raw/real_s128/measure/chain__nofence/r0.log
chain	nowait	0	1789649159006466146	6.636544	6.677376	5.38112	/root/TileMega/docs/experiments/REBASE/raw/real_s128/measure/chain__nowait/r0.log
chain	neither	0	1789649187247710361	6.629376	6.675456	5.194688	/root/TileMega/docs/experiments/REBASE/raw/real_s128/measure/chain__neither/r0.log
chain	l1nosync	0	1789649215373016826	6.628352	6.25152	6.823936	/root/TileMega/docs/experiments/REBASE/raw/real_s128/measure/chain__l1nosync/r0.log
chain	full	1	1789650480840372409	6.6304	6.331584	6.484992	/root/TileMega/docs/experiments/REBASE/raw/real_s128/measure/chain__full/r1.log
chain	nofence	1	1789650506520076146	6.286336	6.323008	6.358656	/root/TileMega/docs/experiments/REBASE/raw/real_s128/measure/chain__nofence/r1.log
chain	nowait	1	1789650532047383206	6.294272	6.32832	5.214208	/root/TileMega/docs/experiments/REBASE/raw/real_s128/measure/chain__nowait/r1.log
chain	neither	1	1789650557114400812	6.290432	6.32544	5.035008	/root/TileMega/docs/experiments/REBASE/raw/real_s128/measure/chain__neither/r1.log
chain	l1nosync	1	1789650582428647896	6.628352	6.235136	6.820864	/root/TileMega/docs/experiments/REBASE/raw/real_s128/measure/chain__l1nosync/r1.log
chain	full	2	1789651695948579058	6.628352	6.674432	6.825088	/root/TileMega/docs/experiments/REBASE/raw/real_s128/measure/chain__full/r2.log
chain	nofence	2	1789651713615797599	6.638304	6.679552	6.700032	/root/TileMega/docs/experiments/REBASE/raw/real_s128/measure/chain__nofence/r2.log
chain	nowait	2	1789651730711160044	6.628352	6.673408	5.388288	/root/TileMega/docs/experiments/REBASE/raw/real_s128/measure/chain__nowait/r2.log
chain	neither	2	1789651748003897380	6.631424	6.671648	5.17728	/root/TileMega/docs/experiments/REBASE/raw/real_s128/measure/chain__neither/r2.log
chain	l1nosync	2	1789651765092319362	6.618112	6.2384	6.818592	/root/TileMega/docs/experiments/REBASE/raw/real_s128/measure/chain__l1nosync/r2.log
chain	full	3	1789652536078969823	6.631424	6.67136	6.818816	/root/TileMega/docs/experiments/REBASE/raw/real_s128/measure/chain__full/r3.log
chain	nofence	3	1789652549753355890	6.496128	6.667328	6.694912	/root/TileMega/docs/experiments/REBASE/raw/real_s128/measure/chain__nofence/r3.log
chain	nowait	3	1789652562231897202	6.590464	6.675296	5.359296	/root/TileMega/docs/experiments/REBASE/raw/real_s128/measure/chain__nowait/r3.log
chain	neither	3	1789652574543059481	6.286112	6.316128	5.030592	/root/TileMega/docs/experiments/REBASE/raw/real_s128/measure/chain__neither/r3.log
chain	l1nosync	3	1789652586962382712	6.285216	6.041376	6.471552	/root/TileMega/docs/experiments/REBASE/raw/real_s128/measure/chain__l1nosync/r3.log
chain	full	4	1789653183252652553	6.301696	6.315168	6.465536	/root/TileMega/docs/experiments/REBASE/raw/real_s128/measure/chain__full/r4.log
chain	nofence	4	1789653195357477472	6.639616	6.675456	6.483776	/root/TileMega/docs/experiments/REBASE/raw/real_s128/measure/chain__nofence/r4.log
chain	nowait	4	1789653208255107520	6.636544	6.677792	5.37104	/root/TileMega/docs/experiments/REBASE/raw/real_s128/measure/chain__nowait/r4.log
chain	neither	4	1789653220575056332	6.421344	6.316032	5.030912	/root/TileMega/docs/experiments/REBASE/raw/real_s128/measure/chain__neither/r4.log
chain	l1nosync	4	1789653232613148656	6.291456	6.047744	6.471424	/root/TileMega/docs/experiments/REBASE/raw/real_s128/measure/chain__l1nosync/r4.log
chain	full	5	1789653821029691089	6.41536	6.31792	6.472704	/root/TileMega/docs/experiments/REBASE/raw/real_s128/measure/chain__full/r5.log
chain	nofence	5	1789653833112812287	6.636352	6.600832	6.35392	/root/TileMega/docs/experiments/REBASE/raw/real_s128/measure/chain__nofence/r5.log
chain	nowait	5	1789653845997300162	6.28736	6.322176	5.207872	/root/TileMega/docs/experiments/REBASE/raw/real_s128/measure/chain__nowait/r5.log
chain	neither	5	1789653858426174573	6.43584	6.316224	5.02784	/root/TileMega/docs/experiments/REBASE/raw/real_s128/measure/chain__neither/r5.log
chain	l1nosync	5	1789653870631048969	6.31296	6.03728	6.470816	/root/TileMega/docs/experiments/REBASE/raw/real_s128/measure/chain__l1nosync/r5.log
chain	full	6	1789654458438120392	6.532096	6.472704	13.663328	/root/TileMega/docs/experiments/REBASE/raw/real_s128/measure/chain__full/r6.log
chain	nofence	6	1789654471345586709	8.347488	6.331616	6.674272	/root/TileMega/docs/experiments/REBASE/raw/real_s128/measure/chain__nofence/r6.log
chain	nowait	6	1789654484909043188	12.197888	13.5176	5.21728	/root/TileMega/docs/experiments/REBASE/raw/real_s128/measure/chain__nowait/r6.log
chain	neither	6	1789654499171859272	13.396128	6.351008	5.05344	/root/TileMega/docs/experiments/REBASE/raw/real_s128/measure/chain__neither/r6.log
chain	l1nosync	6	1789654513607467196	6.638464	10.799104	8.60912	/root/TileMega/docs/experiments/REBASE/raw/real_s128/measure/chain__l1nosync/r6.log
chain	full	7	1789655123545778796	13.320192	13.551616	6.4768	/root/TileMega/docs/experiments/REBASE/raw/real_s128/measure/chain__full/r7.log
chain	nofence	7	1789655138013064905	6.295712	6.332448	12.076256	/root/TileMega/docs/experiments/REBASE/raw/real_s128/measure/chain__nofence/r7.log
chain	nowait	7	1789655150769332343	6.30032	6.328128	5.25824	/root/TileMega/docs/experiments/REBASE/raw/real_s128/measure/chain__nowait/r7.log
chain	neither	7	1789655164561036341	6.302752	8.653824	5.03296	/root/TileMega/docs/experiments/REBASE/raw/real_s128/measure/chain__neither/r7.log
chain	l1nosync	7	1789655178021915585	6.514688	6.139904	6.550432	/root/TileMega/docs/experiments/REBASE/raw/real_s128/measure/chain__l1nosync/r7.log
chain	full	8	1789655787224381447	6.623936	6.670592	6.46976	/root/TileMega/docs/experiments/REBASE/raw/real_s128/measure/chain__full/r8.log
chain	nofence	8	1789655799835668828	6.40512	6.675776	6.7008	/root/TileMega/docs/experiments/REBASE/raw/real_s128/measure/chain__nofence/r8.log
chain	nowait	8	1789655812322180691	6.631424	6.680832	5.382144	/root/TileMega/docs/experiments/REBASE/raw/real_s128/measure/chain__nowait/r8.log
chain	neither	8	1789655825934606896	6.630176	6.675392	5.189632	/root/TileMega/docs/experiments/REBASE/raw/real_s128/measure/chain__neither/r8.log
chain	l1nosync	8	1789655839398757538	6.62768	6.201344	6.508704	/root/TileMega/docs/experiments/REBASE/raw/real_s128/measure/chain__l1nosync/r8.log
chain	full	9	1789656550760540318	13.213696	13.306496	13.454336	/root/TileMega/docs/experiments/REBASE/raw/real_s128/measure/chain__full/r9.log
chain	nofence	9	1789656565431624947	13.206528	13.311232	13.31696	/root/TileMega/docs/experiments/REBASE/raw/real_s128/measure/chain__nofence/r9.log
chain	nowait	9	1789656581312847665	13.205504	14.579712	9.998432	/root/TileMega/docs/experiments/REBASE/raw/real_s128/measure/chain__nowait/r9.log
chain	neither	9	1789656597695247616	19.903488	13.508608	9.708544	/root/TileMega/docs/experiments/REBASE/raw/real_s128/measure/chain__neither/r9.log
chain	l1nosync	9	1789656614967463289	13.430784	10.831872	13.68992	/root/TileMega/docs/experiments/REBASE/raw/real_s128/measure/chain__l1nosync/r9.log
chain	full	10	1789657340170581930	13.184	13.294592	13.435904	/root/TileMega/docs/experiments/REBASE/raw/real_s128/measure/chain__full/r10.log
chain	nofence	10	1789657355708263333	13.165568	6.324416	6.426656	/root/TileMega/docs/experiments/REBASE/raw/real_s128/measure/chain__nofence/r10.log
chain	nowait	10	1789657369919808488	6.625088	13.284032	9.8816	/root/TileMega/docs/experiments/REBASE/raw/real_s128/measure/chain__nowait/r10.log
chain	neither	10	1789657384752806082	13.180928	13.289504	9.691136	/root/TileMega/docs/experiments/REBASE/raw/real_s128/measure/chain__neither/r10.log
chain	l1nosync	10	1789657401410223487	13.169664	10.689536	13.438976	/root/TileMega/docs/experiments/REBASE/raw/real_s128/measure/chain__l1nosync/r10.log
chain	full	11	1789658085627320858	13.166592	13.28032	13.453632	/root/TileMega/docs/experiments/REBASE/raw/real_s128/measure/chain__full/r11.log
chain	nofence	11	1789658100310109019	13.202304	13.286176	13.292544	/root/TileMega/docs/experiments/REBASE/raw/real_s128/measure/chain__nofence/r11.log
chain	nowait	11	1789658114927069580	13.16864	13.284448	9.870336	/root/TileMega/docs/experiments/REBASE/raw/real_s128/measure/chain__nowait/r11.log
chain	neither	11	1789658129577601598	13.164544	13.282464	9.679136	/root/TileMega/docs/experiments/REBASE/raw/real_s128/measure/chain__neither/r11.log
chain	l1nosync	11	1789658144285373488	13.18384	10.683392	13.447808	/root/TileMega/docs/experiments/REBASE/raw/real_s128/measure/chain__l1nosync/r11.log
chain	full	12	1789658785228986458	6.291136	6.321152	6.473376	/root/TileMega/docs/experiments/REBASE/raw/real_s128/measure/chain__full/r12.log
chain	nofence	12	1789658797107552177	6.28736	6.326432	6.350848	/root/TileMega/docs/experiments/REBASE/raw/real_s128/measure/chain__nofence/r12.log
chain	nowait	12	1789658809081596715	6.288384	6.321408	5.214976	/root/TileMega/docs/experiments/REBASE/raw/real_s128/measure/chain__nowait/r12.log
chain	neither	12	1789658821030811722	6.2904	6.322048	5.017248	/root/TileMega/docs/experiments/REBASE/raw/real_s128/measure/chain__neither/r12.log
chain	l1nosync	12	1789658832953336104	6.285312	6.057984	6.473728	/root/TileMega/docs/experiments/REBASE/raw/real_s128/measure/chain__l1nosync/r12.log
chain	full	13	1789659419633488199	6.286336	6.320288	6.47168	/root/TileMega/docs/experiments/REBASE/raw/real_s128/measure/chain__full/r13.log
chain	nofence	13	1789659433178989777	6.295552	6.322176	6.709568	/root/TileMega/docs/experiments/REBASE/raw/real_s128/measure/chain__nofence/r13.log
chain	nowait	13	1789659447109295296	6.492096	6.528864	5.378048	/root/TileMega/docs/experiments/REBASE/raw/real_s128/measure/chain__nowait/r13.log
chain	neither	13	1789659462034016701	6.295552	6.331584	5.061632	/root/TileMega/docs/experiments/REBASE/raw/real_s128/measure/chain__neither/r13.log
chain	l1nosync	13	1789659475969718158	6.697984	6.075136	6.883072	/root/TileMega/docs/experiments/REBASE/raw/real_s128/measure/chain__l1nosync/r13.log
chain	full	14	1789660080573072237	6.626016	6.667264	6.824864	/root/TileMega/docs/experiments/REBASE/raw/real_s128/measure/chain__full/r14.log
chain	nofence	14	1789660093533633973	6.623552	6.665216	6.699776	/root/TileMega/docs/experiments/REBASE/raw/real_s128/measure/chain__nofence/r14.log
chain	nowait	14	1789660106475595521	6.628224	6.668224	5.381952	/root/TileMega/docs/experiments/REBASE/raw/real_s128/measure/chain__nowait/r14.log
chain	neither	14	1789660120151779084	6.628064	6.669248	5.169952	/root/TileMega/docs/experiments/REBASE/raw/real_s128/measure/chain__neither/r14.log
chain	l1nosync	14	1789660133239288016	6.627328	6.283264	6.827008	/root/TileMega/docs/experiments/REBASE/raw/real_s128/measure/chain__l1nosync/r14.log
chain	full	15	1789660722889992297	6.63312	6.67648	6.494208	/root/TileMega/docs/experiments/REBASE/raw/real_s128/measure/chain__full/r15.log
chain	nofence	15	1789660736671531978	6.792192	6.67472	6.6816	/root/TileMega/docs/experiments/REBASE/raw/real_s128/measure/chain__nofence/r15.log
chain	nowait	15	1789660749773116789	6.631424	6.673696	5.3912	/root/TileMega/docs/experiments/REBASE/raw/real_s128/measure/chain__nowait/r15.log
chain	neither	15	1789660762849303696	6.626208	6.668224	5.175296	/root/TileMega/docs/experiments/REBASE/raw/real_s128/measure/chain__neither/r15.log
chain	l1nosync	15	1789660776188484191	6.627328	6.078464	6.803424	/root/TileMega/docs/experiments/REBASE/raw/real_s128/measure/chain__l1nosync/r15.log
chain	full	16	1789662178873542839	13.472736	13.594336	13.70384	/root/TileMega/docs/experiments/REBASE/raw/real_s128/measure/chain__full/r16.log
chain	nofence	16	1789661429845606526	6.305792	6.336384	6.3808	/root/TileMega/docs/experiments/REBASE/raw/real_s128/measure/chain__nofence/r16.log
chain	nowait	16	1789661444598463274	6.309888	6.353056	5.231616	/root/TileMega/docs/experiments/REBASE/raw/real_s128/measure/chain__nowait/r16.log
chain	neither	16	1789661460026558457	6.301696	6.335488	5.040128	/root/TileMega/docs/experiments/REBASE/raw/real_s128/measure/chain__neither/r16.log
chain	l1nosync	16	1789661474614289160	6.30272	6.082464	6.486784	/root/TileMega/docs/experiments/REBASE/raw/real_s128/measure/chain__l1nosync/r16.log
chain	full	17	1789662925919872211	13.425664	13.529984	6.647776	/root/TileMega/docs/experiments/REBASE/raw/real_s128/measure/chain__full/r17.log
chain	nofence	17	1789662941569382222	13.444096	13.534208	13.517824	/root/TileMega/docs/experiments/REBASE/raw/real_s128/measure/chain__nofence/r17.log
chain	nowait	17	1789662195792283547	6.311936	6.344704	5.232448	/root/TileMega/docs/experiments/REBASE/raw/real_s128/measure/chain__nowait/r17.log
chain	neither	17	1789662210015009507	13.480064	13.610144	9.878848	/root/TileMega/docs/experiments/REBASE/raw/real_s128/measure/chain__neither/r17.log
chain	l1nosync	17	1789662226786898422	13.435904	10.810368	6.48704	/root/TileMega/docs/experiments/REBASE/raw/real_s128/measure/chain__l1nosync/r17.log
chain	full	18	1789663668724541133	6.303712	6.344736	6.479872	/root/TileMega/docs/experiments/REBASE/raw/real_s128/measure/chain__full/r18.log
chain	nofence	18	1789663682683638664	6.313984	6.345728	6.376576	/root/TileMega/docs/experiments/REBASE/raw/real_s128/measure/chain__nofence/r18.log
chain	nowait	18	1789663696425483704	6.308864	6.347008	5.2224	/root/TileMega/docs/experiments/REBASE/raw/real_s128/measure/chain__nowait/r18.log
chain	neither	18	1789662958135303695	13.367104	13.598464	9.885696	/root/TileMega/docs/experiments/REBASE/raw/real_s128/measure/chain__neither/r18.log
chain	l1nosync	18	1789662973624204761	13.456384	10.831872	13.699072	/root/TileMega/docs/experiments/REBASE/raw/real_s128/measure/chain__l1nosync/r18.log
chain	full	19	1789664393413710615	13.445344	13.548544	13.673472	/root/TileMega/docs/experiments/REBASE/raw/real_s128/measure/chain__full/r19.log
chain	nofence	19	1789664408057395746	6.305664	6.339584	13.513728	/root/TileMega/docs/experiments/REBASE/raw/real_s128/measure/chain__nofence/r19.log
chain	nowait	19	1789664422778914295	13.469696	13.585408	10.064896	/root/TileMega/docs/experiments/REBASE/raw/real_s128/measure/chain__nowait/r19.log
chain	neither	19	1789664438613149635	13.404896	13.399168	5.023744	/root/TileMega/docs/experiments/REBASE/raw/real_s128/measure/chain__neither/r19.log
chain	l1nosync	19	1789663710210675902	6.299648	10.832896	13.665632	/root/TileMega/docs/experiments/REBASE/raw/real_s128/measure/chain__l1nosync/r19.log
chain	full	20	1789665124260436275	6.2976	13.303808	13.692928	/root/TileMega/docs/experiments/REBASE/raw/real_s128/measure/chain__full/r20.log
chain	nofence	20	1789665138975884945	6.321312	6.348448	6.378496	/root/TileMega/docs/experiments/REBASE/raw/real_s128/measure/chain__nofence/r20.log
chain	nowait	20	1789665153261232106	13.442176	13.528224	9.99936	/root/TileMega/docs/experiments/REBASE/raw/real_s128/measure/chain__nowait/r20.log
chain	neither	20	1789665168746818510	6.300672	13.510816	5.035008	/root/TileMega/docs/experiments/REBASE/raw/real_s128/measure/chain__neither/r20.log
chain	l1nosync	20	1789665183173315198	6.310912	6.081536	6.523904	/root/TileMega/docs/experiments/REBASE/raw/real_s128/measure/chain__l1nosync/r20.log
chain	full	21	1789665855892391173	6.302816	13.306944	13.756704	/root/TileMega/docs/experiments/REBASE/raw/real_s128/measure/chain__full/r21.log
chain	nofence	21	1789665870861955945	13.469664	13.574144	13.585408	/root/TileMega/docs/experiments/REBASE/raw/real_s128/measure/chain__nofence/r21.log
chain	nowait	21	1789665887017975923	6.317056	6.343328	5.24288	/root/TileMega/docs/experiments/REBASE/raw/real_s128/measure/chain__nowait/r21.log
chain	neither	21	1789665901725447729	6.30896	6.350016	5.02784	/root/TileMega/docs/experiments/REBASE/raw/real_s128/measure/chain__neither/r21.log
chain	l1nosync	21	1789665916487229955	13.382656	6.042432	6.496256	/root/TileMega/docs/experiments/REBASE/raw/real_s128/measure/chain__l1nosync/r21.log
chain	full	22	1789666597392838928	13.382656	6.349632	13.708288	/root/TileMega/docs/experiments/REBASE/raw/real_s128/measure/chain__full/r22.log
chain	nofence	22	1789666612694794624	6.305792	13.550304	13.576512	/root/TileMega/docs/experiments/REBASE/raw/real_s128/measure/chain__nofence/r22.log
chain	nowait	22	1789666627930384514	6.311008	6.34368	5.23856	/root/TileMega/docs/experiments/REBASE/raw/real_s128/measure/chain__nowait/r22.log
chain	neither	22	1789666641675198122	6.304672	13.57536	9.853952	/root/TileMega/docs/experiments/REBASE/raw/real_s128/measure/chain__neither/r22.log
chain	l1nosync	22	1789666656811330135	13.350912	6.070272	13.718528	/root/TileMega/docs/experiments/REBASE/raw/real_s128/measure/chain__l1nosync/r22.log
chain	full	23	1789667321425877263	13.187072	13.30176	13.468672	/root/TileMega/docs/experiments/REBASE/raw/real_s128/measure/chain__full/r23.log
chain	nofence	23	1789667337228324196	13.175456	13.295616	13.30176	/root/TileMega/docs/experiments/REBASE/raw/real_s128/measure/chain__nofence/r23.log
chain	nowait	23	1789667352958994521	13.473792	13.58416	10.082304	/root/TileMega/docs/experiments/REBASE/raw/real_s128/measure/chain__nowait/r23.log
chain	neither	23	1789667368687634439	13.416384	13.503488	9.869312	/root/TileMega/docs/experiments/REBASE/raw/real_s128/measure/chain__neither/r23.log
chain	l1nosync	23	1789667384823930271	13.440768	10.840064	13.711328	/root/TileMega/docs/experiments/REBASE/raw/real_s128/measure/chain__l1nosync/r23.log
chain	full	24	1789668048162152779	6.308064	6.347776	13.47584	/root/TileMega/docs/experiments/REBASE/raw/real_s128/measure/chain__full/r24.log
chain	nofence	24	1789668062594902954	13.476864	13.595648	13.625088	/root/TileMega/docs/experiments/REBASE/raw/real_s128/measure/chain__nofence/r24.log
chain	nowait	24	1789668078661886454	13.382656	6.34368	5.2224	/root/TileMega/docs/experiments/REBASE/raw/real_s128/measure/chain__nowait/r24.log
chain	neither	24	1789668093479701827	13.207488	13.613248	9.892864	/root/TileMega/docs/experiments/REBASE/raw/real_s128/measure/chain__neither/r24.log
