config	round	barrier_ms	nonpositive	zero	full_l1_ms	l1nosync_l1_ms	start_separation_s
rotate	13	0.5927359999999995	0	0	6.664032	6.071296	622.926410388
rotate	14	0.3799999999999999	0	0	6.675424	6.295424	602.970080455
rotate	15	-6.864896000000001	1	0	6.334464	13.19936	61.758537616
rotate	16	0.40038400000000074	0	0	13.49632	13.095936	61.478556246
rotate	17	0.26627199999999984	0	0	6.349856	6.083584	57.014580538
rotate	18	7.472224000000001	0	0	13.5456	6.073376	59.034269484
rotate	19	-4.535295999999999	1	0	6.339584	10.87488	56.748245991
rotate	20	0.38195200000000007	0	0	13.520896	13.138944	58.507420624
rotate	21	0.14847999999999928	0	0	13.29664	13.14816	58.137758522
rotate	22	2.770944	0	0	13.568	10.797056	58.570244452
rotate	23	7.523327999999999	0	0	13.568	6.044672	58.09230956
rotate	24	0.13504000000000005	0	0	13.294464	13.159424	60.512817103
chain	0	0.4175040000000001	0	0	6.669024	6.25152	112.786650955
chain	1	0.09644800000000053	0	0	6.331584	6.235136	101.588275487
chain	2	0.436032	0	0	6.674432	6.2384	69.143740304
chain	3	0.6299840000000003	0	0	6.67136	6.041376	50.883412889
chain	4	0.2674240000000001	0	0	6.315168	6.047744	49.360496103
chain	5	0.28064	0	0	6.31792	6.03728	49.60135788
chain	6	-4.3264	1	0	6.472704	10.799104	55.169346804
chain	7	7.411712	0	0	13.551616	6.139904	54.476136789
chain	8	0.46924800000000033	0	0	6.670592	6.201344	52.174376091
chain	9	2.4746239999999986	0	0	13.306496	10.831872	64.206922971
chain	10	2.6050559999999994	0	0	13.294592	10.689536	61.239641557
chain	11	2.596928	0	0	13.28032	10.683392	58.65805263
chain	12	0.2631679999999994	0	0	6.321152	6.057984	47.724349646
chain	13	0.24515200000000004	0	0	6.320288	6.075136	56.336229959
chain	14	0.38400000000000034	0	0	6.667264	6.283264	52.666215779
chain	15	0.5980159999999994	0	0	6.67648	6.078464	53.298491894
chain	16	7.511872	0	0	13.594336	6.082464	704.259253679
chain	17	2.7196160000000003	0	0	13.529984	10.810368	699.132973789
chain	18	-4.4871360000000005	1	0	6.344736	10.831872	695.100336372
chain	19	2.715648	0	0	13.548544	10.832896	683.203034713
chain	20	7.222272	0	0	13.303808	6.081536	58.912878923
chain	21	7.264512	0	0	13.306944	6.042432	60.594838782
chain	22	0.2793599999999996	0	0	6.349632	6.070272	59.418491207
chain	23	2.461696	0	0	13.30176	10.840064	63.398053008
chain	24	-6.8229120000000005	1	0	6.347776	13.170688	60.765195848
legacy_grid_stride	0	0.2869760000000001	0	0	6.326272	6.039296	110.803682051
legacy_grid_stride	1	0.6289920000000002	0	0	6.672384	6.043392	103.892348227
legacy_grid_stride	2	0.432512	0	0	6.675776	6.243264	69.493609466
legacy_grid_stride	3	0.1466240000000001	0	0	6.385856	6.239232	54.057910963
legacy_grid_stride	4	0.20608000000000004	0	0	6.320384	6.114304	48.758266553
legacy_grid_stride	5	0.27132799999999957	0	0	6.321984	6.050656	48.363760318
legacy_grid_stride	6	0.2623039999999994	0	0	6.355104	6.0928	57.350837561
legacy_grid_stride	7	1.2658240000000003	0	0	7.350272	6.084448	56.09172967
legacy_grid_stride	8	0.4503680000000001	0	0	6.677664	6.227296	53.767736837
legacy_grid_stride	9	2.731007999999999	0	0	13.52192	10.790912	60.709384225
legacy_grid_stride	10	2.6185600000000004	0	0	13.29776	10.6792	61.230547309
legacy_grid_stride	11	2.6072319999999998	0	0	13.280256	10.673024	59.556555735
legacy_grid_stride	12	0.25936000000000003	0	0	6.3232	6.06384	48.950583911
legacy_grid_stride	13	0.05753599999999981	0	0	6.32832	6.270784	56.485140043
legacy_grid_stride	14	0.5962880000000004	0	0	6.669632	6.073344	53.416557459
legacy_grid_stride	15	0.07488000000000028	0	0	6.329472	6.254592	54.411095333
legacy_grid_stride	16	0.2585280000000001	0	0	6.3408	6.082272	61.161427372
legacy_grid_stride	17	-6.799232000000001	1	0	6.351712	13.150944	58.682487179
legacy_grid_stride	18	-6.734431999999999	1	0	6.344864	13.079296	57.955442159
legacy_grid_stride	19	0.2499520000000004	0	0	6.338656	6.088704	54.300213722
legacy_grid_stride	20	0.2939520000000009	0	0	13.44416	13.150208	61.236752491
legacy_grid_stride	21	-4.371359999999999	1	0	6.343776	10.715136	688.779906327
legacy_grid_stride	22	7.408416	0	0	13.472768	6.064352	694.360790535
legacy_grid_stride	23	7.467007999999999	0	0	13.539328	6.07232	686.702146496
legacy_grid_stride	24	0.24259200000000014	0	0	6.342656	6.100064	680.512433434
balanced	0	0.5715519999999996	0	0	6.680864	6.109312	119.909809664
balanced	1	0.05481600000000064	0	0	6.324416	6.2696	109.530874655
balanced	2	0.4118719999999998	0	0	6.672384	6.260512	76.992700463
balanced	3	0.622592	0	0	6.67648	6.053888	63.740427623
balanced	4	0.4027839999999996	0	0	6.674784	6.272	57.188759587
balanced	5	0.26764799999999944	0	0	6.322176	6.054528	56.943079944
balanced	6	0.29113599999999984	0	0	6.370304	6.079168	68.064586864
balanced	7	0.20915199999999956	0	0	6.335488	6.126336	64.792794234
balanced	8	-0.6869439999999996	1	0	6.352032	7.038976	60.988195498
balanced	9	2.4692799999999995	0	0	13.306624	10.837344	73.86925425
balanced	10	7.010944	0	0	13.280896	6.269952	65.746182032
balanced	11	2.593568000000001	0	0	13.2872	10.693632	66.19417106
balanced	12	0.6164480000000001	0	0	6.679552	6.063104	55.959454731
balanced	13	9.082592	0	0	15.1928	6.110208	69.437494481
balanced	14	0.32380800000000054	0	0	6.437088	6.11328	60.675643874
balanced	15	0.399648	0	0	6.670624	6.270976	65.053238571
balanced	16	0.1335039999999994	0	0	6.339776	6.206272	68.598601552
balanced	17	0.2704640000000005	0	0	6.340576	6.070112	69.332489339
balanced	18	-4.484096	1	0	6.3488	10.832896	67.358252975
balanced	19	0.2510399999999997	0	0	6.355104	6.104064	69.032655636
balanced	20	7.204864	0	0	13.48096	6.276096	69.753393344
balanced	21	2.6551039999999997	0	0	13.480608	10.825504	72.514529523
balanced	22	7.453696	0	0	13.5168	6.063104	68.348261786
balanced	23	7.486751999999999	0	0	13.586656	6.099904	62.414402942
balanced	24	0.25936000000000003	0	0	6.351872	6.092512	61.746483522
protocol_off	0	0.3834560000000007	0	0	6.659328	6.275872	103.623091236
protocol_off	1	0.41881599999999963	0	0	6.657024	6.238208	104.43532102
protocol_off	2	0.40729599999999966	0	0	6.652672	6.245376	70.716196248
protocol_off	3	0.4115840000000004	0	0	6.665152	6.253568	52.360352241
protocol_off	4	0.6235199999999992	0	0	6.655904	6.032384	51.294780611
protocol_off	5	0.06681600000000021	0	0	6.315168	6.248352	50.408432048
protocol_off	6	0.27446400000000004	0	0	6.36112	6.086656	54.854335823
protocol_off	7	7.399136	0	0	13.453312	6.054176	57.409558696
protocol_off	8	3.199615999999999	0	0	13.908608	10.708992	63.397893044
protocol_off	9	2.615328	0	0	13.302816	10.687488	62.176554998
protocol_off	10	2.595008	0	0	13.278272	10.683264	63.071988585
protocol_off	11	2.596736	0	0	13.277248	10.680512	62.676567729
protocol_off	12	0.08460800000000024	0	0	6.314624	6.230016	49.49435517
protocol_off	13	0.09209599999999973	0	0	6.335424	6.243328	53.694908095
protocol_off	14	0.2499520000000004	0	0	6.312032	6.06208	48.49619491
protocol_off	15	0.2568640000000002	0	0	6.330208	6.073344	54.521971467
protocol_off	16	-6.811648	1	0	6.335488	13.147136	59.336761105
protocol_off	17	-6.871104	1	0	6.33856	13.209664	57.871265357
protocol_off	18	2.7392000000000003	0	0	13.502464	10.763264	58.362620992
protocol_off	19	0.2294079999999994	0	0	6.334464	6.105056	54.656863689
protocol_off	20	0.4241919999999997	0	0	6.663424	6.239232	53.445314364
protocol_off	21	-6.85152	1	0	6.33152	13.18304	55.171509918
protocol_off	22	-4.384768	1	0	6.331392	10.71616	60.196366236
protocol_off	23	2.8300160000000005	0	0	13.498048	10.668032	57.91731851
protocol_off	24	7.48256	0	0	13.54016	6.0576	58.766737682
c1	0	-0.628736	1	0	6.322176	6.950912	109.99700966
c1	1	0.5829440000000004	0	0	6.623424	6.04048	103.771842909
c1	2	0.4272	0	0	6.673408	6.246208	70.730850708
c1	3	0.27014400000000016	0	0	6.316864	6.04672	51.821010322
c1	4	0.42307199999999945	0	0	6.6784	6.255328	49.873559654
c1	5	0.4403200000000007	0	0	6.674432	6.234112	52.210779066
c1	6	-6.783455999999999	1	0	6.367008	13.150464	54.571111527
c1	7	0.4311039999999995	0	0	6.675456	6.244352	53.349911878
c1	8	2.523104	0	0	13.423584	10.90048	66.146934064
c1	9	-4.024064000000001	1	0	6.681856	10.70592	57.503997421
c1	10	2.6000640000000015	0	0	13.281408	10.681344	61.29967889
c1	11	2.610175999999999	0	0	13.292544	10.682368	57.421795744
c1	12	0.42799999999999994	0	0	6.672608	6.244608	53.367370407
c1	13	0.2734079999999999	0	0	6.31808	6.044672	51.707876004
c1	14	0.06963200000000036	0	0	6.31808	6.248448	49.766960543
c1	15	0.4423680000000001	0	0	6.50752	6.065152	54.853142026
c1	16	-4.47488	1	0	6.352896	10.827776	58.999021145
c1	17	-4.506912	1	0	6.350624	10.857536	58.131693104
c1	18	2.7032640000000008	0	0	13.566976	10.863712	58.384116602
c1	19	0.23894400000000005	0	0	6.34384	6.104896	57.080117235
c1	20	-4.136864	1	0	6.674656	10.81152	60.463734816
c1	21	-4.3610560000000005	1	0	6.338752	10.699808	54.845087763
c1	22	-4.308992	1	0	6.366208	10.6752	58.88912758
c1	23	0.2590399999999997	0	0	6.355936	6.096896	59.390014617
c1	24	7.440287999999999	0	0	13.499296	6.059008	57.606941671
c2	0	0.9922240000000002	0	0	14.127936	13.135712	121.310594624
c2	1	0.42495999999999956	0	0	6.675456	6.250496	108.178094781
c2	2	0.43641600000000036	0	0	6.666432	6.230016	71.587390084
c2	3	0.553312	0	0	6.677504	6.124192	50.54089925
c2	4	0.5111039999999996	0	0	6.67456	6.163456	53.696751033
c2	5	-4.129791999999999	1	0	6.674432	10.804224	50.300330615
c2	6	0.10665600000000008	0	0	6.347776	6.24112	53.52894714
c2	7	0.26006399999999985	0	0	6.32496	6.064896	50.445438456
c2	8	10.814592	0	0	21.807232	10.99264	67.68192057
c2	9	2.6400000000000006	0	0	13.478016	10.838016	62.62254196
c2	10	2.5988480000000003	0	0	13.284352	10.685504	60.633630093
c2	11	7.021631999999999	0	0	13.283392	6.26176	55.461330122
c2	12	0.41382399999999997	0	0	6.67264	6.258816	53.129430515
c2	13	0.2701759999999993	0	0	6.32016	6.049984	48.264160408
c2	14	0.07168000000000063	0	0	6.320128	6.248448	52.783734819
c2	15	0.2899839999999996	0	0	6.555648	6.265664	52.754650697
c2	16	0.24576000000000064	0	0	13.42976	13.184	58.701668442
c2	17	-6.8227199999999995	1	0	6.341824	13.164544	57.659253613
c2	18	0.34127999999999936	0	0	13.5304	13.18912	59.317778095
c2	19	0.33891199999999966	0	0	6.40832	6.069408	56.810615463
c2	20	0.3799999999999999	0	0	6.426496	6.046496	53.468048446
c2	21	2.481216	0	0	13.302848	10.821632	61.371670857
c2	22	0.328576	0	0	13.563904	13.235328	60.653365369
c2	23	0.24969600000000014	0	0	6.350688	6.100992	59.655342619
c2	24	-4.338688	1	0	6.345728	10.684416	57.672381826
c3	0	-5.782528	1	0	7.716864	13.499392	122.357641144
c3	1	0.4392959999999997	0	0	6.677504	6.238208	103.635153654
c3	2	0.24495999999999984	0	0	6.475904	6.230944	68.951386266
c3	3	0.4354880000000003	0	0	6.676768	6.24128	52.094103211
c3	4	0.4457279999999999	0	0	6.675744	6.230016	54.115108736
c3	5	-4.14688	1	0	6.66144	10.80832	52.73707551
c3	6	0.2846720000000005	0	0	6.324224	6.039552	49.643736825
c3	7	0.4390400000000003	0	0	6.676192	6.237152	50.835894789
c3	8	2.796543999999999	0	0	13.718528	10.921984	64.441481898
c3	9	2.602944000000001	0	0	13.288384	10.68544	64.527167647
c3	10	2.598528	0	0	13.288448	10.68992	58.154904923
c3	11	0.5099200000000002	0	0	6.670304	6.160384	51.63804768
c3	12	0.6256000000000004	0	0	6.67232	6.04672	53.264293077
c3	13	0.6096319999999995	0	0	6.679904	6.070272	49.449630783
c3	14	0.5039040000000004	0	0	6.672384	6.16848	51.930636768
c3	15	0.40681600000000007	0	0	6.675744	6.268928	51.560894743
c3	16	7.469056	0	0	13.548544	6.079488	61.815815105
c3	17	-6.824768000000001	1	0	6.3408	13.165568	62.473561597
c3	18	-6.727488	1	0	6.350048	13.077536	59.403004715
c3	19	2.803712000000001	0	0	13.579264	10.775552	63.393380183
c3	20	-4.138687999999999	1	0	6.677824	10.816512	56.502267608
c3	21	2.828384	0	0	13.510688	10.682304	59.13268304
c3	22	0.28262399999999843	0	0	13.498368	13.215744	57.815333713
c3	23	-4.50672	1	0	6.338464	10.845184	56.41053479
c3	24	0.2503360000000008	0	0	6.338752	6.088416	57.038696357
