candidate	work_lb_ns	cp_lb_ns	queue_lb_lb_ns	priority_ns
64x128x16s2split1kappa4	212076.07513948929	7739891.652458719	260279.59120483219	7739891.652458719
64x128x16s2split2kappa1	226736.57356248327	4206940.2560687074	132390.51677571257	4206940.2560687074
64x128x16s2split2kappa2	226736.57356248327	4206940.2560687074	132390.51677571257	4206940.2560687074
64x128x16s2split2kappa4	226736.57356248327	4206940.2560687074	132390.51677571257	4206940.2560687074
64x128x16s2split4kappa1	250551.8864146315	2417884.4087468232	68445.979561152752	2417884.4087468232
64x128x16s2split4kappa2	250551.8864146315	2417884.4087468232	68445.979561152752	2417884.4087468232
64x128x16s2split4kappa4	250551.8864146315	2417884.4087468232	68445.979561152752	2417884.4087468232
64x128x16s2split8kappa1	298182.51211868128	1549422.4785700119	74967.056990477489	1549422.4785700119
64x128x16s2split8kappa2	298182.51211868128	1549422.4785700119	74967.056990477489	1549422.4785700119
64x128x16s2split8kappa4	298182.51211868128	1549422.4785700119	74967.056990477489	1549422.4785700119
64x128x16s2split16kappa1	393443.76352694939	1167323.5004498798	93477.735147532192	1167323.5004498798
64x128x16s2split16kappa2	393443.76352694939	1167323.5004498798	93477.735147532192	1167323.5004498798
64x128x16s2split16kappa4	393443.76352694939	1167323.5004498798	93477.735147532192	1167323.5004498798
64x128x16s2split32kappa1	583966.26634331699	1080537.985326366	136493.89182550658	1080537.985326366
64x128x16s2split32kappa2	583966.26634331699	1080537.985326366	136493.89182550658	1080537.985326366
64x128x16s2split32kappa4	583966.26634331699	1080537.985326366	136493.89182550658	1080537.985326366
128x128x16s3split1kappa1	301960.35982262256	10975298.130008366	371549.35849158914	10975298.130008366
128x128x16s3split1kappa2	301960.35982262256	10975298.130008366	371549.35849158914	10975298.130008366
128x128x16s3split1kappa4	301960.35982262256	10975298.130008366	371549.35849158914	10975298.130008366
128x128x16s3split2kappa1	323054.60766109067	5906035.4793390697	189277.58479594524	5906035.4793390697
128x128x16s3split2kappa2	323054.60766109067	5906035.4793390697	189277.58479594524	5906035.4793390697
128x128x16s3split2kappa4	323054.60766109067	5906035.4793390697	189277.58479594524	5906035.4793390697
128x128x16s3split4kappa1	359737.4193439291	3348824.004877524	98141.697948123299	3348824.004877524
128x128x16s3split4kappa2	359737.4193439291	3348824.004877524	98141.697948123299	3348824.004877524
128x128x16s3split4kappa4	359737.4193439291	3348824.004877524	98141.697948123299	3348824.004877524
128x128x16s3split8kappa1	433103.04271012731	2096284.261130885	110386.78173767449	2096284.261130885
128x128x16s3split8kappa2	433103.04271012731	2096284.261130885	110386.78173767449	2096284.261130885
128x128x16s3split8kappa4	433103.04271012731	2096284.261130885	110386.78173767449	2096284.261130885
128x128x16s3split16kappa1	579834.28944122954	1522146.3762258415	139719.84431119231	1522146.3762258415
128x128x16s3split16kappa2	579834.28944122954	1522146.3762258415	139719.84431119231	1522146.3762258415
128x128x16s3split16kappa4	579834.28944122954	1522146.3762258415	139719.84431119231	1522146.3762258415
128x128x16s3split32kappa1	873296.78290370945	1339341.4077098703	206929.95885021129	1339341.4077098703
128x128x16s3split32kappa2	873296.78290370945	1339341.4077098703	206929.95885021129	1339341.4077098703
128x128x16s3split32kappa4	873296.78290370945	1339341.4077098703	206929.95885021129	1339341.4077098703
