1	32	rmsnorm1	wq	all
1	32	rmsnorm1	wk	all
1	32	rmsnorm1	wv	all
1	32	wq	rope_q	identity
1	32	wk	rope_k	identity
1	32	rope_k	kvappend_k	identity
1	32	wv	kvappend_v	identity
1	32	rope_q	attn_chunk	identity
1	32	kvappend_k	attn_chunk	window(4,1,0,1)
1	32	kvappend_v	attn_chunk	window(4,1,0,1)
1	32	attn_chunk	attn_combine	identity
1	32	attn_combine	wo	all
1	32	wo	add1	identity
1	32	add1	rmsnorm2	all
1	32	rmsnorm2	wgate	all
1	32	rmsnorm2	wup	all
1	32	wgate	silu	identity
1	32	wup	silu	identity
1	32	silu	wdown	all
1	32	wdown	add2	identity
1	32	add1	add2	identity
1	64	rmsnorm1	wq	all
1	64	rmsnorm1	wk	all
1	64	rmsnorm1	wv	all
1	64	wq	rope_q	identity
1	64	wk	rope_k	identity
1	64	rope_k	kvappend_k	identity
1	64	wv	kvappend_v	identity
1	64	rope_q	attn_chunk	identity
1	64	kvappend_k	attn_chunk	window(4,1,0,1)
1	64	kvappend_v	attn_chunk	window(4,1,0,1)
1	64	attn_chunk	attn_combine	identity
1	64	attn_combine	wo	all
1	64	wo	add1	identity
1	64	add1	rmsnorm2	all
1	64	rmsnorm2	wgate	all
1	64	rmsnorm2	wup	all
1	64	wgate	silu	identity
1	64	wup	silu	identity
1	64	silu	wdown	all
1	64	wdown	add2	identity
1	64	add1	add2	identity
1	128	rmsnorm1	wq	all
1	128	rmsnorm1	wk	all
1	128	rmsnorm1	wv	all
1	128	wq	rope_q	identity
1	128	wk	rope_k	identity
1	128	rope_k	kvappend_k	identity
1	128	wv	kvappend_v	identity
1	128	rope_q	attn_chunk	identity
1	128	kvappend_k	attn_chunk	window(4,1,0,1)
1	128	kvappend_v	attn_chunk	window(4,1,0,1)
1	128	attn_chunk	attn_combine	identity
1	128	attn_combine	wo	all
1	128	wo	add1	identity
1	128	add1	rmsnorm2	all
1	128	rmsnorm2	wgate	all
1	128	rmsnorm2	wup	all
1	128	wgate	silu	identity
1	128	wup	silu	identity
1	128	silu	wdown	all
1	128	wdown	add2	identity
1	128	add1	add2	identity
4	32	rmsnorm1	wq	all
4	32	rmsnorm1	wk	all
