4	32	rmsnorm1	wv	all
4	32	wq	rope_q	identity
4	32	wk	rope_k	identity
4	32	rope_k	kvappend_k	all
4	32	wv	kvappend_v	all
4	32	rope_q	attn_chunk	all
4	32	kvappend_k	attn_chunk	all
4	32	kvappend_v	attn_chunk	all
4	32	attn_chunk	attn_combine	identity
4	32	attn_combine	wo	all
4	32	wo	add1	identity
4	32	add1	rmsnorm2	all
4	32	rmsnorm2	wgate	all
4	32	rmsnorm2	wup	all
4	32	wgate	silu	identity
4	32	wup	silu	identity
4	32	silu	wdown	all
4	32	wdown	add2	identity
4	32	add1	add2	identity
4	64	rmsnorm1	wq	all
4	64	rmsnorm1	wk	all
4	64	rmsnorm1	wv	all
4	64	wq	rope_q	identity
4	64	wk	rope_k	identity
4	64	rope_k	kvappend_k	all
4	64	wv	kvappend_v	all
4	64	rope_q	attn_chunk	all
4	64	kvappend_k	attn_chunk	all
4	64	kvappend_v	attn_chunk	all
4	64	attn_chunk	attn_combine	identity
4	64	attn_combine	wo	all
4	64	wo	add1	identity
4	64	add1	rmsnorm2	all
4	64	rmsnorm2	wgate	all
4	64	rmsnorm2	wup	all
4	64	wgate	silu	identity
4	64	wup	silu	identity
4	64	silu	wdown	all
4	64	wdown	add2	identity
4	64	add1	add2	identity
4	128	rmsnorm1	wq	all
4	128	rmsnorm1	wk	all
4	128	rmsnorm1	wv	all
4	128	wq	rope_q	identity
4	128	wk	rope_k	identity
4	128	rope_k	kvappend_k	all
4	128	wv	kvappend_v	all
4	128	rope_q	attn_chunk	all
4	128	kvappend_k	attn_chunk	all
4	128	kvappend_v	attn_chunk	all
4	128	attn_chunk	attn_combine	identity
4	128	attn_combine	wo	all
4	128	wo	add1	identity
4	128	add1	rmsnorm2	all
4	128	rmsnorm2	wgate	all
4	128	rmsnorm2	wup	all
4	128	wgate	silu	identity
4	128	wup	silu	identity
4	128	silu	wdown	all
4	128	wdown	add2	identity
4	128	add1	add2	identity
16	32	rmsnorm1	wq	all
16	32	rmsnorm1	wk	all
16	32	rmsnorm1	wv	all
16	32	wq	rope_q	identity
16	32	wk	rope_k	identity
16	32	rope_k	kvappend_k	all
16	32	wv	kvappend_v	all
16	32	rope_q	attn_chunk	all
16	32	kvappend_k	attn_chunk	all
16	32	kvappend_v	attn_chunk	all
16	32	attn_chunk	attn_combine	identity
16	32	attn_combine	wo	all
16	32	wo	add1	identity
16	32	add1	rmsnorm2	all
16	32	rmsnorm2	wgate	all
16	32	rmsnorm2	wup	all
16	32	wgate	silu	identity
16	32	wup	silu	identity
16	32	silu	wdown	all
16	32	wdown	add2	identity
16	32	add1	add2	identity
16	64	rmsnorm1	wq	all
16	64	rmsnorm1	wk	all
16	64	rmsnorm1	wv	all
16	64	wq	rope_q	identity
16	64	wk	rope_k	identity
16	64	rope_k	kvappend_k	all
16	64	wv	kvappend_v	all
16	64	rope_q	attn_chunk	all
16	64	kvappend_k	attn_chunk	all
16	64	kvappend_v	attn_chunk	all
16	64	attn_chunk	attn_combine	identity
16	64	attn_combine	wo	all
16	64	wo	add1	identity
16	64	add1	rmsnorm2	all
16	64	rmsnorm2	wgate	all
16	64	rmsnorm2	wup	all
16	64	wgate	silu	identity
16	64	wup	silu	identity
16	64	silu	wdown	all
16	64	wdown	add2	identity
16	64	add1	add2	identity
16	128	rmsnorm1	wq	all
16	128	rmsnorm1	wk	all
16	128	rmsnorm1	wv	all
16	128	wq	rope_q	identity
16	128	wk	rope_k	identity
16	128	rope_k	kvappend_k	all
16	128	wv	kvappend_v	all
16	128	rope_q	attn_chunk	all
16	128	kvappend_k	attn_chunk	all
16	128	kvappend_v	attn_chunk	all
16	128	attn_chunk	attn_combine	identity
16	128	attn_combine	wo	all
16	128	wo	add1	identity
16	128	add1	rmsnorm2	all
16	128	rmsnorm2	wgate	all
16	128	rmsnorm2	wup	all
16	128	wgate	silu	identity
16	128	wup	silu	identity
16	128	silu	wdown	all
16	128	wdown	add2	identity
16	128	add1	add2	identity
64	32	rmsnorm1	wq	window(32,1,0,1)
64	32	rmsnorm1	wk	window(8,1,0,1)
64	32	rmsnorm1	wv	window(8,1,0,1)
64	32	wq	rope_q	identity
64	32	wk	rope_k	identity
64	32	rope_k	kvappend_k	all
64	32	wv	kvappend_v	all
64	32	rope_q	attn_chunk	all
64	32	kvappend_k	attn_chunk	all
64	32	kvappend_v	attn_chunk	all
64	32	attn_chunk	attn_combine	identity
64	32	attn_combine	wo	window(256,1024,0,1024)
64	32	wo	add1	identity
64	32	add1	rmsnorm2	window(1,256,0,256)
64	32	rmsnorm2	wgate	window(896,1,0,1)
64	32	rmsnorm2	wup	window(896,1,0,1)
64	32	wgate	silu	identity
64	32	wup	silu	identity
64	32	silu	wdown	window(256,896,0,896)
64	32	wdown	add2	identity
64	32	add1	add2	identity
64	64	rmsnorm1	wq	all
64	64	rmsnorm1	wk	all
64	64	rmsnorm1	wv	all
64	64	wq	rope_q	identity
64	64	wk	rope_k	identity
64	64	rope_k	kvappend_k	all
64	64	wv	kvappend_v	all
64	64	rope_q	attn_chunk	all
64	64	kvappend_k	attn_chunk	all
64	64	kvappend_v	attn_chunk	all
64	64	attn_chunk	attn_combine	identity
64	64	attn_combine	wo	all
64	64	wo	add1	identity
64	64	add1	rmsnorm2	all
64	64	rmsnorm2	wgate	all
64	64	rmsnorm2	wup	all
64	64	wgate	silu	identity
64	64	wup	silu	identity
64	64	silu	wdown	all
64	64	wdown	add2	identity
64	64	add1	add2	identity
64	128	rmsnorm1	wq	all
64	128	rmsnorm1	wk	all
64	128	rmsnorm1	wv	all
64	128	wq	rope_q	identity
64	128	wk	rope_k	identity
64	128	rope_k	kvappend_k	all
64	128	wv	kvappend_v	all
64	128	rope_q	attn_chunk	all
64	128	kvappend_k	attn_chunk	all
64	128	kvappend_v	attn_chunk	all
64	128	attn_chunk	attn_combine	identity
64	128	attn_combine	wo	all
64	128	wo	add1	identity
64	128	add1	rmsnorm2	all
64	128	rmsnorm2	wgate	all
64	128	rmsnorm2	wup	all
64	128	wgate	silu	identity
64	128	wup	silu	identity
64	128	silu	wdown	all
64	128	wdown	add2	identity
64	128	add1	add2	identity
