key	T	T_floor	T_dram	T_s	T_sf	T_sf_infinite	T_np0	synchronization	fixed	contention	chain_delay	pg_upper_bound	chain_depth	bubble_ns	colocated_edges	sync_omitted_edges
16x32x64s16k1;16x32x128s4k1;16x128x64s5k1;16x32x128s4k1;16x32x128s4k1;16x256x64s2k1;kappa=1;residency=1;Ec=256;Rq=2	7238614.7284070114	3774919.3809069553	3774919.3809069553	6233062.8794099791	5313490.9384226799	5299487.258763724	5103075.3753250036	1005551.8489970323	919571.9409872992	14003.679658955894	1524567.8778567687	2135539.3530820077	228	15191.646260965157	56	56
