slot	stage	logical_task	kind	on_cp	tile_m	tile_n	tile_k	split_k	operand_bytes	setup_ns	load_wait_ns	mainloop_ns	epilogue_ns	body_epilogue_ns	harness_tail_ns	run_ns	setup_cycles	load_wait_cycles	mainloop_cycles	epilogue_cycles	body_epilogue_cycles	harness_tail_cycles	run_cycles	kloop_measured	k_iterations	kloop_body_cycles	kloop_wait_cycles	kloop_fixed_cycles	kloop_body_ns	kloop_wait_ns	kloop_fixed_ns	kloop_iteration_ns
22	5	1	2	0	0	0	0	1	0	0	0	1024	0	0	0	1024	1274	0	1623	406	30	376	3303	0	0	0	0	0	0.0	0.0	0.0	0.0
23	6	1	3	0	0	0	0	1	0	1024	0	0	0	0	0	1024	1102	0	1214	146	30	116	2462	0	0	0	0	0	0.0	0.0	0.0	0.0
24	8	1	5	0	0	0	0	1	0	1024	0	3072	0	0	0	4096	1685	0	8203	146	30	116	10034	0	0	0	0	0	0.0	0.0	0.0	0.0
25	9	1	0	0	32	16	16	1	1536	1024	0	6144	1024	1024	0	8192	2213	502	15749	1991	1873	118	20455	1	32	5896	9749	104	2361.2824248350034	3904.3660718650694	41.65084331459301	195.8015155218773
26	10	1	1	0	0	0	0	1	0	1024	0	0	1024	1024	0	2048	1349	0	2354	1895	1779	116	5598	0	0	0	0	0	0.0	0.0	0.0	0.0
27	11	1	0	0	32	16	16	1	1536	1024	0	6144	1024	1024	0	8192	2204	490	15783	1230	950	280	19707	1	32	6078	9590	115	2526.5629471761304	3986.4657228396	47.804333485563504	203.53214593799157
28	13	1	4	0	0	0	0	1	0	0	0	3072	0	0	0	3072	1304	0	6395	146	30	116	7845	0	0	0	0	0	0.0	0.0	0.0	0.0
29	14	1	0	0	32	16	16	1	1536	0	1024	12288	1024	1024	0	14336	2208	504	31816	1989	1871	118	36517	1	64	12027	19681	108	4721.611085247967	7726.451132349316	42.39910178820823	194.50097214995756
30	15	1	1	0	0	0	0	1	0	0	0	1024	1024	1024	0	2048	1276	0	2350	1861	1745	116	5487	0	0	0	0	0	0.0	0.0	0.0	0.0
31	17	1	0	0	32	16	16	1	1536	1024	0	6144	0	0	0	7168	2200	492	15465	1235	957	278	19392	1	32	5772	9577	116	2133.5445544554455	3540.013201320132	42.87788778877888	177.29867986798678
32	20	1	2	1	0	0	0	1	0	1024	0	1024	0	0	0	2048	1272	0	1628	383	30	353	3283	0	0	0	0	0	0.0	0.0	0.0	0.0
33	21	1	3	1	0	0	0	1	0	0	0	1024	0	0	0	1024	1096	0	1227	146	30	116	2469	0	0	0	0	0	0.0	0.0	0.0	0.0
34	23	1	5	0	0	0	0	1	0	1024	0	3072	0	0	0	4096	1675	0	8440	146	30	116	10261	0	0	0	0	0	0.0	0.0	0.0	0.0
35	24	1	0	0	32	16	16	1	1536	1024	0	6144	1024	1024	0	8192	2229	495	16046	1473	1355	118	20243	1	32	5866	10072	108	2373.8710665415206	4075.9681865336165	43.705774835745686	201.55747665859803
36	25	1	1	0	0	0	0	1	0	0	0	1024	1024	1024	0	2048	1346	0	2339	1902	1786	116	5587	0	0	0	0	0	0.0	0.0	0.0	0.0
37	26	1	0	0	32	16	16	1	1536	1024	0	6144	1024	1024	0	8192	2227	484	15610	1624	1506	118	19945	1	32	5887	9602	121	2417.9646026573078	3943.8247179744294	49.698270243168714	198.80591626974177
38	28	1	4	0	0	0	0	1	0	0	0	3072	0	0	0	3072	1298	0	6416	146	30	116	7860	0	0	0	0	0	0.0	0.0	0.0	0.0
39	29	1	0	0	32	16	16	1	1536	1024	0	12288	1024	1024	0	14336	2219	511	31930	1962	1844	118	36622	1	64	12407	19416	107	4856.8279176451315	7600.561848069467	41.88607940582164	194.6467150892906
40	0	2	1	0	0	0	0	1	0	0	0	1024	1024	1024	0	2048	1308	0	2277	1857	1741	116	5442	0	0	0	0	0	0.0	0.0	0.0	0.0
41	2	2	0	0	32	16	16	1	1536	1024	0	6144	0	0	0	7168	2117	488	15375	1209	940	269	19189	1	32	6150	9117	108	2297.31617072281	3405.6311428422537	40.34311324196154	178.21710354890823
42	5	2	2	0	0	0	0	1	0	1024	0	0	0	0	0	1024	1248	0	1853	146	30	116	3247	0	0	0	0	0	0.0	0.0	0.0	0.0
43	6	2	3	0	0	0	0	1	0	0	0	0	1024	1024	0	1024	1079	0	1189	146	30	116	2414	0	0	0	0	0	0.0	0.0	0.0	0.0
44	8	2	5	0	0	0	0	1	0	0	0	4096	0	0	0	4096	1652	0	8095	146	30	116	9893	0	0	0	0	0	0.0	0.0	0.0	0.0
45	9	2	0	0	32	16	16	1	1536	1024	0	6144	0	0	0	7168	2148	466	15224	1712	1594	118	19550	1	32	6080	9016	128	2229.229667519182	3305.712941176471	46.93115089514067	172.96695652173915
46	10	2	1	1	0	0	0	1	0	1024	0	1024	1024	1024	0	3072	1310	0	2293	1840	1724	116	5443	0	0	0	0	0	0.0	0.0	0.0	0.0
47	11	2	0	0	32	16	16	1	1536	1024	0	6144	0	0	0	7168	2142	477	15264	1054	937	117	18937	1	32	6158	8994	112	2330.915350900354	3404.3930928869413	42.394043407086656	179.22838886835297
48	13	2	4	0	0	0	0	1	0	1024	0	2048	0	0	0	3072	1257	0	6517	146	30	116	7920	0	0	0	0	0	0.0	0.0	0.0	0.0
49	14	2	0	0	32	16	16	1	1536	1024	0	12288	1024	1024	0	14336	2142	483	30924	2176	2058	118	35725	1	64	12036	18773	115	4829.897718684395	7533.372372288313	46.1480755773268	193.17609517144857
50	15	2	1	0	0	0	0	1	0	0	0	1024	1024	1024	0	2048	1239	0	2281	1814	1698	116	5334	0	0	0	0	0	0.0	0.0	0.0	0.0
51	17	2	0	0	32	16	16	1	1536	1024	0	6144	0	0	0	7168	2138	480	15343	1207	940	267	19168	1	32	6098	9136	109	2280.3873121869783	3416.467445742905	40.76126878130217	178.02671118530884
52	20	2	2	0	0	0	0	1	0	1024	0	0	1024	0	1024	2048	1234	0	1598	373	30	343	3205	0	0	0	0	0	0.0	0.0	0.0	0.0
53	21	2	3	0	0	0	0	1	0	0	0	1024	0	0	0	1024	1071	0	1193	146	30	116	2410	0	0	0	0	0	0.0	0.0	0.0	0.0
54	23	2	5	0	0	0	0	1	0	0	0	4096	0	0	0	4096	1639	0	8212	146	30	116	9997	0	0	0	0	0	0.0	0.0	0.0	0.0
55	24	2	0	0	32	16	16	1	1536	1024	0	6144	1024	1024	0	8192	2154	473	16126	1451	1333	118	20204	1	32	5963	10043	120	2417.783409225896	4072.0776083943774	48.65571174024945	202.80815680063353
56	25	2	1	0	0	0	0	1	0	0	0	1024	1024	1024	0	2048	1288	0	2265	1849	1733	116	5402	0	0	0	0	0	0.0	0.0	0.0	0.0
57	26	2	0	0	32	16	16	1	1536	1024	0	6144	0	0	0	7168	2150	474	15390	1341	1223	118	19355	1	32	6047	9223	120	2239.467631103074	3415.678842676311	44.44122965641953	176.72332730560578
58	28	2	4	0	0	0	0	1	0	0	0	3072	0	0	0	3072	1258	0	6470	146	30	116	7874	0	0	0	0	0	0.0	0.0	0.0	0.0
59	29	2	0	0	32	16	16	1	1536	0	1024	12288	0	0	0	13312	2155	509	30736	1916	1798	118	35316	1	64	12065	18567	104	4547.776645146676	6998.638124362895	39.20172159927512	180.41273077358704
60	0	3	1	0	0	0	0	1	0	0	0	1024	1024	1024	0	2048	1274	0	2210	1811	1695	116	5295	0	0	0	0	0	0.0	0.0	0.0	0.0
61	2	3	0	0	32	16	16	1	1536	0	1024	5120	1024	1024	0	7168	2059	460	14779	1181	931	250	18479	1	32	6064	8595	120	2352.2242545592294	3333.9985929974564	46.547973375182636	177.69446398614645
62	5	3	2	0	0	0	0	1	0	1024	0	0	0	0	0	1024	1182	0	1551	351	30	321	3084	0	0	0	0	0	0.0	0.0	0.0	0.0
63	6	3	3	0	0	0	0	1	0	0	0	0	0	0	0	0	1039	0	1138	146	30	116	2323	0	0	0	0	0	0.0	0.0	0.0	0.0
64	8	3	5	0	0	0	0	1	0	0	0	3072	0	0	0	3072	1581	0	7979	147	30	117	9707	0	0	0	0	0	0.0	0.0	0.0	0.0
65	9	3	0	0	32	16	16	1	1536	0	1024	5120	1024	1024	0	7168	2072	457	14842	1884	1766	118	19255	1	32	6011	8711	120	2237.6965982861593	3242.8173461438587	44.672033238119965	171.26606076343805
66	10	3	1	0	0	0	0	1	0	0	0	1024	1024	1024	0	2048	1243	0	2208	1790	1674	116	5241	0	0	0	0	0	0.0	0.0	0.0	0.0
67	11	3	0	0	32	16	16	1	1536	1024	0	6144	0	0	0	7168	2074	454	14823	1044	927	117	18395	1	32	6142	8561	120	2393.359934764882	3335.974340853493	46.76053275346562	179.0416961130742
68	13	3	4	0	0	0	0	1	0	1024	0	2048	0	0	0	3072	1202	0	5977	146	30	116	7325	0	0	0	0	0	0.0	0.0	0.0	0.0
69	14	3	0	0	32	16	16	1	1536	1024	0	12288	1024	1024	0	14336	2072	471	30092	2100	1982	118	34735	1	64	12242	17742	108	5052.578436735282	7322.5654815028065	44.57429106088959	193.3616237224701
70	15	3	1	0	0	0	0	1	0	0	0	1024	1024	1024	0	2048	1196	0	2205	1769	1653	116	5170	0	0	0	0	0	0.0	0.0	0.0	0.0
71	17	3	0	0	32	16	16	1	1536	1024	0	6144	0	0	0	7168	2066	467	14864	1181	933	248	18578	1	32	6035	8713	116	2328.5003767897515	3361.760361718161	44.75659382064808	177.82064807837227
72	20	3	2	0	0	0	0	1	0	1024	0	0	1024	0	1024	2048	1179	0	1546	353	30	323	3078	0	0	0	0	0	0.0	0.0	0.0	0.0
73	21	3	3	0	0	0	0	1	0	0	0	0	1024	0	1024	1024	1032	0	1132	148	30	118	2312	0	0	0	0	0	0.0	0.0	0.0	0.0
74	23	3	5	0	0	0	0	1	0	0	0	3072	0	0	0	3072	1584	0	8249	146	30	116	9979	0	0	0	0	0	0.0	0.0	0.0	0.0
75	24	3	0	0	32	16	16	1	1536	1024	0	6144	0	0	0	7168	2076	460	14945	1426	1308	118	18907	1	32	5997	8828	120	2273.5757126990006	3346.8611625323956	45.49426138467234	175.63865235098112
76	25	3	1	0	0	0	0	1	0	0	0	1024	1024	1024	0	2048	1263	0	2205	1796	1680	116	5264	0	0	0	0	0	0.0	0.0	0.0	0.0
77	26	3	0	0	32	16	16	1	1536	1024	0	6144	0	0	0	7168	2087	460	14798	1296	1178	118	18641	1	32	5909	8773	116	2272.1802478407812	3373.4705219677057	44.60533233195644	176.42658655651522
78	28	3	4	0	0	0	0	1	0	0	0	2048	0	0	0	2048	1219	0	5997	146	30	116	7362	0	0	0	0	0	0.0	0.0	0.0	0.0
79	29	3	0	0	32	16	16	1	1536	0	1024	11264	1024	1024	0	13312	2077	468	29969	1882	1764	118	34396	1	64	12153	17708	108	4703.475287824165	6853.381090824514	41.798348645191304	180.57588091638561
80	2	4	0	0	32	16	16	1	1536	0	1024	5120	1024	1024	0	7168	2123	474	15193	1207	946	261	18997	1	32	6061	9012	120	2286.9530978575563	3400.4324893404223	45.2787282202453	177.73079959993683
81	5	4	2	0	0	0	0	1	0	1024	0	0	1024	0	1024	2048	1221	0	1760	388	30	358	3369	0	0	0	0	0	0.0	0.0	0.0	0.0
82	6	4	3	0	0	0	0	1	0	0	0	0	0	0	0	0	993	0	1186	146	30	116	2325	0	0	0	0	0	0.0	0.0	0.0	0.0
83	8	4	5	0	0	0	0	1	0	0	0	3072	0	0	0	3072	1628	0	7957	146	30	116	9731	0	0	0	0	0	0.0	0.0	0.0	0.0
84	9	4	0	0	32	16	16	1	1536	1024	0	6144	0	0	0	7168	2127	469	15005	1705	1587	118	19306	1	32	5935	8950	120	2203.56780275562	3322.987672226251	44.5540246555475	172.70485859318347
85	11	4	0	0	32	16	16	1	1536	1024	0	6144	0	0	0	7168	2133	470	15152	1205	944	261	18960	1	32	6041	8991	120	2283.854852320675	3399.1291139240507	45.36708860759494	177.59324894514768
86	14	4	0	0	32	16	16	1	1536	1024	0	12288	1024	1024	0	14336	2126	471	30604	2158	2040	118	35359	1	64	12077	18407	120	4896.514946689669	7462.958567832801	48.65295964252383	193.11677366441359
87	17	4	0	0	32	16	16	1	1536	1024	0	6144	0	0	0	7168	2132	463	15158	1208	947	261	18961	1	32	5936	9101	121	2244.040293233479	3440.534149042772	45.74273508781182	177.64295132113284
88	20	4	2	0	0	0	0	1	0	1024	0	1024	0	0	0	2048	1221	0	1518	147	30	117	2886	0	0	0	0	0	0.0	0.0	0.0	0.0
89	21	4	3	0	0	0	0	1	0	0	0	1024	0	0	0	1024	986	0	1168	146	30	116	2300	0	0	0	0	0	0.0	0.0	0.0	0.0
90	23	4	5	0	0	0	0	1	0	0	0	4096	0	0	0	4096	1622	0	8412	146	30	116	10180	0	0	0	0	0	0.0	0.0	0.0	0.0
91	24	4	0	0	32	16	16	1	1536	1024	0	6144	1024	1024	0	8192	2143	488	16179	1940	1822	118	20750	1	32	5909	10166	104	2332.844722891566	4013.4878072289157	41.05869879518072	198.32289156626504
92	26	4	0	0	32	16	16	1	1536	1024	0	6144	1024	1024	0	8192	2154	467	15276	1813	1696	117	19710	1	32	6048	9105	123	2513.709589041096	3784.2800608828006	51.1220700152207	196.81217656012177
93	29	4	0	0	32	16	16	1	1536	0	1024	11264	1024	1024	0	13312	2144	473	30543	1936	1818	118	35096	1	64	12185	18238	120	4621.800775017096	6917.718714383405	45.516298153635745	180.30499202188284
94	2	5	0	0	32	16	16	1	1536	1024	0	6144	0	0	0	7168	2192	511	15552	1225	963	262	19480	1	32	5927	9521	104	2180.941273100616	3503.4151950718683	38.26858316221766	177.63613963039015
95	5	5	2	0	0	0	0	1	0	1024	0	0	0	0	0	1024	1256	0	1542	146	30	116	2944	0	0	0	0	0	0.0	0.0	0.0	0.0
96	6	5	3	0	0	0	0	1	0	0	0	0	0	0	0	0	1097	0	868	147	30	117	2112	0	0	0	0	0	0.0	0.0	0.0	0.0
97	8	5	5	0	0	0	0	1	0	0	0	4096	0	0	0	4096	1666	0	8341	146	30	116	10153	0	0	0	0	0	0.0	0.0	0.0	0.0
98	9	5	0	0	32	16	16	1	1536	1024	0	6144	1024	1024	0	8192	2191	513	15750	1984	1868	116	20438	1	32	5924	9722	104	2374.4695175653196	3896.7914668754283	41.68548781681182	195.97690576377337
99	11	5	0	0	32	16	16	1	1536	1024	0	6144	1024	0	1024	8192	2185	508	15630	1080	963	117	19403	1	32	5923	9603	104	2500.7069009946913	4054.4130289130544	43.90908622377982	204.84749780961707
100	14	5	0	0	32	16	16	1	1536	1024	0	13312	0	0	0	14336	2182	511	31426	2221	2105	116	36340	1	64	11976	19343	107	4724.489157952669	7630.744303797468	42.211117226197025	193.05052283984588
101	17	5	0	0	32	16	16	1	1536	1024	0	6144	1024	0	1024	8192	2189	510	15605	1225	963	262	19529	1	32	6126	9375	104	2569.7266629115675	3932.613037021865	43.62578729069589	203.19811562291977
102	20	5	2	0	0	0	0	1	0	0	0	1024	0	0	0	1024	1247	0	1541	146	30	116	2934	0	0	0	0	0	0.0	0.0	0.0	0.0
103	21	5	3	0	0	0	0	1	0	0	0	1024	0	0	0	1024	1108	0	850	147	30	117	2105	0	0	0	0	0	0.0	0.0	0.0	0.0
104	23	5	5	0	0	0	0	1	0	0	0	4096	0	0	0	4096	1659	0	8293	146	30	116	10098	0	0	0	0	0	0.0	0.0	0.0	0.0
105	24	5	0	0	32	16	16	1	1536	1024	0	6144	1024	1024	0	8192	2204	509	16132	1486	1370	116	20331	1	32	5889	10139	104	2372.863508927254	4085.3223156755694	41.90487432984113	201.81830701883823
106	26	5	0	0	32	16	16	1	1536	1024	0	6144	1024	1024	0	8192	2204	507	15525	1862	1745	117	20098	1	32	6152	9266	107	2507.572096726042	3776.8470494576572	43.613493879988056	196.38809831824062
107	29	5	0	0	32	16	16	1	1536	0	1024	12288	1024	1024	0	14336	2198	504	31597	1751	1635	116	36050	1	64	12591	18899	107	5007.061747572816	7515.563495145631	42.55067961165049	195.66601941747575
108	2	6	0	0	32	16	16	1	1536	0	1024	6144	0	0	0	7168	2179	523	15843	1221	960	261	19766	1	32	5912	9827	104	2143.9449559850245	3563.6919963573814	37.71486390772033	178.36365476070017
109	5	6	2	0	0	0	0	1	0	1024	0	0	0	0	0	1024	1260	0	1532	146	30	116	2938	0	0	0	0	0	0.0	0.0	0.0	0.0
110	6	6	3	0	0	0	0	1	0	0	0	0	1024	1024	0	1024	1082	0	1196	146	30	116	2424	0	0	0	0	0	0.0	0.0	0.0	0.0
111	8	6	5	0	0	0	0	1	0	0	0	4096	0	0	0	4096	1667	0	8240	147	30	117	10054	0	0	0	0	0	0.0	0.0	0.0	0.0
112	9	6	0	0	32	16	16	1	1536	1024	0	6144	1024	1024	0	8192	2192	525	15907	1747	1631	116	20371	1	32	6186	9612	109	2487.639880221884	3865.372539394237	43.83329242550685	198.5316381130038
113	11	6	0	0	32	16	16	1	1536	1024	0	6144	1024	1024	0	8192	2183	512	15950	1077	960	117	19722	1	32	6230	9616	104	2587.7781158097555	3994.233444883886	43.198864212554504	205.6878612716763
114	14	6	0	1	32	16	16	1	1536	1024	0	13312	1024	1024	0	15360	2170	517	32223	2224	2108	116	37134	1	64	11857	20258	108	4904.495071901762	8379.460332848603	44.67280659234125	207.56180319922444
115	17	6	0	0	32	16	16	1	1536	1024	0	6144	1024	0	1024	8192	2184	496	15822	1227	968	259	19729	1	32	6433	9276	113	2671.15089462213	3851.639312686908	46.92057377464646	203.83719397840744
116	20	6	2	0	0	0	0	1	0	0	0	1024	0	0	0	1024	1255	0	1549	146	30	116	2950	0	0	0	0	0	0.0	0.0	0.0	0.0
117	21	6	3	0	0	0	0	1	0	0	0	1024	0	0	0	1024	1026	0	941	147	30	117	2114	0	0	0	0	0	0.0	0.0	0.0	0.0
118	23	6	5	0	0	0	0	1	0	0	0	4096	0	0	0	4096	1662	0	8338	149	30	119	10149	0	0	0	0	0	0.0	0.0	0.0	0.0
119	24	6	0	0	32	16	16	1	1536	1024	0	6144	1024	1024	0	8192	2240	514	15906	1792	1675	117	20452	1	32	6358	9442	106	2546.6817915118327	3781.970663015842	42.45804811265402	197.77038920398982
120	26	6	0	0	32	16	16	1	1536	1024	0	6144	1024	1024	0	8192	2248	511	15777	1785	1517	268	20321	1	32	6347	9322	108	2558.664632646031	3757.9756901727274	43.53801486147335	197.3950100880862
121	29	6	0	1	32	16	16	1	1536	1024	1024	12288	1024	1024	0	15360	2236	521	32056	2021	1905	116	36834	1	64	12128	19821	107	5057.4490959439645	8265.476461964488	44.61964489330509	208.17071184231958
122	2	7	0	0	32	16	16	1	1536	0	1024	6144	0	0	0	7168	2127	501	15545	1207	957	250	19380	1	32	6148	9289	108	2273.9351909184725	3435.683797729618	39.94551083591331	178.42559339525283
123	5	7	2	0	0	0	0	1	0	1024	0	0	0	0	0	1024	1233	0	1484	146	30	116	2863	0	0	0	0	0	0.0	0.0	0.0	0.0
124	6	7	3	0	0	0	0	1	0	1024	0	0	0	0	0	1024	1032	0	902	147	30	117	2081	0	0	0	0	0	0.0	0.0	0.0	0.0
125	8	7	5	0	0	0	0	1	0	0	0	3072	0	0	0	3072	1635	0	8059	146	30	116	9840	0	0	0	0	0	0.0	0.0	0.0	0.0
126	9	7	0	0	32	16	16	1	1536	1024	0	6144	1024	1024	0	8192	2132	506	15557	1936	1820	116	20131	1	32	6040	9409	108	2457.8848542049573	3828.8474492076894	43.948934479161494	196.4603844816452
127	11	7	0	0	32	16	16	1	1536	1024	0	6144	0	0	0	7168	2126	513	15450	1196	946	250	19285	1	32	5920	9426	104	2200.392014519056	3503.5295825771323	38.65553539019963	178.2475499092559
128	14	7	0	0	32	16	16	1	1536	1024	0	12288	1024	1024	0	14336	2113	496	31286	2173	2054	119	36068	1	64	12021	19161	104	4778.0042142619495	7615.950316069647	41.3370300543418	193.6555395364312
129	17	7	0	0	32	16	16	1	1536	1024	0	6144	0	0	0	7168	2119	487	15665	1507	1390	117	19778	1	32	6551	9007	107	2374.2323794114673	3264.3430073819395	38.779249671352005	176.20548083729398
130	20	7	2	0	0	0	0	1	0	1024	0	0	1024	0	1024	2048	1227	0	1519	146	30	116	2892	0	0	0	0	0	0.0	0.0	0.0	0.0
131	21	7	3	0	0	0	0	1	0	0	0	0	0	0	0	0	1005	0	916	147	30	117	2068	0	0	0	0	0	0.0	0.0	0.0	0.0
132	23	7	5	0	0	0	0	1	0	0	0	3072	1024	0	1024	4096	1631	0	8214	150	30	120	9995	0	0	0	0	0	0.0	0.0	0.0	0.0
133	24	7	0	0	32	16	16	1	1536	1024	0	6144	1024	1024	0	8192	2177	496	16028	2011	1895	116	20712	1	32	5984	9940	104	2366.788721514098	3931.4638856701426	41.13402858246427	196.82039397450754
134	26	7	0	0	32	16	16	1	1536	1024	0	6144	0	0	0	7168	2190	493	15401	1355	1239	116	19439	1	32	6443	8850	108	2375.8127475693195	3263.3777457688157	39.824270795822834	176.2247029168167
135	29	7	0	0	32	16	16	1	1536	1024	1024	12288	0	0	0	14336	2167	496	31480	1717	1599	118	35860	1	64	12273	19103	104	4906.462018962633	7636.938315672059	41.57679866146124	195.99063022866704
136	2	8	0	0	32	16	16	1	1536	1024	0	6144	0	0	0	7168	2052	489	15116	1179	943	236	18836	1	32	6222	8786	108	2367.768953068592	3343.4937354002973	41.09917179868337	178.4769590146528
137	4	0	2	0	0	0	0	1	0	1024	0	0	0	0	0	1024	1182	0	1439	146	30	116	2767	0	0	0	0	0	0.0	0.0	0.0	0.0
138	8	8	5	0	0	0	0	1	0	0	0	3072	0	0	0	3072	1597	0	8155	146	30	116	9898	0	0	0	0	0	0.0	0.0	0.0	0.0
139	9	8	0	0	32	16	16	1	1536	1024	0	6144	0	0	0	7168	2068	498	15225	1656	1540	116	19447	1	32	6092	9026	107	2245.459762431223	3326.907389314547	39.439296549596335	174.13647349205533
140	11	8	0	0	32	16	16	1	1536	1024	0	6144	0	0	0	7168	2051	486	15141	1402	1166	236	19080	1	32	6227	8806	108	2339.367714884696	3308.249895178197	40.573584905660375	176.48805031446543
141	14	8	0	0	32	16	16	1	1536	1024	0	12288	1024	1024	0	14336	2043	493	30620	2089	1973	116	35245	1	64	11893	18623	104	4837.510228401192	7574.956107249255	42.30228401191658	193.94478649453822
142	17	8	0	0	32	16	16	1	1536	1024	0	6144	0	0	0	7168	2061	500	15263	1160	925	235	18984	1	32	6321	8835	107	2386.690265486726	3335.929203539823	40.40117994100295	178.83185840707964
143	19	0	2	0	0	0	0	1	0	0	0	1024	0	0	0	1024	1222	0	1441	146	30	116	2809	0	0	0	0	0	0.0	0.0	0.0	0.0
144	23	8	5	0	0	0	0	1	0	0	0	3072	0	0	0	3072	1583	0	7915	148	30	118	9646	0	0	0	0	0	0.0	0.0	0.0	0.0
145	24	8	0	0	32	16	16	1	1536	1024	0	6144	1024	1024	0	8192	2107	469	15408	1956	1840	116	19940	1	32	6107	9183	118	2508.9540621865594	3772.67482447342	48.47823470411233	196.30090270812437
146	26	8	0	0	32	16	16	1	1536	1024	0	6144	0	0	0	7168	2126	498	15110	1551	1434	117	19285	1	32	5924	9082	104	2201.8787658802175	3375.6689655172413	38.65553539019963	174.2983666061706
147	29	8	0	0	32	16	16	1	1536	0	1024	11264	1024	1024	0	13312	2104	501	30584	1925	1809	116	35114	1	64	12203	18274	107	4626.255510622544	6927.820470467619	40.564561143703365	180.5324372045338
