slot	stage	logical_task	kind	on_cp	tile_m	tile_n	tile_k	split_k	operand_bytes	setup_ns	load_wait_ns	mainloop_ns	epilogue_ns	body_epilogue_ns	harness_tail_ns	run_ns	setup_cycles	load_wait_cycles	mainloop_cycles	epilogue_cycles	body_epilogue_cycles	harness_tail_cycles	run_cycles	kind_name	simt_barriers	seg_setup	seg_wait	seg_compute	seg_epilogue
0	0	0	1	1	0	0	0	1	0	1024	0	1024	1024	1024	0	3072	1315	0	2820	1855	1725	130	5990	rmsnorm	8	1315	89	2731	1855
1	2	0	0	0	32	16	64	1	6144	0	1024	4096	0	0	0	5120	2128	997	9648	1082	952	130	13855	gemm	0	2128	2468	8177	1082
2	5	0	2	1	0	0	0	1	0	0	0	1024	0	0	0	1024	1240	0	1525	159	30	129	2924	rope	0	1240	0	1525	159
3	6	0	3	1	0	0	0	1	0	1024	0	0	0	0	0	1024	1113	0	917	159	30	129	2189	kvappend	0	1113	0	917	159
4	8	0	5	1	0	0	0	1	0	1024	0	3072	0	0	0	4096	1635	0	8444	160	30	130	10239	attention	2	1635	52	8392	160
5	9	0	0	1	32	16	64	1	6144	1024	0	4096	1024	1024	0	6144	2151	1107	9506	1762	1633	129	14526	gemm	0	2151	2792	7821	1762
6	10	0	1	0	0	0	0	1	0	0	0	1024	1024	1024	0	2048	1244	0	2909	1841	1710	131	5994	rmsnorm	8	1244	89	2820	1841
7	11	0	0	0	32	16	64	1	6144	1024	0	4096	0	0	0	5120	2173	1109	9422	1771	1509	262	14475	gemm	0	2173	2770	7761	1771
8	13	0	4	1	0	0	0	1	0	1024	0	2048	0	0	0	3072	1274	0	6400	159	30	129	7833	elementwise	0	1274	0	6400	159
9	14	0	0	1	32	16	64	1	6144	1024	1024	7168	1024	1024	0	10240	2164	1100	18370	2354	2224	130	23988	gemm	0	2164	4411	15059	2354
10	15	0	1	0	0	0	0	1	0	0	0	1024	1024	1024	0	2048	1247	0	2910	1836	1706	130	5993	rmsnorm	8	1247	89	2821	1836
11	17	0	0	1	32	16	64	1	6144	1024	0	4096	0	0	0	5120	2165	1098	9396	1114	983	131	13773	gemm	0	2165	3054	7440	1114
12	20	0	2	1	0	0	0	1	0	1024	0	0	0	0	0	1024	1234	0	1529	159	30	129	2922	rope	0	1234	0	1529	159
13	21	0	3	1	0	0	0	1	0	1024	0	0	0	0	0	1024	1137	0	922	159	30	129	2218	kvappend	0	1137	0	922	159
14	23	0	5	1	0	0	0	1	0	1024	0	3072	0	0	0	4096	1624	0	8364	160	30	130	10148	attention	2	1624	52	8312	160
15	24	0	0	1	32	16	64	1	6144	1024	1024	3072	1024	1024	0	6144	2182	1095	9400	1557	1428	129	14234	gemm	0	2182	2668	7827	1557
16	25	0	1	0	0	0	0	1	0	0	0	1024	1024	1024	0	2048	1294	0	2906	1858	1727	131	6058	rmsnorm	8	1294	89	2817	1858
17	26	0	0	1	32	16	64	1	6144	1024	1024	3072	1024	1024	0	6144	2158	1856	9682	1913	1783	130	15609	gemm	0	2158	4646	6892	1913
18	28	0	4	1	0	0	0	1	0	1024	0	2048	0	0	0	3072	1260	0	6361	160	30	130	7781	elementwise	0	1260	0	6361	160
19	29	0	0	1	32	16	64	1	6144	1024	0	7168	1024	1024	0	9216	2167	1105	18301	2083	1954	129	23656	gemm	0	2167	4536	14870	2083
20	30	0	1	1	0	0	0	1	0	1024	0	1024	1024	1024	0	3072	1236	0	2905	1970	1840	130	6111	rmsnorm	8	1236	89	2816	1970
21	32	0	0	1	32	16	64	1	6144	1024	1024	3072	1024	1024	0	6144	2157	1130	9273	1655	1525	130	14215	gemm	0	2157	3188	7215	1655
22	35	0	2	1	0	0	0	1	0	0	0	1024	0	0	0	1024	1228	0	1522	159	30	129	2909	rope	0	1228	0	1522	159
23	36	0	3	1	0	0	0	1	0	1024	0	0	0	0	0	1024	1148	0	866	159	30	129	2173	kvappend	0	1148	0	866	159
24	38	0	5	1	0	0	0	1	0	1024	0	3072	0	0	0	4096	1629	0	8047	159	30	129	9835	attention	2	1629	52	7995	159
25	39	0	0	0	32	16	64	1	6144	1024	0	4096	0	0	0	5120	2152	1107	9235	1549	1419	130	14043	gemm	0	2152	2508	7834	1549
26	40	0	1	1	0	0	0	1	0	1024	0	1024	1024	1024	0	3072	1224	0	2791	1912	1781	131	5927	rmsnorm	8	1224	89	2702	1912
27	41	0	0	1	32	16	64	1	6144	1024	1024	4096	0	0	0	6144	2137	1099	9696	1980	1719	261	14912	gemm	0	2137	2939	7856	1980
28	43	0	4	1	0	0	0	1	0	1024	0	2048	0	0	0	3072	1277	0	6472	160	30	130	7909	elementwise	0	1277	0	6472	160
29	44	0	0	1	32	16	64	1	6144	1024	1024	7168	0	0	0	9216	2095	1110	18244	1988	1859	129	23437	gemm	0	2095	4339	15015	1988
30	45	0	1	1	0	0	0	1	0	1024	0	1024	1024	1024	0	3072	1241	0	2806	1945	1814	131	5992	rmsnorm	8	1241	89	2717	1945
31	47	0	0	0	32	16	64	1	6144	0	1024	3072	1024	1024	0	5120	2126	1105	9274	1088	958	130	13593	gemm	0	2126	2833	7546	1088
32	50	0	2	1	0	0	0	1	0	0	0	1024	0	0	0	1024	1243	0	1545	159	30	129	2947	rope	0	1243	0	1545	159
33	51	0	3	1	0	0	0	1	0	1024	0	0	0	0	0	1024	1113	0	942	160	30	130	2215	kvappend	0	1113	0	942	160
34	53	0	5	1	0	0	0	1	0	1024	0	3072	0	0	0	4096	1632	0	8569	160	30	130	10361	attention	2	1632	52	8517	160
35	54	0	0	1	32	16	64	1	6144	1024	0	4096	1024	1024	0	6144	2121	1086	9428	2031	1902	129	14666	gemm	0	2121	2801	7713	2031
36	55	0	1	0	0	0	0	1	0	0	0	1024	1024	1024	0	2048	1318	0	2808	1934	1802	132	6060	rmsnorm	8	1318	89	2719	1934
37	56	0	0	1	32	16	64	1	6144	1024	1024	3072	1024	1024	0	6144	2106	1104	9394	1077	947	130	13681	gemm	0	2106	2690	7808	1077
38	58	0	4	1	0	0	0	1	0	1024	0	2048	0	0	0	3072	1272	0	6367	161	30	131	7800	elementwise	0	1272	0	6367	161
39	59	0	0	1	32	16	64	1	6144	1024	0	7168	1024	1024	0	9216	2129	1104	18313	2245	2115	130	23791	gemm	0	2129	4322	15095	2245
40	0	1	1	0	0	0	0	1	0	1024	0	1024	1024	1024	0	3072	1352	0	2911	1866	1736	130	6129	rmsnorm	8	1352	89	2822	1866
41	2	1	0	0	32	16	64	1	6144	0	1024	4096	0	0	0	5120	2195	1028	9601	1084	953	131	13908	gemm	0	2195	2798	7831	1084
42	5	1	2	0	0	0	0	1	0	1024	0	0	0	0	0	1024	1271	0	1530	159	30	129	2960	rope	0	1271	0	1530	159
43	6	1	3	0	0	0	0	1	0	0	0	0	0	0	0	0	1136	0	932	160	30	130	2228	kvappend	0	1136	0	932	160
44	8	1	5	0	0	0	0	1	0	0	0	3072	0	0	0	3072	1666	0	8119	161	30	131	9946	attention	2	1666	52	8067	161
45	9	1	0	0	32	16	64	1	6144	1024	1024	3072	1024	1024	0	6144	2177	1154	9319	1770	1640	130	14420	gemm	0	2177	2530	7943	1770
46	10	1	1	0	0	0	0	1	0	1024	0	1024	0	0	0	2048	1289	0	2861	1880	1749	131	6030	rmsnorm	8	1289	89	2772	1880
47	11	1	0	1	32	16	64	1	6144	1024	0	4096	1024	1024	0	6144	2196	1103	9226	1502	1206	296	14027	gemm	0	2196	2833	7496	1502
48	13	1	4	0	0	0	0	1	0	0	0	3072	0	0	0	3072	1313	0	6411	159	30	129	7883	elementwise	0	1313	0	6411	159
49	14	1	0	0	32	16	64	1	6144	0	1024	7168	1024	1024	0	9216	2182	1029	18309	2257	2127	130	23777	gemm	0	2182	4317	15021	2257
50	15	1	1	0	0	0	0	1	0	0	0	1024	1024	1024	0	2048	1275	0	2847	1876	1744	132	5998	rmsnorm	8	1275	89	2758	1876
51	17	1	0	0	32	16	64	1	6144	1024	0	4096	0	0	0	5120	2160	1205	9299	1094	962	132	13758	gemm	0	2160	2717	7787	1094
52	20	1	2	0	0	0	0	1	0	1024	0	0	0	0	0	1024	1249	0	1549	159	30	129	2957	rope	0	1249	0	1549	159
53	21	1	3	0	0	0	0	1	0	0	0	1024	0	0	0	1024	1089	0	962	160	30	130	2211	kvappend	0	1089	0	962	160
54	23	1	5	0	0	0	0	1	0	0	0	4096	0	0	0	4096	1638	0	8180	159	30	129	9977	attention	2	1638	52	8128	159
55	24	1	0	0	32	16	64	1	6144	1024	0	4096	0	0	0	5120	2169	1019	9544	1504	1374	130	14236	gemm	0	2169	2547	8016	1504
56	25	1	1	1	0	0	0	1	0	1024	0	1024	1024	1024	0	3072	1333	0	2872	1861	1731	130	6066	rmsnorm	8	1333	89	2783	1861
57	26	1	0	0	32	16	64	1	6144	1024	1024	4096	0	0	0	6144	2174	1259	9691	1607	1476	131	14731	gemm	0	2174	3613	7337	1607
58	28	1	4	0	0	0	0	1	0	1024	0	2048	0	0	0	3072	1291	0	6422	163	30	133	7876	elementwise	0	1291	0	6422	163
59	29	1	0	0	32	16	64	1	6144	1024	0	7168	1024	1024	0	9216	2176	1065	18212	2024	1894	130	23477	gemm	0	2176	4089	15188	2024
