model	placement	kernel	membar_sc_gpu	membar	bar_sync	binary_sha256
gqa2	0	_ZN8tilemega7codegen18tilemega_l2_kernelEPKNS0_6ParamsEPNS0_12EventCounterEy	3	3	8	13d965f3e1d2ffc951bd33cdbfd3d91d67f2bdfc93c6c6572670165674e8e676
gqa2	5	_ZN8tilemega7codegen18tilemega_l2_kernelEPKNS0_6ParamsEPNS0_12EventCounterEy	3	3	8	f1f82530bd999ec017e0484d5c9e81a4d7a61657f4d1af83e1773f11851d28f7
mha4	0	_ZN8tilemega7codegen18tilemega_l2_kernelEPKNS0_6ParamsEPNS0_12EventCounterEy	3	3	8	1a018beb74d03e7fac2ce3325e39398e83e49b3d854048f7c83859a88970fa6e
mha4	5	_ZN8tilemega7codegen18tilemega_l2_kernelEPKNS0_6ParamsEPNS0_12EventCounterEy	3	3	8	9cfaa38b3cdd153bc44d510aaf14c78c68f1a3c90819945924aeb4f3d71523c1
