stage	task	category	start_ns	end_ns	wait_ns	fixed_ns	mainloop_ns	publication_ns	hop_ns
0	0	embedding	0	2531.4426268424113	0	1046.6571693548449	410.65705481679083	1074.1284026707756	0
1	0	rmsnorm	2531.4426268424113	6427.6128627495837	0	2206.6572125548446	615.38462068155241	1074.1284026707756	0
2	63	gemm	7663.0246637495839	30139.532540897322	1764.3682109690692	2310.1196870980839	17327.891576409809	1074.1284026707756	1235.411801
4	15	rmsnorm	31374.944341897321	35480.585151195322	1764.3682109690692	2110.5033655733523	230.76923275558511	0	1235.411801
7	15	rope	35480.585151195322	36355.783307395839	0	843.14687387335221	32.05128232716379	0	0
11	15	attention	36355.783307395839	40562.988383517688	1764.3682109690692	1240.5033331733521	128.20512930865516	1074.1284026707756	0
12	127	gemm	41798.40018451769	55336.493784570921	1764.3682109690692	2153.5966399913086	8546.000346422079	1074.1284026707756	1235.411801
13	0	rmsnorm	56571.905585570923	62232.444032447165	1764.3682109690692	2206.6572125548446	615.38462068155059	1074.1284026707756	1235.411801
15	95	gemm	63467.855833447167	120205.52030693114	1764.3682109690692	2623.165781311634	51276.002078532489	1074.1284026707756	1235.411801
16	0	swiglu	121440.93210793113	127270.01151136433	1764.3682109690692	1144.4289277486955	1846.1538620446518	1074.1284026707756	1235.411801
17	127	gemm	128505.42331236432	159135.51760526173	1764.3682109690692	2153.5966399913086	25638.001039266237	1074.1284026707756	1235.411801
18	0	rmsnorm	160370.92940626174	166031.46785313799	1764.3682109690692	2206.6572125548446	615.38462068155059	1074.1284026707756	1235.411801
19	63	gemm	167266.879654138	189743.38753128573	1764.3682109690692	2310.1196870980839	17327.891576409806	1074.1284026707756	1235.411801
21	15	rmsnorm	190978.79933228574	195084.44014158373	1764.3682109690692	2110.5033655733523	230.76923275558511	0	1235.411801
24	15	rope	195084.44014158373	195959.63829778423	0	843.14687387335221	32.051282327156514	0	0
28	15	attention	195959.63829778423	200166.84337390607	1764.3682109690692	1240.5033331733521	128.20512930865516	1074.1284026707756	0
29	127	gemm	201402.25517490608	214940.3487749593	1764.3682109690692	2153.5966399913086	8546.000346422079	1074.1284026707756	1235.411801
30	0	rmsnorm	216175.76057595931	221836.29902283556	1764.3682109690692	2206.6572125548446	615.38462068155059	1074.1284026707756	1235.411801
32	95	gemm	223071.71082383557	279809.37529731955	1764.3682109690692	2623.165781311634	51276.002078532503	1074.1284026707756	1235.411801
33	0	swiglu	281044.78709831956	286873.86650175281	1764.3682109690692	1144.4289277486955	1846.1538620446809	1074.1284026707756	1235.411801
34	127	gemm	288109.27830275282	318739.37259565026	1764.3682109690692	2153.5966399913086	25638.001039266237	1074.1284026707756	1235.411801
35	0	rmsnorm	319974.78439665027	325635.32284352655	1764.3682109690692	2206.6572125548446	615.38462068157969	1074.1284026707756	1235.411801
36	63	gemm	326870.73464452656	349347.24252167437	1764.3682109690692	2310.1196870980839	17327.891576409864	1074.1284026707756	1235.411801
38	15	rmsnorm	350582.65432267438	354688.29513197241	1764.3682109690692	2110.5033655733523	230.76923275558511	0	1235.411801
41	15	rope	354688.29513197241	355563.49328817293	0	843.14687387335221	32.051282327156514	0	0
45	15	attention	355563.49328817293	359770.69836429483	1764.3682109690692	1240.5033331733521	128.20512930868426	1074.1284026707756	0
46	127	gemm	361006.11016529484	374544.20376534812	1764.3682109690692	2153.5966399913086	8546.000346422079	1074.1284026707756	1235.411801
47	0	rmsnorm	375779.61556634813	381440.15401322441	1764.3682109690692	2206.6572125548446	615.38462068157969	1074.1284026707756	1235.411801
49	95	gemm	382675.56581422442	439413.2302877084	1764.3682109690692	2623.165781311634	51276.002078532474	1074.1284026707756	1235.411801
50	0	swiglu	440648.64208870841	446477.72149214166	1764.3682109690692	1144.4289277486955	1846.1538620446809	1074.1284026707756	1235.411801
51	127	gemm	447713.13329314167	478343.22758603911	1764.3682109690692	2153.5966399913086	25638.001039266237	1074.1284026707756	1235.411801
52	0	rmsnorm	479578.63938703912	485239.1778339154	1764.3682109690692	2206.6572125548446	615.38462068157969	1074.1284026707756	1235.411801
53	63	gemm	486474.58963491541	508951.09751206322	1764.3682109690692	2310.1196870980839	17327.891576409864	1074.1284026707756	1235.411801
55	15	rmsnorm	510186.50931306323	514292.15012236126	1764.3682109690692	2110.5033655733523	230.76923275558511	0	1235.411801
58	15	rope	514292.15012236126	515167.34827856178	0	843.14687387335221	32.051282327156514	0	0
62	15	attention	515167.34827856178	519374.55335468368	1764.3682109690692	1240.5033331733521	128.20512930868426	1074.1284026707756	0
63	127	gemm	520609.96515568369	534148.05875573691	1764.3682109690692	2153.5966399913086	8546.000346422079	1074.1284026707756	1235.411801
64	0	rmsnorm	535383.47055673692	541044.00900361303	1764.3682109690692	2206.6572125548446	615.38462068152148	1074.1284026707756	1235.411801
66	95	gemm	542279.42080461304	599017.08527809696	1764.3682109690692	2623.165781311634	51276.002078532474	1074.1284026707756	1235.411801
67	0	swiglu	600252.49707909697	606081.5764825301	1764.3682109690692	1144.4289277486955	1846.1538620446809	1074.1284026707756	1235.411801
68	127	gemm	607316.98828353011	637947.08257642738	1764.3682109690692	2153.5966399913086	25638.001039266237	1074.1284026707756	1235.411801
69	0	rmsnorm	639182.49437742739	644843.03282430349	1764.3682109690692	2206.6572125548446	615.38462068152148	1074.1284026707756	1235.411801
70	63	gemm	646078.4446253035	668554.95250245114	1764.3682109690692	2310.1196870980839	17327.891576409806	1074.1284026707756	1235.411801
72	15	rmsnorm	669790.36430345115	673896.00511274906	1764.3682109690692	2110.5033655733523	230.7692327555269	0	1235.411801
75	15	rope	673896.00511274906	674771.20326894952	0	843.14687387335221	32.051282327156514	0	0
79	15	attention	674771.20326894952	678978.40834507125	1764.3682109690692	1240.5033331733521	128.20512930862606	1074.1284026707756	0
80	127	gemm	680213.82014607126	693751.91374612437	1764.3682109690692	2153.5966399913086	8546.000346422079	1074.1284026707756	1235.411801
81	0	rmsnorm	694987.32554712438	700647.86399400048	1764.3682109690692	2206.6572125548446	615.38462068152148	1074.1284026707756	1235.411801
83	95	gemm	701883.27579500049	758620.94026848441	1764.3682109690692	2623.165781311634	51276.002078532474	1074.1284026707756	1235.411801
84	0	swiglu	759856.35206948442	765685.43147291755	1764.3682109690692	1144.4289277486955	1846.1538620446809	1074.1284026707756	1235.411801
85	127	gemm	766920.84327391756	797550.93756681483	1764.3682109690692	2153.5966399913086	25638.001039266237	1074.1284026707756	1235.411801
86	0	rmsnorm	798786.34936781484	804446.88781469094	1764.3682109690692	2206.6572125548446	615.38462068152148	1074.1284026707756	1235.411801
87	63	gemm	805682.29961569095	828158.80749283859	1764.3682109690692	2310.1196870980839	17327.891576409806	1074.1284026707756	1235.411801
89	15	rmsnorm	829394.2192938386	833499.86010313651	1764.3682109690692	2110.5033655733523	230.7692327555269	0	1235.411801
92	15	rope	833499.86010313651	834375.05825933698	0	843.14687387335221	32.051282327156514	0	0
96	15	attention	834375.05825933698	838582.2633354587	1764.3682109690692	1240.5033331733521	128.20512930862606	1074.1284026707756	0
97	127	gemm	839817.67513645871	853355.76873651182	1764.3682109690692	2153.5966399913086	8546.000346422079	1074.1284026707756	1235.411801
98	0	rmsnorm	854591.18053751183	860251.71898438793	1764.3682109690692	2206.6572125548446	615.38462068152148	1074.1284026707756	1235.411801
100	95	gemm	861487.13078538794	918224.79525887186	1764.3682109690692	2623.165781311634	51276.002078532474	1074.1284026707756	1235.411801
101	0	swiglu	919460.20705987187	925289.286463305	1764.3682109690692	1144.4289277486955	1846.1538620446809	1074.1284026707756	1235.411801
102	127	gemm	926524.69826430501	957154.79255720228	1764.3682109690692	2153.5966399913086	25638.001039266237	1074.1284026707756	1235.411801
103	0	rmsnorm	958390.20435820229	964050.74280507839	1764.3682109690692	2206.6572125548446	615.38462068152148	1074.1284026707756	1235.411801
104	63	gemm	965286.1546060784	987762.66248322604	1764.3682109690692	2310.1196870980839	17327.891576409806	1074.1284026707756	1235.411801
106	15	rmsnorm	988998.07428422605	993103.71509352396	1764.3682109690692	2110.5033655733523	230.7692327555269	0	1235.411801
109	15	rope	993103.71509352396	993978.91324972443	0	843.14687387335221	32.051282327156514	0	0
