key	T	T_floor	T_dram	T_s	T_sf	T_sf_infinite	T_np0	synchronization	fixed	contention	chain_delay	pg_upper_bound	chain_depth	bubble_ns	colocated_edges	sync_omitted_edges
32x32x64s3k1;32x16x32s3k1;32x16x64s3k1;32x64x64s3k1;32x16x64s3k1;32x256x16s3k1;kappa=1;residency=2	5126155.6337834205	3506496.2188630085	3506496.2188630085	4159049.8021796313	3613137.0976096843	3613137.0976096843	3458903.8241335414	967105.83160378924	545912.70456994697	0	106640.87874667579	1619659.414920412	311	5207.9080865608103	168	168
