model	seq	kappa	round	arm	l1_ms	l2_ms
mha4	4	1	17	l1nosync	0.724992	1.000672
mha4	4	1	17	full	0.792768	1.003520
mha4	4	1	18	neither	0.793664	0.701440
mha4	4	1	18	l1nosync	0.721632	1.002496
mha4	4	1	18	full	0.791552	0.996192
mha4	4	1	18	nowait	0.792736	0.772032
mha4	4	1	19	l1nosync	0.720896	1.000448
mha4	4	1	19	full	0.792736	0.998560
mha4	4	1	19	nowait	0.793472	0.772096
mha4	4	1	19	neither	0.793376	0.701440
mha4	4	1	20	full	0.792640	1.002624
mha4	4	1	20	nowait	0.794432	0.773120
mha4	4	1	20	neither	0.793536	0.703488
mha4	4	1	20	l1nosync	0.722944	0.998400
mha4	4	1	21	nowait	0.793696	0.768000
mha4	4	1	21	neither	0.791712	0.698368
mha4	4	1	21	l1nosync	0.724096	0.996320
mha4	4	1	21	full	0.792768	0.998432
mha4	4	1	22	neither	0.792512	0.703488
mha4	4	1	22	l1nosync	0.724096	1.000288
mha4	4	1	22	full	0.796448	1.000448
mha4	4	1	22	nowait	0.792576	0.773120
mha4	4	1	23	l1nosync	0.728064	1.006592
mha4	4	1	23	full	0.790528	0.999424
mha4	4	1	23	nowait	0.794624	0.769792
mha4	4	1	23	neither	0.793696	0.697216
mha4	4	1	24	full	0.793760	1.000512
mha4	4	1	24	nowait	0.794592	0.772096
mha4	4	1	24	neither	0.791808	0.703488
mha4	4	1	24	l1nosync	0.728064	1.001440
mha4	4	1	25	nowait	0.792416	0.769024
mha4	4	1	25	neither	0.793504	0.701088
mha4	4	1	25	l1nosync	0.723968	1.002464
mha4	4	1	25	full	0.788640	0.998400
mha4	128	0	1	nowait	1.131520	1.084416
mha4	128	0	1	neither	1.130496	1.026080
mha4	128	0	1	l1nosync	1.051648	1.189888
mha4	128	0	1	full	1.125568	1.197056
mha4	128	0	2	neither	1.125056	1.028096
mha4	128	0	2	l1nosync	1.049600	1.189888
mha4	128	0	2	full	1.127648	1.193984
mha4	128	0	2	nowait	1.124352	1.087488
mha4	128	0	3	l1nosync	1.054720	1.198080
mha4	128	0	3	full	1.129472	1.192960
mha4	128	0	3	nowait	1.126400	1.086304
mha4	128	0	3	neither	1.129664	1.029120
mha4	128	0	4	full	1.124352	1.193664
mha4	128	0	4	nowait	1.129472	1.085280
mha4	128	0	4	neither	1.127584	1.025024
mha4	128	0	4	l1nosync	1.050560	1.193024
mha4	128	0	5	nowait	1.123328	1.084416
mha4	128	0	5	neither	1.128672	1.027072
mha4	128	0	5	l1nosync	1.052672	1.195008
mha4	128	0	5	full	1.124576	1.192608
mha4	128	0	6	neither	1.124448	1.028096
mha4	128	0	6	l1nosync	1.052672	1.196032
mha4	128	0	6	full	1.128384	1.195264
mha4	128	0	6	nowait	1.125600	1.083392
mha4	128	0	7	l1nosync	1.049600	1.193984
mha4	128	0	7	full	1.126400	1.193952
mha4	128	0	7	nowait	1.126400	1.080320
mha4	128	0	7	neither	1.126624	1.028896
mha4	128	0	8	full	1.127424	1.196032
mha4	128	0	8	nowait	1.126592	1.084416
mha4	128	0	8	neither	1.127648	1.020928
mha4	128	0	8	l1nosync	1.050528	1.198080
mha4	128	0	9	nowait	1.127424	1.084416
mha4	128	0	9	neither	1.127616	1.027200
mha4	128	0	9	l1nosync	1.049536	1.195008
mha4	128	0	9	full	1.128544	1.197888
mha4	128	0	10	neither	1.127648	1.027072
mha4	128	0	10	l1nosync	1.051840	1.198080
mha4	128	0	10	full	1.125184	1.191936
mha4	128	0	10	nowait	1.124288	1.081344
mha4	128	0	11	l1nosync	1.052352	1.195008
mha4	128	0	11	full	1.126464	1.195008
mha4	128	0	11	nowait	1.125376	1.079296
mha4	128	0	11	neither	1.130688	1.022976
mha4	128	0	12	full	1.128448	1.193984
mha4	128	0	12	nowait	1.126240	1.089536
mha4	128	0	12	neither	1.121216	1.024000
mha4	128	0	12	l1nosync	1.050560	1.195008
mha4	128	0	13	nowait	1.126592	1.084416
mha4	128	0	13	neither	1.125600	1.024192
mha4	128	0	13	l1nosync	1.051680	1.193088
mha4	128	0	13	full	1.126400	1.196032
mha4	128	0	14	neither	1.124544	1.022976
mha4	128	0	14	l1nosync	1.051648	1.198080
mha4	128	0	14	full	1.126400	1.195840
mha4	128	0	14	nowait	1.124352	1.077248
mha4	128	0	15	l1nosync	1.051616	1.199104
mha4	128	0	15	full	1.124576	1.193664
mha4	128	0	15	nowait	1.131424	1.084416
mha4	128	0	15	neither	1.125600	1.024704
mha4	128	0	16	full	1.125376	1.196992
mha4	128	0	16	nowait	1.129696	1.081344
mha4	128	0	16	neither	1.124192	1.025824
mha4	128	0	16	l1nosync	1.052448	1.192960
mha4	128	0	17	nowait	1.125568	1.078272
mha4	128	0	17	neither	1.128448	1.026048
mha4	128	0	17	l1nosync	1.052576	1.195008
mha4	128	0	17	full	1.129472	1.196032
mha4	128	0	18	neither	1.128448	1.024000
mha4	128	0	18	l1nosync	1.049600	1.193280
mha4	128	0	18	full	1.126112	1.195744
mha4	128	0	18	nowait	1.123488	1.087712
mha4	128	0	19	l1nosync	1.050624	1.198016
mha4	128	0	19	full	1.125600	1.193984
mha4	128	0	19	nowait	1.129472	1.089248
mha4	128	0	19	neither	1.129472	1.026048
mha4	128	0	20	full	1.123328	1.192960
mha4	128	0	20	nowait	1.123328	1.088864
mha4	128	0	20	neither	1.128288	1.021952
mha4	128	0	20	l1nosync	1.052672	1.193792
mha4	128	0	21	nowait	1.127424	1.084416
mha4	128	0	21	neither	1.132544	1.026048
mha4	128	0	21	l1nosync	1.050560	1.194976
mha4	128	0	21	full	1.130496	1.197056
mha4	128	0	22	neither	1.126592	1.025792
mha4	128	0	22	l1nosync	1.050624	1.194976
mha4	128	0	22	full	1.124352	1.196032
mha4	128	0	22	nowait	1.129568	1.085440
mha4	128	0	23	l1nosync	1.053696	1.196032
mha4	128	0	23	full	1.129376	1.197056
mha4	128	0	23	nowait	1.127168	1.082048
mha4	128	0	23	neither	1.125600	1.022976
mha4	128	0	24	full	1.128352	1.195712
mha4	128	0	24	nowait	1.125376	1.085440
mha4	128	0	24	neither	1.130752	1.028192
mha4	128	0	24	l1nosync	1.053696	1.195008
mha4	128	0	25	nowait	1.125376	1.087488
mha4	128	0	25	neither	1.127424	1.021280
mha4	128	0	25	l1nosync	1.053696	1.195968
mha4	128	0	25	full	1.130592	1.195008
mha4	128	1	1	nowait	1.129664	1.089536
mha4	128	1	1	neither	1.128544	1.021952
mha4	128	1	1	l1nosync	1.050848	2.046976
mha4	128	1	1	full	1.133568	2.042880
mha4	128	1	2	neither	1.130496	1.022976
mha4	128	1	2	l1nosync	1.050624	2.044928
mha4	128	1	2	full	1.125376	2.043104
mha4	128	1	2	nowait	1.126400	1.094656
mha4	128	1	3	l1nosync	1.049600	2.039808
mha4	128	1	3	full	1.127200	2.040608
mha4	128	1	3	nowait	1.124544	1.095680
mha4	128	1	3	neither	1.125376	1.025024
mha4	128	1	4	full	1.126208	2.043040
mha4	128	1	4	nowait	1.129632	1.091232
mha4	128	1	4	neither	1.128448	1.026048
mha4	128	1	4	l1nosync	1.050624	2.043904
mha4	128	1	5	nowait	1.130496	1.092608
mha4	128	1	5	neither	1.130720	1.022912
mha4	128	1	5	l1nosync	1.051424	2.043904
mha4	128	1	5	full	1.128640	2.042880
mha4	128	1	6	neither	1.125568	1.028096
mha4	128	1	6	l1nosync	1.049472	2.039808
mha4	128	1	6	full	1.125600	2.043904
mha4	128	1	6	nowait	1.128608	1.087328
mha4	128	1	7	l1nosync	1.054560	2.045696
mha4	128	1	7	full	1.130688	2.043904
mha4	128	1	7	nowait	1.130496	1.094656
mha4	128	1	7	neither	1.128352	1.025024
mha4	128	1	8	full	1.127424	2.040832
mha4	128	1	8	nowait	1.127392	1.089536
mha4	128	1	8	neither	1.125568	1.028096
mha4	128	1	8	l1nosync	1.049600	2.044928
mha4	128	1	9	nowait	1.123328	1.094336
mha4	128	1	9	neither	1.122560	1.020928
mha4	128	1	9	l1nosync	1.050624	2.043904
mha4	128	1	9	full	1.129696	2.044928
mha4	128	1	10	neither	1.127424	1.025024
mha4	128	1	10	l1nosync	1.049792	2.040000
mha4	128	1	10	full	1.129696	2.043744
mha4	128	1	10	nowait	1.129664	1.087456
mha4	128	1	11	l1nosync	1.051872	2.045248
mha4	128	1	11	full	1.128192	2.044672
mha4	128	1	11	nowait	1.128320	1.091520
mha4	128	1	11	neither	1.128576	1.024000
mha4	128	1	12	full	1.124512	2.040832
mha4	128	1	12	nowait	1.123456	1.090560
mha4	128	1	12	neither	1.128480	1.022976
mha4	128	1	12	l1nosync	1.050624	2.044224
mha4	128	1	13	nowait	1.126496	1.088512
mha4	128	1	13	neither	1.129728	1.026912
mha4	128	1	13	l1nosync	1.049600	2.042528
mha4	128	1	13	full	1.127328	2.041760
mha4	128	1	14	neither	1.131520	1.023296
mha4	128	1	14	l1nosync	1.053696	2.048832
mha4	128	1	14	full	1.126368	2.039808
mha4	128	1	14	nowait	1.129664	1.093632
mha4	128	1	15	l1nosync	1.055648	2.046880
mha4	128	1	15	full	1.124576	2.042880
mha4	128	1	15	nowait	1.129664	1.092736
mha4	128	1	15	neither	1.124512	1.027296
mha4	128	1	16	full	1.129376	2.045120
mha4	128	1	16	nowait	1.126400	1.092960
mha4	128	1	16	neither	1.126400	1.026048
mha4	128	1	16	l1nosync	1.050624	2.040832
mha4	128	1	17	nowait	1.130304	1.091424
mha4	128	1	17	neither	1.126304	1.026048
mha4	128	1	17	l1nosync	1.048576	2.043904
mha4	128	1	17	full	1.128448	2.044864
mha4	128	1	18	neither	1.127296	1.027872
mha4	128	1	18	l1nosync	1.051712	2.042720
mha4	128	1	18	full	1.132768	2.045056
mha4	128	1	18	nowait	1.127424	1.087488
mha4	128	1	19	l1nosync	1.055616	2.045184
mha4	128	1	19	full	1.126592	2.041856
mha4	128	1	19	nowait	1.129344	1.099520
mha4	128	1	19	neither	1.126624	1.028096
mha4	128	1	20	full	1.126624	2.042624
mha4	128	1	20	nowait	1.126624	1.092608
mha4	128	1	20	neither	1.125376	1.022944
mha4	128	1	20	l1nosync	1.053696	2.043072
mha4	128	1	21	nowait	1.129472	1.086336
mha4	128	1	21	neither	1.127424	1.024000
mha4	128	1	21	l1nosync	1.052576	2.043904
mha4	128	1	21	full	1.130752	2.042560
mha4	128	1	22	neither	1.124352	1.027072
mha4	128	1	22	l1nosync	1.054720	2.045952
mha4	128	1	22	full	1.126048	2.043904
mha4	128	1	22	nowait	1.125376	1.095680
mha4	128	1	23	l1nosync	1.051648	2.042912
mha4	128	1	23	full	1.127616	2.042560
mha4	128	1	23	nowait	1.126304	1.092480
mha4	128	1	23	neither	1.128288	1.027072
mha4	128	1	24	full	1.128544	2.040832
mha4	128	1	24	nowait	1.125376	1.093632
mha4	128	1	24	neither	1.125568	1.024000
mha4	128	1	24	l1nosync	1.049600	2.042048
mha4	128	1	25	nowait	1.123104	1.093632
mha4	128	1	25	neither	1.129472	1.025920
mha4	128	1	25	l1nosync	1.052672	2.042880
mha4	128	1	25	full	1.129632	2.044192
