slot	stage	logical_task	kind	on_cp	tile_m	tile_n	tile_k	split_k	operand_bytes	setup_ns	load_wait_ns	mainloop_ns	epilogue_ns	body_epilogue_ns	harness_tail_ns	run_ns	setup_cycles	load_wait_cycles	mainloop_cycles	epilogue_cycles	body_epilogue_cycles	harness_tail_cycles	run_cycles	kind_name	simt_barriers	seg_setup	seg_wait	seg_compute	seg_epilogue
0	0	0	1	1	0	0	0	1	0	1024	0	1024	1024	1024	0	3072	1348	0	2826	1956	1826	130	6130	rmsnorm	8	1348	89	2737	1956
1	2	0	0	1	32	16	64	1	6144	1024	1024	3072	1024	1024	0	6144	2158	1091	9349	1316	1186	130	13914	gemm	0	2158	2677	7763	1316
2	5	0	2	1	0	0	0	1	0	0	0	1024	0	0	0	1024	1287	0	1567	159	30	129	3013	rope	0	1287	0	1567	159
3	6	0	3	1	0	0	0	1	0	1024	0	0	0	0	0	1024	1133	0	985	160	30	130	2278	kvappend	0	1133	0	985	160
4	8	0	5	1	0	0	0	1	0	1024	0	3072	0	0	0	4096	1693	0	8116	161	30	131	9970	attention	2	1693	52	8064	161
5	9	0	0	1	32	16	64	1	6144	1024	1024	3072	1024	1024	0	6144	2183	1002	9348	1872	1742	130	14405	gemm	0	2183	2392	7958	1872
6	10	0	1	0	0	0	0	1	0	0	0	2048	0	0	0	2048	1282	0	2908	1946	1816	130	6136	rmsnorm	8	1282	89	2819	1946
7	11	0	0	1	32	16	64	1	6144	1024	0	4096	1024	1024	0	6144	2177	1097	9292	1727	1431	296	14293	gemm	0	2177	2938	7451	1727
8	13	0	4	1	0	0	0	1	0	0	0	3072	0	0	0	3072	1315	0	6257	160	30	130	7732	elementwise	0	1315	0	6257	160
9	14	0	0	0	32	16	64	1	6144	1024	0	7168	1024	1024	0	9216	2159	1027	18323	1744	1614	130	23253	gemm	0	2159	4262	15088	1744
10	15	0	1	0	0	0	0	1	0	0	0	1024	1024	1024	0	2048	1296	0	2911	1838	1707	131	6045	rmsnorm	8	1296	89	2822	1838
11	17	0	0	0	32	16	64	1	6144	1024	0	4096	0	0	0	5120	2163	1018	9330	1065	933	132	13576	gemm	0	2163	2410	7938	1065
12	20	0	2	1	0	0	0	1	0	1024	0	0	0	0	0	1024	1287	0	1585	159	30	129	3031	rope	0	1287	0	1585	159
13	21	0	3	1	0	0	0	1	0	0	0	1024	0	0	0	1024	1127	0	933	160	30	130	2220	kvappend	0	1127	0	933	160
14	23	0	5	1	0	0	0	1	0	0	0	4096	0	0	0	4096	1679	0	8402	159	30	129	10240	attention	2	1679	52	8350	159
15	24	0	0	0	32	16	64	1	6144	1024	0	4096	0	0	0	5120	2222	1020	9364	1553	1423	130	14159	gemm	0	2222	2383	8001	1553
16	25	0	1	1	0	0	0	1	0	1024	0	1024	1024	1024	0	3072	1370	0	2898	1861	1730	131	6129	rmsnorm	8	1370	89	2809	1861
17	26	0	0	0	32	16	64	1	6144	1024	0	4096	0	0	0	5120	2232	1005	9408	1558	1249	309	14203	gemm	0	2232	2524	7889	1558
18	28	0	4	1	0	0	0	1	0	1024	0	2048	1024	0	1024	4096	1335	0	6445	159	30	129	7939	elementwise	0	1335	0	6445	159
19	29	0	0	1	32	16	64	1	6144	1024	1024	7168	1024	0	1024	10240	2218	1036	18339	1770	1640	130	23363	gemm	0	2218	4210	15165	1770
20	0	1	1	0	0	0	0	1	0	1024	0	1024	1024	1024	0	3072	1349	0	2904	1906	1775	131	6159	rmsnorm	8	1349	89	2815	1906
21	2	1	0	0	32	16	64	1	6144	1024	1024	3072	1024	1024	0	6144	2169	1034	9366	1319	1189	130	13888	gemm	0	2169	2527	7873	1319
22	5	1	2	0	0	0	0	1	0	0	0	1024	0	0	0	1024	1289	0	1593	159	30	129	3041	rope	0	1289	0	1593	159
23	6	1	3	0	0	0	0	1	0	1024	0	0	0	0	0	1024	1141	0	954	159	30	129	2254	kvappend	0	1141	0	954	159
24	8	1	5	0	0	0	0	1	0	1024	0	3072	0	0	0	4096	1685	0	8101	159	30	129	9945	attention	2	1685	52	8049	159
25	9	1	0	0	32	16	64	1	6144	1024	1024	3072	1024	1024	0	6144	2196	1021	9408	2025	1891	134	14650	gemm	0	2196	2480	7949	2025
26	10	1	1	0	0	0	0	1	0	0	0	2048	0	0	0	2048	1284	0	2864	1903	1773	130	6051	rmsnorm	8	1284	89	2775	1903
27	11	1	0	0	32	16	64	1	6144	1024	0	4096	1024	1024	0	6144	2182	1016	9385	1737	1435	302	14320	gemm	0	2182	2842	7559	1737
28	13	1	4	0	0	0	0	1	0	0	0	3072	0	0	0	3072	1326	0	6405	160	30	130	7891	elementwise	0	1326	0	6405	160
29	14	1	0	0	32	16	64	1	6144	1024	0	7168	1024	1024	0	9216	2187	1012	18372	2257	2127	130	23828	gemm	0	2187	4025	15359	2257
30	15	1	1	0	0	0	0	1	0	1024	0	1024	0	0	0	2048	1278	0	2862	1868	1738	130	6008	rmsnorm	8	1278	89	2773	1868
31	17	1	0	1	32	16	64	1	6144	1024	1024	3072	1024	0	1024	6144	2177	1063	9271	1079	948	131	13590	gemm	0	2177	2682	7652	1079
32	20	1	2	0	0	0	0	1	0	0	0	1024	0	0	0	1024	1284	0	1557	159	30	129	3000	rope	0	1284	0	1557	159
33	21	1	3	0	0	0	0	1	0	1024	0	0	0	0	0	1024	1102	0	986	160	30	130	2248	kvappend	0	1102	0	986	160
34	23	1	5	0	0	0	0	1	0	1024	0	3072	0	0	0	4096	1675	0	8291	160	30	130	10126	attention	2	1675	52	8239	160
35	24	1	0	1	32	16	64	1	6144	1024	0	4096	1024	0	1024	6144	2208	1017	9407	1501	1371	130	14133	gemm	0	2208	2440	7984	1501
36	25	1	1	0	0	0	0	1	0	0	0	1024	1024	1024	0	2048	1346	0	3032	1896	1765	131	6274	rmsnorm	8	1346	89	2943	1896
37	26	1	0	0	32	16	64	1	6144	1024	0	4096	0	0	0	5120	2209	1009	9504	1369	1238	131	14091	gemm	0	2209	2745	7768	1369
38	28	1	4	0	0	0	0	1	0	1024	0	2048	0	0	0	3072	1314	0	6421	163	30	133	7898	elementwise	0	1314	0	6421	163
39	29	1	0	0	32	16	64	1	6144	1024	1024	7168	0	0	0	9216	2198	1036	18329	1509	1379	130	23072	gemm	0	2198	4005	15360	1509
40	0	2	1	0	0	0	0	1	0	1024	0	1024	0	0	0	2048	1312	0	2796	1857	1726	131	5965	rmsnorm	8	1312	89	2707	1857
41	2	2	0	0	32	16	64	1	6144	1024	0	4096	1024	1024	0	6144	2104	1035	9324	1298	1168	130	13761	gemm	0	2104	2363	7996	1298
42	5	2	2	0	0	0	0	1	0	0	0	1024	0	0	0	1024	1257	0	1532	159	30	129	2948	rope	0	1257	0	1532	159
43	6	2	3	0	0	0	0	1	0	1024	0	0	0	0	0	1024	1101	0	1220	159	30	129	2480	kvappend	0	1101	0	1220	159
44	8	2	5	0	0	0	0	1	0	1024	0	3072	0	0	0	4096	1648	0	7952	160	30	130	9760	attention	2	1648	52	7900	160
45	9	2	0	0	32	16	64	1	6144	1024	0	4096	1024	1024	0	6144	2130	988	9391	1973	1843	130	14482	gemm	0	2130	2308	8071	1973
46	10	2	1	0	0	0	0	1	0	0	0	1024	1024	1024	0	2048	1246	0	2790	1834	1703	131	5870	rmsnorm	8	1246	89	2701	1834
47	11	2	0	0	32	16	64	1	6144	1024	0	4096	0	0	0	5120	2114	998	9363	1528	1398	130	14003	gemm	0	2114	2341	8020	1528
48	13	2	4	0	0	0	0	1	0	1024	0	2048	0	0	0	3072	1277	0	6252	159	30	129	7688	elementwise	0	1277	0	6252	159
49	14	2	0	0	32	16	64	1	6144	1024	1024	7168	0	0	0	9216	2122	1017	18040	2201	2071	130	23380	gemm	0	2122	3983	15074	2201
50	15	2	1	0	0	0	0	1	0	0	0	1024	1024	1024	0	2048	1241	0	2789	1947	1817	130	5977	rmsnorm	8	1241	89	2700	1947
51	17	2	0	0	32	16	64	1	6144	1024	0	4096	0	0	0	5120	2115	998	9280	1067	935	132	13460	gemm	0	2115	2551	7727	1067
52	20	2	2	0	0	0	0	1	0	1024	0	0	0	0	0	1024	1250	0	1532	159	30	129	2941	rope	0	1250	0	1532	159
53	21	2	3	0	0	0	0	1	0	0	0	0	0	0	0	0	1099	0	960	160	30	130	2219	kvappend	0	1099	0	960	160
54	23	2	5	0	0	0	0	1	0	1024	0	3072	0	0	0	4096	1640	0	8053	159	30	129	9852	attention	2	1640	52	8001	159
55	24	2	0	0	32	16	64	1	6144	0	1024	3072	1024	1024	0	5120	2136	1045	9262	1474	1343	131	13917	gemm	0	2136	2373	7934	1474
56	25	2	1	0	0	0	0	1	0	0	0	2048	0	0	0	2048	1293	0	2765	1998	1869	129	6056	rmsnorm	8	1293	89	2676	1998
57	26	2	0	1	32	16	64	1	6144	1024	1024	3072	1024	1024	0	6144	2135	998	9299	1338	1207	131	13770	gemm	0	2135	2389	7908	1338
58	28	2	4	0	0	0	0	1	0	1024	0	2048	0	0	0	3072	1278	0	6236	159	30	129	7673	elementwise	0	1278	0	6236	159
59	29	2	0	0	32	16	64	1	6144	1024	0	7168	1024	1024	0	9216	2138	1039	18084	1944	1814	130	23205	gemm	0	2138	3845	15278	1944
60	0	3	1	0	0	0	0	1	0	1024	0	1024	0	0	0	2048	1277	0	2722	1814	1684	130	5813	rmsnorm	8	1277	89	2633	1814
61	2	3	0	0	32	16	64	1	6144	1024	0	4096	0	0	0	5120	2038	1064	9212	1274	1144	130	13588	gemm	0	2038	2339	7937	1274
62	5	3	2	0	0	0	0	1	0	1024	0	0	0	0	0	1024	1192	0	1484	159	30	129	2835	rope	0	1192	0	1484	159
63	6	3	3	0	0	0	0	1	0	0	0	1024	0	0	0	1024	1065	0	917	159	30	129	2141	kvappend	0	1065	0	917	159
64	8	3	5	0	0	0	0	1	0	0	0	3072	0	0	0	3072	1592	0	7830	160	30	130	9582	attention	2	1592	52	7778	160
65	9	3	0	0	32	16	64	1	6144	1024	0	4096	0	0	0	5120	2052	986	9331	1908	1778	130	14277	gemm	0	2052	2335	7982	1908
66	10	3	1	1	0	0	0	1	0	1024	0	1024	1024	1024	0	3072	1190	0	2704	1794	1664	130	5688	rmsnorm	8	1190	89	2615	1794
67	11	3	0	0	32	16	64	1	6144	1024	0	4096	0	0	0	5120	2038	978	9249	1053	921	132	13318	gemm	0	2038	2383	7844	1053
68	13	3	4	0	0	0	0	1	0	1024	0	2048	0	0	0	3072	1222	0	5960	159	30	129	7341	elementwise	0	1222	0	5960	159
69	14	3	0	0	32	16	64	1	6144	1024	0	7168	1024	1024	0	9216	2049	986	18074	2120	1990	130	23229	gemm	0	2049	3719	15341	2120
