model	seq	variant	baseline	metric	rounds	delta_median	ci_low	ci_high	wilcoxon_p
gqa2	4	cluster	load_lines	l1_ms	25	0.0011519999999999864	0.00044800000000000395	0.0019199999999999773	0.0009777825785879876
gqa2	4	cluster	load_lines	l2_ms	25	0.026144	0.025312	0.027295999999999987	1.3070605478013073e-05
gqa2	4	cluster	load_lines	ratio	25	0.07631564055869378	0.07326534368961712	0.08175037549913888	1.3070605478013073e-05
gqa2	4	cluster	load_lines	notify_ms	25	0.03295999999999999	0.03164800000000001	0.034528	1.3070605478013073e-05
gqa2	4	cluster	load_lines	wait_ms	25	0.0014719999999999733	-0.0005760000000000209	0.003072000000000019	0.0952703695499981
gqa2	4	cluster	load_lines	barrier_ms	25	-6.399999999995298e-05	-0.0008320000000000549	0.0015040000000000053	0.5184309864979648
gqa2	4	cluster	load_lines	loop_ms	25	-0.008127999999999969	-0.010528000000000037	-0.007039999999999935	0.000140280816997054
gqa2	4	cluster	load_lines	gap_ms	25	0.024767999999999957	0.02419199999999999	0.026559999999999917	1.3070605478013073e-05
gqa2	4	cluster	load_lines	closure_us	25	0.0	0.0	0.0	1.0
gqa2	128	cluster	load_lines	l1_ms	25	0.0007039999999999269	-0.0010239999999999139	0.0018560000000000798	0.28784040633988717
gqa2	128	cluster	load_lines	l2_ms	25	0.04182399999999997	0.041408	0.04294400000000009	1.3047065538460705e-05
gqa2	128	cluster	load_lines	ratio	25	0.06805737993020089	0.06589348119088156	0.07054837823560578	1.3070605478013073e-05
gqa2	128	cluster	load_lines	notify_ms	25	0.04064000000000001	0.03779200000000005	0.04220800000000002	1.3070605478013073e-05
gqa2	128	cluster	load_lines	wait_ms	25	-0.00041599999999997195	-0.0017599999999999838	0.00022399999999989095	0.08506184662187471
gqa2	128	cluster	load_lines	barrier_ms	25	-0.00031999999999998696	-0.0024319999999999897	0.0018559999999999688	0.5904816173489397
gqa2	128	cluster	load_lines	loop_ms	25	0.002080000000000082	-0.0011519999999999309	0.0035839999999999206	0.2157791144423148
gqa2	128	cluster	load_lines	gap_ms	25	0.04121600000000003	0.03964800000000013	0.04217599999999999	1.3070605478013073e-05
gqa2	128	cluster	load_lines	closure_us	25	0.0	0.0	0.0	1.0
mha4	4	cluster	load_lines	l1_ms	25	-3.2000000000032e-05	-0.0005760000000000209	0.0005439999999999889	0.7264794814757165
mha4	4	cluster	load_lines	l2_ms	25	0.04441600000000001	0.043391999999999986	0.04527999999999999	1.3047065538460705e-05
mha4	4	cluster	load_lines	ratio	25	0.06891362665008094	0.06773593589539129	0.0703973168351768	1.3070605478013073e-05
mha4	4	cluster	load_lines	notify_ms	25	0.06284800000000001	0.061920000000000086	0.06419200000000014	1.3058831246722831e-05
mha4	4	cluster	load_lines	wait_ms	25	0.0006080000000000529	-0.00031999999999998696	0.0021440000000000348	0.24725211184791723
mha4	4	cluster	load_lines	barrier_ms	25	0.00022400000000000198	-0.0007679999999999909	0.0011200000000000099	0.9785330095828078
mha4	4	cluster	load_lines	loop_ms	25	-0.019712000000000063	-0.020352000000000148	-0.017824000000000062	1.3070605478013073e-05
mha4	4	cluster	load_lines	gap_ms	25	0.044671999999999934	0.04396800000000012	0.045408000000000004	1.3070605478013073e-05
mha4	4	cluster	load_lines	closure_us	25	0.0	0.0	0.0	1.0
mha4	128	cluster	load_lines	l1_ms	25	0.0008960000000000079	0.00041599999999997195	0.0020160000000000178	0.006931076846416635
mha4	128	cluster	load_lines	l2_ms	25	0.12694399999999995	0.12431999999999999	0.12816000000000005	1.3058831246722831e-05
mha4	128	cluster	load_lines	ratio	25	0.10440678308209606	0.10329629346639191	0.10631733509397612	1.3070605478013073e-05
mha4	128	cluster	load_lines	notify_ms	25	0.10681600000000002	0.10310400000000008	0.108128	1.3070605478013073e-05
mha4	128	cluster	load_lines	wait_ms	25	0.009887999999999897	0.007168000000000285	0.012032000000000265	1.3070605478013073e-05
mha4	128	cluster	load_lines	barrier_ms	25	-0.0008640000000001979	-0.0025919999999999277	0.0008319999999997219	0.23645102010844776
mha4	128	cluster	load_lines	loop_ms	25	0.007552000000000003	0.005087999999999981	0.011200000000000099	4.3165115961376865e-05
mha4	128	cluster	load_lines	gap_ms	25	0.12544000000000022	0.12364799999999998	0.12726400000000004	1.3070605478013073e-05
mha4	128	cluster	load_lines	closure_us	25	0.0	0.0	0.0	1.0
