model	seq	variant	metric	rounds	median	ci_low	ci_high
gqa2	4	cluster	l1_ms	25	0.325856	0.325024	0.326304
gqa2	4	cluster	l2_ms	25	0.399424	0.398912	0.39984
gqa2	4	cluster	ratio	25	1.2266063170323722	1.22346588119784	1.2304502369668247
gqa2	4	cluster	notify_ms	25	0.08217599999999997	0.08188800000000002	0.08329600000000004
gqa2	4	cluster	wait_ms	25	0.02479999999999999	0.024063999999999974	0.025024000000000046
gqa2	4	cluster	barrier_ms	25	0.026655999999999958	0.025984000000000007	0.02704000000000001
gqa2	4	cluster	loop_ms	25	-0.007328000000000001	-0.007935999999999999	-0.006079999999999974
gqa2	4	cluster	gap_ms	25	0.07369599999999998	0.07283200000000001	0.07504
gqa2	4	cluster	closure_us	25	0.0	0.0	0.0
gqa2	4	load_lines	l1_ms	25	0.324544	0.32432	0.324928
gqa2	4	load_lines	l2_ms	25	0.373088	0.372608	0.37408
gqa2	4	load_lines	ratio	25	1.1499359668998128	1.1473860391847988	1.1515962720602817
gqa2	4	load_lines	notify_ms	25	0.04921600000000004	0.04806400000000005	0.050368000000000024
gqa2	4	load_lines	wait_ms	25	0.02352000000000004	0.022592	0.02438399999999996
gqa2	4	load_lines	barrier_ms	25	0.026527999999999996	0.025920000000000054	0.02716799999999997
gqa2	4	load_lines	loop_ms	25	0.0019199999999999773	0.00015999999999999348	0.003007999999999955
gqa2	4	load_lines	gap_ms	25	0.04870399999999997	0.047904	0.04912000000000005
gqa2	4	load_lines	closure_us	25	0.0	0.0	0.0
gqa2	128	cluster	l1_ms	25	0.600608	0.600384	0.60192
gqa2	128	cluster	l2_ms	25	0.722048	0.721888	0.722304
gqa2	128	cluster	ratio	25	1.2009571922361075	1.2001912655403253	1.2034133333333334
gqa2	128	cluster	notify_ms	25	0.114336	0.11331199999999997	0.11481600000000003
gqa2	128	cluster	wait_ms	25	0.04304000000000008	0.04233600000000004	0.04351999999999989
gqa2	128	cluster	barrier_ms	25	0.027839999999999976	0.02678399999999992	0.02924799999999994
gqa2	128	cluster	loop_ms	25	-0.008192000000000088	-0.008704000000000045	-0.005952000000000068
gqa2	128	cluster	gap_ms	25	0.12092800000000004	0.12038400000000005	0.12204800000000005
gqa2	128	cluster	closure_us	25	0.0	0.0	0.0
gqa2	128	load_lines	l1_ms	25	0.60064	0.599552	0.601344
gqa2	128	load_lines	l2_ms	25	0.680064	0.679168	0.681184
