model	seq	variant	metric	rounds	median	ci_low	ci_high
gqa2	128	load_lines	ratio	25	1.1329489027711035	1.1318646232439336	1.1361547504542053
gqa2	128	load_lines	notify_ms	25	0.07356799999999997	0.07231999999999994	0.07433599999999996
gqa2	128	load_lines	wait_ms	25	0.043296	0.042623999999999995	0.043936000000000086
gqa2	128	load_lines	barrier_ms	25	0.02844800000000003	0.027200000000000002	0.02937600000000007
gqa2	128	load_lines	loop_ms	25	-0.009120000000000017	-0.010911999999999922	-0.00656000000000001
gqa2	128	load_lines	gap_ms	25	0.07967999999999997	0.07920000000000005	0.08153599999999994
gqa2	128	load_lines	closure_us	25	0.0	0.0	0.0
mha4	4	cluster	l1_ms	25	0.647008	0.646784	0.647712
mha4	4	cluster	l2_ms	25	0.796224	0.795776	0.796736
mha4	4	cluster	ratio	25	1.2301912905936434	1.2297952319715106	1.2316940431426875
mha4	4	cluster	notify_ms	25	0.16812799999999994	0.16758400000000007	0.16892799999999997
mha4	4	cluster	wait_ms	25	0.049568000000000056	0.048960000000000004	0.04979199999999995
mha4	4	cluster	barrier_ms	25	0.05337599999999998	0.05299200000000004	0.053503999999999996
mha4	4	cluster	loop_ms	25	-0.01574399999999998	-0.016992000000000007	-0.015008000000000021
mha4	4	cluster	gap_ms	25	0.14902400000000005	0.14867200000000003	0.14979200000000004
mha4	4	cluster	closure_us	25	0.0	0.0	0.0
mha4	4	load_lines	l1_ms	25	0.647328	0.646688	0.648192
mha4	4	load_lines	l2_ms	25	0.75232	0.75152	0.75264
mha4	4	load_lines	ratio	25	1.1610688531067865	1.1605763517528225	1.1628997236478482
mha4	4	load_lines	notify_ms	25	0.10566399999999998	0.10441599999999995	0.10649600000000004
mha4	4	load_lines	wait_ms	25	0.04908800000000002	0.04812799999999995	0.049344000000000054
mha4	4	load_lines	barrier_ms	25	0.053471999999999964	0.052351999999999954	0.054208000000000034
mha4	4	load_lines	loop_ms	25	0.0039679999999999715	0.0025920000000000387	0.005343999999999904
mha4	4	load_lines	gap_ms	25	0.104352	0.10387200000000008	0.10563199999999995
mha4	4	load_lines	closure_us	25	0.0	0.0	0.0
mha4	128	cluster	l1_ms	25	1.197536	1.196864	1.197888
mha4	128	cluster	l2_ms	25	1.530656	1.529824	1.531584
mha4	128	cluster	ratio	25	1.2781711781524732	1.277476418245464	1.2796174248513101
mha4	128	cluster	notify_ms	25	0.28700800000000015	0.28499200000000013	0.28947199999999995
mha4	128	cluster	wait_ms	25	0.10896000000000017	0.10716800000000015	0.1102399999999999
mha4	128	cluster	barrier_ms	25	0.054624000000000006	0.053088000000000024	0.055168000000000106
mha4	128	cluster	loop_ms	25	-0.008896000000000015	-0.009696000000000149	-0.006944000000000061
mha4	128	cluster	gap_ms	25	0.3331520000000001	0.332128	0.33484800000000003
mha4	128	cluster	closure_us	25	0.0	0.0	0.0
mha4	128	load_lines	l1_ms	25	1.196224	1.195584	1.197152
mha4	128	load_lines	l2_ms	25	1.404896	1.402784	1.406624
mha4	128	load_lines	ratio	25	1.1736930860033725	1.1730275817831943	1.1763021251538996
mha4	128	load_lines	notify_ms	25	0.1803199999999998	0.17846399999999996	0.18409600000000004
mha4	128	load_lines	wait_ms	25	0.09904000000000002	0.0971200000000001	0.09999999999999987
mha4	128	load_lines	barrier_ms	25	0.0547200000000001	0.05353600000000003	0.057215999999999934
mha4	128	load_lines	loop_ms	25	-0.01686399999999999	-0.01948799999999995	-0.01331199999999999
mha4	128	load_lines	gap_ms	25	0.2081280000000001	0.2070399999999999	0.21078400000000008
mha4	128	load_lines	closure_us	25	0.0	0.0	0.0
