stage	name	category	tasks	first_start	last_end	wait_sum	fixed_sum	mainloop_sum	publication_sum
0	l0.s00.embed	embedding	4	0	2326.1140994340158	0	4186.6286774193795	821.31410963358212	4296.5136106831023
1	l0.s01.norm	rmsnorm	4	2326.1140994340158	5914.5920250004119	0	8826.6288502193784	1230.7692413631048	4296.5136106831023
2	l0.s02.proj	gemm	64	7150.0038260004121	25432.268914420813	112919.56550202043	147847.65997427737	840553.5224116781	68744.217770929637
3	l0.s03.proj	gemm	32	7150.0038260004121	20669.046986003545	56459.782751010214	68915.092479721876	272862.39700390329	34372.108885464819
4	l0.s04.proj	gemm	32	7150.0038260004121	20669.046986003545	56459.782751010214	68915.092479721876	272862.39700390329	34372.108885464819
5	l0.s05.rope	rope	128	26667.680715420811	29280.336375493822	225839.13100404086	107512.54344200139	1068.2500433027744	0
6	l0.s06.rope	rope	32	21904.458787003543	24516.781564195044	56459.782751010214	26878.135860500348	256.41025861736853	0
7	l0.s07.append	kv_append	32	24516.781564195044	26437.261968971889	0	26878.135860500348	205.12820689380169	34372.108885464819
8	l0.s08.append	kv_append	32	21904.458787003543	25589.307402749459	56459.782751010214	26878.135860500348	205.12820689380169	34372.108885464819
9	l0.s09.attn	attention	128	29280.336375493822	33456.279635633939	225839.13100404028	158374.17023240146	12819.000519633293	137488.43554185907
10	l0.s10.proj	gemm	128	34691.691436633941	48229.785036687172	225839.13100404086	275660.3699188875	1093888.0443420261	137488.43554185927
11	l0.s11.norm	rmsnorm	4	49465.196837687174	54818.042974222641	7057.4728438762768	8826.6288502193784	1230.7692413631012	4296.5136106831023
12	l0.s12.proj	gemm	64	56053.454775222643	130509.21212997787	112919.56550202043	207952.51006327904	4375552.1773681054	68744.217770929637
13	l0.s13.proj	gemm	64	56053.454775222643	130509.21212997787	112919.56550202043	207952.51006327904	4375552.1773681054	68744.217770929637
14	l0.s14.act	swiglu	4	131744.62393097786	137060.88281717643	7057.4728438762768	4987.9721247824837	4923.0769654524047	4296.5136106831023
15	l0.s15.proj	gemm	128	138296.29461817644	177472.3892574959	225839.13100404086	275660.3699188875	4375552.1773681045	137488.43554185927
16	l0.s16.norm	rmsnorm	4	178707.80105849591	184060.6471950314	7057.4728438762768	8826.6288502193784	1230.7692413631594	4296.5136106831023
17	l0.s17.proj	gemm	64	185296.05899603141	203578.3240844518	112919.56550202043	147847.65997427737	840553.52241167799	68744.217770929637
18	l0.s18.proj	gemm	32	185296.05899603141	198815.10215603453	56459.782751010214	68915.092479721876	272862.39700390305	34372.108885464819
19	l0.s19.proj	gemm	32	185296.05899603141	198815.10215603453	56459.782751010214	68915.092479721876	272862.39700390305	34372.108885464819
20	l0.s20.rope	rope	128	204813.73588545181	207426.39154552479	225839.13100404086	107512.54344200139	1068.2500433027744	0
21	l0.s21.rope	rope	32	200050.51395703453	202662.836734226	56459.782751010214	26878.135860500348	256.41025861725211	0
22	l0.s22.append	kv_append	32	202662.836734226	204583.31713900284	0	26878.135860500348	205.12820689380169	34372.108885464819
23	l0.s23.append	kv_append	32	200050.51395703453	203735.36257278043	56459.782751010214	26878.135860500348	205.12820689380169	34372.108885464819
24	l0.s24.attn	attention	128	207426.39154552479	211602.3348056649	225839.13100404028	158374.17023240146	12819.000519633293	137488.43554185907
25	l0.s25.proj	gemm	128	212837.74660666491	226375.84020671813	225839.13100404086	275660.3699188875	1093888.0443420261	137488.43554185927
26	l0.s26.norm	rmsnorm	4	227611.25200771814	232964.09814425363	7057.4728438762768	8826.6288502193784	1230.7692413631594	4296.5136106831023
27	l0.s27.proj	gemm	64	234199.50994525364	308655.26730000885	112919.56550202043	207952.51006327904	4375552.1773681045	68744.217770929637
28	l0.s28.proj	gemm	64	234199.50994525364	308655.26730000885	112919.56550202043	207952.51006327904	4375552.1773681045	68744.217770929637
29	l0.s29.act	swiglu	4	309890.67910100886	315206.93798720744	7057.4728438762768	4987.9721247824837	4923.0769654524047	4296.5136106831023
30	l0.s30.proj	gemm	128	316442.34978820744	355618.44442752696	225839.13100404086	275660.3699188875	4375552.1773681045	137488.43554185927
31	l0.s31.norm	rmsnorm	4	356853.85622852697	362206.70236506243	7057.4728438762768	8826.6288502193784	1230.769241363043	4296.5136106831023
32	l0.s32.proj	gemm	64	363442.11416606244	381724.37925448286	112919.56550202043	147847.65997427737	840553.52241167799	68744.217770929637
33	l0.s33.proj	gemm	32	363442.11416606244	376961.15732606564	56459.782751010214	68915.092479721876	272862.39700390399	34372.108885464819
34	l0.s34.proj	gemm	32	363442.11416606244	376961.15732606564	56459.782751010214	68915.092479721876	272862.39700390399	34372.108885464819
35	l0.s35.rope	rope	128	382959.79105548287	385572.44671555591	225839.13100404086	107512.54344200139	1068.2500433027744	0
36	l0.s36.rope	rope	32	378196.56912706565	380808.89190425718	56459.782751010214	26878.135860500348	256.41025861725211	0
37	l0.s37.append	kv_append	32	380808.89190425718	382729.37230903405	0	26878.135860500348	205.12820689380169	34372.108885464819
38	l0.s38.append	kv_append	32	378196.56912706565	381881.41774281161	56459.782751010214	26878.135860500348	205.12820689380169	34372.108885464819
39	l0.s39.attn	attention	128	385572.44671555591	389748.38997569605	225839.13100404028	158374.17023240146	12819.000519633293	137488.43554185907
40	l0.s40.proj	gemm	128	390983.80177669605	404521.89537674934	225839.13100404086	275660.3699188875	1093888.0443420261	137488.43554185927
41	l0.s41.norm	rmsnorm	4	405757.30717774935	411110.15331428481	7057.4728438762768	8826.6288502193784	1230.769241363043	4296.5136106831023
42	l0.s42.proj	gemm	64	412345.56511528481	486801.32247004006	112919.56550202043	207952.51006327904	4375552.1773681045	68744.217770929637
43	l0.s43.proj	gemm	64	412345.56511528481	486801.32247004006	112919.56550202043	207952.51006327904	4375552.1773681045	68744.217770929637
44	l0.s44.act	swiglu	4	488036.73427104007	493352.99315723864	7057.4728438762768	4987.9721247824837	4923.0769654524047	4296.5136106831023
45	l0.s45.proj	gemm	128	494588.40495823865	533764.49959755817	225839.13100404086	275660.3699188875	4375552.1773681119	137488.43554185927
46	l0.s46.norm	rmsnorm	4	534999.91139855818	540352.75753509358	7057.4728438762768	8826.6288502193784	1230.7692413632758	4296.5136106831023
47	l0.s47.proj	gemm	64	541588.16933609359	559870.43442451383	112919.56550202043	147847.65997427737	840553.52241167426	68744.217770929637
48	l0.s48.proj	gemm	32	541588.16933609359	555107.21249609662	56459.782751010214	68915.092479721876	272862.39700390399	34372.108885464819
49	l0.s49.proj	gemm	32	541588.16933609359	555107.21249609662	56459.782751010214	68915.092479721876	272862.39700390399	34372.108885464819
50	l0.s50.rope	rope	128	561105.84622551384	563718.50188558677	225839.13100404086	107512.54344200139	1068.2500433027744	0
51	l0.s51.rope	rope	32	556342.62429709663	558954.94707428804	56459.782751010214	26878.135860500348	256.41025861725211	0
52	l0.s52.append	kv_append	32	558954.94707428804	560875.42747906479	0	26878.135860500348	205.12820689380169	34372.108885464819
53	l0.s53.append	kv_append	32	556342.62429709663	560027.47291284241	56459.782751010214	26878.135860500348	205.12820689380169	34372.108885464819
54	l0.s54.attn	attention	128	563718.50188558677	567894.44514572679	225839.13100404028	158374.17023240146	12819.000519633293	137488.43554185907
55	l0.s55.proj	gemm	128	569129.8569467268	582667.9505467799	225839.13100404086	275660.3699188875	1093888.0443420261	137488.43554185927
56	l0.s56.norm	rmsnorm	4	583903.36234777991	589256.20848431531	7057.4728438762768	8826.6288502193784	1230.7692413632758	4296.5136106831023
57	l0.s57.proj	gemm	64	590491.62028531532	664947.37764007039	112919.56550202043	207952.51006327904	4375552.1773681045	68744.217770929637
58	l0.s58.proj	gemm	64	590491.62028531532	664947.37764007039	112919.56550202043	207952.51006327904	4375552.1773681045	68744.217770929637
59	l0.s59.act	swiglu	4	666182.7894410704	671499.04832726892	7057.4728438762768	4987.9721247824837	4923.0769654526375	4296.5136106831023
60	l0.s60.proj	gemm	128	672734.46012826893	711910.55476758827	225839.13100404086	275660.3699188875	4375552.1773681045	137488.43554185927
61	l0.s61.norm	rmsnorm	4	713145.96656858828	718498.81270512368	7057.4728438762768	8826.6288502193784	1230.7692413632758	4296.5136106831023
62	l0.s62.proj	gemm	64	719734.22450612369	738016.48959454393	112919.56550202043	147847.65997427737	840553.52241167426	68744.217770929637
63	l0.s63.proj	gemm	32	719734.22450612369	733253.26766612672	56459.782751010214	68915.092479721876	272862.39700390399	34372.108885464819
64	l0.s64.proj	gemm	32	719734.22450612369	733253.26766612672	56459.782751010214	68915.092479721876	272862.39700390399	34372.108885464819
65	l0.s65.rope	rope	128	739251.90139554394	741864.55705561687	225839.13100404086	107512.54344200139	1068.2500433027744	0
66	l0.s66.rope	rope	32	734488.67946712673	737101.00224431814	56459.782751010214	26878.135860500348	256.41025861725211	0
67	l0.s67.append	kv_append	32	737101.00224431814	739021.48264909489	0	26878.135860500348	205.12820689380169	34372.108885464819
68	l0.s68.append	kv_append	32	734488.67946712673	738173.52808287251	56459.782751010214	26878.135860500348	205.12820689380169	34372.108885464819
69	l0.s69.attn	attention	128	741864.55705561687	746040.50031575689	225839.13100404028	158374.17023240146	12819.000519633293	137488.43554185907
70	l0.s70.proj	gemm	128	747275.9121167569	760814.00571681	225839.13100404086	275660.3699188875	1093888.0443420261	137488.43554185927
71	l0.s71.norm	rmsnorm	4	762049.41751781001	767402.26365434541	7057.4728438762768	8826.6288502193784	1230.7692413632758	4296.5136106831023
72	l0.s72.proj	gemm	64	768637.67545534542	843093.43281010049	112919.56550202043	207952.51006327904	4375552.1773681045	68744.217770929637
73	l0.s73.proj	gemm	64	768637.67545534542	843093.43281010049	112919.56550202043	207952.51006327904	4375552.1773681045	68744.217770929637
74	l0.s74.act	swiglu	4	844328.8446111005	849645.10349729902	7057.4728438762768	4987.9721247824837	4923.0769654526375	4296.5136106831023
75	l0.s75.proj	gemm	128	850880.51529829903	890056.60993761837	225839.13100404086	275660.3699188875	4375552.1773681045	137488.43554185927
76	l0.s76.norm	rmsnorm	4	891292.02173861838	896644.86787515378	7057.4728438762768	8826.6288502193784	1230.7692413632758	4296.5136106831023
77	l0.s77.proj	gemm	64	897880.27967615379	916162.54476457404	112919.56550202043	147847.65997427737	840553.52241167426	68744.217770929637
78	l0.s78.proj	gemm	32	897880.27967615379	911399.32283615682	56459.782751010214	68915.092479721876	272862.39700390399	34372.108885464819
79	l0.s79.proj	gemm	32	897880.27967615379	911399.32283615682	56459.782751010214	68915.092479721876	272862.39700390399	34372.108885464819
80	l0.s80.rope	rope	128	917397.95656557404	920010.61222564697	225839.13100404086	107512.54344200139	1068.2500433027744	0
81	l0.s81.rope	rope	32	912634.73463715683	915247.05741434824	56459.782751010214	26878.135860500348	256.41025861725211	0
82	l0.s82.append	kv_append	32	915247.05741434824	917167.53781912499	0	26878.135860500348	205.12820689380169	34372.108885464819
83	l0.s83.append	kv_append	32	912634.73463715683	916319.58325290261	56459.782751010214	26878.135860500348	205.12820689380169	34372.108885464819
84	l0.s84.attn	attention	128	920010.61222564697	924186.55548578699	225839.13100404028	158374.17023240146	12819.000519633293	137488.43554185907
85	l0.s85.proj	gemm	128	925421.967286787	938960.0608868401	225839.13100404086	275660.3699188875	1093888.0443420261	137488.43554185927
86	l0.s86.norm	rmsnorm	4	940195.47268784011	945548.31882437551	7057.4728438762768	8826.6288502193784	1230.7692413632758	4296.5136106831023
87	l0.s87.proj	gemm	64	946783.73062537552	1021239.4879801306	112919.56550202043	207952.51006327904	4375552.1773681045	68744.217770929637
88	l0.s88.proj	gemm	64	946783.73062537552	1021239.4879801306	112919.56550202043	207952.51006327904	4375552.1773681045	68744.217770929637
89	l0.s89.act	swiglu	4	1022474.8997811306	1027791.1586673291	7057.4728438762768	4987.9721247824837	4923.0769654526375	4296.5136106831023
90	l0.s90.proj	gemm	128	1029026.5704683291	1068202.6651076486	225839.13100404086	275660.3699188875	4375552.1773681045	137488.43554185927
91	l0.s91.norm	rmsnorm	4	1069438.0769086485	1074790.923045184	7057.4728438762768	8826.6288502193784	1230.7692413628101	4296.5136106831023
92	l0.s92.proj	gemm	64	1076026.3348461839	1094308.5999346043	112919.56550202043	147847.65997427737	840553.52241167426	68744.217770929637
93	l0.s93.proj	gemm	32	1076026.3348461839	1089545.378006187	56459.782751010214	68915.092479721876	272862.39700390399	34372.108885464819
94	l0.s94.proj	gemm	32	1076026.3348461839	1089545.378006187	56459.782751010214	68915.092479721876	272862.39700390399	34372.108885464819
95	l0.s95.rope	rope	128	1095544.0117356041	1098156.6673956772	225839.13100404086	107512.54344200139	1068.2500433027744	0
96	l0.s96.rope	rope	32	1090780.7898071869	1093393.1125843786	56459.782751010214	26878.135860500348	256.4102586209774	0
97	l0.s97.append	kv_append	32	1093393.1125843786	1095313.5929891556	0	26878.135860500348	205.12820689380169	34372.108885464819
98	l0.s98.append	kv_append	32	1090780.7898071869	1094465.6384229329	56459.782751010214	26878.135860500348	205.12820689380169	34372.108885464819
99	l0.s99.attn	attention	128	1098156.6673956772	1102332.6106558174	225839.13100404028	158374.17023240146	12819.000519633293	137488.43554185907
100	l0.s100.proj	gemm	128	1103568.0224568173	1117106.1160568707	225839.13100404086	275660.3699188875	1093888.044342041	137488.43554185927
101	l0.s101.norm	rmsnorm	4	1118341.5278578706	1123694.3739944061	7057.4728438762768	8826.6288502193784	1230.7692413628101	4296.5136106831023
102	l0.s102.proj	gemm	64	1124929.785795406	1199385.5431501612	112919.56550202043	207952.51006327904	4375552.1773681045	68744.217770929637
103	l0.s103.proj	gemm	64	1124929.785795406	1199385.5431501612	112919.56550202043	207952.51006327904	4375552.1773681045	68744.217770929637
104	l0.s104.act	swiglu	4	1200620.9549511611	1205937.2138373596	7057.4728438762768	4987.9721247824837	4923.0769654521719	4296.5136106831023
105	l0.s105.proj	gemm	128	1207172.6256383595	1246348.7202776789	225839.13100404086	275660.3699188875	4375552.1773681045	137488.43554185927
106	l0.s106.norm	rmsnorm	4	1247584.1320786788	1252936.9782152143	7057.4728438762768	8826.6288502193784	1230.7692413628101	4296.5136106831023
107	l0.s107.proj	gemm	64	1254172.3900162142	1272454.6551046346	112919.56550202043	147847.65997427737	840553.52241167426	68744.217770929637
108	l0.s108.proj	gemm	32	1254172.3900162142	1267691.4331762174	56459.782751010214	68915.092479721876	272862.39700390399	34372.108885464819
109	l0.s109.proj	gemm	32	1254172.3900162142	1267691.4331762174	56459.782751010214	68915.092479721876	272862.39700390399	34372.108885464819
110	l0.s110.rope	rope	128	1273690.0669056345	1276302.7225657075	225839.13100404086	107512.54344200139	1068.2500433027744	0
111	l0.s111.rope	rope	32	1268926.8449772173	1271539.1677544089	56459.782751010214	26878.135860500348	256.4102586209774	0
112	l0.s112.append	kv_append	32	1271539.1677544089	1273459.6481591859	0	26878.135860500348	205.12820689380169	34372.108885464819
113	l0.s113.append	kv_append	32	1268926.8449772173	1272611.6935929633	56459.782751010214	26878.135860500348	205.12820689380169	34372.108885464819
114	l0.s114.attn	attention	128	1276302.7225657075	1280478.6658258478	225839.13100404028	158374.17023240146	12819.000519633293	137488.43554185907
115	l0.s115.proj	gemm	128	1281714.0776268477	1295252.171226901	225839.13100404086	275660.3699188875	1093888.044342041	137488.43554185927
116	l0.s116.norm	rmsnorm	4	1296487.5830279009	1301840.4291644364	7057.4728438762768	8826.6288502193784	1230.7692413628101	4296.5136106831023
