dtype	model	tile_m	tile_n	tile_k	stages	split_k	ctas_per_sm	measured_ms	cdf_ms	curve_ms	delta_ms
bf16	gqa2	256	64	16	4	2	2	0.474304	0.258973	0.258994	2.0999999999993246e-05
bf16	gqa2	256	64	16	4	4	2	0.408576	0.21129	0.211352	6.20000000000065e-05
bf16	gqa2	256	64	16	4	8	2	0.376832	0.187512	0.187656	0.00014399999999997748
bf16	gqa2	256	64	16	4	16	2	0.36752	0.178733	0.179042	0.0003090000000000037
bf16	gqa2	256	64	16	5	1	1	0.391264	0.330888	0.330888	0.0
bf16	gqa2	256	64	16	5	2	1	0.460896	0.262489	0.262509	2.0000000000020002e-05
bf16	gqa2	256	64	16	5	4	1	0.38928	0.214806	0.214868	6.20000000000065e-05
bf16	gqa2	256	64	16	5	8	1	0.357376	0.191028	0.191172	0.00014400000000000523
bf16	gqa2	256	64	16	5	16	1	0.366688	0.213687	0.213996	0.0003090000000000037
bf16	gqa2	256	64	32	2	1	2	0.499712	0.327349	0.327349	0.0
bf16	gqa2	256	64	32	2	2	2	0.543744	0.258973	0.258994	2.0999999999993246e-05
bf16	gqa2	256	64	32	2	4	2	0.448512	0.21129	0.211352	6.20000000000065e-05
bf16	gqa2	256	64	32	2	8	2	0.403456	0.187512	0.187656	0.00014399999999997748
bf16	gqa2	256	64	32	2	16	2	0.401408	0.178733	0.179042	0.0003090000000000037
bf16	gqa2	256	64	32	3	1	1	0.485376	0.334478	0.334478	0.0
bf16	gqa2	256	64	32	3	2	1	0.52224	0.266078	0.266099	2.0999999999993246e-05
bf16	gqa2	256	64	32	3	4	1	0.435392	0.218395	0.218457	6.20000000000065e-05
bf16	gqa2	256	64	32	3	8	1	0.391296	0.194617	0.194762	0.00014499999999997848
bf16	gqa2	256	64	32	3	16	1	0.389056	0.218302	0.218611	0.0003090000000000037
bf16	gqa2	256	64	32	4	1	1	0.499712	0.341658	0.341658	0.0
bf16	gqa2	256	64	32	4	2	1	0.531456	0.273258	0.273279	2.0999999999993246e-05
bf16	gqa2	256	64	32	4	4	1	0.446464	0.225575	0.225637	6.20000000000065e-05
bf16	gqa2	256	64	32	4	8	1	0.398496	0.201797	0.201941	0.00014400000000000523
bf16	gqa2	256	64	32	4	16	1	0.395392	0.227533	0.227842	0.00030899999999997596
bf16	gqa2	256	128	16	2	1	2	1.12413	0.596432	0.596432	0.0
bf16	gqa2	256	128	16	2	2	2	1.03034	0.444092	0.444113	2.0999999999993246e-05
bf16	gqa2	256	128	16	2	4	2	0.791808	0.348684	0.348746	6.20000000000065e-05
bf16	gqa2	256	128	16	2	8	2	0.678912	0.301043	0.301188	0.00014500000000000624
bf16	gqa2	256	128	16	2	16	2	0.64512	0.27735	0.277659	0.0003090000000000037
bf16	gqa2	256	128	16	3	1	2	0.979968	0.60074	0.60074	0.0
bf16	gqa2	256	128	16	3	2	2	0.9664	0.4484	0.448421	2.0999999999993246e-05
bf16	gqa2	256	128	16	3	4	2	0.76384	0.352992	0.353054	6.20000000000065e-05
bf16	gqa2	256	128	16	3	8	2	0.6648	0.305351	0.305495	0.000144000000000033
bf16	gqa2	256	128	16	3	16	2	0.660672	0.281658	0.281967	0.0003090000000000037
bf16	gqa2	256	128	16	4	1	2	0.985248	0.605047	0.605047	0.0
bf16	gqa2	256	128	16	4	2	2	0.982144	0.452708	0.452728	2.0000000000020002e-05
bf16	gqa2	256	128	16	4	4	2	0.770304	0.3573	0.357361	6.099999999997774e-05
bf16	gqa2	256	128	16	4	8	2	0.667648	0.309659	0.309803	0.00014399999999997748
bf16	gqa2	256	128	16	4	16	2	0.651456	0.285965	0.286274	0.0003089999999999482
bf16	gqa2	256	128	16	5	1	1	0.930592	0.609304	0.609304	0.0
bf16	gqa2	256	128	16	5	2	1	0.93696	0.456941	0.456962	2.0999999999993246e-05
bf16	gqa2	256	128	16	5	4	1	0.7464	0.361533	0.361595	6.20000000000065e-05
bf16	gqa2	256	128	16	5	8	1	0.657504	0.313892	0.314036	0.00014399999999997748
bf16	gqa2	256	128	16	5	16	1	0.622656	0.290199	0.290508	0.0003090000000000037
bf16	gqa2	256	128	32	2	1	2	1.68016	0.605047	0.605047	0.0
bf16	gqa2	256	128	32	2	2	2	1.34758	0.452708	0.452728	2.0000000000020002e-05
bf16	gqa2	256	128	32	2	4	2	0.979136	0.3573	0.357361	6.099999999997774e-05
bf16	gqa2	256	128	32	2	8	2	0.804864	0.309659	0.309803	0.00014399999999997748
bf16	gqa2	256	128	32	2	16	2	0.737504	0.285965	0.286274	0.0003089999999999482
bf16	gqa2	256	128	32	3	1	1	1.63021	0.613612	0.613612	0.0
bf16	gqa2	256	128	32	3	2	1	1.31686	0.461249	0.46127	2.0999999999993246e-05
bf16	gqa2	256	128	32	3	4	1	0.965728	0.365841	0.365902	6.099999999997774e-05
bf16	gqa2	256	128	32	3	8	1	0.797696	0.3182	0.318344	0.000144000000000033
bf16	gqa2	256	128	32	3	16	1	0.73008	0.294506	0.294816	0.00031000000000003247
bf16	gqa2	256	128	32	4	1	1	1.68141	0.622227	0.622227	0.0
bf16	gqa2	256	128	32	4	2	1	1.34656	0.469864	0.469885	2.0999999999993246e-05
bf16	gqa2	256	128	32	4	4	1	0.984224	0.374456	0.374518	6.20000000000065e-05
bf16	gqa2	256	128	32	4	8	1	0.815232	0.326815	0.32696	0.00014499999999995072
bf16	gqa2	256	128	32	4	16	1	0.746496	0.303122	0.303431	0.0003090000000000037
bf16	gqa2	256	256	16	2	1	2	5.35962	1.14896	1.14896	0.0
bf16	gqa2	256	256	16	2	2	2	4.89251	0.82869	0.828711	2.0999999999937735e-05
bf16	gqa2	256	256	16	2	4	2	4.18714	0.637831	0.637893	6.20000000000065e-05
bf16	gqa2	256	256	16	2	8	2	3.97405	0.542465	0.542609	0.000144000000000033
bf16	gqa2	256	256	16	2	16	2	3.90656	0.494909	0.495218	0.0003090000000000037
bf16	gqa2	256	256	16	3	1	2	5.09747	1.1547	1.1547	0.0
bf16	gqa2	256	256	16	3	2	2	4.76467	0.834434	0.834454	2.0000000000020002e-05
bf16	gqa2	256	256	16	3	4	2	4.22605	0.643574	0.643636	6.20000000000065e-05
bf16	gqa2	256	256	16	3	8	2	3.968	0.548208	0.548353	0.00014499999999995072
bf16	gqa2	256	256	16	3	16	2	3.91373	0.500652	0.500961	0.0003090000000000037
bf16	gqa2	256	256	16	4	1	1	5.09123	1.16039	1.16039	0.0
bf16	gqa2	256	256	16	4	2	1	4.75034	0.840103	0.840123	1.999999999990898e-05
bf16	gqa2	256	256	16	4	4	1	4.20976	0.649244	0.649306	6.20000000000065e-05
bf16	gqa2	256	256	16	4	8	1	3.98029	0.553878	0.554022	0.000144000000000033
bf16	gqa2	256	256	16	4	16	1	3.89427	0.506322	0.506631	0.0003090000000000037
bf16	gqa2	256	256	16	5	1	1	5.07904	1.16614	1.16614	0.0
bf16	gqa2	256	256	16	5	2	1	4.73088	0.845846	0.845867	2.1000000000048757e-05
bf16	gqa2	256	256	16	5	4	1	4.13606	0.654987	0.655049	6.20000000000065e-05
bf16	gqa2	256	256	16	5	8	1	3.95981	0.559621	0.559766	0.00014499999999995072
bf16	gqa2	256	256	16	5	16	1	3.87379	0.512065	0.512374	0.0003090000000000037
bf16	gqa2	256	256	32	2	1	1	6.13907	1.16039	1.16039	0.0
bf16	gqa2	256	256	32	2	2	1	5.38624	0.840103	0.840123	1.999999999990898e-05
bf16	gqa2	256	256	32	2	4	1	4.67354	0.649244	0.649306	6.20000000000065e-05
bf16	gqa2	256	256	32	2	8	1	4.29056	0.553878	0.554022	0.000144000000000033
bf16	gqa2	256	256	32	2	16	1	4.0439	0.506322	0.506631	0.0003090000000000037
bf16	gqa2	256	256	32	3	1	1	6.00899	1.17188	1.17188	0.0
bf16	gqa2	256	256	32	3	2	1	5.34534	0.85159	0.851611	2.1000000000048757e-05
bf16	gqa2	256	256	32	3	4	1	4.60278	0.660731	0.660793	6.20000000000065e-05
bf16	gqa2	256	256	32	3	8	1	4.24141	0.565365	0.565509	0.000144000000000033
bf16	gqa2	256	256	32	3	16	1	4.04704	0.517809	0.518118	0.0003090000000000037
bf16	mha4	32	16	16	2	1	5	0.475136	0.184435	0.184435	0.0
bf16	mha4	32	16	16	2	4	5	0.37376	0.218006	0.218145	0.00013900000000000023
bf16	mha4	32	16	16	2	8	5	0.342016	0.218197	0.218521	0.00032399999999999096
bf16	mha4	32	16	16	3	1	5	0.411648	0.185512	0.185512	0.0
bf16	mha4	32	16	16	3	4	5	0.356352	0.219083	0.219222	0.00013900000000000023
bf16	mha4	32	16	16	3	8	5	0.340992	0.219274	0.219598	0.00032399999999999096
bf16	mha4	32	16	16	4	1	5	0.39424	0.186589	0.186589	0.0
bf16	mha4	32	16	16	4	4	5	0.346112	0.22016	0.220299	0.00013900000000000023
bf16	mha4	32	16	16	4	8	5	0.345088	0.22035	0.220675	0.0003250000000000197
bf16	mha4	32	16	16	5	1	5	0.394112	0.187666	0.187666	0.0
bf16	mha4	32	16	16	5	4	5	0.350208	0.221237	0.221376	0.00013900000000000023
bf16	mha4	32	16	16	5	8	5	0.347136	0.221427	0.221752	0.00032499999999999196
bf16	mha4	32	16	32	2	1	5	0.45056	0.186589	0.186589	0.0
bf16	mha4	32	16	32	2	4	5	0.373664	0.22016	0.220299	0.00013900000000000023
bf16	mha4	32	16	32	2	8	5	0.349056	0.22035	0.220675	0.0003250000000000197
bf16	mha4	32	16	32	3	1	5	0.444416	0.188743	0.188743	0.0
bf16	mha4	32	16	32	3	4	5	0.372736	0.222314	0.222453	0.00013900000000000023
bf16	mha4	32	16	32	3	8	5	0.349184	0.222504	0.222829	0.00032499999999999196
bf16	mha4	32	16	32	4	1	5	0.447488	0.190897	0.190897	0.0
bf16	mha4	32	16	32	4	4	5	0.373536	0.224468	0.224607	0.00013900000000000023
bf16	mha4	32	16	32	4	8	5	0.34816	0.224658	0.224983	0.00032499999999999196
bf16	mha4	32	16	32	5	1	5	0.447488	0.193051	0.193051	0.0
bf16	mha4	32	16	32	5	4	5	0.376832	0.226622	0.226761	0.00013900000000000023
bf16	mha4	32	16	32	5	8	5	0.36864	0.226812	0.227137	0.00032499999999999196
bf16	mha4	32	32	16	2	1	5	0.539648	0.203527	0.203527	0.0
bf16	mha4	32	32	16	2	4	5	0.421728	0.225508	0.225647	0.00013900000000000023
bf16	mha4	32	32	16	2	8	5	0.375808	0.220775	0.2211	0.00032499999999999196
bf16	mha4	32	32	16	3	1	5	0.468992	0.204963	0.204963	0.0
bf16	mha4	32	32	16	3	4	5	0.401408	0.226944	0.227083	0.00013900000000000023
bf16	mha4	32	32	16	3	8	5	0.369664	0.222211	0.222536	0.0003250000000000197
bf16	mha4	32	32	16	4	1	5	0.457728	0.206399	0.206399	0.0
bf16	mha4	32	32	16	4	4	5	0.40224	0.22838	0.228519	0.00013900000000000023
bf16	mha4	32	32	16	4	8	5	0.369664	0.223647	0.223972	0.00032499999999999196
bf16	mha4	32	32	16	5	1	5	0.457728	0.207835	0.207835	0.0
bf16	mha4	32	32	16	5	4	5	0.401408	0.229816	0.229955	0.00013900000000000023
bf16	mha4	32	32	16	5	8	5	0.36864	0.225083	0.225408	0.00032499999999999196
bf16	mha4	32	32	32	2	1	5	0.548864	0.206399	0.206399	0.0
bf16	mha4	32	32	32	2	4	5	0.432	0.22838	0.228519	0.00013900000000000023
bf16	mha4	32	32	32	2	8	5	0.39424	0.223647	0.223972	0.00032499999999999196
bf16	mha4	32	32	32	3	1	5	0.52112	0.20927	0.20927	0.0
bf16	mha4	32	32	32	3	4	5	0.431104	0.231252	0.231391	0.00013900000000000023
bf16	mha4	32	32	32	3	8	5	0.397312	0.226519	0.226843	0.00032399999999999096
bf16	mha4	32	32	32	4	1	5	0.522112	0.212142	0.212142	0.0
bf16	mha4	32	32	32	4	4	5	0.43008	0.234123	0.234262	0.00013900000000000023
bf16	mha4	32	32	32	4	8	5	0.398336	0.229391	0.229715	0.00032399999999999096
bf16	mha4	32	32	32	5	1	4	0.52224	0.215007	0.215007	0.0
bf16	mha4	32	32	32	5	4	4	0.417792	0.236984	0.237123	0.00013900000000000023
bf16	mha4	32	32	32	5	8	4	0.394144	0.232251	0.232576	0.00032499999999999196
bf16	mha4	32	64	16	2	1	5	0.663552	0.24171	0.24171	0.0
bf16	mha4	32	64	16	2	4	5	0.495616	0.245435	0.245574	0.00013900000000000023
bf16	mha4	32	64	16	2	8	5	0.432128	0.235779	0.236103	0.0003240000000000187
bf16	mha4	32	64	16	3	1	5	0.5888	0.243864	0.243864	0.0
bf16	mha4	32	64	16	3	4	5	0.46592	0.247588	0.247727	0.00013900000000000023
bf16	mha4	32	64	16	3	8	5	0.431104	0.237933	0.238257	0.00032399999999999096
bf16	mha4	32	64	16	4	1	5	0.584704	0.246017	0.246017	0.0
bf16	mha4	32	64	16	4	4	5	0.466944	0.249742	0.249881	0.00013900000000000023
bf16	mha4	32	64	16	4	8	5	0.431104	0.240086	0.240411	0.0003250000000000197
bf16	mha4	32	64	16	5	1	5	0.58368	0.248171	0.248171	0.0
bf16	mha4	32	64	16	5	4	5	0.474112	0.251896	0.252035	0.00013900000000000023
bf16	mha4	32	64	16	5	8	5	0.43008	0.24224	0.242565	0.00032499999999999196
bf16	mha4	32	64	32	2	1	4	0.676864	0.24601	0.24601	0.0
bf16	mha4	32	64	32	2	4	4	0.484352	0.249731	0.24987	0.00013900000000000023
bf16	mha4	32	64	32	2	8	4	0.443392	0.240075	0.2404	0.00032499999999999196
bf16	mha4	32	64	32	3	1	4	0.676864	0.250318	0.250318	0.0
bf16	mha4	32	64	32	3	4	4	0.482304	0.254039	0.254178	0.00013900000000000023
bf16	mha4	32	64	32	3	8	4	0.452608	0.244383	0.244708	0.0003250000000000197
bf16	mha4	32	64	32	4	1	4	0.677888	0.254625	0.254625	0.0
bf16	mha4	32	64	32	4	4	4	0.495616	0.258347	0.258486	0.00013900000000000023
bf16	mha4	32	64	32	4	8	4	0.453632	0.248691	0.249015	0.00032399999999999096
bf16	mha4	32	64	32	5	1	3	0.523488	0.229556	0.229556	0.0
bf16	mha4	32	64	32	5	4	3	0.418816	0.219567	0.219706	0.00013900000000000023
bf16	mha4	32	64	32	5	8	3	0.408576	0.209911	0.210236	0.0003250000000000197
bf16	mha4	32	128	16	2	1	4	0.84992	0.318068	0.318068	0.0
bf16	mha4	32	128	16	2	4	4	0.585632	0.285277	0.285416	0.00013900000000000023
bf16	mha4	32	128	16	2	8	4	0.522144	0.269057	0.269381	0.00032399999999999096
bf16	mha4	32	128	16	3	1	4	0.817152	0.321658	0.321658	0.0
bf16	mha4	32	128	16	3	4	4	0.58256	0.288866	0.289005	0.00013900000000000023
bf16	mha4	32	128	16	3	8	4	0.518144	0.272646	0.272971	0.0003250000000000197
bf16	mha4	32	128	16	4	1	4	0.821056	0.325248	0.325248	0.0
bf16	mha4	32	128	16	4	4	4	0.581632	0.292456	0.292595	0.00013900000000000023
bf16	mha4	32	128	16	4	8	4	0.523264	0.276236	0.276561	0.0003250000000000197
bf16	mha4	32	128	16	5	1	3	0.642048	0.29946	0.29946	0.0
bf16	mha4	32	128	16	5	4	3	0.513024	0.252959	0.253098	0.00013900000000000023
bf16	mha4	32	128	16	5	8	3	0.482528	0.236739	0.237063	0.00032399999999999096
bf16	mha4	32	128	32	2	1	3	0.731136	0.29587	0.29587	0.0
bf16	mha4	32	128	32	2	4	3	0.526336	0.249369	0.249508	0.00013900000000000023
bf16	mha4	32	128	32	2	8	3	0.485376	0.233149	0.233474	0.00032499999999999196
bf16	mha4	32	128	32	3	1	2	0.46608	0.271111	0.271111	0.0
bf16	mha4	32	128	32	3	4	2	0.444416	0.209705	0.209844	0.00013900000000000023
bf16	mha4	32	128	32	3	8	2	0.439456	0.193485	0.19381	0.0003250000000000197
bf16	mha4	32	128	32	4	1	2	0.466944	0.27829	0.27829	0.0
bf16	mha4	32	128	32	4	4	2	0.454656	0.216885	0.217024	0.00013900000000000023
bf16	mha4	32	128	32	4	8	2	0.423936	0.200665	0.200989	0.00032399999999999096
bf16	mha4	32	128	32	5	1	1	0.46496	0.285369	0.285369	0.0
bf16	mha4	32	128	32	5	4	1	0.444512	0.223915	0.224055	0.00014000000000000123
bf16	mha4	32	128	32	5	8	1	0.411648	0.207696	0.20802	0.0003240000000000187
bf16	mha4	32	256	16	2	1	3	0.975872	0.441422	0.441422	0.0
bf16	mha4	32	256	16	2	4	3	0.709632	0.321896	0.322035	0.00013900000000000023
bf16	mha4	32	256	16	2	8	3	0.644352	0.292548	0.292872	0.0003240000000000465
bf16	mha4	32	256	16	3	1	3	0.996352	0.447884	0.447884	0.0
bf16	mha4	32	256	16	3	4	3	0.733184	0.328357	0.328496	0.00013900000000000023
bf16	mha4	32	256	16	3	8	3	0.653504	0.299009	0.299334	0.0003249999999999642
bf16	mha4	32	256	16	4	1	2	0.67808	0.422407	0.422407	0.0
bf16	mha4	32	256	16	4	4	2	0.631808	0.287975	0.288114	0.00013900000000000023
bf16	mha4	32	256	16	4	8	2	0.601088	0.258627	0.258952	0.0003250000000000197
bf16	mha4	32	256	16	5	1	2	0.67584	0.428868	0.428868	0.0
bf16	mha4	32	256	16	5	4	2	0.635904	0.294437	0.294576	0.00013900000000000023
bf16	mha4	32	256	16	5	8	2	0.603008	0.265089	0.265413	0.00032399999999999096
bf16	mha4	32	256	32	2	1	2	0.77312	0.422407	0.422407	0.0
bf16	mha4	32	256	32	2	4	2	0.656608	0.287975	0.288114	0.00013900000000000023
bf16	mha4	32	256	32	2	8	2	0.594944	0.258627	0.258952	0.0003250000000000197
bf16	mha4	32	256	32	3	1	1	0.69632	0.435228	0.435228	0.0
bf16	mha4	32	256	32	3	4	1	0.65136	0.30075	0.300889	0.00013900000000000023
bf16	mha4	32	256	32	3	8	1	0.588608	0.271402	0.271726	0.0003240000000000465
bf16	mha4	32	256	32	4	1	1	0.731136	0.448152	0.448152	0.0
bf16	mha4	32	256	32	4	4	1	0.655424	0.313673	0.313812	0.00013900000000000023
bf16	mha4	32	256	32	4	8	1	0.591872	0.284325	0.284649	0.00032399999999999096
bf16	mha4	32	256	32	5	1	1	0.749472	0.461075	0.461075	0.0
bf16	mha4	32	256	32	5	4	1	0.662528	0.326596	0.326735	0.00013900000000000023
bf16	mha4	32	256	32	5	8	1	0.597888	0.297248	0.297572	0.00032399999999999096
bf16	mha4	64	16	16	2	1	5	0.519168	0.217373	0.217373	0.0
bf16	mha4	64	16	16	2	4	5	0.407552	0.233611	0.23375	0.00013900000000000023
bf16	mha4	64	16	16	2	8	5	0.379712	0.233801	0.234125	0.00032399999999999096
bf16	mha4	64	16	16	3	1	5	0.480256	0.219168	0.219168	0.0
bf16	mha4	64	16	16	3	4	5	0.396288	0.235405	0.235545	0.00014000000000000123
bf16	mha4	64	16	16	3	8	5	0.377792	0.235596	0.23592	0.00032399999999999096
bf16	mha4	64	16	16	4	1	5	0.464896	0.220963	0.220963	0.0
bf16	mha4	64	16	16	4	4	5	0.39936	0.2372	0.237339	0.00013900000000000023
bf16	mha4	64	16	16	4	8	5	0.378656	0.237391	0.237715	0.0003240000000000187
bf16	mha4	64	16	16	5	1	5	0.472064	0.222758	0.222758	0.0
bf16	mha4	64	16	16	5	4	5	0.401408	0.238995	0.239134	0.00013900000000000023
bf16	mha4	64	16	16	5	8	5	0.380928	0.239186	0.23951	0.00032399999999999096
bf16	mha4	64	16	32	2	1	4	0.567296	0.220955	0.220955	0.0
bf16	mha4	64	16	32	2	4	4	0.403264	0.237189	0.237328	0.00013900000000000023
bf16	mha4	64	16	32	2	8	4	0.397312	0.23738	0.237704	0.00032399999999999096
bf16	mha4	64	16	32	3	1	5	0.549888	0.224552	0.224552	0.0
bf16	mha4	64	16	32	3	4	5	0.431104	0.24079	0.240929	0.00013900000000000023
bf16	mha4	64	16	32	3	8	5	0.409536	0.24098	0.241305	0.00032499999999999196
bf16	mha4	64	16	32	4	1	4	0.541696	0.228135	0.228135	0.0
bf16	mha4	64	16	32	4	4	4	0.402432	0.244369	0.244508	0.00013900000000000023
bf16	mha4	64	16	32	4	8	4	0.403456	0.244559	0.244884	0.00032499999999999196
bf16	mha4	64	16	32	5	1	3	0.43008	0.202347	0.202347	0.0
bf16	mha4	64	16	32	5	4	3	0.357504	0.204872	0.205011	0.00013900000000000023
bf16	mha4	64	16	32	5	8	3	0.352256	0.211697	0.212021	0.00032399999999999096
bf16	mha4	64	32	16	2	1	5	0.59392	0.24171	0.24171	0.0
bf16	mha4	64	32	16	2	4	5	0.44032	0.245435	0.245574	0.00013900000000000023
bf16	mha4	64	32	16	2	8	5	0.429984	0.23824	0.238565	0.00032499999999999196
bf16	mha4	64	32	16	3	1	5	0.546816	0.243864	0.243864	0.0
bf16	mha4	64	32	16	3	4	5	0.434176	0.247588	0.247727	0.00013900000000000023
bf16	mha4	64	32	16	3	8	5	0.404256	0.240394	0.240719	0.00032499999999999196
bf16	mha4	64	32	16	4	1	5	0.545792	0.246017	0.246017	0.0
bf16	mha4	64	32	16	4	4	5	0.436224	0.249742	0.249881	0.00013900000000000023
bf16	mha4	64	32	16	4	8	5	0.422816	0.242548	0.242872	0.00032399999999999096
bf16	mha4	64	32	16	5	1	5	0.544768	0.248171	0.248171	0.0
bf16	mha4	64	32	16	5	4	5	0.434176	0.251896	0.252035	0.00013900000000000023
bf16	mha4	64	32	16	5	8	5	0.423904	0.244702	0.245026	0.00032399999999999096
bf16	mha4	64	32	32	2	1	4	0.64512	0.24601	0.24601	0.0
bf16	mha4	64	32	32	2	4	4	0.4576	0.249731	0.24987	0.00013900000000000023
bf16	mha4	64	32	32	2	8	4	0.41552	0.242537	0.242861	0.00032399999999999096
bf16	mha4	64	32	32	3	1	4	0.637952	0.250318	0.250318	0.0
bf16	mha4	64	32	32	3	4	4	0.457728	0.254039	0.254178	0.00013900000000000023
bf16	mha4	64	32	32	3	8	4	0.42496	0.246845	0.247169	0.00032399999999999096
bf16	mha4	64	32	32	4	1	4	0.642048	0.254625	0.254625	0.0
bf16	mha4	64	32	32	4	4	4	0.463872	0.258347	0.258486	0.00013900000000000023
bf16	mha4	64	32	32	4	8	4	0.428864	0.251152	0.251477	0.0003250000000000197
bf16	mha4	64	32	32	5	1	3	0.497664	0.229556	0.229556	0.0
bf16	mha4	64	32	32	5	4	3	0.41472	0.219567	0.219706	0.00013900000000000023
bf16	mha4	64	32	32	5	8	3	0.382976	0.212373	0.212698	0.00032499999999999196
bf16	mha4	64	64	16	2	1	4	0.717824	0.290376	0.290376	0.0
bf16	mha4	64	64	16	2	4	4	0.528384	0.277277	0.277416	0.00013900000000000023
bf16	mha4	64	64	16	2	8	4	0.489408	0.264339	0.264663	0.00032399999999999096
bf16	mha4	64	64	16	3	1	4	0.671744	0.293248	0.293248	0.0
bf16	mha4	64	64	16	3	4	4	0.521216	0.280148	0.280287	0.00013900000000000023
bf16	mha4	64	64	16	3	8	4	0.487424	0.26721	0.267535	0.0003250000000000197
bf16	mha4	64	64	16	4	1	4	0.673792	0.296119	0.296119	0.0
bf16	mha4	64	64	16	4	4	4	0.52224	0.28302	0.283159	0.00013900000000000023
bf16	mha4	64	64	16	4	8	4	0.498688	0.270082	0.270407	0.0003250000000000197
bf16	mha4	64	64	16	5	1	4	0.677888	0.298991	0.298991	0.0
bf16	mha4	64	64	16	5	4	4	0.527104	0.285892	0.286031	0.00013900000000000023
bf16	mha4	64	64	16	5	8	4	0.502784	0.272954	0.273279	0.0003250000000000197
bf16	mha4	64	64	32	2	1	3	0.607232	0.266742	0.266742	0.0
bf16	mha4	64	64	32	2	4	3	0.492736	0.239933	0.240072	0.00013900000000000023
bf16	mha4	64	64	32	2	8	3	0.443392	0.226995	0.22732	0.00032499999999999196
bf16	mha4	64	64	32	3	1	3	0.587648	0.272485	0.272485	0.0
bf16	mha4	64	64	32	3	4	3	0.501696	0.245677	0.245816	0.00013900000000000023
bf16	mha4	64	64	32	3	8	3	0.45056	0.232739	0.233063	0.00032399999999999096
bf16	mha4	64	64	32	4	1	3	0.59904	0.278229	0.278229	0.0
bf16	mha4	64	64	32	4	4	3	0.50688	0.25142	0.251559	0.00013900000000000023
bf16	mha4	64	64	32	4	8	3	0.448512	0.238482	0.238807	0.00032499999999999196
bf16	mha4	64	64	32	5	1	2	0.417824	0.252034	0.252034	0.0
bf16	mha4	64	64	32	5	4	2	0.43952	0.21032	0.21046	0.00014000000000000123
bf16	mha4	64	64	32	5	8	2	0.412896	0.197383	0.197707	0.00032399999999999096
bf16	mha4	64	128	16	2	1	3	0.867328	0.391708	0.391708	0.0
bf16	mha4	64	128	16	2	4	3	0.656608	0.306236	0.306375	0.00013900000000000023
bf16	mha4	64	128	16	2	8	3	0.601088	0.282564	0.282889	0.0003250000000000197
bf16	mha4	64	128	16	3	1	3	0.786624	0.396016	0.396016	0.0
bf16	mha4	64	128	16	3	4	3	0.65664	0.310544	0.310683	0.00013900000000000023
bf16	mha4	64	128	16	3	8	3	0.588928	0.286872	0.287196	0.00032399999999999096
bf16	mha4	64	128	16	4	1	3	0.792576	0.400324	0.400324	0.0
bf16	mha4	64	128	16	4	4	3	0.642048	0.314852	0.314991	0.00013900000000000023
bf16	mha4	64	128	16	4	8	3	0.597216	0.291179	0.291504	0.0003249999999999642
bf16	mha4	64	128	16	5	1	3	0.805888	0.404631	0.404631	0.0
bf16	mha4	64	128	16	5	4	3	0.649216	0.319159	0.319299	0.00013999999999997348
bf16	mha4	64	128	16	5	8	3	0.600064	0.295487	0.295812	0.0003250000000000197
bf16	mha4	64	128	32	2	1	2	0.60416	0.368385	0.368385	0.0
bf16	mha4	64	128	32	2	4	2	0.577472	0.268008	0.268147	0.00013900000000000023
bf16	mha4	64	128	32	2	8	2	0.549024	0.244336	0.24466	0.00032399999999999096
bf16	mha4	64	128	32	3	1	2	0.55296	0.377	0.377	0.0
bf16	mha4	64	128	32	3	4	2	0.569344	0.276624	0.276763	0.00013900000000000023
bf16	mha4	64	128	32	3	8	2	0.546912	0.252951	0.253276	0.0003250000000000197
bf16	mha4	64	128	32	4	1	2	0.561152	0.385616	0.385616	0.0
bf16	mha4	64	128	32	4	4	2	0.57856	0.285239	0.285378	0.00013900000000000023
bf16	mha4	64	128	32	4	8	2	0.534528	0.261567	0.261891	0.00032399999999999096
bf16	mha4	64	128	32	5	1	1	0.564224	0.39413	0.39413	0.0
bf16	mha4	64	128	32	5	4	1	0.572416	0.293706	0.293845	0.00013900000000000023
bf16	mha4	64	128	32	5	8	1	0.52736	0.270034	0.270358	0.00032399999999999096
bf16	mha4	64	256	16	2	1	2	0.94096	0.640339	0.640339	0.0
bf16	mha4	64	256	16	2	4	2	0.880864	0.408274	0.408413	0.00013900000000000023
bf16	mha4	64	256	16	2	8	2	0.8192	0.360739	0.361063	0.0003240000000000465
bf16	mha4	64	256	16	3	1	2	0.827392	0.647519	0.647519	0.0
bf16	mha4	64	256	16	3	4	2	0.85504	0.415453	0.415592	0.00013900000000000023
bf16	mha4	64	256	16	3	8	2	0.813248	0.367918	0.368243	0.0003249999999999642
bf16	mha4	64	256	16	4	1	2	0.84704	0.654698	0.654698	0.0
bf16	mha4	64	256	16	4	4	2	0.86016	0.422633	0.422772	0.00013900000000000023
bf16	mha4	64	256	16	4	8	2	0.817056	0.375098	0.375422	0.00032399999999999096
bf16	mha4	64	256	16	5	1	1	0.83456	0.661777	0.661777	0.0
bf16	mha4	64	256	16	5	4	1	0.847872	0.429664	0.429803	0.00013900000000000023
bf16	mha4	64	256	16	5	8	1	0.776064	0.382129	0.382453	0.00032399999999999096
bf16	mha4	64	256	32	2	1	2	1.04858	0.654698	0.654698	0.0
bf16	mha4	64	256	32	2	4	2	0.9728	0.422633	0.422772	0.00013900000000000023
