stage	task	category	start_ns	end_ns	wait_ns	fixed_ns	mainloop_ns	publication_ns	hop_ns
0	7	embedding	0	2142.68005410961	0	440.32091100000002	628.23074010961	1074.1284029999999	0
1	7	rmsnorm	2142.68005410961	5131.9102504675102	0	843.63354040000002	1071.4682529579004	1074.1284029999999	0
2	95	gemm	6367.3220514675104	25685.422229472719	1764.368211	2788.1533880000002	13691.45017600521	1074.1284029999999	1235.411801
3	63	fused_attention	26920.834030472717	101932.65372133673	1764.368211	7782.7629440000001	64390.560132864011	1074.1284029999999	1235.411801
4	63	gemm	103168.06552233672	118345.08988406355	1764.368211	3090.9534960000001	9247.5742517268372	1074.1284029999999	1235.411801
5	7	rmsnorm	119580.50168506354	124334.10009242143	1764.368211	843.63354040000002	1071.4682529579004	1074.1284029999999	1235.411801
6	127	swiglu_gemm	125569.51189342143	205447.86588785599	1764.368211	4569.3484520000002	72470.508928434574	1074.1284029999999	1235.411801
7	63	gemm	206683.277688856	249603.02480576339	1764.368211	3090.9534960000001	36990.297006907378	1074.1284029999999	1235.411801
8	7	rmsnorm	250838.4366067634	255592.0350141213	1764.368211	843.63354040000002	1071.4682529578859	1074.1284029999999	1235.411801
9	95	gemm	256827.44681512131	276145.54699312651	1764.368211	2788.1533880000002	13691.450176005193	1074.1284029999999	1235.411801
10	63	fused_attention	277380.95879412652	352392.77848499053	1764.368211	7782.7629440000001	64390.56013286399	1074.1284029999999	1235.411801
11	63	gemm	353628.19028599054	368805.21464771737	1764.368211	3090.9534960000001	9247.5742517268518	1074.1284029999999	1235.411801
12	7	rmsnorm	370040.62644871738	374794.22485607531	1764.368211	843.63354040000002	1071.468252957915	1074.1284029999999	1235.411801
13	127	swiglu_gemm	376029.63665707532	455907.9906515099	1764.368211	4569.3484520000002	72470.508928434574	1074.1284029999999	1235.411801
14	63	gemm	457143.40245250991	500063.14956941723	1764.368211	3090.9534960000001	36990.297006907349	1074.1284029999999	1235.411801
15	7	rmsnorm	501298.56137041724	506052.15977777517	1764.368211	843.63354040000002	1071.468252957915	1074.1284029999999	1235.411801
16	95	gemm	507287.57157877518	526605.67175678036	1764.368211	2788.1533880000002	13691.450176005252	1074.1284029999999	1235.411801
17	63	fused_attention	527841.08355778037	602852.90324864432	1764.368211	7782.7629440000001	64390.560132864048	1074.1284029999999	1235.411801
18	63	gemm	604088.31504964433	619265.33941137115	1764.368211	3090.9534960000001	9247.5742517268518	1074.1284029999999	1235.411801
19	7	rmsnorm	620500.75121237116	625254.34961972898	1764.368211	843.63354040000002	1071.468252957915	1074.1284029999999	1235.411801
20	127	swiglu_gemm	626489.76142072899	706368.11541516345	1764.368211	4569.3484520000002	72470.508928434574	1074.1284029999999	1235.411801
21	63	gemm	707603.52721616346	750523.27433307085	1764.368211	3090.9534960000001	36990.297006907407	1074.1284029999999	1235.411801
22	7	rmsnorm	751758.68613407086	756512.28454142867	1764.368211	843.63354040000002	1071.468252957915	1074.1284029999999	1235.411801
23	95	gemm	757747.69634242868	777065.79652043385	1764.368211	2788.1533880000002	13691.450176005252	1074.1284029999999	1235.411801
24	63	fused_attention	778301.20832143386	853313.02801229781	1764.368211	7782.7629440000001	64390.560132864048	1074.1284029999999	1235.411801
25	63	gemm	854548.43981329782	869725.46417502465	1764.368211	3090.9534960000001	9247.5742517268518	1074.1284029999999	1235.411801
26	7	rmsnorm	870960.87597602466	875714.47438338248	1764.368211	843.63354040000002	1071.468252957915	1074.1284029999999	1235.411801
27	127	swiglu_gemm	876949.88618438249	956828.24017881695	1764.368211	4569.3484520000002	72470.508928434574	1074.1284029999999	1235.411801
28	63	gemm	958063.65197981696	1000983.3990967243	1764.368211	3090.9534960000001	36990.297006907407	1074.1284029999999	1235.411801
29	7	rmsnorm	1002218.8108977244	1006972.4093050822	1764.368211	843.63354040000002	1071.468252957915	1074.1284029999999	1235.411801
30	95	gemm	1008207.8211060822	1027525.9212840874	1764.368211	2788.1533880000002	13691.450176005252	1074.1284029999999	1235.411801
31	63	fused_attention	1028761.3330850874	1103773.1527759514	1764.368211	7782.7629440000001	64390.560132864048	1074.1284029999999	1235.411801
32	63	gemm	1105008.5645769513	1120185.5889386781	1764.368211	3090.9534960000001	9247.5742517267354	1074.1284029999999	1235.411801
33	7	rmsnorm	1121421.000739678	1126174.599147036	1764.368211	843.63354040000002	1071.4682529577985	1074.1284029999999	1235.411801
34	127	swiglu_gemm	1127410.0109480359	1207288.3649424706	1764.368211	4569.3484520000002	72470.50892843469	1074.1284029999999	1235.411801
35	63	gemm	1208523.7767434705	1251443.523860378	1764.368211	3090.9534960000001	36990.297006907407	1074.1284029999999	1235.411801
36	7	rmsnorm	1252678.9356613779	1257432.5340687358	1764.368211	843.63354040000002	1071.4682529577985	1074.1284029999999	1235.411801
37	95	gemm	1258667.9458697357	1277986.0460477411	1764.368211	2788.1533880000002	13691.450176005252	1074.1284029999999	1235.411801
38	63	fused_attention	1279221.457848741	1354233.277539605	1764.368211	7782.7629440000001	64390.560132863931	1074.1284029999999	1235.411801
39	63	gemm	1355468.6893406049	1370645.7137023318	1764.368211	3090.9534960000001	9247.5742517267354	1074.1284029999999	1235.411801
40	7	rmsnorm	1371881.1255033317	1376634.7239106896	1764.368211	843.63354040000002	1071.4682529577985	1074.1284029999999	1235.411801
41	127	swiglu_gemm	1377870.1357116895	1457748.4897061242	1764.368211	4569.3484520000002	72470.50892843469	1074.1284029999999	1235.411801
42	63	gemm	1458983.9015071241	1501903.6486240316	1764.368211	3090.9534960000001	36990.297006907407	1074.1284029999999	1235.411801
43	7	rmsnorm	1503139.0604250315	1507892.6588323894	1764.368211	843.63354040000002	1071.4682529577985	1074.1284029999999	1235.411801
44	95	gemm	1509128.0706333893	1528446.1708113947	1764.368211	2788.1533880000002	13691.450176005252	1074.1284029999999	1235.411801
45	63	fused_attention	1529681.5826123946	1604693.4023032587	1764.368211	7782.7629440000001	64390.560132863931	1074.1284029999999	1235.411801
46	63	gemm	1605928.8141042585	1621105.8384659854	1764.368211	3090.9534960000001	9247.5742517267354	1074.1284029999999	1235.411801
47	7	rmsnorm	1622341.2502669853	1627094.8486743432	1764.368211	843.63354040000002	1071.4682529577985	1074.1284029999999	1235.411801
48	127	swiglu_gemm	1628330.2604753431	1708208.6144697778	1764.368211	4569.3484520000002	72470.50892843469	1074.1284029999999	1235.411801
49	63	gemm	1709444.0262707777	1752363.7733876852	1764.368211	3090.9534960000001	36990.297006907407	1074.1284029999999	1235.411801
50	7	rmsnorm	1753599.1851886851	1758352.783596043	1764.368211	843.63354040000002	1071.4682529577985	1074.1284029999999	1235.411801
51	95	gemm	1759588.1953970429	1778906.2955750483	1764.368211	2788.1533880000002	13691.450176005252	1074.1284029999999	1235.411801
52	63	fused_attention	1780141.7073760482	1855153.5270669123	1764.368211	7782.7629440000001	64390.560132863931	1074.1284029999999	1235.411801
53	63	gemm	1856388.9388679122	1871565.963229639	1764.368211	3090.9534960000001	9247.5742517267354	1074.1284029999999	1235.411801
54	7	rmsnorm	1872801.3750306389	1877554.9734379968	1764.368211	843.63354040000002	1071.4682529577985	1074.1284029999999	1235.411801
55	127	swiglu_gemm	1878790.3852389967	1958668.7392334314	1764.368211	4569.3484520000002	72470.50892843469	1074.1284029999999	1235.411801
56	63	gemm	1959904.1510344313	2002823.8981513388	1764.368211	3090.9534960000001	36990.297006907407	1074.1284029999999	1235.411801
57	7	rmsnorm	2004059.3099523387	2008812.9083596966	1764.368211	843.63354040000002	1071.4682529577985	1074.1284029999999	1235.411801
58	95	gemm	2010048.3201606965	2029366.4203387019	1764.368211	2788.1533880000002	13691.450176005252	1074.1284029999999	1235.411801
59	63	fused_attention	2030601.8321397018	2105613.6518305661	1764.368211	7782.7629440000001	64390.560132864164	1074.1284029999999	1235.411801
60	63	gemm	2106849.0636315662	2122026.0879932931	1764.368211	3090.9534960000001	9247.5742517267354	1074.1284029999999	1235.411801
61	7	rmsnorm	2123261.4997942932	2128015.0982016511	1764.368211	843.63354040000002	1071.4682529577985	1074.1284029999999	1235.411801
62	127	swiglu_gemm	2129250.5100026513	2209128.863997086	1764.368211	4569.3484520000002	72470.508928434458	1074.1284029999999	1235.411801
63	63	gemm	2210364.2757980861	2253284.0229149936	1764.368211	3090.9534960000001	36990.297006907407	1074.1284029999999	1235.411801
64	7	rmsnorm	2254519.4347159937	2259273.0331233516	1764.368211	843.63354040000002	1071.4682529577985	1074.1284029999999	1235.411801
65	95	gemm	2260508.4449243518	2279826.5451023574	1764.368211	2788.1533880000002	13691.450176005252	1074.1284029999999	1235.411801
66	63	fused_attention	2281061.9569033575	2356073.7765942216	1764.368211	7782.7629440000001	64390.560132863931	1074.1284029999999	1235.411801
67	63	gemm	2357309.1883952217	2372486.2127569485	1764.368211	3090.9534960000001	9247.5742517267354	1074.1284029999999	1235.411801
68	7	rmsnorm	2373721.6245579487	2378475.2229653066	1764.368211	843.63354040000002	1071.4682529577985	1074.1284029999999	1235.411801
69	127	swiglu_gemm	2379710.6347663067	2459588.9887607414	1764.368211	4569.3484520000002	72470.508928434458	1074.1284029999999	1235.411801
70	63	gemm	2460824.4005617416	2503744.1476786491	1764.368211	3090.9534960000001	36990.297006907407	1074.1284029999999	1235.411801
71	7	rmsnorm	2504979.5594796492	2509733.1578870071	1764.368211	843.63354040000002	1071.4682529577985	1074.1284029999999	1235.411801
72	95	gemm	2510968.5696880072	2530286.6698660129	1764.368211	2788.1533880000002	13691.450176005252	1074.1284029999999	1235.411801
73	63	fused_attention	2531522.081667013	2606533.9013578771	1764.368211	7782.7629440000001	64390.560132863931	1074.1284029999999	1235.411801
74	63	gemm	2607769.3131588772	2622946.337520604	1764.368211	3090.9534960000001	9247.5742517267354	1074.1284029999999	1235.411801
75	7	rmsnorm	2624181.7493216041	2628935.3477289621	1764.368211	843.63354040000002	1071.4682529577985	1074.1284029999999	1235.411801
76	127	swiglu_gemm	2630170.7595299622	2710049.1135243969	1764.368211	4569.3484520000002	72470.508928434458	1074.1284029999999	1235.411801
77	63	gemm	2711284.525325397	2754204.2724423045	1764.368211	3090.9534960000001	36990.297006907407	1074.1284029999999	1235.411801
78	7	rmsnorm	2755439.6842433047	2760193.2826506626	1764.368211	843.63354040000002	1071.4682529577985	1074.1284029999999	1235.411801
79	95	gemm	2761428.6944516627	2780746.7946296684	1764.368211	2788.1533880000002	13691.450176005252	1074.1284029999999	1235.411801
80	63	fused_attention	2781982.2064306685	2856994.0261215325	1764.368211	7782.7629440000001	64390.560132863931	1074.1284029999999	1235.411801
81	63	gemm	2858229.4379225327	2873406.4622842595	1764.368211	3090.9534960000001	9247.5742517267354	1074.1284029999999	1235.411801
82	7	rmsnorm	2874641.8740852596	2879395.4724926176	1764.368211	843.63354040000002	1071.4682529577985	1074.1284029999999	1235.411801
83	127	swiglu_gemm	2880630.8842936177	2960509.2382880524	1764.368211	4569.3484520000002	72470.508928434458	1074.1284029999999	1235.411801
84	63	gemm	2961744.6500890525	3004664.39720596	1764.368211	3090.9534960000001	36990.297006907407	1074.1284029999999	1235.411801
85	7	rmsnorm	3005899.8090069601	3010653.4074143181	1764.368211	843.63354040000002	1071.4682529577985	1074.1284029999999	1235.411801
86	95	gemm	3011888.8192153182	3031206.9193933238	1764.368211	2788.1533880000002	13691.450176005252	1074.1284029999999	1235.411801
87	63	fused_attention	3032442.331194324	3107454.150885188	1764.368211	7782.7629440000001	64390.560132863931	1074.1284029999999	1235.411801
88	63	gemm	3108689.5626861881	3123866.587047915	1764.368211	3090.9534960000001	9247.5742517267354	1074.1284029999999	1235.411801
89	7	rmsnorm	3125101.9988489151	3129855.597256273	1764.368211	843.63354040000002	1071.4682529577985	1074.1284029999999	1235.411801
90	127	swiglu_gemm	3131091.0090572732	3210969.3630517079	1764.368211	4569.3484520000002	72470.508928434458	1074.1284029999999	1235.411801
91	63	gemm	3212204.774852708	3255124.5219696155	1764.368211	3090.9534960000001	36990.297006907407	1074.1284029999999	1235.411801
92	7	rmsnorm	3256359.9337706156	3261113.5321779735	1764.368211	843.63354040000002	1071.4682529577985	1074.1284029999999	1235.411801
93	95	gemm	3262348.9439789737	3281667.0441569793	1764.368211	2788.1533880000002	13691.450176005252	1074.1284029999999	1235.411801
94	63	fused_attention	3282902.4559579794	3357914.2756488435	1764.368211	7782.7629440000001	64390.560132863931	1074.1284029999999	1235.411801
95	63	gemm	3359149.6874498436	3374326.7118115705	1764.368211	3090.9534960000001	9247.5742517267354	1074.1284029999999	1235.411801
96	7	rmsnorm	3375562.1236125706	3380315.7220199285	1764.368211	843.63354040000002	1071.4682529577985	1074.1284029999999	1235.411801
97	127	swiglu_gemm	3381551.1338209286	3461429.4878153633	1764.368211	4569.3484520000002	72470.508928434458	1074.1284029999999	1235.411801
98	63	gemm	3462664.8996163635	3505584.646733271	1764.368211	3090.9534960000001	36990.297006907407	1074.1284029999999	1235.411801
99	7	rmsnorm	3506820.0585342711	3511573.656941629	1764.368211	843.63354040000002	1071.4682529577985	1074.1284029999999	1235.411801
