key	grid	residency	flow_ns	simulated_ns	floor_ns	cp_ns	queue_ns	placed	affinity	home	spread_other	candidate_sum	transitions	adjacent_slots	interleaving	moved_from_home
16x32x64s16k1;16x32x128s6k1;16x128x64s5k1;16x32x128s4k1;16x32x128s4k1;16x256x64s2k1;kappa=1;residency=1;Ec=1088;Rq=4	128	1	4640530.6192403035	4640530.6192403045	4755424.6621407839	4317163.0145795234	4037395.6874603294	7437	114	7323	0	7437	6936	7309	0.94896702695307156	0
