model	mode	configs	predicted_ms	ctas_per_sm	measured_rank	band	measured_ms	best_ms	solve_ms	transitions
gqa2	uniform	1	0.0922252	6	232	23	0.241664	0.176096	19345.9	0
gqa2	per_gemm_split	1	0.0922252	6	0	23	0	0.176096	19370.4	0
gqa2	per_operator	3	0.061996	2	0	23	0	0.176096	19386.5	16113175
gqa2	per_operator_separable	3	0.061996	2	0	23	0	0.176096	19356.1	0
mha4	uniform	1	0.18445	6	145	13	0.475136	0.340992	38881.1	0
mha4	per_gemm_split	1	0.18445	6	0	13	0	0.340992	38886.1	0
mha4	per_operator	3	0.122384	2	0	13	0	0.340992	44063.8	33465825
mha4	per_operator_separable	3	0.122384	2	0	13	0	0.340992	38799.5	0
