candidate	work_lb_ns	cp_lb_ns	queue_lb_lb_ns	priority_ns
32x16x16s2split1kappa1	2895505.94219212	7139441.666899126	521238.19391896663	7139441.666899126
32x16x16s2split1kappa2	2895505.94219212	7139441.666899126	521238.19391896663	7139441.666899126
32x16x16s2split1kappa4	2895505.94219212	7139441.666899126	521238.19391896663	7139441.666899126
32x16x16s2split2kappa1	3093893.4249355779	4072325.9177526766	528110.52907582081	4072325.9177526766
32x16x16s2split2kappa2	3093893.4249355779	4072325.9177526766	528110.52907582081	4072325.9177526766
32x16x16s2split2kappa4	3093893.4249355779	4072325.9177526766	528110.52907582081	4072325.9177526766
32x16x16s2split4kappa1	3363933.9896207764	2499500.9469151963	581950.44507560355	3363933.9896207764
32x16x16s2split4kappa2	3363933.9896207764	2499500.9469151963	581950.44507560355	3363933.9896207764
32x16x16s2split4kappa4	3363933.9896207764	2499500.9469151963	581950.44507560355	3363933.9896207764
32x16x16s2split8kappa1	3904015.1189031526	1758403.0135357552	682733.97430441726	3904015.1189031526
32x16x16s2split8kappa2	3904015.1189031526	1758403.0135357552	682733.97430441726	3904015.1189031526
32x16x16s2split8kappa4	3904015.1189031526	1758403.0135357552	682733.97430441726	3904015.1189031526
32x16x16s2split16kappa1	4984177.3775569899	1478483.1509246198	895940.04166355671	4984177.3775569899
32x16x16s2split16kappa2	4984177.3775569899	1478483.1509246198	895940.04166355671	4984177.3775569899
32x16x16s2split16kappa4	4984177.3775569899	1478483.1509246198	895940.04166355671	4984177.3775569899
32x16x16s2split32kappa1	7144501.8946202137	1519781.42777624	1322352.1763818357	7144501.8946202137
32x16x16s2split32kappa2	7144501.8946202137	1519781.42777624	1322352.1763818357	7144501.8946202137
32x16x16s2split32kappa4	7144501.8946202137	1519781.42777624	1322352.1763818357	7144501.8946202137
32x16x32s2split1kappa1	1657228.2975853011	4078369.5190936918	285771.10562624299	4078369.5190936918
32x16x32s2split1kappa2	1657228.2975853011	4078369.5190936918	285771.10562624299	4078369.5190936918
32x16x32s2split1kappa4	1657228.2975853011	4078369.5190936918	285771.10562624299	4078369.5190936918
32x16x32s2split2kappa1	1855615.7803375346	2541789.8438499747	301699.86725589423	2541789.8438499747
32x16x32s2split2kappa2	1855615.7803375346	2541789.8438499747	301699.86725589423	2541789.8438499747
32x16x32s2split2kappa4	1855615.7803375346	2541789.8438499747	301699.86725589423	2541789.8438499747
32x16x32s2split4kappa1	2125656.3450068501	1734232.9099638413	355539.78325567697	2125656.3450068501
32x16x32s2split4kappa2	2125656.3450068501	1734232.9099638413	355539.78325567697	2125656.3450068501
32x16x32s2split4kappa4	2125656.3450068501	1734232.9099638413	355539.78325567697	2125656.3450068501
32x16x32s2split8kappa1	2665737.4743551468	1375768.9950600793	458587.41910268995	2665737.4743551468
32x16x32s2split8kappa2	2665737.4743551468	1375768.9950600793	458587.41910268995	2665737.4743551468
32x16x32s2split8kappa4	2665737.4743551468	1375768.9950600793	458587.41910268995	2665737.4743551468
32x16x32s2split16kappa1	3745899.7330377493	1287166.141686785	671793.48646182951	3745899.7330377493
32x16x32s2split16kappa2	3745899.7330377493	1287166.141686785	671793.48646182951	3745899.7330377493
32x16x32s2split16kappa4	3745899.7330377493	1287166.141686785	671793.48646182951	3745899.7330377493
32x16x32s2split32kappa1	5906224.2502140542	1424122.9231573187	1098205.6211801085	5906224.2502140542
32x16x32s2split32kappa2	5906224.2502140542	1424122.9231573187	1098205.6211801085	5906224.2502140542
32x16x32s2split32kappa4	5906224.2502140542	1424122.9231573187	1098205.6211801085	5906224.2502140542
32x16x64s2split1kappa1	1394522.9351424337	3428951.2956743999	235815.85767091255	3428951.2956743999
32x16x64s2split1kappa2	1394522.9351424337	3428951.2956743999	235815.85767091255	3428951.2956743999
32x16x64s2split1kappa4	1394522.9351424337	3428951.2956743999	235815.85767091255	3428951.2956743999
32x16x64s2split2kappa1	1592910.4178903832	2217080.7321403255	253665.9749911534	2217080.7321403255
32x16x64s2split2kappa2	1592910.4178903832	2217080.7321403255	253665.9749911534	2217080.7321403255
32x16x64s2split2kappa4	1592910.4178903832	2217080.7321403255	253665.9749911534	2217080.7321403255
32x16x64s2split4kappa1	1862950.9825492112	1571878.3541090179	307505.89099093614	1862950.9825492112
32x16x64s2split4kappa2	1862950.9825492112	1571878.3541090179	307505.89099093614	1862950.9825492112
32x16x64s2split4kappa4	1862950.9825492112	1571878.3541090179	307505.89099093614	1862950.9825492112
32x16x64s2split8kappa1	2403032.1118593323	1294591.7171326643	411033.86576059653	2403032.1118593323
32x16x64s2split8kappa2	2403032.1118593323	1294591.7171326643	411033.86576059653	2403032.1118593323
32x16x64s2split8kappa4	2403032.1118593323	1294591.7171326643	411033.86576059653	2403032.1118593323
32x16x64s2split16kappa1	3483194.370628282	1246577.5027230778	624239.93311973615	3483194.370628282
32x16x64s2split16kappa2	3483194.370628282	1246577.5027230778	624239.93311973615	3483194.370628282
32x16x64s2split16kappa4	3483194.370628282	1246577.5027230778	624239.93311973615	3483194.370628282
32x16x64s2split32kappa1	5643518.8875180809	1403828.6036754649	1050652.0678380153	5643518.8875180809
