model	variant	arm	seq	past	round	pass	l1_ms	l2_ms
gqa2	load_lines	full	4	3	0	1	0.331040	0.372576
gqa2	cluster	full	4	3	0	1	0.334368	0.397120
gqa2	cluster	full	4	3	1	1	0.333696	0.397920
gqa2	load_lines	full	4	3	1	1	0.330688	0.372736
gqa2	load_lines	full	4	3	2	1	0.333088	0.374784
gqa2	cluster	full	4	3	2	1	0.331456	0.395808
gqa2	cluster	full	4	3	3	1	0.334464	0.395456
gqa2	load_lines	full	4	3	3	1	0.332416	0.372384
gqa2	load_lines	full	4	3	4	1	0.332768	0.373248
gqa2	cluster	full	4	3	4	1	0.331744	0.395584
gqa2	cluster	full	4	3	5	1	0.331776	0.396544
gqa2	load_lines	full	4	3	5	1	0.332576	0.372768
gqa2	load_lines	full	4	3	6	1	0.333280	0.372384
gqa2	cluster	full	4	3	6	1	0.334656	0.403968
gqa2	cluster	full	4	3	7	1	0.335168	0.396192
gqa2	load_lines	full	4	3	7	1	0.332160	0.369952
gqa2	load_lines	full	4	3	8	1	0.332480	0.376032
gqa2	cluster	full	4	3	8	1	0.333952	0.403008
gqa2	cluster	full	4	3	9	1	0.333664	0.396416
gqa2	load_lines	full	4	3	9	1	0.332160	0.373504
gqa2	load_lines	full	4	3	10	1	0.332832	0.374176
gqa2	cluster	full	4	3	10	1	0.334784	0.398208
gqa2	cluster	full	4	3	11	1	0.333024	0.395968
gqa2	load_lines	full	4	3	11	1	0.331616	0.373408
gqa2	load_lines	full	4	3	12	1	0.332384	0.373120
gqa2	cluster	full	4	3	12	1	0.332448	0.395936
gqa2	cluster	full	4	3	13	1	0.343616	0.397536
gqa2	load_lines	full	4	3	13	1	0.332512	0.371488
gqa2	load_lines	full	4	3	14	1	0.334080	0.371328
gqa2	cluster	full	4	3	14	1	0.332320	0.396160
gqa2	cluster	full	4	3	15	1	0.332704	0.397312
gqa2	load_lines	full	4	3	15	1	0.331008	0.371680
gqa2	load_lines	full	4	3	16	1	0.334080	0.372192
gqa2	cluster	full	4	3	16	1	0.331872	0.398208
gqa2	cluster	full	4	3	17	1	0.332544	0.398112
gqa2	load_lines	full	4	3	17	1	0.333344	0.373568
gqa2	load_lines	full	4	3	18	1	0.332160	0.373920
gqa2	cluster	full	4	3	18	1	0.332672	0.396000
gqa2	cluster	full	4	3	19	1	0.332832	0.396000
gqa2	load_lines	full	4	3	19	1	0.331136	0.372704
gqa2	load_lines	full	4	3	20	1	0.331552	0.373600
gqa2	cluster	full	4	3	20	1	0.333952	0.395264
gqa2	cluster	full	4	3	21	1	0.334592	0.396992
gqa2	load_lines	full	4	3	21	1	0.332896	0.373504
gqa2	load_lines	full	4	3	22	1	0.332032	0.374592
gqa2	cluster	full	4	3	22	1	0.336416	0.396384
gqa2	cluster	full	4	3	23	1	0.332544	0.395456
gqa2	load_lines	full	4	3	23	1	0.333376	0.373856
gqa2	load_lines	full	4	3	24	1	0.331360	0.373344
gqa2	cluster	full	4	3	24	1	0.333088	0.395296
gqa2	cluster	full	4	3	25	1	0.332672	0.394752
gqa2	load_lines	full	4	3	25	1	0.331808	0.371744
gqa2	load_lines	full	4	3	26	1	0.333408	0.372256
gqa2	cluster	full	4	3	26	1	0.332064	0.397536
gqa2	cluster	full	4	3	27	1	0.332064	0.397120
gqa2	load_lines	full	4	3	27	1	0.331904	0.373248
gqa2	load_lines	full	4	3	28	1	0.332032	0.372000
gqa2	cluster	full	4	3	28	1	0.332768	0.396320
gqa2	cluster	full	4	3	29	1	0.332960	0.398112
gqa2	load_lines	full	4	3	29	1	0.330944	0.372736
gqa2	load_lines	full	4	3	30	1	0.333440	0.372896
gqa2	cluster	full	4	3	30	1	0.331936	0.395680
gqa2	cluster	full	4	3	31	1	0.331072	0.395712
gqa2	load_lines	full	4	3	31	1	0.333408	0.373120
gqa2	load_lines	full	4	3	32	1	0.333184	0.370528
gqa2	cluster	full	4	3	32	1	0.334336	0.395936
gqa2	cluster	full	4	3	33	1	0.331360	0.395648
gqa2	load_lines	full	4	3	33	1	0.332768	0.372480
gqa2	load_lines	full	4	3	34	1	0.331328	0.372896
gqa2	cluster	full	4	3	34	1	0.332064	0.397888
gqa2	cluster	full	4	3	35	1	0.332000	0.395392
gqa2	load_lines	full	4	3	35	1	0.331424	0.372736
gqa2	load_lines	full	4	3	36	1	0.331360	0.373248
gqa2	cluster	full	4	3	36	1	0.334400	0.395840
gqa2	cluster	full	4	3	37	1	0.332000	0.395840
gqa2	load_lines	full	4	3	37	1	0.331264	0.374720
gqa2	load_lines	full	4	3	38	1	0.332576	0.372640
gqa2	cluster	full	4	3	38	1	0.330944	0.396256
gqa2	cluster	full	4	3	39	1	0.333984	0.395872
gqa2	load_lines	full	4	3	39	1	0.333792	0.371360
gqa2	load_lines	full	4	3	40	1	0.331840	0.371104
gqa2	cluster	full	4	3	40	1	0.333792	0.397696
gqa2	cluster	full	4	3	41	1	0.331520	0.396160
gqa2	load_lines	full	4	3	41	1	0.330752	0.373248
gqa2	load_lines	full	4	3	42	1	0.331520	0.370784
gqa2	cluster	full	4	3	42	1	0.334272	0.397376
gqa2	cluster	full	4	3	43	1	0.333984	0.397504
gqa2	load_lines	full	4	3	43	1	0.331168	0.372864
gqa2	load_lines	full	4	3	44	1	0.332704	0.373312
gqa2	cluster	full	4	3	44	1	0.333408	0.396128
gqa2	cluster	full	4	3	45	1	0.334048	0.395328
gqa2	load_lines	full	4	3	45	1	0.333152	0.370944
gqa2	load_lines	full	4	3	46	1	0.331360	0.373664
gqa2	cluster	full	4	3	46	1	0.331872	0.395424
gqa2	cluster	full	4	3	47	1	0.332704	0.395840
gqa2	load_lines	full	4	3	47	1	0.333792	0.372608
gqa2	load_lines	full	4	3	48	1	0.331680	0.372096
gqa2	cluster	full	4	3	48	1	0.333824	0.397120
gqa2	cluster	full	4	3	49	1	0.332896	0.395936
gqa2	load_lines	full	4	3	49	1	0.330784	0.371488
gqa2	load_lines	full	128	3	0	1	0.604160	0.682464
gqa2	cluster	full	128	3	0	1	0.608896	0.725696
gqa2	cluster	full	128	3	1	1	0.605952	0.725216
gqa2	load_lines	full	128	3	1	1	0.604064	0.682400
gqa2	load_lines	full	128	3	2	1	0.607424	0.680544
gqa2	cluster	full	128	3	2	1	0.608480	0.725792
gqa2	cluster	full	128	3	3	1	0.607712	0.724832
gqa2	load_lines	full	128	3	3	1	0.603648	0.680224
gqa2	load_lines	full	128	3	4	1	0.603232	0.680640
gqa2	cluster	full	128	3	4	1	0.608864	0.725984
gqa2	cluster	full	128	3	5	1	0.606336	0.725664
gqa2	load_lines	full	128	3	5	1	0.605856	0.680512
gqa2	load_lines	full	128	3	6	1	0.605504	0.680864
gqa2	cluster	full	128	3	6	1	0.606624	0.725248
gqa2	cluster	full	128	3	7	1	0.608608	0.726496
gqa2	load_lines	full	128	3	7	1	0.605088	0.682592
gqa2	load_lines	full	128	3	8	1	0.603744	0.679776
gqa2	cluster	full	128	3	8	1	0.606720	0.725664
gqa2	cluster	full	128	3	9	1	0.608352	0.725568
gqa2	load_lines	full	128	3	9	1	0.605376	0.682176
gqa2	load_lines	full	128	3	10	1	0.605376	0.681856
gqa2	cluster	full	128	3	10	1	0.609056	0.725888
gqa2	cluster	full	128	3	11	1	0.609056	0.726368
gqa2	load_lines	full	128	3	11	1	0.605120	0.680384
gqa2	load_lines	full	128	3	12	1	0.603328	0.681920
gqa2	cluster	full	128	3	12	1	0.607328	0.727424
gqa2	cluster	full	128	3	13	1	0.608672	0.728448
gqa2	load_lines	full	128	3	13	1	0.608096	0.681056
gqa2	load_lines	full	128	3	14	1	0.607552	0.680384
gqa2	cluster	full	128	3	14	1	0.610624	0.728864
gqa2	cluster	full	128	3	15	1	0.607872	0.726368
gqa2	load_lines	full	128	3	15	1	0.605824	0.681120
gqa2	load_lines	full	128	3	16	1	0.605280	0.682496
gqa2	cluster	full	128	3	16	1	0.608224	0.725376
gqa2	cluster	full	128	3	17	1	0.606688	0.726016
gqa2	load_lines	full	128	3	17	1	0.605152	0.680832
gqa2	load_lines	full	128	3	18	1	0.604800	0.683200
gqa2	cluster	full	128	3	18	1	0.608384	0.728384
gqa2	cluster	full	128	3	19	1	0.608800	0.723840
gqa2	load_lines	full	128	3	19	1	0.606624	0.683744
gqa2	load_lines	full	128	3	20	1	0.605792	0.680992
gqa2	cluster	full	128	3	20	1	0.607680	0.726272
gqa2	cluster	full	128	3	21	1	0.609376	0.726080
gqa2	load_lines	full	128	3	21	1	0.604064	0.682272
gqa2	load_lines	full	128	3	22	1	0.606784	0.683008
gqa2	cluster	full	128	3	22	1	0.606528	0.726144
