model	variant	arm	seq	past	round	pass	l1_ms	l2_ms
gqa2	load_lines	full	4	3	0	1	0.330848	0.371072
gqa2	load_lines	nowait	4	3	0	0	0.334048	0.349344
gqa2	load_lines	neither	4	3	0	0	0.333056	0.301216
gqa2	load_lines	l1nosync	4	3	0	0	0.297696	0.373216
gqa2	cluster	full	4	3	0	1	0.332192	0.395264
gqa2	cluster	nowait	4	3	0	0	0.333952	0.370912
gqa2	cluster	neither	4	3	0	0	0.332960	0.290496
gqa2	cluster	l1nosync	4	3	0	0	0.299712	0.395904
gqa2	load_lines	nowait	4	3	1	0	0.333408	0.348352
gqa2	load_lines	neither	4	3	1	0	0.331264	0.296736
gqa2	load_lines	l1nosync	4	3	1	0	0.298272	0.372352
gqa2	cluster	full	4	3	1	1	0.331616	0.396896
gqa2	cluster	nowait	4	3	1	0	0.333856	0.372864
gqa2	cluster	neither	4	3	1	0	0.333568	0.290752
gqa2	cluster	l1nosync	4	3	1	0	0.299008	0.395232
gqa2	load_lines	full	4	3	1	1	0.332608	0.373088
gqa2	load_lines	neither	4	3	2	0	0.330784	0.300128
gqa2	load_lines	l1nosync	4	3	2	0	0.298784	0.372704
gqa2	cluster	full	4	3	2	1	0.331328	0.398464
gqa2	cluster	nowait	4	3	2	0	0.333120	0.370592
gqa2	cluster	neither	4	3	2	0	0.333184	0.291616
gqa2	cluster	l1nosync	4	3	2	0	0.298592	0.395328
gqa2	load_lines	full	4	3	2	1	0.331712	0.371552
gqa2	load_lines	nowait	4	3	2	0	0.330720	0.350880
gqa2	load_lines	l1nosync	4	3	3	0	0.297952	0.372896
gqa2	cluster	full	4	3	3	1	0.333920	0.395072
gqa2	cluster	nowait	4	3	3	0	0.332352	0.371200
gqa2	cluster	neither	4	3	3	0	0.333472	0.290688
gqa2	cluster	l1nosync	4	3	3	0	0.298016	0.395776
gqa2	load_lines	full	4	3	3	1	0.331136	0.372832
gqa2	load_lines	nowait	4	3	3	0	0.331104	0.348224
gqa2	load_lines	neither	4	3	3	0	0.330720	0.301184
gqa2	cluster	full	4	3	4	1	0.333504	0.395808
gqa2	cluster	nowait	4	3	4	0	0.331360	0.372352
gqa2	cluster	neither	4	3	4	0	0.332224	0.291168
gqa2	cluster	l1nosync	4	3	4	0	0.299488	0.395328
gqa2	load_lines	full	4	3	4	1	0.330816	0.369920
gqa2	load_lines	nowait	4	3	4	0	0.331712	0.348384
gqa2	load_lines	neither	4	3	4	0	0.332768	0.296704
gqa2	load_lines	l1nosync	4	3	4	0	0.298048	0.372832
gqa2	cluster	nowait	4	3	5	0	0.332992	0.373408
gqa2	cluster	neither	4	3	5	0	0.331840	0.291744
gqa2	cluster	l1nosync	4	3	5	0	0.301344	0.396160
gqa2	load_lines	full	4	3	5	1	0.332384	0.373664
gqa2	load_lines	nowait	4	3	5	0	0.331712	0.350336
gqa2	load_lines	neither	4	3	5	0	0.332448	0.302496
gqa2	load_lines	l1nosync	4	3	5	0	0.300416	0.375904
gqa2	cluster	full	4	3	5	1	0.333472	0.396160
gqa2	cluster	neither	4	3	6	0	0.334624	0.291424
gqa2	cluster	l1nosync	4	3	6	0	0.299328	0.396256
gqa2	load_lines	full	4	3	6	1	0.333376	0.371456
gqa2	load_lines	nowait	4	3	6	0	0.330688	0.349824
gqa2	load_lines	neither	4	3	6	0	0.339072	0.299936
gqa2	load_lines	l1nosync	4	3	6	0	0.298240	0.372704
gqa2	cluster	full	4	3	6	1	0.331904	0.395232
gqa2	cluster	nowait	4	3	6	0	0.343904	0.372896
gqa2	cluster	l1nosync	4	3	7	0	0.300896	0.404096
gqa2	load_lines	full	4	3	7	1	0.330688	0.372512
gqa2	load_lines	nowait	4	3	7	0	0.333344	0.348608
gqa2	load_lines	neither	4	3	7	0	0.331296	0.297152
gqa2	load_lines	l1nosync	4	3	7	0	0.298528	0.372768
gqa2	cluster	full	4	3	7	1	0.332096	0.395520
gqa2	cluster	nowait	4	3	7	0	0.333536	0.372512
gqa2	cluster	neither	4	3	7	0	0.332064	0.290848
gqa2	load_lines	full	4	3	8	1	0.333216	0.372032
gqa2	load_lines	nowait	4	3	8	0	0.331200	0.348416
gqa2	load_lines	neither	4	3	8	0	0.331232	0.297760
gqa2	load_lines	l1nosync	4	3	8	0	0.297856	0.373152
gqa2	cluster	full	4	3	8	1	0.331680	0.395488
gqa2	cluster	nowait	4	3	8	0	0.333728	0.371424
gqa2	cluster	neither	4	3	8	0	0.332640	0.292672
gqa2	cluster	l1nosync	4	3	8	0	0.299616	0.395904
gqa2	load_lines	nowait	4	3	9	0	0.333056	0.348416
gqa2	load_lines	neither	4	3	9	0	0.331968	0.301504
gqa2	load_lines	l1nosync	4	3	9	0	0.298144	0.372512
gqa2	cluster	full	4	3	9	1	0.331296	0.395424
gqa2	cluster	nowait	4	3	9	0	0.333888	0.371552
gqa2	cluster	neither	4	3	9	0	0.331520	0.291840
gqa2	cluster	l1nosync	4	3	9	0	0.299008	0.395232
gqa2	load_lines	full	4	3	9	1	0.332928	0.371296
gqa2	load_lines	neither	4	3	10	0	0.333376	0.301504
gqa2	load_lines	l1nosync	4	3	10	0	0.298240	0.372864
