slot	kind	tile_m	tile_n	tile_k	split_k	operand_bytes	run_begin_ns	run_begin_cycles	setup_end_ns	setup_end_cycles	first_operand_ready_ns	first_operand_ready_cycles	mainloop_end_ns	mainloop_end_cycles	epilogue_end_ns	epilogue_end_cycles	run_end_ns	run_end_cycles	loop_begin_cycles	loop_end_cycles	operand_wait_cycles	k_iterations
0	1	0	0	0	1	0	1789821671674941440	7778121614672	1789821671674942464	7778121616892	1789821671674942464	7778121616892	1789821671674950656	7778121640238	1789821671674958848	7778121662219	1789821671674958848	7778121662336	0	0	0	0
1	0	32	16	16	1	1536	1789821671674960896	7778121667045	1789821671674961920	7778121670259	1789821671674961920	7778121671237	1789821671675032576	7778121866208	1789821671675033600	7778121867783	1789821671675033600	7778121868039	7778121671347	7778121866104	122977	256
2	2	0	0	0	1	0	1789821671675043840	7778121896390	1789821671675043840	7778121898166	1789821671675043840	7778121898166	1789821671675044864	7778121900474	1789821671675044864	7778121900504	1789821671675044864	7778121900620	0	0	0	0
3	2	0	0	0	1	0	1789821671675114496	7778122094030	1789821671675115520	7778122095620	1789821671675115520	7778122095620	1789821671675116544	7778122097582	1789821671675116544	7778122097612	1789821671675116544	7778122098083	0	0	0	0
4	5	0	0	0	1	0	1789821671675118592	7778122105413	1789821671675119616	7778122108195	1789821671675119616	7778122108195	1789821671675124736	7778122120517	1789821671675124736	7778122120548	1789821671675124736	7778122120665	0	0	0	0
5	0	32	16	16	1	1536	1789821671675126784	7778122126727	1789821671675127808	7778122128852	1789821671675127808	7778122130413	1789821671675202560	7778122335131	1789821671675203584	7778122337744	1789821671675203584	7778122337876	7778122130686	7778122335022	128918	256
6	1	0	0	0	1	0	1789821671675207680	7778122349559	1789821671675207680	7778122350889	1789821671675207680	7778122350889	1789821671675211776	7778122362760	1789821671675219968	7778122384534	1789821671675219968	7778122384650	0	0	0	0
7	0	32	16	16	1	1536	1789821671675222016	7778122389058	1789821671675223040	7778122391810	1789821671675223040	7778122392706	1789821671675283456	7778122560707	1789821671675284480	7778122562235	1789821671675284480	7778122562503	7778122392738	7778122560610	107994	256
8	0	32	16	16	1	1536	1789821671675285504	7778122565717	1789821671675286528	7778122568254	1789821671675286528	7778122569346	1789821671675347968	7778122739330	1789821671675348992	7778122740890	1789821671675348992	7778122741131	7778122569356	7778122739236	108227	256
9	0	32	16	16	1	1536	1789821671675350016	7778122744460	1789821671675351040	7778122746602	1789821671675351040	7778122747474	1789821671675413504	7778122918310	1789821671675413504	7778122920136	1789821671675413504	7778122920281	7778122747484	7778122918214	109691	256
10	0	32	16	16	1	1536	1789821671675414528	7778122923236	1789821671675415552	7778122924960	1789821671675415552	7778122925964	1789821671675476992	7778123094376	1789821671675476992	7778123095879	1789821671675476992	7778123096148	7778122925998	7778123094280	109834	256
11	0	32	16	16	1	1536	1789821671675479040	7778123099403	1789821671675479040	7778123101374	1789821671675480064	7778123102308	1789821671675540480	7778123269670	1789821671675540480	7778123271168	1789821671675540480	7778123271396	7778123102319	7778123269583	108476	256
12	0	32	16	16	1	1536	1789821671675541504	7778123274550	1789821671675542528	7778123276301	1789821671675542528	7778123277368	1789821671675604992	7778123449450	1789821671675606016	7778123451226	1789821671675606016	7778123451346	7778123277382	7778123449330	110831	256
13	0	32	16	16	1	1536	1789821671675607040	7778123454466	1789821671675608064	7778123456385	1789821671675608064	7778123457409	1789821671675668480	7778123623829	1789821671675668480	7778123625374	1789821671675668480	7778123625585	7778123457492	7778123623728	108023	256
14	4	0	0	0	1	0	1789821671675678720	7778123655013	1789821671675679744	7778123656349	1789821671675679744	7778123656349	1789821671675726848	7778123785930	1789821671675726848	7778123785960	1789821671675726848	7778123786076	0	0	0	0
15	0	32	16	16	1	1536	1789821671675727872	7778123791014	1789821671675728896	7778123793118	1789821671675729920	7778123795401	1789821671675954176	7778124414446	1789821671675955200	7778124416849	1789821671675955200	7778124416977	7778123795411	7778124414347	405091	896
16	1	0	0	0	1	0	1789821671675959296	7778124430493	1789821671675960320	7778124432144	1789821671675960320	7778124432144	1789821671675964416	7778124443762	1789821671675972608	7778124465631	1789821671675972608	7778124465748	0	0	0	0
17	0	32	16	16	1	1536	1789821671675973632	7778124470669	1789821671675975680	7778124474018	1789821671675975680	7778124474903	1789821671676037120	7778124642998	1789821671676037120	7778124644476	1789821671676037120	7778124644742	7778124474945	7778124642899	109712	256
18	2	0	0	0	1	0	1789821671676040192	7778124652596	1789821671676041216	7778124654278	1789821671676041216	7778124654278	1789821671676041216	7778124656689	1789821671676041216	7778124656719	1789821671676041216	7778124656835	0	0	0	0
19	2	0	0	0	1	0	1789821671676109824	7778124846676	1789821671676110848	7778124847902	1789821671676110848	7778124847902	1789821671676111872	7778124850346	1789821671676111872	7778124850376	1789821671676111872	7778124850492	0	0	0	0
20	5	0	0	0	1	0	1789821671676113920	7778124858089	1789821671676114944	7778124860843	1789821671676114944	7778124860843	1789821671676120064	7778124874204	1789821671676120064	7778124874234	1789821671676120064	7778124874359	0	0	0	0
21	0	32	16	16	1	1536	1789821671676122112	7778124880494	1789821671676123136	7778124882332	1789821671676123136	7778124883798	1789821671676183552	7778125050179	1789821671676184576	7778125052376	1789821671676184576	7778125052498	7778124883850	7778125050085	108046	256
22	1	0	0	0	1	0	1789821671676188672	7778125062720	1789821671676188672	7778125064324	1789821671676188672	7778125064324	1789821671676193792	7778125076818	1789821671676200960	7778125097834	1789821671676200960	7778125098115	0	0	0	0
23	0	32	16	16	1	1536	1789821671676203008	7778125103385	1789821671676204032	7778125105557	1789821671676204032	7778125106732	1789821671676266496	7778125277609	1789821671676266496	7778125279428	1789821671676266496	7778125279728	7778125106964	7778125277491	108960	256
24	0	32	16	16	1	1536	1789821671676267520	7778125282826	1789821671676268544	7778125285255	1789821671676269568	7778125286492	1789821671676328960	7778125453571	1789821671676329984	7778125455621	1789821671676329984	7778125455737	7778125286502	7778125453470	108455	256
25	0	32	16	16	1	1536	1789821671676331008	7778125459040	1789821671676332032	7778125460896	1789821671676332032	7778125461874	1789821671676394496	7778125632891	1789821671676394496	7778125634697	1789821671676394496	7778125634964	7778125461884	7778125632798	107897	256
26	0	32	16	16	1	1536	1789821671676395520	7778125638080	1789821671676396544	7778125640400	1789821671676397568	7778125641276	1789821671676459008	7778125811958	1789821671676460032	7778125813958	1789821671676460032	7778125814078	7778125641294	7778125811858	109732	256
27	0	32	16	16	1	1536	1789821671676461056	7778125817315	1789821671676462080	7778125819553	1789821671676462080	7778125820382	1789821671676523520	7778125989200	1789821671676523520	7778125990735	1789821671676523520	7778125991001	7778125820392	7778125989068	108502	256
28	0	32	16	16	1	1536	1789821671676524544	7778125994049	1789821671676525568	7778125995882	1789821671676525568	7778125996804	1789821671676588032	7778126168093	1789821671676588032	7778126169644	1789821671676588032	7778126169883	7778125996997	7778126167976	110021	256
29	0	32	16	16	1	1536	1789821671676589056	7778126172920	1789821671676590080	7778126174896	1789821671676590080	7778126175771	1789821671676650496	7778126343099	1789821671676651520	7778126344631	1789821671676651520	7778126344871	7778126175781	7778126342975	106304	256
30	4	0	0	0	1	0	1789821671676661760	7778126372819	1789821671676661760	7778126374132	1789821671676661760	7778126374132	1789821671676708864	7778126503022	1789821671676708864	7778126503055	1789821671676708864	7778126503171	0	0	0	0
31	0	32	16	16	1	1536	1789821671676709888	7778126508360	1789821671676710912	7778126510184	1789821671676711936	7778126512759	1789821671676938240	7778127138072	1789821671676939264	7778127140225	1789821671676939264	7778127140345	7778126512769	7778127137976	408055	896
