cell	arm	control_ratio	control_ci_lo	control_ci_hi	champion_ratio	champion_ci_lo	champion_ci_hi	l2_ms	l2_l1_ratio	predicted_top1_rank	top3_cp_ns	top3_queue_lb_ns	top3_floor_ns	top3_nodes	top3_node_mean_ns	top3_queue_over_cp	top3_dump	champion_cp_ns	champion_queue_lb_ns	champion_floor_ns	champion_nodes	champion_node_mean_ns	champion_queue_over_cp	champion_dump	control_cp_ns	control_queue_lb_ns	control_floor_ns	control_nodes	control_node_mean_ns	control_queue_over_cp	control_dump	measured_floor_ratio
gqa2_s4	top3	0.5057471264367817	0.5019305019305019	0.5059760956175299	1.090909090909091	1.062	1.1074986890403775	0.134144	0.7237569060773481	3	83968	81920.0	83968	28	2998.8571428571427	0.975609756097561	/root/TileMega/docs/experiments/JOINT2/bounded_search/gqa2_s4/trace/top3/dump	91136	86016.0	91136	20	4556.8	0.9438202247191011	/root/TileMega/docs/experiments/JOINT2/bounded_search/gqa2_s4/trace/champion/dump	228352	38912.0	228352	20	11417.6	0.17040358744394618	/root/TileMega/docs/experiments/JOINT2/bounded_search/gqa2_s4/trace/control/dump	1.5975609756097562
