slot	kind	tile_m	tile_n	tile_k	split_k	operand_bytes	run_begin_ns	run_begin_cycles	setup_end_ns	setup_end_cycles	first_operand_ready_ns	first_operand_ready_cycles	mainloop_end_ns	mainloop_end_cycles	epilogue_end_ns	epilogue_end_cycles	run_end_ns	run_end_cycles	loop_begin_cycles	loop_end_cycles	operand_wait_cycles	k_iterations	simt_wait_cycles	simt_barriers
0	1	0	0	0	1	0	1789794415908936704	1097048230166	1789794415908937728	1097048231483	1789794415908937728	1097048231483	1789794415908938752	1097048234299	1789794415908939776	1097048236036	1789794415908939776	1097048236166	0	0	0	0	89	8
1	0	32	16	64	1	6144	1789794415908940800	1097048240681	1789794415908941824	1097048242810	1789794415908942848	1097048243805	1789794415908945920	1097048253398	1789794415908946944	1097048254614	1789794415908946944	1097048254744	1097048243962	1097048253304	1474	8	0	0
2	2	0	0	0	1	0	1789794415908948992	1097048259819	1789794415908948992	1097048261057	1789794415908948992	1097048261057	1789794415908950016	1097048262581	1789794415908950016	1097048262611	1789794415908950016	1097048262740	0	0	0	0	0	0
3	3	0	0	0	1	0	1789794415908951040	1097048266086	1789794415908952064	1097048267201	1789794415908952064	1097048267201	1789794415908952064	1097048268131	1789794415908952064	1097048268161	1789794415908952064	1097048268290	0	0	0	0	0	0
4	5	0	0	0	1	0	1789794415908954112	1097048273436	1789794415908955136	1097048275069	1789794415908955136	1097048275069	1789794415908958208	1097048283525	1789794415908958208	1097048283555	1789794415908958208	1097048283684	0	0	0	0	52	2
5	0	32	16	64	1	6144	1789794415908960256	1097048288837	1789794415908961280	1097048290990	1789794415908961280	1097048292094	1789794415908965376	1097048301555	1789794415908966400	1097048303708	1789794415908966400	1097048303838	1097048292120	1097048301461	1836	8	0	0
6	1	0	0	0	1	0	1789794415908968448	1097048308950	1789794415908968448	1097048310193	1789794415908968448	1097048310193	1789794415908970496	1097048313100	1789794415908970496	1097048314816	1789794415908970496	1097048314947	0	0	0	0	89	8
7	0	32	16	64	1	6144	1789794415908972544	1097048319747	1789794415908973568	1097048321921	1789794415908973568	1097048323026	1789794415908977664	1097048332343	1789794415908977664	1097048333317	1789794415908978688	1097048333447	1097048323052	1097048332249	1718	8	0	0
8	4	0	0	0	1	0	1789794415908980736	1097048340142	1789794415908981760	1097048341416	1789794415908981760	1097048341416	1789794415908983808	1097048347827	1789794415908983808	1097048347857	1789794415908983808	1097048347986	0	0	0	0	0	0
9	0	32	16	64	1	6144	1789794415908985856	1097048352799	1789794415908986880	1097048354963	1789794415908986880	1097048356065	1789794415908994048	1097048374354	1789794415908995072	1097048376577	1789794415908995072	1097048376706	1097048356091	1097048374260	3300	16	0	0
10	1	0	0	0	1	0	1789794415908997120	1097048381911	1789794415908998144	1097048383159	1789794415908998144	1097048383159	1789794415908999168	1097048386069	1789794415909000192	1097048387781	1789794415909000192	1097048387911	0	0	0	0	89	8
11	0	32	16	64	1	6144	1789794415909001216	1097048392493	1789794415909002240	1097048394654	1789794415909003264	1097048395767	1789794415909006336	1097048405159	1789794415909007360	1097048406679	1789794415909007360	1097048406941	1097048395793	1097048405065	1309	8	0	0
12	2	0	0	0	1	0	1789794415909009408	1097048412176	1789794415909010432	1097048413407	1789794415909010432	1097048413407	1789794415909010432	1097048414933	1789794415909010432	1097048414963	1789794415909010432	1097048415092	0	0	0	0	0	0
