cell	kernel_span_ns	kernel_span_ms	measured_l2_ms	hop_samples	hop_p50_ns	hop_p90_ns	hop_max_ns	hop_negative_count	hop_negative_slots	workers_used	grid	busy_total_ns	busy_max_worker_ns	busy_mean_worker_ns	idle_total_ns	idle_fraction_of_worker_time	wait_total_ns	publish_total_ns	hol_reclaimable_ns	hol_fraction_of_kernel	hol_worker_p50_ns	hol_worker_p90_ns	hol_worker_max_ns	hol_workers_nonzero	dag_same_worker_edges	dag_cross_worker_edges	dag_cross_worker_fraction	cp_reconstructed_ns	cp_reconstructed_ms	cp_nodes	cp_error_vs_l2_ms	cp_chain_span_ns	cp_split_task_ns	cp_split_wait_ns	cp_split_prerun_barrier_ns	cp_split_publish_ns	cp_split_gap_ns	cp_with_publish_ns	cp_with_publish_ms	cp_with_publish_error	work_lb_ns	work_lb_ms	queue_lb_ns	queue_lb_ms	cp_lb_nosync_ns	cp_lb_nosync_ms	cp_lb_sync_ns	cp_lb_sync_ms	hop_p50_used_ns	run_clk_p50_cycles	run_clk_max_cycles	run_globaltimer_zero_slots	run_globaltimer_zero_fraction	model	fixture	seq	past	placement	schedule_policy	stage_count	slot_count	event_count	traced_launch	globaltimer_resolution_ns	commit	l1_ms
gqa2_s128	562048	0.562048	0.567488	3064	512	672	48992	0	none	340	340	24741344	475872	72768.65882352942	166354976	0.8705294586520557	118040768	6897280	76966272	0.40276166490280924	292928	320672	321984	256	1040	365620	0.9971635847924508	486144	0.486144	34	0.14334047592195778	561920	478464	249152	2880	54368	-222944	540608	0.540608	0.047366640351866496	72768.65882352942	0.07276865882352943	475872	0.475872	174880	0.17488	180000	0.18	512	3117	137186	0	0.0	gqa2	/root/TileMega/docs/experiments/SEQSCAN/raw/fixture/gqa2_s128_p3	128	3	0	critical_path	30	4416	3412	l2_forward_last_timed_sample		886f0dc92be727fe06a55b7c951e920923f1c59f	0.524896
gqa2_s4	363648	0.363648	0.369984	156	512	1664	36864	0	none	16	340	1401376	286592	87586.0	4416992	0.7591462073213657	3075008	310016	1112768	0.1912508799718409	19392	223392	223424	8	48	1028	0.9553903345724907	297504	0.297504	30	0.19590036325895172	363520	289824	24576	1920	48352	-1152	345888	0.345888	0.06512714063310848	4121.694117647059	0.004121694117647059	286592	0.286592	112320	0.11232	117440	0.11744	512	8984	97806	0	0.0	gqa2	/root/TileMega/docs/experiments/SEQSCAN/raw/fixture/gqa2_s4_p3	4	3	0	critical_path	30	200	188	l2_forward_last_timed_sample		886f0dc92be727fe06a55b7c951e920923f1c59f	0.333984
mha4_s128	1155712	1.155712	1.162144	6928	512	704	49184	0	none	340	340	51498240	957184	151465.41176470587	341443840	0.8689419061455571	279133536	18718016	265136000	0.674745753878027	768800	845696	848960	340	4144	1432788	0.9971160778658976	981856	0.981856	80	0.15513395930280593	1154944	965984	548160	6016	122752	-487968	1107168	1.107168	0.047305669521161005	151465.41176470587	0.15146541176470588	957184	0.957184	175552	0.175552	180672	0.180672	512	3046	137374	0	0.0	mha4	/root/TileMega/docs/experiments/SEQSCAN/raw/fixture/mha4_s128_p3	128	3	0	critical_path	60	11920	7852	l2_forward_last_timed_sample		886f0dc92be727fe06a55b7c951e920923f1c59f	1.047072
mha4_s4	741280	0.74128	0.747712	380	480	8224	37152	0	none	16	340	3154016	578816	197126.0	8706464	0.7340734944960069	6735776	846112	6646912	0.5604252104467947	558208	563232	563360	16	176	3396	0.9507278835386338	597632	0.597632	60	0.20071899340922705	741184	582752	134560	3936	102464	-82528	701120	0.70112	0.06231276213301388	9276.517647058823	0.009276517647058823	578816	0.578816	112640	0.11264	117440	0.11744	480	5867	98147	0	0.0	mha4	/root/TileMega/docs/experiments/SEQSCAN/raw/fixture/mha4_s4_p3	4	3	0	critical_path	60	512	412	l2_forward_last_timed_sample		886f0dc92be727fe06a55b7c951e920923f1c59f	0.663584
