rank	key	placement	tile_m	tile_n	tile_k	stages	split_k	kappa	residency	floor_ns	predicted_ns	source	cg
1	32x16x64s2split16kappa1r4	wavefront	32	16	64	2	16	1	4	56953.7	169097	/root/TileMega/docs/experiments/E2E_REAL/stage_kappa/gqa2_s4/forced/auto.cu.top1.cu	/root/TileMega/docs/experiments/E2E_REAL/stage_kappa/gqa2_s4/forced/auto.cu.top1.mlir
2	32x16x64s2split16kappa2r4	wavefront	32	16	64	2	16	2	4	56953.7	169097	/root/TileMega/docs/experiments/E2E_REAL/stage_kappa/gqa2_s4/forced/auto.cu.top2.cu	/root/TileMega/docs/experiments/E2E_REAL/stage_kappa/gqa2_s4/forced/auto.cu.top2.mlir
3	32x16x64s2split16kappa4r4	wavefront	32	16	64	2	16	4	4	56953.7	169097	/root/TileMega/docs/experiments/E2E_REAL/stage_kappa/gqa2_s4/forced/auto.cu.top3.cu	/root/TileMega/docs/experiments/E2E_REAL/stage_kappa/gqa2_s4/forced/auto.cu.top3.mlir
