stage	name	category	piece	tasks	fixed_ns	compute_ns	dram_bytes_per_task	no_producer_dram_bytes_per_task	dram_rate_cap_gbps	inflight_bytes_per_task
0	serving.s0	embedding	0	16	440.32091100000002	546.46407545375996	4100	4100	7.502780483045548	4100
1	serving.s1	rmsnorm	0	16	843.63354040000002	1071.4682529578999	4096	4096	3.8227917520585089	4096
2	serving.s2	gemm	0	96	2788.1533880000002	10772.36962888704	131072	131072	12.167425043466677	61440
3	serving.s3	fused_attention	0	1	7782.7629440000001	64390.560132864004	147456	147456	2.2900251169696006	16384
3	serving.s3	fused_attention	1	1	7782.7629440000001	64390.560132864004	147456	147456	2.2900251169696006	16384
3	serving.s3	fused_attention	2	1	7782.7629440000001	64390.560132864004	147456	147456	2.2900251169696006	16384
3	serving.s3	fused_attention	3	1	7782.7629440000001	64390.560132864004	147456	147456	2.2900251169696006	16384
3	serving.s3	fused_attention	4	1	7782.7629440000001	64390.560132864004	147456	147456	2.2900251169696006	16384
3	serving.s3	fused_attention	5	1	7782.7629440000001	64390.560132864004	147456	147456	2.2900251169696006	16384
3	serving.s3	fused_attention	6	1	7782.7629440000001	64390.560132864004	147456	147456	2.2900251169696006	16384
3	serving.s3	fused_attention	7	1	7782.7629440000001	64390.560132864004	147456	147456	2.2900251169696006	16384
3	serving.s3	fused_attention	8	1	7782.7629440000001	64390.560132864004	147456	147456	2.2900251169696006	16384
3	serving.s3	fused_attention	9	1	7782.7629440000001	64390.560132864004	147456	147456	2.2900251169696006	16384
3	serving.s3	fused_attention	10	1	7782.7629440000001	64390.560132864004	147456	147456	2.2900251169696006	16384
3	serving.s3	fused_attention	11	1	7782.7629440000001	64390.560132864004	147456	147456	2.2900251169696006	16384
3	serving.s3	fused_attention	12	1	7782.7629440000001	64390.560132864004	147456	147456	2.2900251169696006	16384
3	serving.s3	fused_attention	13	1	7782.7629440000001	64390.560132864004	147456	147456	2.2900251169696006	16384
3	serving.s3	fused_attention	14	1	7782.7629440000001	64390.560132864004	147456	147456	2.2900251169696006	16384
3	serving.s3	fused_attention	15	1	7782.7629440000001	64390.560132864004	147456	147456	2.2900251169696006	16384
3	serving.s3	fused_attention	16	1	7782.7629440000001	64390.560132864004	147456	147456	2.2900251169696006	16384
3	serving.s3	fused_attention	17	1	7782.7629440000001	64390.560132864004	147456	147456	2.2900251169696006	16384
3	serving.s3	fused_attention	18	1	7782.7629440000001	64390.560132864004	147456	147456	2.2900251169696006	16384
3	serving.s3	fused_attention	19	1	7782.7629440000001	64390.560132864004	147456	147456	2.2900251169696006	16384
3	serving.s3	fused_attention	20	1	7782.7629440000001	64390.560132864004	147456	147456	2.2900251169696006	16384
3	serving.s3	fused_attention	21	1	7782.7629440000001	64390.560132864004	147456	147456	2.2900251169696006	16384
3	serving.s3	fused_attention	22	1	7782.7629440000001	64390.560132864004	147456	147456	2.2900251169696006	16384
3	serving.s3	fused_attention	23	1	7782.7629440000001	64390.560132864004	147456	147456	2.2900251169696006	16384
3	serving.s3	fused_attention	24	1	7782.7629440000001	64390.560132864004	147456	147456	2.2900251169696006	16384
3	serving.s3	fused_attention	25	1	7782.7629440000001	64390.560132864004	147456	147456	2.2900251169696006	16384
3	serving.s3	fused_attention	26	1	7782.7629440000001	64390.560132864004	147456	147456	2.2900251169696006	16384
3	serving.s3	fused_attention	27	1	7782.7629440000001	64390.560132864004	147456	147456	2.2900251169696006	16384
3	serving.s3	fused_attention	28	1	7782.7629440000001	64390.560132864004	147456	147456	2.2900251169696006	16384
3	serving.s3	fused_attention	29	1	7782.7629440000001	64390.560132864004	147456	147456	2.2900251169696006	16384
3	serving.s3	fused_attention	30	1	7782.7629440000001	64390.560132864004	147456	147456	2.2900251169696006	16384
3	serving.s3	fused_attention	31	1	7782.7629440000001	64390.560132864004	147456	147456	2.2900251169696006	16384
3	serving.s3	fused_attention	32	1	7782.7629440000001	64390.560132864004	147456	147456	2.2900251169696006	16384
3	serving.s3	fused_attention	33	1	7782.7629440000001	64390.560132864004	147456	147456	2.2900251169696006	16384
3	serving.s3	fused_attention	34	1	7782.7629440000001	64390.560132864004	147456	147456	2.2900251169696006	16384
3	serving.s3	fused_attention	35	1	7782.7629440000001	64390.560132864004	147456	147456	2.2900251169696006	16384
3	serving.s3	fused_attention	36	1	7782.7629440000001	64390.560132864004	147456	147456	2.2900251169696006	16384
3	serving.s3	fused_attention	37	1	7782.7629440000001	64390.560132864004	147456	147456	2.2900251169696006	16384
3	serving.s3	fused_attention	38	1	7782.7629440000001	64390.560132864004	147456	147456	2.2900251169696006	16384
3	serving.s3	fused_attention	39	1	7782.7629440000001	64390.560132864004	147456	147456	2.2900251169696006	16384
3	serving.s3	fused_attention	40	1	7782.7629440000001	64390.560132864004	147456	147456	2.2900251169696006	16384
3	serving.s3	fused_attention	41	1	7782.7629440000001	64390.560132864004	147456	147456	2.2900251169696006	16384
3	serving.s3	fused_attention	42	1	7782.7629440000001	64390.560132864004	147456	147456	2.2900251169696006	16384
3	serving.s3	fused_attention	43	1	7782.7629440000001	64390.560132864004	147456	147456	2.2900251169696006	16384
3	serving.s3	fused_attention	44	1	7782.7629440000001	64390.560132864004	147456	147456	2.2900251169696006	16384
3	serving.s3	fused_attention	45	1	7782.7629440000001	64390.560132864004	147456	147456	2.2900251169696006	16384
3	serving.s3	fused_attention	46	1	7782.7629440000001	64390.560132864004	147456	147456	2.2900251169696006	16384
3	serving.s3	fused_attention	47	1	7782.7629440000001	64390.560132864004	147456	147456	2.2900251169696006	16384
3	serving.s3	fused_attention	48	1	7782.7629440000001	64390.560132864004	147456	147456	2.2900251169696006	16384
3	serving.s3	fused_attention	49	1	7782.7629440000001	64390.560132864004	147456	147456	2.2900251169696006	16384
3	serving.s3	fused_attention	50	1	7782.7629440000001	64390.560132864004	147456	147456	2.2900251169696006	16384
3	serving.s3	fused_attention	51	1	7782.7629440000001	64390.560132864004	147456	147456	2.2900251169696006	16384
3	serving.s3	fused_attention	52	1	7782.7629440000001	64390.560132864004	147456	147456	2.2900251169696006	16384
3	serving.s3	fused_attention	53	1	7782.7629440000001	64390.560132864004	147456	147456	2.2900251169696006	16384
3	serving.s3	fused_attention	54	1	7782.7629440000001	64390.560132864004	147456	147456	2.2900251169696006	16384
3	serving.s3	fused_attention	55	1	7782.7629440000001	64390.560132864004	147456	147456	2.2900251169696006	16384
3	serving.s3	fused_attention	56	1	7782.7629440000001	64390.560132864004	147456	147456	2.2900251169696006	16384
3	serving.s3	fused_attention	57	1	7782.7629440000001	64390.560132864004	147456	147456	2.2900251169696006	16384
3	serving.s3	fused_attention	58	1	7782.7629440000001	64390.560132864004	147456	147456	2.2900251169696006	16384
3	serving.s3	fused_attention	59	1	7782.7629440000001	64390.560132864004	147456	147456	2.2900251169696006	16384
3	serving.s3	fused_attention	60	1	7782.7629440000001	64390.560132864004	147456	147456	2.2900251169696006	16384
3	serving.s3	fused_attention	61	1	7782.7629440000001	64390.560132864004	147456	147456	2.2900251169696006	16384
3	serving.s3	fused_attention	62	1	7782.7629440000001	64390.560132864004	147456	147456	2.2900251169696006	16384
3	serving.s3	fused_attention	63	1	7782.7629440000001	64390.560132864004	147456	147456	2.2900251169696006	16384
3	serving.s3	fused_attention	64	1	7782.7629440000001	64390.560132864004	147456	147456	2.2900251169696006	16384
3	serving.s3	fused_attention	65	1	7782.7629440000001	64390.560132864004	147456	147456	2.2900251169696006	16384
