stage	task	category	start_ns	end_ns	wait_ns	fixed_ns	mainloop_ns	publication_ns	hop_ns
0	15	embedding	0	2170.4984749773676	0	440.32091100000002	656.04916097736759	1074.1284029999999	0
1	15	rmsnorm	2170.4984749773676	5159.7286713352678	0	843.63354040000002	1071.4682529579004	1074.1284029999999	0
2	95	gemm	6395.140472335268	25713.240650340475	1764.368211	2788.1533880000002	13691.450176005208	1074.1284029999999	1235.411801
3	127	fused_attention	26948.652451340473	101960.47214220448	1764.368211	7782.7629440000001	64390.560132864011	1074.1284029999999	1235.411801
4	63	gemm	103195.88394320448	118372.9083049313	1764.368211	3090.9534960000001	9247.5742517268372	1074.1284029999999	1235.411801
5	15	rmsnorm	119608.3201059313	124361.91851328919	1764.368211	843.63354040000002	1071.4682529579004	1074.1284029999999	1235.411801
6	127	swiglu_gemm	125597.33031428918	205475.68430872375	1764.368211	4569.3484520000002	72470.508928434574	1074.1284029999999	1235.411801
7	63	gemm	206711.09610972376	249630.84322663111	1764.368211	3090.9534960000001	36990.297006907349	1074.1284029999999	1235.411801
8	15	rmsnorm	250866.25502763112	255619.85343498903	1764.368211	843.63354040000002	1071.4682529578859	1074.1284029999999	1235.411801
9	95	gemm	256855.26523598903	276173.36541399424	1764.368211	2788.1533880000002	13691.450176005193	1074.1284029999999	1235.411801
10	127	fused_attention	277408.77721499425	352420.59690585826	1764.368211	7782.7629440000001	64390.56013286399	1074.1284029999999	1235.411801
11	63	gemm	353656.00870685827	368833.03306858509	1764.368211	3090.9534960000001	9247.5742517268518	1074.1284029999999	1235.411801
12	15	rmsnorm	370068.4448695851	374822.04327694303	1764.368211	843.63354040000002	1071.468252957915	1074.1284029999999	1235.411801
13	127	swiglu_gemm	376057.45507794304	455935.80907237763	1764.368211	4569.3484520000002	72470.508928434574	1074.1284029999999	1235.411801
14	63	gemm	457171.22087337764	500090.96799028496	1764.368211	3090.9534960000001	36990.297006907349	1074.1284029999999	1235.411801
15	15	rmsnorm	501326.37979128497	506079.9781986429	1764.368211	843.63354040000002	1071.468252957915	1074.1284029999999	1235.411801
16	95	gemm	507315.38999964291	526633.49017764803	1764.368211	2788.1533880000002	13691.450176005193	1074.1284029999999	1235.411801
17	127	fused_attention	527868.90197864803	602880.72166951199	1764.368211	7782.7629440000001	64390.560132864048	1074.1284029999999	1235.411801
18	63	gemm	604116.133470512	619293.15783223882	1764.368211	3090.9534960000001	9247.5742517268518	1074.1284029999999	1235.411801
19	15	rmsnorm	620528.56963323883	625282.16804059665	1764.368211	843.63354040000002	1071.468252957915	1074.1284029999999	1235.411801
20	127	swiglu_gemm	626517.57984159666	706395.93383603112	1764.368211	4569.3484520000002	72470.508928434574	1074.1284029999999	1235.411801
