stage	name	category	tasks	first_start	last_end	wait_sum	fixed_sum	mainloop_sum	publication_sum
42	serving.s42	gemm	64	1459011.7199279915	1501931.467044899	112919.565504	197821.02374400001	2367379.0084420741	68744.217791999996
43	serving.s43	rmsnorm	16	1503166.8788458989	1507920.4772532568	28229.891376	13498.1366464	17143.492047324777	17186.054447999999
44	serving.s44	gemm	96	1509155.8890542567	1528473.9892322621	169379.348256	267662.725248	1314379.2168965042	103116.326688
45	serving.s45	fused_attention	128	1529709.401033262	1604721.2207241261	225839.13100799944	996193.6568319978	8241991.6970065832	137488.43558399982
46	serving.s46	gemm	64	1605956.632525126	1621133.6568868528	112919.565504	197821.02374400001	591844.75211051106	68744.217791999996
47	serving.s47	rmsnorm	16	1622369.0686878527	1627122.6670952106	28229.891376	13498.1366464	17143.492047324777	17186.054447999999
48	serving.s48	swiglu_gemm	128	1628358.0788962105	1708236.4328906452	225839.131008	584876.60185600002	9276225.1428396404	137488.43558399999
49	serving.s49	gemm	64	1709471.8446916451	1752391.5918085526	112919.565504	197821.02374400001	2367379.0084420741	68744.217791999996
50	serving.s50	rmsnorm	16	1753627.0036095525	1758380.6020169104	28229.891376	13498.1366464	17143.492047324777	17186.054447999999
51	serving.s51	gemm	96	1759616.0138179103	1778934.1139959157	169379.348256	267662.725248	1314379.2168965042	103116.326688
52	serving.s52	fused_attention	128	1780169.5257969156	1855181.3454877797	225839.13100799944	996193.6568319978	8241991.6970065832	137488.43558399982
53	serving.s53	gemm	64	1856416.7572887796	1871593.7816505064	112919.565504	197821.02374400001	591844.75211051106	68744.217791999996
54	serving.s54	rmsnorm	16	1872829.1934515063	1877582.7918588642	28229.891376	13498.1366464	17143.492047324777	17186.054447999999
55	serving.s55	swiglu_gemm	128	1878818.2036598641	1958696.5576542988	225839.131008	584876.60185600002	9276225.1428396404	137488.43558399999
56	serving.s56	gemm	64	1959931.9694552987	2002851.7165722062	112919.565504	197821.02374400001	2367379.0084420741	68744.217791999996
57	serving.s57	rmsnorm	16	2004087.1283732061	2008840.7267805641	28229.891376	13498.1366464	17143.492047324777	17186.054447999999
58	serving.s58	gemm	96	2010076.138581564	2029394.2387595694	169379.348256	267662.725248	1314379.2168965042	103116.326688
59	serving.s59	fused_attention	128	2030629.6505605693	2105641.4702514336	225839.13100799944	996193.6568319978	8241991.6970065907	137488.43558399982
60	serving.s60	gemm	64	2106876.8820524337	2122053.9064141605	112919.565504	197821.02374400001	591844.75211051106	68744.217791999996
61	serving.s61	rmsnorm	16	2123289.3182151606	2128042.9166225186	28229.891376	13498.1366464	17143.492047324777	17186.054447999999
62	serving.s62	swiglu_gemm	128	2129278.3284235187	2209156.6824179534	225839.131008	584876.60185600002	9276225.1428396106	137488.43558399999
63	serving.s63	gemm	64	2210392.0942189535	2253311.841335861	112919.565504	197821.02374400001	2367379.0084420741	68744.217791999996
64	serving.s64	rmsnorm	16	2254547.2531368611	2259300.8515442191	28229.891376	13498.1366464	17143.492047324777	17186.054447999999
65	serving.s65	gemm	96	2260536.2633452192	2279854.3635232248	169379.348256	267662.725248	1314379.2168965042	103116.326688
66	serving.s66	fused_attention	128	2281089.775324225	2356101.595015089	225839.13100799944	996193.6568319978	8241991.6970065832	137488.43558399982
67	serving.s67	gemm	64	2357337.0068160892	2372514.031177816	112919.565504	197821.02374400001	591844.75211051106	68744.217791999996
68	serving.s68	rmsnorm	16	2373749.4429788161	2378503.041386174	28229.891376	13498.1366464	17143.492047324777	17186.054447999999
69	serving.s69	swiglu_gemm	128	2379738.4531871742	2459616.8071816089	225839.131008	584876.60185600002	9276225.1428396106	137488.43558399999
70	serving.s70	gemm	64	2460852.218982609	2503771.9660995165	112919.565504	197821.02374400001	2367379.0084420741	68744.217791999996
71	serving.s71	rmsnorm	16	2505007.3779005166	2509760.9763078745	28229.891376	13498.1366464	17143.492047324777	17186.054447999999
72	serving.s72	gemm	96	2510996.3881088747	2530314.4882868803	169379.348256	267662.725248	1314379.2168965042	103116.326688
73	serving.s73	fused_attention	128	2531549.9000878804	2606561.7197787445	225839.13100799944	996193.6568319978	8241991.6970065832	137488.43558399982
74	serving.s74	gemm	64	2607797.1315797446	2622974.1559414715	112919.565504	197821.02374400001	591844.75211051106	68744.217791999996
75	serving.s75	rmsnorm	16	2624209.5677424716	2628963.1661498295	28229.891376	13498.1366464	17143.492047324777	17186.054447999999
76	serving.s76	swiglu_gemm	128	2630198.5779508296	2710076.9319452643	225839.131008	584876.60185600002	9276225.1428396106	137488.43558399999
77	serving.s77	gemm	64	2711312.3437462645	2754232.090863172	112919.565504	197821.02374400001	2367379.0084420741	68744.217791999996
78	serving.s78	rmsnorm	16	2755467.5026641721	2760221.10107153	28229.891376	13498.1366464	17143.492047324777	17186.054447999999
79	serving.s79	gemm	96	2761456.5128725301	2780774.6130505358	169379.348256	267662.725248	1314379.2168965042	103116.326688
80	serving.s80	fused_attention	128	2782010.0248515359	2857021.8445424	225839.13100799944	996193.6568319978	8241991.6970065832	137488.43558399982
81	serving.s81	gemm	64	2858257.2563434001	2873434.2807051269	112919.565504	197821.02374400001	591844.75211051106	68744.217791999996
82	serving.s82	rmsnorm	16	2874669.6925061271	2879423.290913485	28229.891376	13498.1366464	17143.492047324777	17186.054447999999
83	serving.s83	swiglu_gemm	128	2880658.7027144851	2960537.0567089198	225839.131008	584876.60185600002	9276225.1428396106	137488.43558399999
84	serving.s84	gemm	64	2961772.4685099199	3004692.2156268274	112919.565504	197821.02374400001	2367379.0084420741	68744.217791999996
85	serving.s85	rmsnorm	16	3005927.6274278276	3010681.2258351855	28229.891376	13498.1366464	17143.492047324777	17186.054447999999
86	serving.s86	gemm	96	3011916.6376361856	3031234.7378141913	169379.348256	267662.725248	1314379.2168965042	103116.326688
87	serving.s87	fused_attention	128	3032470.1496151914	3107481.9693060555	225839.13100799944	996193.6568319978	8241991.6970065832	137488.43558399982
88	serving.s88	gemm	64	3108717.3811070556	3123894.4054687824	112919.565504	197821.02374400001	591844.75211051106	68744.217791999996
89	serving.s89	rmsnorm	16	3125129.8172697825	3129883.4156771405	28229.891376	13498.1366464	17143.492047324777	17186.054447999999
90	serving.s90	swiglu_gemm	128	3131118.8274781406	3210997.1814725753	225839.131008	584876.60185600002	9276225.1428396106	137488.43558399999
91	serving.s91	gemm	64	3212232.5932735754	3255152.3403904829	112919.565504	197821.02374400001	2367379.0084420741	68744.217791999996
92	serving.s92	rmsnorm	16	3256387.752191483	3261141.350598841	28229.891376	13498.1366464	17143.492047324777	17186.054447999999
93	serving.s93	gemm	96	3262376.7623998411	3281694.8625778467	169379.348256	267662.725248	1314379.2168965042	103116.326688
94	serving.s94	fused_attention	128	3282930.2743788469	3357942.0940697109	225839.13100799944	996193.6568319978	8241991.6970065832	137488.43558399982
95	serving.s95	gemm	64	3359177.5058707111	3374354.5302324379	112919.565504	197821.02374400001	591844.75211051106	68744.217791999996
96	serving.s96	rmsnorm	16	3375589.942033438	3380343.5404407959	28229.891376	13498.1366464	17143.492047324777	17186.054447999999
97	serving.s97	swiglu_gemm	128	3381578.9522417961	3461457.3062362308	225839.131008	584876.60185600002	9276225.1428396106	137488.43558399999
98	serving.s98	gemm	64	3462692.7180372309	3505612.4651541384	112919.565504	197821.02374400001	2367379.0084420741	68744.217791999996
99	serving.s99	rmsnorm	16	3506847.8769551385	3511601.4753624965	28229.891376	13498.1366464	17143.492047324777	17186.054447999999
100	serving.s100	gemm	96	3512836.8871634966	3532154.9873415022	169379.348256	267662.725248	1314379.2168965042	103116.326688
101	serving.s101	fused_attention	128	3533390.3991425023	3608402.2188333664	225839.13100799944	996193.6568319978	8241991.6970065832	137488.43558399982
102	serving.s102	gemm	64	3609637.6306343665	3624814.6549960934	112919.565504	197821.02374400001	591844.75211051106	68744.217791999996
103	serving.s103	rmsnorm	16	3626050.0667970935	3630803.6652044514	28229.891376	13498.1366464	17143.492047324777	17186.054447999999
104	serving.s104	swiglu_gemm	128	3632039.0770054515	3711917.4309998862	225839.131008	584876.60185600002	9276225.1428396106	137488.43558399999
105	serving.s105	gemm	64	3713152.8428008864	3756072.5899177939	112919.565504	197821.02374400001	2367379.0084420741	68744.217791999996
106	serving.s106	rmsnorm	16	3757308.001718794	3762061.6001261519	28229.891376	13498.1366464	17143.492047324777	17186.054447999999
107	serving.s107	gemm	96	3763297.0119271521	3782615.1121051577	169379.348256	267662.725248	1314379.2168965042	103116.326688
108	serving.s108	fused_attention	128	3783850.5239061578	3858862.3435970219	225839.13100799944	996193.6568319978	8241991.6970065832	137488.43558399982
109	serving.s109	gemm	64	3860097.755398022	3875274.7797597488	112919.565504	197821.02374400001	591844.75211051106	68744.217791999996
110	serving.s110	rmsnorm	16	3876510.191560749	3881263.7899681069	28229.891376	13498.1366464	17143.492047324777	17186.054447999999
111	serving.s111	swiglu_gemm	128	3882499.201769107	3962377.5557635417	225839.131008	584876.60185600002	9276225.1428396106	137488.43558399999
112	serving.s112	gemm	64	3963612.9675645418	4006532.7146814493	112919.565504	197821.02374400001	2367379.0084420741	68744.217791999996
113	serving.s113	rmsnorm	16	4007768.1264824495	4012521.7248898074	28229.891376	13498.1366464	17143.492047324777	17186.054447999999
114	serving.s114	argmax_gemm	501	4013757.1366908075	4636352.1972722001	225839.131008	4684956.3658109996	72640851.69409582	538138.32990300003
115	serving.s115	argmax_reduce	16	4637587.6090732003	4640586.7240418009	28229.891376	10170.3861648	9585.561956807971	0
