candidate	work_lb_ns	cp_lb_ns	queue_lb_lb_ns	priority_ns
32x16x16s2split1kappa1	4375.7695827264624	129109.66891088386	21124.421163032832	129109.66891088386
32x16x16s2split1kappa2	4375.7695827264624	129109.66891088386	21124.421163032832	129109.66891088386
32x16x16s2split1kappa4	4375.7695827264624	129109.66891088386	21124.421163032832	129109.66891088386
32x16x16s2split2kappa1	5379.2246856776392	88543.167210644649	11639.00890151207	88543.167210644649
32x16x16s2split2kappa2	5379.2246856776392	88543.167210644649	11639.00890151207	88543.167210644649
32x16x16s2split2kappa4	5379.2246856776392	88543.167210644649	11639.00890151207	88543.167210644649
32x16x16s2split4kappa1	6819.2292833156635	64932.200660289687	6896.3027707516894	64932.200660289687
32x16x16s2split4kappa2	6819.2292833156635	64932.200660289687	6896.3027707516894	64932.200660289687
32x16x16s2split4kappa4	6819.2292833156635	64932.200660289687	6896.3027707516894	64932.200660289687
32x16x16s2split8kappa1	9699.2384785917657	53280.563540282572	4524.9497053714986	53280.563540282572
32x16x16s2split8kappa2	9699.2384785917657	53280.563540282572	4524.9497053714986	53280.563540282572
32x16x16s2split8kappa4	9699.2384785917657	53280.563540282572	4524.9497053714986	53280.563540282572
32x16x16s2split16kappa1	15459.256869142473	47762.437290619797	3339.2731726814036	47762.437290619797
32x16x16s2split16kappa2	15459.256869142473	47762.437290619797	3339.2731726814036	47762.437290619797
32x16x16s2split16kappa4	15459.256869142473	47762.437290619797	3339.2731726814036	47762.437290619797
32x16x16s2split32kappa1	26979.293650237072	45618.758786469982	4900.0315463276647	45618.758786469982
32x16x16s2split32kappa2	26979.293650237072	45618.758786469982	4900.0315463276647	45618.758786469982
32x16x16s2split32kappa4	26979.293650237072	45618.758786469982	4900.0315463276647	45618.758786469982
32x16x32s2split1kappa1	2677.6896190770099	83827.53654689854	12067.99469023577	83827.53654689854
32x16x32s2split1kappa2	2677.6896190770099	83827.53654689854	12067.99469023577	83827.53654689854
32x16x32s2split1kappa4	2677.6896190770099	83827.53654689854	12067.99469023577	83827.53654689854
32x16x32s2split2kappa1	3681.1447220282039	65902.101028652003	7110.7956651135391	65902.101028652003
32x16x32s2split2kappa2	3681.1447220282039	65902.101028652003	7110.7956651135391	65902.101028652003
32x16x32s2split2kappa4	3681.1447220282039	65902.101028652003	7110.7956651135391	65902.101028652003
32x16x32s2split4kappa1	5121.1493196660531	53611.667569293364	4632.1961525524239	53611.667569293364
32x16x32s2split4kappa2	5121.1493196660531	53611.667569293364	4632.1961525524239	53611.667569293364
32x16x32s2split4kappa4	5121.1493196660531	53611.667569293364	4632.1961525524239	53611.667569293364
32x16x32s2split8kappa1	8001.1585149414632	47620.29699478441	3392.8963962718663	47620.29699478441
32x16x32s2split8kappa2	8001.1585149414632	47620.29699478441	3392.8963962718663	47620.29699478441
32x16x32s2split8kappa4	8001.1585149414632	47620.29699478441	3392.8963962718663	47620.29699478441
32x16x32s2split16kappa1	13761.176905492901	44932.304017870716	2773.2465181315874	44932.304017870716
32x16x32s2split16kappa2	13761.176905492901	44932.304017870716	2773.2465181315874	44932.304017870716
32x16x32s2split16kappa4	13761.176905492901	44932.304017870716	2773.2465181315874	44932.304017870716
32x16x32s2split32kappa1	15201.18150313218	44517.782346624299	2463.421579061448	44517.782346624299
32x16x32s2split32kappa2	15201.18150313218	44517.782346624299	2463.421579061448	44517.782346624299
32x16x32s2split32kappa4	15201.18150313218	44517.782346624299	2463.421579061448	44517.782346624299
32x16x64s2split1kappa1	1828.6496372522588	61186.470364905908	7539.7814538372404	61186.470364905908
