slot	kind	tile_m	tile_n	tile_k	split_k	operand_bytes	run_begin_ns	run_begin_cycles	setup_end_ns	setup_end_cycles	first_operand_ready_ns	first_operand_ready_cycles	mainloop_end_ns	mainloop_end_cycles	epilogue_end_ns	epilogue_end_cycles	run_end_ns	run_end_cycles	loop_begin_cycles	loop_end_cycles	operand_wait_cycles	k_iterations	prefetch_wait_cycles	prefetch_issued
0	1	0	0	0	1	0	1789819528208644096	6719795132862	1789819528208645120	6719795134856	1789819528208645120	6719795134856	1789819528208646144	6719795137250	1789819528208646144	6719795137981	1789819528208646144	6719795138111	0	0	0	0	261	1
1	0	32	16	64	1	6144	1789819528208648192	6719795142883	1789819528208649216	6719795146171	1789819528208649216	6719795147282	1789819528208653312	6719795156692	1789819528208653312	6719795157650	1789819528208653312	6719795157781	6719795147307	6719795156601	2081	8	737	0
2	2	0	0	0	1	0	1789819528208655360	6719795163187	1789819528208656384	6719795165581	1789819528208656384	6719795165581	1789819528208657408	6719795167210	1789819528208657408	6719795167240	1789819528208657408	6719795167369	0	0	0	0	491	0
3	3	0	0	0	1	0	1789819528208658432	6719795170885	1789819528208659456	6719795172888	1789819528208659456	6719795172888	1789819528208659456	6719795173885	1789819528208659456	6719795173915	1789819528208659456	6719795174045	0	0	0	0	261	0
4	5	0	0	0	1	0	1789819528208661504	6719795179409	1789819528208662528	6719795182172	1789819528208662528	6719795182172	1789819528208665600	6719795190717	1789819528208665600	6719795190747	1789819528208665600	6719795190876	0	0	0	0	512	0
5	0	32	16	64	1	6144	1789819528208667648	6719795196047	1789819528208668672	6719795200689	1789819528208669696	6719795201794	1789819528208672768	6719795211117	1789819528208673792	6719795213000	1789819528208673792	6719795213129	6719795201819	6719795211026	1358	8	2364	0
6	1	0	0	0	1	0	1789819528208675840	6719795218416	1789819528208676864	6719795221986	1789819528208676864	6719795221986	1789819528208677888	6719795224012	1789819528208677888	6719795224743	1789819528208677888	6719795224873	0	0	0	0	518	1
7	0	32	16	64	1	6144	1789819528208678912	6719795229680	1789819528208680960	6719795232996	1789819528208680960	6719795234106	1789819528208684032	6719795243450	1789819528208685056	6719795244404	1789819528208685056	6719795244715	6719795234131	6719795243359	1718	8	492	0
8	4	0	0	0	1	0	1789819528208687104	6719795250003	1789819528208688128	6719795252449	1789819528208688128	6719795252449	1789819528208690176	6719795258951	1789819528208690176	6719795258982	1789819528208690176	6719795259112	0	0	0	0	497	0
9	0	32	16	64	1	6144	1789819528208692224	6719795264234	1789819528208693248	6719795268864	1789819528208694272	6719795269976	1789819528208700416	6719795288293	1789819528208701440	6719795290389	1789819528208701440	6719795290519	6719795270001	6719795288202	3241	16	2087	0
10	1	0	0	0	1	0	1789819528208703488	6719795296043	1789819528208704512	6719795299810	1789819528208704512	6719795299810	1789819528208705536	6719795301846	1789819528208705536	6719795302577	1789819528208705536	6719795302707	0	0	0	0	993	1
11	0	32	16	64	1	6144	1789819528208707584	6719795307477	1789819528208708608	6719795310772	1789819528208709632	6719795312127	1789819528208712704	6719795321367	1789819528208712704	6719795322322	1789819528208712704	6719795322453	6719795312152	6719795321276	1519	8	531	0
12	2	0	0	0	1	0	1789819528208714752	6719795327823	1789819528208715776	6719795330251	1789819528208715776	6719795330251	1789819528208716800	6719795331877	1789819528208716800	6719795331907	1789819528208716800	6719795332036	0	0	0	0	764	0
13	3	0	0	0	1	0	1789819528208717824	6719795335793	1789819528208718848	6719795338054	1789819528208718848	6719795338054	1789819528208718848	6719795339029	1789819528208718848	6719795339059	1789819528208718848	6719795339188	0	0	0	0	261	0
14	5	0	0	0	1	0	1789819528208720896	6719795344754	1789819528208721920	6719795347569	1789819528208721920	6719795347569	1789819528208724992	6719795355844	1789819528208724992	6719795355874	1789819528208724992	6719795356004	0	0	0	0	514	0
15	0	32	16	64	1	6144	1789819528208727040	6719795361557	1789819528208729088	6719795366208	1789819528208729088	6719795367312	1789819528208732160	6719795376583	1789819528208733184	6719795377938	1789819528208733184	6719795378068	6719795367337	6719795376492	1673	8	2095	0
16	1	0	0	0	1	0	1789819528208735232	6719795383333	1789819528208736256	6719795387166	1789819528208736256	6719795387166	1789819528208737280	6719795389192	1789819528208737280	6719795389923	1789819528208737280	6719795390053	0	0	0	0	503	1
17	0	32	16	64	1	6144	1789819528208739328	6719795394833	1789819528208740352	6719795398146	1789819528208740352	6719795399247	1789819528208744448	6719795408597	1789819528208744448	6719795410063	1789819528208744448	6719795410195	6719795399272	6719795408506	2001	8	755	0
18	4	0	0	0	1	0	1789819528208746496	6719795415870	1789819528208747520	6719795418297	1789819528208747520	6719795418297	1789819528208749568	6719795424759	1789819528208749568	6719795424789	1789819528208749568	6719795424919	0	0	0	0	489	0
19	0	32	16	64	1	6144	1789819528208751616	6719795430033	1789819528208753664	6719795434612	1789819528208753664	6719795435720	1789819528208760832	6719795453917	1789819528208760832	6719795455566	1789819528208760832	6719795455696	6719795435745	6719795453826	3231	16	2298	0
20	1	0	0	0	1	0	1789819528208762880	6719795461158	1789819528208763904	6719795464873	1789819528208763904	6719795464873	1789819528208764928	6719795466899	1789819528208764928	6719795467630	1789819528208764928	6719795467760	0	0	0	0	473	1
21	0	32	16	64	1	6144	1789819528208766976	6719795472479	1789819528208768000	6719795475759	1789819528208769024	6719795477051	1789819528208772096	6719795486380	1789819528208772096	6719795487601	1789819528208772096	6719795487733	6719795477076	6719795486289	1945	8	736	0
22	2	0	0	0	1	0	1789819528208774144	6719795493100	1789819528208775168	6719795495494	1789819528208775168	6719795495494	1789819528208776192	6719795497121	1789819528208776192	6719795497151	1789819528208776192	6719795497280	0	0	0	0	492	0
23	3	0	0	0	1	0	1789819528208777216	6719795500798	1789819528208778240	6719795503060	1789819528208778240	6719795503060	1789819528208778240	6719795504073	1789819528208778240	6719795504103	1789819528208778240	6719795504232	0	0	0	0	261	0
24	5	0	0	0	1	0	1789819528208780288	6719795509549	1789819528208781312	6719795512348	1789819528208781312	6719795512348	1789819528208784384	6719795520311	1789819528208784384	6719795520341	1789819528208784384	6719795520472	0	0	0	0	491	0
25	0	32	16	64	1	6144	1789819528208786432	6719795525926	1789819528208787456	6719795530307	1789819528208788480	6719795531416	1789819528208791552	6719795540662	1789819528208792576	6719795542078	1789819528208792576	6719795542208	6719795531441	6719795540571	1259	8	1793	0
26	1	0	0	0	1	0	1789819528208793600	6719795547461	1789819528208795648	6719795550980	1789819528208795648	6719795550980	1789819528208795648	6719795553086	1789819528208796672	6719795553817	1789819528208796672	6719795553947	0	0	0	0	964	1
27	0	32	16	64	1	6144	1789819528208797696	6719795558694	1789819528208799744	6719795562029	1789819528208799744	6719795563129	1789819528208802816	6719795572403	1789819528208803840	6719795574225	1789819528208803840	6719795574355	6719795563154	6719795572312	1302	8	490	0
28	4	0	0	0	1	0	1789819528208805888	6719795581100	1789819528208806912	6719795583511	1789819528208806912	6719795583511	1789819528208809984	6719795590021	1789819528208809984	6719795590051	1789819528208809984	6719795590181	0	0	0	0	748	0
29	0	32	16	64	1	6144	1789819528208811008	6719795595256	1789819528208813056	6719795599626	1789819528208813056	6719795600742	1789819528208820224	6719795619038	1789819528208820224	6719795620948	1789819528208820224	6719795621077	6719795600767	6719795618947	3178	16	1859	0
30	1	0	0	0	1	0	1789819528208822272	6719795626645	1789819528208824320	6719795630141	1789819528208824320	6719795630141	1789819528208824320	6719795632253	1789819528208825344	6719795632984	1789819528208825344	6719795633114	0	0	0	0	535	1
31	0	32	16	64	1	6144	1789819528208826368	6719795637958	1789819528208828416	6719795641287	1789819528208828416	6719795642390	1789819528208831488	6719795651723	1789819528208832512	6719795652682	1789819528208832512	6719795652811	6719795642415	6719795651632	1682	8	526	0
32	2	0	0	0	1	0	1789819528208833536	6719795658082	1789819528208834560	6719795660470	1789819528208834560	6719795660470	1789819528208835584	6719795662083	1789819528208835584	6719795662113	1789819528208835584	6719795662242	0	0	0	0	507	0
33	3	0	0	0	1	0	1789819528208836608	6719795665987	1789819528208837632	6719795667993	1789819528208837632	6719795667993	1789819528208837632	6719795668986	1789819528208837632	6719795669016	1789819528208837632	6719795669145	0	0	0	0	261	0
34	5	0	0	0	1	0	1789819528208839680	6719795674469	1789819528208840704	6719795677233	1789819528208840704	6719795677233	1789819528208843776	6719795685455	1789819528208843776	6719795685485	1789819528208843776	6719795685616	0	0	0	0	508	0
35	0	32	16	64	1	6144	1789819528208845824	6719795691018	1789819528208847872	6719795695667	1789819528208847872	6719795696770	1789819528208850944	6719795706019	1789819528208851968	6719795707415	1789819528208851968	6719795707545	6719795696795	6719795705928	1332	8	2348	0
36	1	0	0	0	1	0	1789819528208854016	6719795712812	1789819528208855040	6719795716641	1789819528208855040	6719795716641	1789819528208856064	6719795718745	1789819528208856064	6719795719476	1789819528208856064	6719795719606	0	0	0	0	525	1
37	0	32	16	64	1	6144	1789819528208858112	6719795724476	1789819528208859136	6719795727802	1789819528208859136	6719795729006	1789819528208863232	6719795738432	1789819528208863232	6719795739691	1789819528208863232	6719795739821	6719795729034	6719795738341	2422	8	754	0
38	4	0	0	0	1	0	1789819528208865280	6719795744869	1789819528208866304	6719795747304	1789819528208866304	6719795747304	1789819528208868352	6719795753774	1789819528208868352	6719795753804	1789819528208868352	6719795753934	0	0	0	0	530	0
39	0	32	16	64	1	6144	1789819528208870400	6719795759053	1789819528208871424	6719795762220	1789819528208872448	6719795763326	1789819528208878592	6719795781573	1789819528208879616	6719795783767	1789819528208879616	6719795783896	6719795763351	6719795781482	3273	16	71	0
40	1	0	0	0	1	0	1789819528208644096	6723602539289	1789819528208645120	6723602541266	1789819528208645120	6723602541266	1789819528208646144	6723602543575	1789819528208646144	6723602544306	1789819528208646144	6723602544436	0	0	0	0	261	1
41	0	32	16	64	1	6144	1789819528208648192	6723602549062	1789819528208649216	6723602552298	1789819528208649216	6723602553296	1789819528208653312	6723602562608	1789819528208653312	6723602563561	1789819528208653312	6723602563693	6723602553424	6723602562517	1532	8	485	0
42	2	0	0	0	1	0	1789819528208655360	6723602568892	1789819528208656384	6723602571224	1789819528208656384	6723602571224	1789819528208656384	6723602572851	1789819528208656384	6723602572881	1789819528208656384	6723602573010	0	0	0	0	959	0
43	3	0	0	0	1	0	1789819528208657408	6723602575921	1789819528208658432	6723602578132	1789819528208658432	6723602578132	1789819528208658432	6723602579099	1789819528208658432	6723602579129	1789819528208658432	6723602579259	0	0	0	0	261	0
44	5	0	0	0	1	0	1789819528208660480	6723602584422	1789819528208661504	6723602587119	1789819528208661504	6723602587119	1789819528208664576	6723602595124	1789819528208664576	6723602595154	1789819528208664576	6723602595287	0	0	0	0	714	0
45	0	32	16	64	1	6144	1789819528208666624	6723602601088	1789819528208668672	6723602605599	1789819528208668672	6723602606654	1789819528208671744	6723602616006	1789819528208672768	6723602617884	1789819528208672768	6723602618013	6723602606723	6723602615915	1586	8	2003	0
46	1	0	0	0	1	0	1789819528208674816	6723602623666	1789819528208675840	6723602627121	1789819528208675840	6723602627121	1789819528208676864	6723602629205	1789819528208676864	6723602629936	1789819528208676864	6723602630066	0	0	0	0	440	1
47	0	32	16	64	1	6144	1789819528208678912	6723602635511	1789819528208679936	6723602638778	1789819528208680960	6723602639879	1789819528208684032	6723602649218	1789819528208684032	6723602650190	1789819528208685056	6723602650471	6723602639904	6723602649127	1522	8	444	0
48	4	0	0	0	1	0	1789819528208687104	6723602656856	1789819528208688128	6723602659239	1789819528208688128	6723602659239	1789819528208690176	6723602665936	1789819528208690176	6723602665966	1789819528208690176	6723602666095	0	0	0	0	448	0
49	0	32	16	64	1	6144	1789819528208692224	6723602670825	1789819528208693248	6723602675377	1789819528208694272	6723602676434	1789819528208700416	6723602694775	1789819528208701440	6723602696954	1789819528208701440	6723602697083	6723602676503	6723602694684	3254	16	2242	0
50	1	0	0	0	1	0	1789819528208703488	6723602702443	1789819528208704512	6723602706109	1789819528208704512	6723602706109	1789819528208705536	6723602708184	1789819528208705536	6723602708915	1789819528208705536	6723602709045	0	0	0	0	489	1
51	0	32	16	64	1	6144	1789819528208707584	6723602713721	1789819528208708608	6723602716971	1789819528208708608	6723602717978	1789819528208712704	6723602727338	1789819528208712704	6723602728306	1789819528208712704	6723602728439	6723602718112	6723602727247	1751	8	720	0
52	2	0	0	0	1	0	1789819528208714752	6723602733662	1789819528208715776	6723602736021	1789819528208715776	6723602736021	1789819528208715776	6723602737643	1789819528208715776	6723602737673	1789819528208715776	6723602737802	0	0	0	0	483	0
53	3	0	0	0	1	0	1789819528208716800	6723602740708	1789819528208717824	6723602742721	1789819528208717824	6723602742721	1789819528208717824	6723602743693	1789819528208717824	6723602743723	1789819528208717824	6723602743853	0	0	0	0	263	0
54	5	0	0	0	1	0	1789819528208719872	6723602749629	1789819528208720896	6723602752380	1789819528208720896	6723602752380	1789819528208723968	6723602760335	1789819528208723968	6723602760365	1789819528208723968	6723602760497	0	0	0	0	452	0
55	0	32	16	64	1	6144	1789819528208727040	6723602766888	1789819528208728064	6723602771442	1789819528208728064	6723602772511	1789819528208732160	6723602781855	1789819528208732160	6723602783216	1789819528208732160	6723602783346	6723602772575	6723602781764	1424	8	1983	0
56	1	0	0	0	1	0	1789819528208734208	6723602788871	1789819528208736256	6723602792618	1789819528208736256	6723602792618	1789819528208736256	6723602794658	1789819528208737280	6723602795389	1789819528208737280	6723602795519	0	0	0	0	452	1
57	0	32	16	64	1	6144	1789819528208738304	6723602800690	1789819528208740352	6723602803968	1789819528208740352	6723602804987	1789819528208743424	6723602814341	1789819528208744448	6723602815843	1789819528208744448	6723602815974	6723602805108	6723602814250	1385	8	444	0
58	4	0	0	0	1	0	1789819528208746496	6723602822734	1789819528208747520	6723602825144	1789819528208747520	6723602825144	1789819528208749568	6723602831810	1789819528208749568	6723602831840	1789819528208749568	6723602831969	0	0	0	0	973	0
