gate	model	seq	candidate	status	critical_path_hops	critical_path_same_worker_edges	critical_path_queue_edges	spine_length_ns	max_queue_ns	makespan_ns	cross_worker_edges
S2c-b	gqa2	4	legacy_grid_stride	ok	17	0	8	0	290581.6547	310616.5189	1108
S2c-b	gqa2	4	rotate	ok	19	0	0	0	30235.10336	203268.5523	1292
S2c-b	gqa2	4	balanced	ok	17	0	39	0	206712.3171	380411.9525	850
S2c-b	gqa2	4	eft	ok	17	2	0	0	179816.8517	200796.1746	1192
S2c-b	gqa2	4	band	ok	17	0	8	0	290581.6547	310616.5189	1108
S2c-b	gqa2	4	wavefront	ok	19	0	0	0	179816.8517	203238.6077	1172
S2c-b	gqa2	4	chain	ok	17	2	0	179816.8517	179816.8517	200796.1746	1164
S2c-b	mha4	4	legacy_grid_stride	ok	35	0	16	0	581163.3094	622450.1908	3604
S2c-b	mha4	4	rotate	ok	39	0	0	0	60470.20672	407769.1597	4108
S2c-b	mha4	4	balanced	ok	31	0	94	0	317164.7781	748978.6789	2996
S2c-b	mha4	4	eft	ok	35	4	0	0	359633.7035	402831.8778	3828
S2c-b	mha4	4	band	ok	35	0	16	0	581163.3094	622450.1908	3604
S2c-b	mha4	4	wavefront	ok	39	0	0	0	359633.7035	407731.4755	3828
S2c-b	mha4	4	chain	ok	35	3	0	359633.7035	359633.7035	403305.1649	3796
S2c-b	real	4	legacy_grid_stride	ok	35	0	16	0	5439915.221	5480958.637	76196
S2c-b	real	4	rotate	ok	39	0	0	0	1204185.169	4340901.349	77792
S2c-b	real	4	balanced	ok	31	0	448	0	8027422.598	47760205.66	71224
S2c-b	real	4	eft	ok	35	4	2	0	4005308.796	4335995.344	76988
S2c-b	real	4	band	ok	35	0	16	0	5439915.221	5480958.637	76196
S2c-b	real	4	wavefront	ok	39	0	0	0	3718801.46	4340902.216	76580
S2c-b	real	4	chain	ok	35	4	1	3718801.46	3718801.46	4481786.369	76832
S2c-b	gqa2	128	legacy_grid_stride	ok	17	0	10	0	295639.0654	323526.6298	545140
S2c-b	gqa2	128	rotate	ok	17	0	10	0	42169.61788	215126.6343	545252
S2c-b	gqa2	128	balanced	ok	19	0	136	0	87233.83628	325911.3371	543602
S2c-b	gqa2	128	eft	ok	17	0	10	0	185816.4474	215120.4624	545660
S2c-b	gqa2	128	band	ok	17	0	10	0	295639.0654	323526.6298	545140
S2c-b	gqa2	128	wavefront	ok	17	0	10	0	185816.4474	215123.6665	545140
S2c-b	gqa2	128	chain	ok	18	7	10	181406.5953	181406.5953	229487.302	545190
S2c-b	mha4	128	legacy_grid_stride	ok	35	0	28	0	594098.2753	652960.3846	2149540
S2c-b	mha4	128	rotate	ok	35	0	32	0	73643.41308	437123.7068	2149788
S2c-b	mha4	128	balanced	ok	36	0	518	0	171415.2806	1244432.106	2141676
S2c-b	mha4	128	eft	ok	36	0	35	0	375875.932	437123.8372	2150680
S2c-b	mha4	128	band	ok	35	0	28	0	594098.2753	652960.3846	2149540
S2c-b	mha4	128	wavefront	ok	35	0	32	0	374453.0392	437117.0159	2149540
S2c-b	mha4	128	chain	ok	39	20	28	362813.1907	362813.1907	530126.2503	2149260
S2c-b	real	128	legacy_grid_stride	ok	31	0	184	0	5647690.4	5901165.621	34829792
S2c-b	real	128	rotate	ok	35	0	168	0	1583209.673	4760049.018	34831456
S2c-b	real	128	balanced	ok	35	0	1063	0	4309624.235	12057609.68	34574696
S2c-b	real	128	eft	ok	35	0	184	0	4536554.202	4760049.159	34836576
S2c-b	real	128	band	ok	31	0	184	0	5647690.4	5901165.621	34829792
S2c-b	real	128	wavefront	ok	35	0	168	0	3928648.804	4760060.384	34830560
S2c-b	real	128	chain	ok	39	88	108	3727083.893	3727083.893	5404709.863	34816932

gate	model	seq	source	nodes	observed	spine_length_ns	max_queue_ns	chain_count	chain_interleaves	split_count	makespan_ns	fill_overflows	worker_diff
S2c-w	gqa2	4	cost_model	200	200	179816.8517	179816.8517	84	0	0	200798.5302	0	0
S2c-w	gqa2	4	trace	200	200	223232	223232	84	0	0	244213.6784	0	97
S2c-w	mha4	4	cost_model	512	512	359633.7035	359633.7035	228	0	0	402829.1153	0	0
S2c-w	mha4	4	trace	512	512	448512	448512	228	0	0	491707.4118	0	240
S2c-w	real	4	cost_model	2800	2800	3718801.46	3718801.46	32	0	0	3905226.552	0	0
S2c-w	gqa2	128	cost_model	4416	4416	181406.5953	181406.5953	36	0	0	215191.27	0	0
S2c-w	gqa2	128	trace	4416	4416	314368	314368	4	0	0	448121.6949	47	4359
