slot	kind	tile_m	tile_n	tile_k	split_k	operand_bytes	run_begin_ns	run_begin_cycles	setup_end_ns	setup_end_cycles	first_operand_ready_ns	first_operand_ready_cycles	mainloop_end_ns	mainloop_end_cycles	epilogue_end_ns	epilogue_end_cycles	run_end_ns	run_end_cycles	loop_begin_cycles	loop_end_cycles	operand_wait_cycles	k_iterations	simt_wait_cycles	simt_barriers
0	1	0	0	0	1	0	1789794420937999360	1101919410711	1789794420937999360	1101919411938	1789794420937999360	1101919411938	1789794420938001408	1101919415032	1789794420938001408	1101919416891	1789794420938001408	1101919417012	0	0	0	0	91	8
1	0	32	16	16	1	1536	1789794420938003456	1101919422204	1789794420938004480	1101919424583	1789794420938005504	1101919425199	1789794420938015744	1101919450612	1789794420938016768	1101919452601	1789794420938016768	1101919452893	1101919425422	1101919450496	13592	32	0	0
2	2	0	0	0	1	0	1789794420938018816	1101919459614	1789794420938019840	1101919460974	1789794420938019840	1101919460974	1789794420938020864	1101919463056	1789794420938020864	1101919463086	1789794420938020864	1101919463559	0	0	0	0	0	0
3	2	0	0	0	1	0	1789794420938022912	1101919469642	1789794420938023936	1101919471065	1789794420938023936	1101919471065	1789794420938024960	1101919472993	1789794420938024960	1101919473023	1789794420938024960	1101919473177	0	0	0	0	0	0
4	3	0	0	0	1	0	1789794420938027008	1101919478813	1789794420938028032	1101919480417	1789794420938028032	1101919480417	1789794420938028032	1101919481607	1789794420938028032	1101919481637	1789794420938028032	1101919481756	0	0	0	0	0	0
5	5	0	0	0	1	0	1789794420938032128	1101919491275	1789794420938033152	1101919493494	1789794420938033152	1101919493494	1789794420938058752	1101919559357	1789794420938058752	1101919559396	1789794420938058752	1101919559519	0	0	0	0	53	2
6	0	32	16	16	1	1536	1789794420938063872	1101919570656	1789794420938064896	1101919573527	1789794420938064896	1101919574195	1789794420938074112	1101919598603	1789794420938075136	1101919601322	1789794420938076160	1101919601611	1101919574454	1101919598489	9763	32	0	0
7	1	0	0	0	1	0	1789794420938078208	1101919608726	1789794420938079232	1101919610155	1789794420938079232	1101919610155	1789794420938080256	1101919613868	1789794420938081280	1101919615436	1789794420938081280	1101919615561	0	0	0	0	94	8
8	0	32	16	16	1	1536	1789794420938083328	1101919621181	1789794420938084352	1101919623609	1789794420938084352	1101919624270	1789794420938093568	1101919647564	1789794420938095616	1101919650385	1789794420938095616	1101919650508	1101919624284	1101919647461	13474	32	0	0
9	4	0	0	0	1	0	1789794420938100736	1101919664064	1789794420938100736	1101919665218	1789794420938100736	1101919665218	1789794420938103808	1101919671760	1789794420938103808	1101919671790	1789794420938103808	1101919671907	0	0	0	0	0	0
