slot	kind	tile_m	tile_n	tile_k	split_k	operand_bytes	run_begin_ns	run_begin_cycles	setup_end_ns	setup_end_cycles	first_operand_ready_ns	first_operand_ready_cycles	mainloop_end_ns	mainloop_end_cycles	epilogue_end_ns	epilogue_end_cycles	run_end_ns	run_end_cycles	loop_begin_cycles	loop_end_cycles	operand_wait_cycles	k_iterations	simt_wait_cycles	simt_barriers
0	1	0	0	0	1	0	1789794414263819264	1095511175650	1789794414263820288	1095511176805	1789794414263820288	1095511176805	1789794414263821312	1095511179898	1789794414263822336	1095511181669	1789794414263822336	1095511181813	0	0	0	0	92	8
1	0	32	16	32	1	3072	1789794414263824384	1095511187112	1789794414263825408	1095511189407	1789794414263825408	1095511190352	1789794414263832576	1095511208899	1789794414263833600	1095511211124	1789794414263833600	1095511211399	1095511190474	1095511208792	5947	16	0	0
2	2	0	0	0	1	0	1789794414263836672	1095511218323	1789794414263837696	1095511219662	1789794414263837696	1095511219662	1789794414263837696	1095511221238	1789794414263837696	1095511221268	1789794414263837696	1095511221403	0	0	0	0	0	0
3	3	0	0	0	1	0	1789794414263839744	1095511224754	1789794414263839744	1095511225889	1789794414263839744	1095511225889	1789794414263839744	1095511226862	1789794414263839744	1095511226892	1789794414263840768	1095511227293	0	0	0	0	0	0
4	5	0	0	0	1	0	1789794414263843840	1095511237063	1789794414263844864	1095511239027	1789794414263844864	1095511239027	1789794414263870464	1095511303507	1789794414263870464	1095511303537	1789794414263870464	1095511303666	0	0	0	0	56	2
5	0	32	16	32	1	3072	1789794414263876608	1095511318875	1789794414263877632	1095511321058	1789794414263878656	1095511322675	1789794414263889920	1095511350978	1789794414263890944	1095511354430	1789794414263890944	1095511354564	1095511322986	1095511350760	11608	16	0	0
6	1	0	0	0	1	0	1789794414263895040	1095511365045	1789794414263895040	1095511365872	1789794414263895040	1095511365872	1789794414263897088	1095511370461	1789794414263898112	1095511371220	1789794414263898112	1095511371355	0	0	0	0	92	8
7	0	32	16	32	1	3072	1789794414263901184	1095511379689	1789794414263901184	1095511381379	1789794414263902208	1095511382105	1789794414263910400	1095511403084	1789794414263911424	1095511405777	1789794414263911424	1095511406108	1095511383048	1095511402906	6177	16	0	0
8	4	0	0	0	1	0	1789794414263919616	1095511425261	1789794414263919616	1095511426651	1789794414263919616	1095511426651	1789794414263922688	1095511433336	1789794414263922688	1095511433368	1789794414263922688	1095511433503	0	0	0	0	0	0
9	0	32	16	32	1	3072	1789794414263924736	1095511439186	1789794414263925760	1095511441490	1789794414263925760	1095511442442	1789794414263940096	1095511477219	1789794414263942144	1095511482057	1789794414263942144	1095511482188	1095511442467	1095511477057	14039	32	0	0
10	1	0	0	0	1	0	1789794414263945216	1095511490907	1789794414263946240	1095511492186	1789794414263946240	1095511492186	1789794414263947264	1095511495782	1789794414263948288	1095511497231	1789794414263948288	1095511497362	0	0	0	0	90	8
11	0	32	16	32	1	3072	1789794414263950336	1095511502555	1789794414263951360	1095511504829	1789794414263951360	1095511505823	1789794414263958528	1095511524433	1789794414263959552	1095511526582	1789794414263959552	1095511526850	1095511505870	1095511524270	8218	16	0	0
12	2	0	0	0	1	0	1789794414263964672	1095511539674	1789794414263965696	1095511540979	1789794414263965696	1095511540979	1789794414263965696	1095511542838	1789794414263965696	1095511542878	1789794414263965696	1095511543024	0	0	0	0	0	0
13	3	0	0	0	1	0	1789794414263967744	1095511547067	1789794414263968768	1095511548799	1789794414263968768	1095511548799	1789794414263968768	1095511550042	1789794414263968768	1095511550075	1789794414263968768	1095511550206	0	0	0	0	0	0
14	5	0	0	0	1	0	1789794414263973888	1095511562016	1789794414263973888	1095511563918	1789794414263973888	1095511563918	1789794414264000512	1095511629098	1789794414264000512	1095511629128	1789794414264000512	1095511629257	0	0	0	0	52	2
15	0	32	16	32	1	3072	1789794414264005632	1095511642902	1789794414264006656	1095511644967	1789794414264006656	1095511645865	1789794414264015872	1095511668377	1789794414264017920	1095511671973	1789794414264017920	1095511672266	1095511646486	1095511668283	12325	16	0	0
16	1	0	0	0	1	0	1789794414264020992	1095511680532	1789794414264020992	1095511681859	1789794414264020992	1095511681859	1789794414264023040	1095511685753	1789794414264023040	1095511687378	1789794414264024064	1095511687513	0	0	0	0	94	8
17	0	32	16	32	1	3072	1789794414264026112	1095511694859	1789794414264027136	1095511696627	1789794414264027136	1095511697590	1789794414264035328	1095511716651	1789794414264036352	1095511719870	1789794414264036352	1095511720003	1095511697935	1095511716435	7751	16	0	0
18	4	0	0	0	1	0	1789794414264044544	1095511740226	1789794414264045568	1095511741607	1789794414264045568	1095511741607	1789794414264047616	1095511748242	1789794414264047616	1095511748272	1789794414264047616	1095511748403	0	0	0	0	0	0
19	0	32	16	32	1	3072	1789794414264049664	1095511753262	1789794414264050688	1095511755528	1789794414264050688	1095511756430	1789794414264065024	1095511790648	1789794414264066048	1095511793879	1789794414264066048	1095511794012	1095511756495	1095511790442	14908	32	0	0
20	1	0	0	0	1	0	1789794414263819264	1095511175686	1789794414263820288	1095511176813	1789794414263820288	1095511176813	1789794414263821312	1095511180559	1789794414263822336	1095511181657	1789794414263822336	1095511181794	0	0	0	0	96	8
21	0	32	16	32	1	3072	1789794414263824384	1095511187117	1789794414263825408	1095511189467	1789794414263825408	1095511190519	1789794414263833600	1095511209234	1789794414263833600	1095511211133	1789794414263833600	1095511211427	1095511190894	1095511209133	5987	16	0	0
22	2	0	0	0	1	0	1789794414263836672	1095511218349	1789794414263837696	1095511219517	1789794414263837696	1095511219517	1789794414263837696	1095511221547	1789794414263837696	1095511221579	1789794414263838720	1095511222018	0	0	0	0	0	0
23	3	0	0	0	1	0	1789794414263839744	1095511224709	1789794414263839744	1095511225890	1789794414263839744	1095511225890	1789794414263839744	1095511226886	1789794414263839744	1095511226917	1789794414263840768	1095511227295	0	0	0	0	0	0
24	5	0	0	0	1	0	1789794414263843840	1095511237058	1789794414263844864	1095511239077	1789794414263844864	1095511239077	1789794414263870464	1095511303491	1789794414263870464	1095511303521	1789794414263870464	1095511303659	0	0	0	0	68	2
25	0	32	16	32	1	3072	1789794414263876608	1095511318880	1789794414263877632	1095511321143	1789794414263878656	1095511322700	1789794414263889920	1095511351061	1789794414263890944	1095511354742	1789794414263890944	1095511354871	1095511322866	1095511350856	10584	16	0	0
26	1	0	0	0	1	0	1789794414263895040	1095511363922	1789794414263895040	1095511365250	1789794414263895040	1095511365250	1789794414263897088	1095511369500	1789794414263898112	1095511371215	1789794414263898112	1095511371351	0	0	0	0	96	8
27	0	32	16	32	1	3072	1789794414263901184	1095511379687	1789794414263902208	1095511381489	1789794414263902208	1095511382083	1789794414263910400	1095511404175	1789794414263911424	1095511406283	1789794414263911424	1095511406424	1095511382574	1095511403886	6823	16	0	0
28	4	0	0	0	1	0	1789794414263919616	1095511425421	1789794414263919616	1095511426650	1789794414263919616	1095511426650	1789794414263922688	1095511433590	1789794414263922688	1095511433622	1789794414263922688	1095511433752	0	0	0	0	0	0
29	0	32	16	32	1	3072	1789794414263924736	1095511439350	1789794414263925760	1095511441559	1789794414263925760	1095511442479	1789794414263941120	1095511479162	1789794414263942144	1095511482174	1789794414263942144	1095511482304	1095511442625	1095511478961	14488	32	0	0
30	1	0	0	0	1	0	1789794414263945216	1095511490851	1789794414263946240	1095511492192	1789794414263946240	1095511492192	1789794414263947264	1095511495806	1789794414263948288	1095511497236	1789794414263948288	1095511497368	0	0	0	0	93	8
31	0	32	16	32	1	3072	1789794414263950336	1095511502613	1789794414263951360	1095511504887	1789794414263951360	1095511505860	1789794414263958528	1095511524670	1789794414263959552	1095511526691	1789794414263959552	1095511526861	1095511505947	1095511524570	6957	16	0	0
32	2	0	0	0	1	0	1789794414263964672	1095511539654	1789794414263965696	1095511541040	1789794414263965696	1095511541040	1789794414263965696	1095511542972	1789794414263965696	1095511543014	1789794414263966720	1095511543460	0	0	0	0	0	0
33	3	0	0	0	1	0	1789794414263967744	1095511547087	1789794414263968768	1095511548593	1789794414263968768	1095511548593	1789794414263968768	1095511549909	1789794414263968768	1095511549941	1789794414263968768	1095511550075	0	0	0	0	0	0
34	5	0	0	0	1	0	1789794414263973888	1095511561975	1789794414263974912	1095511564003	1789794414263974912	1095511564003	1789794414264000512	1095511629131	1789794414264000512	1095511629161	1789794414264000512	1095511629293	0	0	0	0	68	2
35	0	32	16	32	1	3072	1789794414264005632	1095511642907	1789794414264006656	1095511645028	1789794414264006656	1095511646032	1789794414264015872	1095511669257	1789794414264017920	1095511671970	1789794414264017920	1095511672276	1095511646347	1095511669168	11623	16	0	0
36	1	0	0	0	1	0	1789794414264020992	1095511681398	1789794414264022016	1095511682511	1789794414264022016	1095511682511	1789794414264023040	1095511685498	1789794414264023040	1095511687383	1789794414264024064	1095511687524	0	0	0	0	112	8
37	0	32	16	32	1	3072	1789794414264026112	1095511694243	1789794414264027136	1095511696669	1789794414264027136	1095511697657	1789794414264035328	1095511717793	1789794414264036352	1095511719561	1789794414264036352	1095511719814	1095511698477	1095511717461	6570	16	0	0
38	4	0	0	0	1	0	1789794414264044544	1095511740295	1789794414264045568	1095511741581	1789794414264045568	1095511741581	1789794414264047616	1095511747827	1789794414264047616	1095511747858	1789794414264047616	1095511747993	0	0	0	0	0	0
