model	seq	k	index	candidate	simulated	predicted_ns	batch_us
gqa2	512	4	4	balanced	0	1396674.32748	4050.718
gqa2	512	5	0	rotate	1	755811.899597	4771.275
gqa2	512	5	1	wavefront	1	755811.899597	4771.275
gqa2	512	5	2	legacy_grid_stride	1	974504.797782	4771.275
gqa2	512	5	3	band	1	1026528.01103	4771.275
gqa2	512	5	4	balanced	1	2264009.74493	4771.275
mha4	4	1	0	rotate	1	847111.614075	97.399
mha4	4	1	1	wavefront	1	847111.614075	97.399
mha4	4	1	2	legacy_grid_stride	0	1103470.61434	97.399
mha4	4	1	3	band	0	1103470.61434	97.399
mha4	4	1	4	balanced	0	1366498.90795	97.399
mha4	4	2	0	rotate	1	847111.614075	91.261
mha4	4	2	1	wavefront	1	847111.614075	91.261
mha4	4	2	2	legacy_grid_stride	0	1103470.61434	91.261
mha4	4	2	3	band	0	1103470.61434	91.261
mha4	4	2	4	balanced	0	1366498.90795	91.261
mha4	4	3	0	rotate	1	847111.614075	136.892
mha4	4	3	1	wavefront	1	847111.614075	136.892
mha4	4	3	2	legacy_grid_stride	1	1293589.18031	136.892
mha4	4	3	3	band	1	1293589.18031	136.892
mha4	4	3	4	balanced	0	1366498.90795	136.892
mha4	4	4	0	rotate	1	847111.614075	135.68
mha4	4	4	1	wavefront	1	847111.614075	135.68
mha4	4	4	2	legacy_grid_stride	1	1293589.18031	135.68
mha4	4	4	3	band	1	1293589.18031	135.68
mha4	4	4	4	balanced	0	1366498.90795	135.68
mha4	4	5	0	rotate	1	847111.614075	157.899
mha4	4	5	1	wavefront	1	847111.614075	157.899
mha4	4	5	2	legacy_grid_stride	1	1293589.18031	157.899
mha4	4	5	3	band	1	1293589.18031	157.899
mha4	4	5	4	balanced	1	1697006.75023	157.899
mha4	128	1	0	rotate	1	939211.077099	1641.468
mha4	128	1	1	wavefront	1	939211.077099	1641.468
mha4	128	1	2	legacy_grid_stride	0	1145358.87529	1641.468
mha4	128	1	3	band	0	1148640.9266	1641.468
mha4	128	1	4	balanced	0	2248301.63193	1641.468
mha4	128	2	0	rotate	1	939211.077099	1643.057
mha4	128	2	1	wavefront	1	939211.077099	1643.057
mha4	128	2	2	legacy_grid_stride	0	1145358.87529	1643.057
mha4	128	2	3	band	0	1148640.9266	1643.057
mha4	128	2	4	balanced	0	2248301.63193	1643.057
mha4	128	3	0	rotate	1	939211.077099	2117.026
mha4	128	3	1	wavefront	1	939211.077099	2117.026
mha4	128	3	2	legacy_grid_stride	1	1376596.87347	2117.026
mha4	128	3	3	band	0	1148640.9266	2117.026
mha4	128	3	4	balanced	0	2248301.63193	2117.026
mha4	128	4	0	rotate	1	939211.077099	2518.094
mha4	128	4	1	wavefront	1	939211.077099	2518.094
mha4	128	4	2	legacy_grid_stride	1	1376596.87347	2518.094
mha4	128	4	3	band	1	1379878.92478	2518.094
mha4	128	4	4	balanced	0	2248301.63193	2518.094
mha4	128	5	0	rotate	1	939211.077099	3042.475
mha4	128	5	1	wavefront	1	939211.077099	3042.475
mha4	128	5	2	legacy_grid_stride	1	1376596.87347	3042.475
mha4	128	5	3	band	1	1379878.92478	3042.475
mha4	128	5	4	balanced	1	3859320.23628	3042.475
mha4	512	1	0	rotate	1	1648862.93895	7691.78
mha4	512	1	1	wavefront	1	1648862.93895	7691.78
mha4	512	1	2	legacy_grid_stride	0	1589586.08255	7691.78
mha4	512	1	3	band	0	1681278.39103	7691.78
mha4	512	1	4	balanced	0	6666403.47098	7691.78
mha4	512	2	0	rotate	1	1648862.93895	7689.215
mha4	512	2	1	wavefront	1	1648862.93895	7689.215
mha4	512	2	2	legacy_grid_stride	0	1589586.08255	7689.215
mha4	512	2	3	band	0	1681278.39103	7689.215
mha4	512	2	4	balanced	0	6666403.47098	7689.215
mha4	512	3	0	rotate	1	1648862.93895	9485.068
mha4	512	3	1	wavefront	1	1648862.93895	9485.068
mha4	512	3	2	legacy_grid_stride	1	2086248.73532	9485.068
mha4	512	3	3	band	0	1681278.39103	9485.068
mha4	512	3	4	balanced	0	6666403.47098	9485.068
mha4	512	4	0	rotate	1	1648862.93895	11466.333
mha4	512	4	1	wavefront	1	1648862.93895	11466.333
mha4	512	4	2	legacy_grid_stride	1	2086248.73532	11466.333
mha4	512	4	3	band	1	2191530.57361	11466.333
mha4	512	4	4	balanced	0	6666403.47098	11466.333
mha4	512	5	0	rotate	1	1648862.93895	13261.962
mha4	512	5	1	wavefront	1	1648862.93895	13261.962
mha4	512	5	2	legacy_grid_stride	1	2086248.73532	13261.962
mha4	512	5	3	band	1	2191530.57361	13261.962
mha4	512	5	4	balanced	1	10078464.5212	13261.962
real	4	1	0	rotate	1	8154477.26824	290.362
real	4	1	1	wavefront	1	8154477.26824	290.362
real	4	1	2	legacy_grid_stride	0	11674910.8818	290.362
real	4	1	3	band	0	11674910.8818	290.362
real	4	1	4	balanced	0	102295054.394	290.362
real	4	2	0	rotate	1	8154477.26824	274.917
real	4	2	1	wavefront	1	8154477.26824	274.917
real	4	2	2	legacy_grid_stride	0	11674910.8818	274.917
real	4	2	3	band	0	11674910.8818	274.917
real	4	2	4	balanced	0	102295054.394	274.917
real	4	3	0	rotate	1	8154477.26824	429.486
real	4	3	1	wavefront	1	8154477.26824	429.486
real	4	3	2	legacy_grid_stride	1	11865029.4477	429.486
real	4	3	3	band	1	11865029.4477	429.486
real	4	3	4	balanced	0	102295054.394	429.486
real	4	4	0	rotate	1	8154477.26824	442.028
real	4	4	1	wavefront	1	8154477.26824	442.028
real	4	4	2	legacy_grid_stride	1	11865029.4477	442.028
real	4	4	3	band	1	11865029.4477	442.028
real	4	4	4	balanced	0	102295054.394	442.028
real	4	5	0	rotate	1	8154477.26824	521.633
real	4	5	1	wavefront	1	8154477.26824	521.633
real	4	5	2	legacy_grid_stride	1	11865029.4477	521.633
real	4	5	3	band	1	11865029.4477	521.633
real	4	5	4	balanced	1	103686547.267	521.633
real	128	1	0	rotate	1	9105391.08491	6092.516
real	128	1	1	wavefront	1	9105391.08491	6092.516
real	128	1	2	legacy_grid_stride	0	12272063.6249	6092.516
real	128	1	3	band	0	12400389.6768	6092.516
real	128	1	4	balanced	0	26106495.7047	6092.516
real	128	2	0	rotate	1	9105391.08491	6191.179
real	128	2	1	wavefront	1	9105391.08491	6191.179
real	128	2	2	legacy_grid_stride	0	12272063.6249	6191.179
real	128	2	3	band	0	12400389.6768	6191.179
real	128	2	4	balanced	0	26106495.7047	6191.179
real	128	3	0	rotate	1	9105391.08491	7446.181
real	128	3	1	wavefront	1	9105391.08491	7446.181
real	128	3	2	legacy_grid_stride	1	12806477.9991	7446.181
real	128	3	3	band	0	12400389.6768	7446.181
real	128	3	4	balanced	0	26106495.7047	7446.181
real	128	4	0	rotate	1	9105391.08491	9127.732
real	128	4	1	wavefront	1	9105391.08491	9127.732
real	128	4	2	legacy_grid_stride	1	12806477.9991	9127.732
real	128	4	3	band	1	12934804.051	9127.732
real	128	4	4	balanced	0	26106495.7047	9127.732
real	128	5	0	rotate	1	9105391.08491	10551.486
real	128	5	1	wavefront	1	9105391.08491	10551.486
real	128	5	2	legacy_grid_stride	1	12806477.9991	10551.486
real	128	5	3	band	1	12934804.051	10551.486
real	128	5	4	balanced	1	29008178.745	10551.486
