candidate	work_lb_ns	cp_lb_ns	queue_lb_lb_ns	priority_ns
32x16x16s2split1kappa1	4688.0082814017624	129417.36122122464	21124.421163032832	129417.36122122464
32x16x16s2split1kappa2	4688.0082814017624	129417.36122122464	21124.421163032832	129417.36122122464
32x16x16s2split1kappa4	4688.0082814017624	129417.36122122464	21124.421163032832	129417.36122122464
32x16x16s2split2kappa1	5711.4954358073555	89350.859525289183	11639.00890151207	89350.859525289183
32x16x16s2split2kappa2	5711.4954358073555	89350.859525289183	11639.00890151207	89350.859525289183
32x16x16s2split2kappa4	5711.4954358073555	89350.859525289183	11639.00890151207	89350.859525289183
32x16x16s2split4kappa1	7164.3205463763525	66047.585285274996	6896.3027707516894	66047.585285274996
32x16x16s2split4kappa2	7164.3205463763525	66047.585285274996	6896.3027707516894	66047.585285274996
32x16x16s2split4kappa4	7164.3205463763525	66047.585285274996	6896.3027707516894	66047.585285274996
32x16x16s2split8kappa1	10069.970767514276	55011.332785949446	4524.9497053714986	55011.332785949446
32x16x16s2split8kappa2	10069.970767514276	55011.332785949446	4524.9497053714986	55011.332785949446
32x16x16s2split8kappa4	10069.970767514276	55011.332785949446	4524.9497053714986	55011.332785949446
32x16x16s2split16kappa1	15881.271209788496	50723.975777649772	3339.2731726814036	50723.975777649772
32x16x16s2split16kappa2	15881.271209788496	50723.975777649772	3339.2731726814036	50723.975777649772
32x16x16s2split16kappa4	15881.271209788496	50723.975777649772	3339.2731726814036	50723.975777649772
32x16x16s2split32kappa1	27503.872094329829	51041.835756226159	4900.0315463276647	51041.835756226159
32x16x16s2split32kappa2	27503.872094329829	51041.835756226159	4900.0315463276647	51041.835756226159
32x16x16s2split32kappa4	27503.872094329829	51041.835756226159	4900.0315463276647	51041.835756226159
32x16x32s2split1kappa1	2989.9283177523125	84135.228857239301	12067.99469023577	84135.228857239301
32x16x32s2split1kappa2	2989.9283177523125	84135.228857239301	12067.99469023577	84135.228857239301
32x16x32s2split1kappa4	2989.9283177523125	84135.228857239301	12067.99469023577	84135.228857239301
32x16x32s2split2kappa1	4013.4154721579075	66709.793343296536	7110.7956651135391	66709.793343296536
32x16x32s2split2kappa2	4013.4154721579075	66709.793343296536	7110.7956651135391	66709.793343296536
32x16x32s2split2kappa4	4013.4154721579075	66709.793343296536	7110.7956651135391	66709.793343296536
32x16x32s2split4kappa1	5466.2405827266384	54727.052194278658	4632.1961525524239	54727.052194278658
32x16x32s2split4kappa2	5466.2405827266384	54727.052194278658	4632.1961525524239	54727.052194278658
32x16x32s2split4kappa4	5466.2405827266384	54727.052194278658	4632.1961525524239	54727.052194278658
32x16x32s2split8kappa1	8371.8908038638765	49351.066240451284	3392.8963962718663	49351.066240451284
32x16x32s2split8kappa2	8371.8908038638765	49351.066240451284	3392.8963962718663	49351.066240451284
32x16x32s2split8kappa4	8371.8908038638765	49351.066240451284	3392.8963962718663	49351.066240451284
32x16x32s2split16kappa1	14183.191246139011	47893.842504900691	2773.2465181315874	47893.842504900691
32x16x32s2split16kappa2	14183.191246139011	47893.842504900691	2773.2465181315874	47893.842504900691
32x16x32s2split16kappa4	14183.191246139011	47893.842504900691	2773.2465181315874	47893.842504900691
32x16x32s2split32kappa1	15636.016356709157	48094.70545433581	2463.421579061448	48094.70545433581
32x16x32s2split32kappa2	15636.016356709157	48094.70545433581	2463.421579061448	48094.70545433581
32x16x32s2split32kappa4	15636.016356709157	48094.70545433581	2463.421579061448	48094.70545433581
32x16x64s2split1kappa1	2140.8883359275637	61494.162675246669	7539.7814538372404	61494.162675246669
32x16x64s2split1kappa2	2140.8883359275637	61494.162675246669	7539.7814538372404	61494.162675246669
32x16x64s2split1kappa4	2140.8883359275637	61494.162675246669	7539.7814538372404	61494.162675246669
32x16x64s2split2kappa1	3164.3754903332701	55389.260252300213	4846.6890469142745	55389.260252300213
32x16x64s2split2kappa2	3164.3754903332701	55389.260252300213	4846.6890469142745	55389.260252300213
32x16x64s2split2kappa4	3164.3754903332701	55389.260252300213	4846.6890469142745	55389.260252300213
32x16x64s2split4kappa1	4617.2006009019078	49066.785648780511	3500.1428434527916	49066.785648780511
32x16x64s2split4kappa2	4617.2006009019078	49066.785648780511	3500.1428434527916	49066.785648780511
32x16x64s2split4kappa4	4617.2006009019078	49066.785648780511	3500.1428434527916	49066.785648780511
32x16x64s2split8kappa1	7522.8508220398835	46520.932967702203	2826.8697417220501	46520.932967702203
32x16x64s2split8kappa2	7522.8508220398835	46520.932967702203	2826.8697417220501	46520.932967702203
32x16x64s2split8kappa4	7522.8508220398835	46520.932967702203	2826.8697417220501	46520.932967702203
32x16x64s2split16kappa1	8249.2633773242251	46257.916279759149	2490.2331908566794	46257.916279759149
32x16x64s2split16kappa2	8249.2633773242251	46257.916279759149	2490.2331908566794	46257.916279759149
32x16x64s2split16kappa4	8249.2633773242251	46257.916279759149	2490.2331908566794	46257.916279759149
32x16x64s2split32kappa1	8249.2633773242251	46257.916279759149	2490.2331908566794	46257.916279759149
32x16x64s2split32kappa2	8249.2633773242251	46257.916279759149	2490.2331908566794	46257.916279759149
32x16x64s2split32kappa4	8249.2633773242251	46257.916279759149	2490.2331908566794	46257.916279759149
64x128x16s2split1kappa1	1346.9325668975555	212547.9951825928	36341.840531345486	212547.9951825928
64x128x16s2split1kappa2	1346.9325668975555	212547.9951825928	36341.840531345486	212547.9951825928
