slot	worker	stage	logical_task	smid	wait_begin	ready	run_begin	run_end	publish_end	wait_begin_idx	wait_count	dependency_begin	dependency_count	run_begin_clk	run_end_clk
0	0	0	0	0	1789648787817077760	1789648787817077760	1789648787817077760	1789648787817093120	1789648787817094144	0	0	0	0	62740399931849	62740399970664
1	0	1	0	0	1789648787817094144	1789648787817095168	1789648787817095168	1789648787817168896	1789648787817171968	0	16	0	1	62740399976555	62740400153458
2	0	2	0	0	1789648787817171968	1789648787817174016	1789648787817174016	1789648787817200640	1789648787817201664	16	1	1	1	62740400167719	62740400232732
3	0	8	640	0	1789648787817201664	1789648787817209856	1789648787817209856	1789648787817210880	1789648787817212928	17	1	7	1	62740400257843	62740400260449
4	0	7	4064	0	1789648787817212928	1789648787817213952	1789648787817213952	1789648787817214976	1789648787817216000	18	1	6	1	62740400267130	62740400270073
5	0	9	384	0	1789648787817216000	1789648787817217024	1789648787817217024	1789648787817218048	1789648787817219072	19	1	8	1	62740400276400	62740400278396
6	0	9	768	0	1789648787817220096	1789648787817220096	1789648787817221120	1789648787817221120	1789648787817222144	20	1	8	1	62740400284191	62740400285911
7	0	10	128	0	1789648787817223168	1789648787817224192	1789648787817224192	1789648787817224192	1789648787817226240	21	1	9	1	62740400292131	62740400294177
8	0	10	512	0	1789648787817226240	1789648787817226240	1789648787817226240	1789648787817227264	1789648787817228288	22	0	9	1	62740400298447	62740400300221
9	0	10	896	0	1789648787817228288	1789648787817228288	1789648787817229312	1789648787817229312	1789648787817231360	22	0	9	1	62740400304935	62740400307060
10	0	7	3776	0	1789648787817231360	1789648787817231360	1789648787817231360	1789648787817232384	1789648787817233408	22	0	6	1	62740400311957	62740400314341
11	0	7	3392	0	1789648787817233408	1789648787817234432	1789648787817234432	1789648787817235456	1789648787817236480	22	0	6	1	62740400318237	62740400320341
12	0	7	3008	0	1789648787817236480	1789648787817236480	1789648787817236480	1789648787817237504	1789648787817238528	22	0	6	1	62740400325121	62740400327229
13	0	7	2624	0	1789648787817239552	1789648787817239552	1789648787817239552	1789648787817240576	1789648787817241600	22	0	6	1	62740400331497	62740400333640
14	0	7	2240	0	1789648787817241600	1789648787817241600	1789648787817241600	1789648787817242624	1789648787817243648	22	0	6	1	62740400337542	62740400339709
15	0	7	1856	0	1789648787817243648	1789648787817244672	1789648787817244672	1789648787817244672	1789648787817246720	22	0	6	1	62740400343719	62740400345839
16	0	7	1472	0	1789648787817246720	1789648787817246720	1789648787817246720	1789648787817247744	1789648787817248768	22	0	6	1	62740400350238	62740400352368
17	0	7	1088	0	1789648787817248768	1789648787817248768	1789648787817249792	1789648787817249792	1789648787817251840	22	0	6	1	62740400356516	62740400358612
18	0	7	704	0	1789648787817251840	1789648787817251840	1789648787817251840	1789648787817252864	1789648787817253888	22	0	6	1	62740400362908	62740400364987
19	0	7	320	0	1789648787817253888	1789648787817253888	1789648787817254912	1789648787817254912	1789648787817256960	22	0	6	1	62740400369449	62740400371563
20	0	11	4032	0	1789648787817256960	1789648787817257984	1789648787817257984	1789648787817285632	1789648787817286656	22	3	10	3	62740400378257	62740400447088
21	0	11	3616	0	1789648787817286656	1789648787817287680	1789648787817287680	1789648787817315328	1789648787817317376	25	1	10	3	62740400453711	62740400521963
22	0	11	3008	0	1789648787817317376	1789648787817317376	1789648787817318400	1789648787817345024	1789648787817347072	26	1	10	3	62740400529448	62740400598236
23	0	11	2848	0	1789648787817347072	1789648787817348096	1789648787817348096	1789648787817375744	1789648787817376768	27	1	10	3	62740400605091	62740400673766
24	0	11	2240	0	1789648787817376768	1789648787817377792	1789648787817377792	1789648787817403392	1789648787817404416	28	1	10	3	62740400680578	62740400743646
25	0	11	2048	0	1789648787817404416	1789648787817405440	1789648787817405440	1789648787817428992	1789648787817431040	29	1	10	3	62740400750599	62740400809925
26	0	11	1504	0	1789648787817431040	1789648787817432064	1789648787817432064	1789648787817454592	1789648787817455616	30	1	10	3	62740400816671	62740400872197
