slot	stage	logical_task	kind	on_cp	tile_m	tile_n	tile_k	split_k	operand_bytes	setup_ns	load_wait_ns	mainloop_ns	epilogue_ns	body_epilogue_ns	harness_tail_ns	run_ns	setup_cycles	load_wait_cycles	mainloop_cycles	epilogue_cycles	body_epilogue_cycles	harness_tail_cycles	run_cycles	kind_name	simt_barriers	seg_setup	seg_wait	seg_compute	seg_epilogue
0	0	0	1	1	0	0	0	1	0	1024	0	1024	1024	1024	0	3072	1312	0	2814	1847	1717	130	5973	rmsnorm	8	1312	89	2725	1847
1	2	0	0	1	32	16	64	1	6144	1024	1024	3072	1024	1024	0	6144	2132	1109	9605	1360	1230	130	14206	gemm	0	2132	2499	8215	1360
2	5	0	2	0	0	0	0	1	0	0	0	1024	0	0	0	1024	1239	0	1523	159	30	129	2921	rope	0	1239	0	1523	159
3	6	0	3	0	0	0	0	1	0	1024	0	0	0	0	0	1024	1114	0	930	159	30	129	2203	kvappend	0	1114	0	930	159
4	8	0	5	1	0	0	0	1	0	1024	0	3072	0	0	0	4096	1637	0	8444	160	30	130	10241	attention	2	1637	52	8392	160
5	9	0	0	1	32	16	64	1	6144	1024	1024	3072	1024	1024	0	6144	2155	1104	9410	2285	2156	129	14954	gemm	0	2155	3030	7484	2285
6	10	0	1	0	0	0	0	1	0	1024	0	1024	0	0	0	2048	1244	0	2921	1848	1717	131	6013	rmsnorm	8	1244	89	2832	1848
7	11	0	0	1	32	16	64	1	6144	1024	1024	3072	1024	1024	0	6144	2175	1099	9389	1106	976	130	13769	gemm	0	2175	2716	7772	1106
8	13	0	4	1	0	0	0	1	0	0	0	3072	0	0	0	3072	1276	0	6390	160	30	130	7826	elementwise	0	1276	0	6390	160
9	14	0	0	0	32	16	64	1	6144	0	1024	7168	1024	1024	0	9216	2167	1099	18355	2348	2218	130	23969	gemm	0	2167	4421	15033	2348
10	15	0	1	0	0	0	0	1	0	0	0	1024	1024	1024	0	2048	1250	0	2910	1839	1708	131	5999	rmsnorm	8	1250	89	2821	1839
11	17	0	0	1	32	16	64	1	6144	1024	0	4096	1024	0	1024	6144	2155	1107	9282	1783	1521	262	14327	gemm	0	2155	2667	7722	1783
12	20	0	2	0	0	0	0	1	0	0	0	1024	0	0	0	1024	1232	0	1526	159	30	129	2917	rope	0	1232	0	1526	159
13	21	0	3	0	0	0	0	1	0	0	0	1024	0	0	0	1024	1138	0	921	159	30	129	2218	kvappend	0	1138	0	921	159
14	23	0	5	1	0	0	0	1	0	1024	0	3072	0	0	0	4096	1628	0	8367	159	30	129	10154	attention	2	1628	52	8315	159
15	24	0	0	0	32	16	64	1	6144	1024	0	4096	0	0	0	5120	2179	1102	9296	1557	1427	130	14134	gemm	0	2179	2665	7733	1557
16	25	0	1	1	0	0	0	1	0	1024	0	1024	1024	1024	0	3072	1284	0	2904	1856	1725	131	6044	rmsnorm	8	1284	89	2815	1856
17	26	0	0	0	32	16	64	1	6144	0	1024	3072	1024	1024	0	5120	2164	1101	9317	1360	1230	130	13942	gemm	0	2164	2740	7678	1360
18	28	0	4	1	0	0	0	1	0	0	0	3072	0	0	0	3072	1253	0	6363	160	30	130	7776	elementwise	0	1253	0	6363	160
19	29	0	0	1	32	16	64	1	6144	1024	1024	7168	0	0	0	9216	2168	1108	18222	1831	1702	129	23329	gemm	0	2168	4273	15057	1831
20	30	0	1	1	0	0	0	1	0	0	0	1024	1024	1024	0	2048	1238	0	2908	1971	1840	131	6117	rmsnorm	8	1238	89	2819	1971
21	32	0	0	0	32	16	64	1	6144	1024	0	4096	0	0	0	5120	2158	1109	9302	1379	1249	130	13948	gemm	0	2158	3148	7263	1379
22	35	0	2	1	0	0	0	1	0	1024	0	0	0	0	0	1024	1228	0	1519	159	30	129	2906	rope	0	1228	0	1519	159
23	36	0	3	1	0	0	0	1	0	1024	0	0	0	0	0	1024	1145	0	859	159	30	129	2163	kvappend	0	1145	0	859	159
24	38	0	5	1	0	0	0	1	0	1024	0	3072	0	0	0	4096	1632	0	8050	159	30	129	9841	attention	2	1632	52	7998	159
25	39	0	0	0	32	16	64	1	6144	1024	0	4096	0	0	0	5120	2160	1097	9205	1550	1420	130	14012	gemm	0	2160	2541	7761	1550
26	40	0	1	1	0	0	0	1	0	1024	0	1024	1024	1024	0	3072	1224	0	2794	1923	1793	130	5941	rmsnorm	8	1224	89	2705	1923
27	41	0	0	1	32	16	64	1	6144	1024	0	4096	1024	1024	0	6144	2127	1092	10823	1216	939	277	15258	gemm	0	2127	3640	8275	1216
28	43	0	4	1	0	0	0	1	0	0	0	3072	0	0	0	3072	1277	0	6471	160	30	130	7908	elementwise	0	1277	0	6471	160
29	44	0	0	1	32	16	64	1	6144	1024	0	7168	1024	1024	0	9216	2092	1111	18283	1988	1858	130	23474	gemm	0	2092	4473	14921	1988
30	45	0	1	1	0	0	0	1	0	0	0	2048	0	0	0	2048	1241	0	2801	1941	1810	131	5983	rmsnorm	8	1241	89	2712	1941
31	47	0	0	1	32	16	64	1	6144	1024	0	4096	0	0	0	5120	2123	1107	9222	1088	958	130	13540	gemm	0	2123	2544	7785	1088
32	50	0	2	0	0	0	0	1	0	1024	0	0	0	0	0	1024	1244	0	1545	159	30	129	2948	rope	0	1244	0	1545	159
33	51	0	3	0	0	0	0	1	0	0	0	1024	0	0	0	1024	1115	0	948	159	30	129	2222	kvappend	0	1115	0	948	159
34	53	0	5	1	0	0	0	1	0	0	0	4096	0	0	0	4096	1632	0	8531	160	30	130	10323	attention	2	1632	52	8479	160
35	54	0	0	0	32	16	64	1	6144	0	1024	4096	0	0	0	5120	2116	1090	9457	1542	1413	129	14205	gemm	0	2116	2827	7720	1542
36	55	0	1	0	0	0	0	1	0	1024	0	1024	0	0	0	2048	1316	0	2804	1925	1794	131	6045	rmsnorm	8	1316	89	2715	1925
37	56	0	0	1	32	16	64	1	6144	1024	1024	3072	1024	1024	0	6144	2110	1104	9291	1074	944	130	13579	gemm	0	2110	2700	7695	1074
38	58	0	4	1	0	0	0	1	0	1024	0	2048	0	0	0	3072	1270	0	6359	160	30	130	7789	elementwise	0	1270	0	6359	160
39	59	0	0	1	32	16	64	1	6144	1024	0	7168	1024	1024	0	9216	2127	1125	18284	2246	2116	130	23782	gemm	0	2127	4351	15058	2246
40	0	1	1	0	0	0	0	1	0	1024	0	1024	1024	1024	0	3072	1353	0	2916	1857	1726	131	6126	rmsnorm	8	1353	89	2827	1857
41	2	1	0	0	32	16	64	1	6144	1024	1024	3072	1024	1024	0	6144	2191	1036	9664	1339	1209	130	14230	gemm	0	2191	3016	7684	1339
42	5	1	2	0	0	0	0	1	0	1024	0	0	0	0	0	1024	1271	0	1529	159	30	129	2959	rope	0	1271	0	1529	159
43	6	1	3	0	0	0	0	1	0	0	0	0	0	0	0	0	1128	0	936	160	30	130	2224	kvappend	0	1128	0	936	160
44	8	1	5	0	0	0	0	1	0	1024	0	3072	0	0	0	4096	1664	0	8111	160	30	130	9935	attention	2	1664	52	8059	160
45	9	1	0	0	32	16	64	1	6144	1024	1024	3072	1024	1024	0	6144	2177	1017	9438	2019	1889	130	14651	gemm	0	2177	2381	8074	2019
46	10	1	1	1	0	0	0	1	0	1024	0	1024	1024	0	1024	3072	1287	0	2860	1877	1746	131	6024	rmsnorm	8	1287	89	2771	1877
47	11	1	0	0	32	16	64	1	6144	1024	1024	3072	1024	1024	0	6144	2196	1168	9371	1245	953	292	13980	gemm	0	2196	2740	7799	1245
48	13	1	4	0	0	0	0	1	0	0	0	3072	0	0	0	3072	1314	0	6407	159	30	129	7880	elementwise	0	1314	0	6407	159
49	14	1	0	0	32	16	64	1	6144	1024	0	7168	1024	1024	0	9216	2183	1040	18311	2251	2121	130	23785	gemm	0	2183	4363	14988	2251
50	15	1	1	0	0	0	0	1	0	0	0	2048	0	0	0	2048	1273	0	2844	1868	1737	131	5985	rmsnorm	8	1273	89	2755	1868
51	17	1	0	0	32	16	64	1	6144	1024	0	4096	1024	1024	0	6144	2163	1243	9293	1341	1212	129	14040	gemm	0	2163	3048	7488	1341
52	20	1	2	0	0	0	0	1	0	0	0	1024	0	0	0	1024	1251	0	1539	159	30	129	2949	rope	0	1251	0	1539	159
53	21	1	3	0	0	0	0	1	0	1024	0	0	0	0	0	1024	1088	0	963	160	30	130	2211	kvappend	0	1088	0	963	160
54	23	1	5	0	0	0	0	1	0	1024	0	3072	0	0	0	4096	1643	0	8186	160	30	130	9989	attention	2	1643	52	8134	160
55	24	1	0	1	32	16	64	1	6144	1024	0	4096	1024	1024	0	6144	2174	1016	9565	1755	1626	129	14510	gemm	0	2174	2521	8060	1755
56	25	1	1	0	0	0	0	1	0	0	0	1024	1024	1024	0	2048	1333	0	2869	1861	1730	131	6063	rmsnorm	8	1333	89	2780	1861
57	26	1	0	0	32	16	64	1	6144	1024	0	4096	0	0	0	5120	2175	1036	9446	1340	1209	131	13997	gemm	0	2175	2984	7498	1340
58	28	1	4	0	0	0	0	1	0	0	0	3072	0	0	0	3072	1292	0	6418	159	30	129	7869	elementwise	0	1292	0	6418	159
59	29	1	0	0	32	16	64	1	6144	0	1024	7168	1024	0	1024	9216	2176	1070	18024	2025	1895	130	23295	gemm	0	2176	4417	14677	2025
60	30	1	1	0	0	0	0	1	0	0	0	1024	1024	1024	0	2048	1249	0	2893	1929	1799	130	6071	rmsnorm	8	1249	89	2804	1929
