model	split	fp32_partials	round	pass	mismatch	max_abs	partial_bytes	l05_ms	l1_ms	l2_ms
gqa2	2	0	18	0	2	0.09375	4194304	1.069952	1.069056	1.116160
gqa2	2	1	18	1	0	0.03125	8388608	1.148928	1.146944	1.206080
gqa2	4	0	18	0	1	0.0625	8388608	0.893824	0.814880	0.946176
gqa2	4	1	18	1	0	0.03125	16777216	0.983040	0.898144	1.028096
gqa2	8	0	18	1	0	0.0625	16777216	0.898048	1.020928	0.950272
gqa2	8	1	18	1	0	0.03125	33554432	1.010944	1.111008	1.049600
gqa2	16	0	18	0	3	0.09375	33554432	1.072128	1.658880	1.110016
gqa2	16	1	18	1	0	0.03125	67108864	1.245152	1.769472	1.268640
mha4	1	0	18	1	0	0.03125	0	1.102848	1.112064	1.210368
mha4	1	1	18	1	0	0.03125	0	1.094656	1.108160	1.223680
mha4	2	0	18	0	57	0.078125	9437184	2.300928	2.184320	2.314240
mha4	2	1	18	1	0	0.046875	18874368	2.298880	2.295808	2.428832
mha4	4	0	18	0	69	0.078125	18874368	1.783808	1.632256	1.908736
mha4	4	1	18	1	0	0.046875	37748736	1.968128	1.805376	2.080768
mha4	8	0	18	0	70	0.09375	37748736	1.793024	2.044992	1.918976
mha4	8	1	18	1	0	0.046875	75497472	2.075648	2.267136	2.162688
mha4	16	1	19	1	0	0.046875	150994944	2.372544	3.294208	2.426944
gqa2	1	0	19	1	0	0.03125	0	0.511840	0.514112	0.552960
gqa2	1	1	19	1	0	0.03125	0	0.505856	0.513952	0.558080
gqa2	2	0	19	0	2	0.09375	4194304	1.071104	1.070080	1.116160
gqa2	2	1	19	1	0	0.03125	8388608	1.149952	1.147904	1.205248
gqa2	4	0	19	0	1	0.0625	8388608	0.979968	0.894944	1.034240
gqa2	4	1	19	1	0	0.03125	16777216	1.080320	0.988384	1.131520
gqa2	8	0	19	1	0	0.0625	16777216	0.933888	1.060000	0.985056
gqa2	8	1	19	1	0	0.03125	33554432	1.048576	1.157120	1.090560
gqa2	16	0	19	0	3	0.09375	33554432	1.011712	1.569792	1.048480
gqa2	16	1	19	1	0	0.03125	67108864	1.139456	1.611872	1.156096
mha4	1	0	19	1	0	0.03125	0	1.025888	1.032192	1.130496
mha4	1	1	19	1	0	0.03125	0	1.019936	1.028224	1.143680
mha4	2	0	19	0	57	0.078125	9437184	2.348032	2.342048	2.255872
mha4	2	1	19	1	0	0.046875	18874368	2.299904	2.296832	2.429952
mha4	4	0	19	0	69	0.078125	18874368	1.782784	1.633024	1.907712
mha4	4	1	19	1	0	0.046875	37748736	1.966880	1.804288	2.080544
mha4	8	0	19	0	70	0.09375	37748736	1.792000	2.043968	1.917952
mha4	8	1	19	1	0	0.046875	75497472	2.076672	2.267136	2.163712
mha4	16	0	19	0	61	0.09375	75497472	2.012064	3.066880	2.077600
gqa2	1	0	20	1	0	0.03125	0	0.512000	0.515136	0.553984
gqa2	1	1	20	1	0	0.03125	0	0.506880	0.513088	0.558080
gqa2	2	0	20	0	2	0.09375	4194304	1.071104	1.069120	1.116960
gqa2	2	1	20	1	0	0.03125	8388608	1.149952	1.147968	1.207296
gqa2	4	0	20	0	1	0.0625	8388608	0.976000	0.893120	1.035264
gqa2	4	1	20	1	0	0.03125	16777216	1.080320	0.989184	1.133568
gqa2	8	0	20	1	0	0.0625	16777216	0.988160	1.123136	1.038336
gqa2	8	1	20	1	0	0.03125	33554432	1.107968	1.221632	1.152064
gqa2	16	0	20	0	3	0.09375	33554432	1.073152	1.663168	1.110880
gqa2	16	1	20	1	0	0.03125	67108864	1.246208	1.769472	1.271808
mha4	1	0	20	1	0	0.03125	0	1.027904	1.032096	1.128384
mha4	1	1	20	1	0	0.03125	0	1.018880	1.027072	1.142688
mha4	2	0	20	0	57	0.078125	9437184	2.142432	2.142272	2.262880
mha4	2	1	20	1	0	0.046875	18874368	2.299712	2.297952	2.430976
mha4	4	0	20	0	69	0.078125	18874368	1.785824	1.632096	1.908928
mha4	4	1	20	1	0	0.046875	37748736	1.969152	1.807232	2.078720
mha4	8	0	20	0	70	0.09375	37748736	1.793248	2.046976	1.919840
mha4	8	1	20	1	0	0.046875	75497472	2.074624	2.269248	2.163712
mha4	16	0	20	0	61	0.09375	75497472	2.008064	3.067744	2.077600
mha4	16	1	20	1	0	0.046875	150994944	2.357248	3.287040	2.417664
gqa2	1	1	21	1	0	0.03125	0	0.510976	0.516064	0.560128
gqa2	2	0	21	0	2	0.09375	4194304	1.070880	1.070176	1.118208
gqa2	2	1	21	1	0	0.03125	8388608	1.149952	1.147968	1.204160
gqa2	4	0	21	0	1	0.0625	8388608	0.980768	0.891904	1.036512
gqa2	4	1	21	1	0	0.03125	16777216	1.080320	0.990208	1.131520
gqa2	8	0	21	1	0	0.0625	16777216	0.987136	1.120256	1.037312
gqa2	8	1	21	1	0	0.03125	33554432	1.109120	1.219744	1.149792
gqa2	16	0	21	0	3	0.09375	33554432	1.054688	1.638560	1.095520
gqa2	16	1	21	1	0	0.03125	67108864	1.230816	1.745056	1.254272
mha4	1	0	21	1	0	0.03125	0	1.067008	1.074304	1.173504
mha4	1	1	21	1	0	0.03125	0	1.059840	1.073152	1.187840
mha4	2	0	21	0	57	0.078125	9437184	2.225152	2.229248	2.344960
mha4	2	1	21	1	0	0.046875	18874368	2.299904	2.296928	2.429952
mha4	4	0	21	0	69	0.078125	18874368	1.783808	1.632256	1.908672
mha4	4	1	21	1	0	0.046875	37748736	1.968928	1.805312	2.081792
mha4	8	0	21	0	70	0.09375	37748736	1.795072	2.047040	1.920000
mha4	8	1	21	1	0	0.046875	75497472	2.074560	2.266976	2.162688
mha4	16	0	21	0	61	0.09375	75497472	2.011136	3.068768	2.077696
mha4	16	1	21	1	0	0.046875	150994944	2.373728	3.297408	2.427904
gqa2	1	0	21	1	0	0.03125	0	0.510976	0.514144	0.552960
gqa2	2	0	22	0	2	0.09375	4194304	1.070176	1.069056	1.116160
gqa2	2	1	22	1	0	0.03125	8388608	1.147904	1.147904	1.205248
gqa2	4	0	22	0	1	0.0625	8388608	0.893696	0.814176	0.945920
gqa2	4	1	22	1	0	0.03125	16777216	1.079296	0.992416	1.132544
gqa2	8	0	22	1	0	0.0625	16777216	0.986112	1.121280	1.038336
gqa2	8	1	22	1	0	0.03125	33554432	1.106944	1.218560	1.147904
gqa2	16	0	22	0	3	0.09375	33554432	1.072128	1.661120	1.111136
gqa2	16	1	22	1	0	0.03125	67108864	1.156096	1.643360	1.177600
mha4	1	0	22	1	0	0.03125	0	1.042432	1.057632	1.149952
mha4	1	1	22	1	0	0.03125	0	1.036288	1.040384	1.160128
mha4	2	0	22	0	57	0.078125	9437184	2.163712	2.148480	2.262976
mha4	2	1	22	1	0	0.046875	18874368	2.299904	2.296704	2.429952
mha4	4	0	22	0	69	0.078125	18874368	1.783808	1.631328	1.907712
mha4	4	1	22	1	0	0.046875	37748736	1.967200	1.806400	2.081536
mha4	8	0	22	0	70	0.09375	37748736	1.794048	2.046016	1.920832
mha4	8	1	22	1	0	0.046875	75497472	2.079712	2.274304	2.166752
mha4	16	0	22	0	61	0.09375	75497472	2.009024	3.067648	2.076896
mha4	16	1	22	1	0	0.046875	150994944	2.372416	3.296096	2.426880
gqa2	1	0	22	1	0	0.03125	0	0.512000	0.516064	0.553984
gqa2	1	1	22	1	0	0.03125	0	0.506976	0.513984	0.557056
gqa2	2	1	23	1	0	0.03125	8388608	1.148672	1.147904	1.205344
gqa2	4	0	23	0	1	0.0625	8388608	0.893824	0.814080	0.946176
gqa2	4	1	23	1	0	0.03125	16777216	1.080320	0.991424	1.132544
gqa2	8	0	23	1	0	0.0625	16777216	0.933888	1.060768	0.984928
gqa2	8	1	23	1	0	0.03125	33554432	1.048416	1.155168	1.090528
gqa2	16	0	23	0	3	0.09375	33554432	1.013760	1.570848	1.048576
gqa2	16	1	23	1	0	0.03125	67108864	1.144960	1.622112	1.161440
mha4	1	0	23	1	0	0.03125	0	1.033216	1.034336	1.136640
mha4	1	1	23	1	0	0.03125	0	1.024064	1.028224	1.148928
mha4	2	0	23	0	57	0.078125	9437184	2.351104	2.339840	2.254016
mha4	2	1	23	1	0	0.046875	18874368	2.297856	2.296576	2.428928
mha4	4	0	23	0	69	0.078125	18874368	1.781888	1.632256	1.908736
mha4	4	1	23	1	0	0.046875	37748736	1.970176	1.806400	2.080768
mha4	8	0	23	0	70	0.09375	37748736	1.793888	2.046016	1.917952
mha4	8	1	23	1	0	0.046875	75497472	2.082816	2.277376	2.169856
mha4	16	0	23	0	61	0.09375	75497472	2.009888	3.066944	2.077696
mha4	16	1	23	1	0	0.046875	150994944	2.362368	3.295328	2.422784
gqa2	1	0	23	1	0	0.03125	0	0.513024	0.515168	0.555008
gqa2	1	1	23	1	0	0.03125	0	0.507904	0.515008	0.560128
gqa2	2	0	23	0	2	0.09375	4194304	1.072128	1.069152	1.118208
gqa2	4	0	24	0	1	0.0625	8388608	0.894848	0.814080	0.946176
gqa2	4	1	24	1	0	0.03125	16777216	1.080384	0.991168	1.131520
gqa2	8	0	24	1	0	0.0625	16777216	0.983040	1.117184	1.033216
gqa2	8	1	24	1	0	0.03125	33554432	1.103872	1.214464	1.141760
gqa2	16	0	24	0	3	0.09375	33554432	1.068032	1.653984	1.105920
gqa2	16	1	24	1	0	0.03125	67108864	1.242112	1.769696	1.265664
mha4	1	0	24	1	0	0.03125	0	1.080160	1.085440	1.187872
mha4	1	1	24	1	0	0.03125	0	1.071104	1.079424	1.201184
mha4	2	0	24	0	57	0.078125	9437184	2.250752	2.244608	2.374656
mha4	2	1	24	1	0	0.046875	18874368	2.305024	2.300032	2.434048
mha4	4	0	24	0	69	0.078125	18874368	1.784832	1.633344	1.910784
mha4	4	1	24	1	0	0.046875	37748736	1.972224	1.810368	2.083904
mha4	8	0	24	0	70	0.09375	37748736	1.794048	2.045024	1.921024
mha4	8	1	24	1	0	0.046875	75497472	2.077696	2.270272	2.164736
mha4	16	0	24	0	61	0.09375	75497472	2.014208	3.072000	2.079744
mha4	16	1	24	1	0	0.046875	150994944	2.378752	3.301376	2.431904
gqa2	1	0	24	1	0	0.03125	0	0.512000	0.515072	0.555008
gqa2	1	1	24	1	0	0.03125	0	0.506880	0.514048	0.560896
gqa2	2	0	24	0	2	0.09375	4194304	1.072128	1.070080	1.119232
gqa2	2	1	24	1	0	0.03125	8388608	1.152864	1.149952	1.322784
gqa2	4	1	25	1	0	0.03125	16777216	1.079488	0.991392	1.132544
gqa2	8	0	25	1	0	0.0625	16777216	0.986112	1.123456	1.037440
gqa2	8	1	25	1	0	0.03125	33554432	1.108992	1.219584	1.148928
gqa2	16	0	25	0	3	0.09375	33554432	1.071104	1.660736	1.114112
gqa2	16	1	25	1	0	0.03125	67108864	1.242944	1.765568	1.261568
mha4	1	0	25	1	0	0.03125	0	1.127648	1.135776	1.207296
mha4	1	1	25	1	0	0.03125	0	1.087680	1.094592	1.197024
mha4	2	0	25	0	57	0.078125	9437184	2.252800	2.244736	2.266112
mha4	2	1	25	1	0	0.046875	18874368	2.304192	2.298944	2.434976
mha4	4	0	25	0	69	0.078125	18874368	1.786848	1.633376	1.911552
mha4	4	1	25	1	0	0.046875	37748736	1.971136	1.808384	2.083840
mha4	8	0	25	0	70	0.09375	37748736	1.795072	2.047936	1.921024
mha4	8	1	25	1	0	0.046875	75497472	2.077664	2.271296	2.166784
mha4	16	0	25	0	61	0.09375	75497472	2.009088	3.069952	2.078720
mha4	16	1	25	1	0	0.046875	150994944	2.363264	3.295200	2.405152
gqa2	1	0	25	1	0	0.03125	0	0.515072	0.516064	0.556032
gqa2	1	1	25	1	0	0.03125	0	0.507904	0.514048	0.557888
gqa2	2	0	25	0	2	0.09375	4194304	1.070336	1.069056	1.117184
gqa2	2	1	25	1	0	0.03125	8388608	1.150976	1.149888	1.207136
gqa2	4	0	25	0	1	0.0625	8388608	0.893952	0.813952	0.947072
gqa2	8	0	26	1	0	0.0625	16777216	0.899072	1.019904	0.952320
gqa2	8	1	26	1	0	0.03125	33554432	1.010720	1.113888	1.051424
gqa2	16	0	26	0	3	0.09375	33554432	0.977920	1.510464	1.006592
gqa2	16	1	26	1	0	0.03125	67108864	1.221376	1.770496	1.271616
mha4	1	0	26	1	0	0.03125	0	1.128448	1.132768	1.236992
mha4	1	1	26	1	0	0.03125	0	1.120320	1.127584	1.253376
mha4	2	0	26	0	57	0.078125	9437184	2.349056	2.343936	2.480128
mha4	2	1	26	1	0	0.046875	18874368	2.301952	2.298752	2.434016
mha4	4	0	26	0	69	0.078125	18874368	1.786880	1.632256	1.911776
mha4	4	1	26	1	0	0.046875	37748736	1.970176	1.809408	2.082816
mha4	8	0	26	0	70	0.09375	37748736	1.794048	2.047840	1.920000
mha4	8	1	26	1	0	0.046875	75497472	2.079744	2.273280	2.165760
mha4	16	0	26	0	61	0.09375	75497472	2.012160	3.070976	2.078720
mha4	16	1	26	1	0	0.046875	150994944	2.368512	3.298304	2.425792
gqa2	1	0	26	1	0	0.03125	0	0.513024	0.514912	0.553984
gqa2	1	1	26	1	0	0.03125	0	0.507904	0.514112	0.559104
gqa2	2	0	26	0	2	0.09375	4194304	1.072256	1.069120	1.118208
gqa2	2	1	26	1	0	0.03125	8388608	1.152000	1.148928	1.207296
gqa2	4	0	26	0	1	0.0625	8388608	0.893952	0.814176	0.948224
gqa2	4	1	26	1	0	0.03125	16777216	0.984064	0.900192	1.030144
gqa2	8	1	27	1	0	0.03125	33554432	1.010752	1.114048	1.049632
gqa2	16	0	27	0	3	0.09375	33554432	0.976896	1.512544	1.006592
gqa2	16	1	27	1	0	0.03125	67108864	1.135616	1.611872	1.155072
mha4	1	0	27	1	0	0.03125	0	1.029120	1.032192	1.130496
mha4	1	1	27	1	0	0.03125	0	1.019904	1.029120	1.143808
mha4	2	0	27	0	57	0.078125	9437184	2.349056	2.339008	2.257920
mha4	2	1	27	1	0	0.046875	18874368	2.300928	2.297952	2.434880
mha4	4	0	27	0	69	0.078125	18874368	1.786880	1.632320	1.910784
mha4	4	1	27	1	0	0.046875	37748736	1.973120	1.809216	2.083840
mha4	8	0	27	0	70	0.09375	37748736	1.795200	2.047040	1.919872
mha4	8	1	27	1	0	0.046875	75497472	2.080608	2.269216	2.165664
mha4	16	0	27	0	61	0.09375	75497472	2.011136	3.071904	2.079744
mha4	16	1	27	1	0	0.046875	150994944	2.369280	3.296256	2.424832
gqa2	1	0	27	1	0	0.03125	0	0.512000	0.514048	0.553984
gqa2	1	1	27	1	0	0.03125	0	0.507680	0.514048	0.559104
gqa2	2	0	27	0	2	0.09375	4194304	1.072128	1.070080	1.118208
gqa2	2	1	27	1	0	0.03125	8388608	1.152000	1.148864	1.207072
gqa2	4	0	27	0	1	0.0625	8388608	0.979968	0.894976	1.033216
gqa2	4	1	27	1	0	0.03125	16777216	1.079200	0.988320	1.131520
gqa2	8	0	27	1	0	0.0625	16777216	0.949248	1.077248	0.996352
gqa2	16	0	28	0	3	0.09375	33554432	1.032192	1.599680	1.069056
gqa2	16	1	28	1	0	0.03125	67108864	1.201152	1.705920	1.221632
mha4	1	0	28	1	0	0.03125	0	1.028096	1.032192	1.130496
mha4	1	1	28	1	0	0.03125	0	1.020928	1.027072	1.145600
mha4	2	0	28	0	57	0.078125	9437184	2.146304	2.143360	2.264864
mha4	2	1	28	1	0	0.046875	18874368	2.304864	2.298880	2.434048
mha4	4	0	28	0	69	0.078125	18874368	1.788928	1.634304	1.911584
mha4	4	1	28	1	0	0.046875	37748736	1.974048	1.808416	2.082816
mha4	8	0	28	0	70	0.09375	37748736	1.795072	2.048000	1.920768
mha4	8	1	28	1	0	0.046875	75497472	2.079648	2.270272	2.165728
mha4	16	0	28	0	61	0.09375	75497472	2.011136	3.069952	2.078720
mha4	16	1	28	1	0	0.046875	150994944	2.372800	3.299328	2.428928
gqa2	1	0	28	1	0	0.03125	0	0.512000	0.515072	0.555008
gqa2	1	1	28	1	0	0.03125	0	0.506880	0.514048	0.559904
gqa2	2	0	28	0	2	0.09375	4194304	1.072128	1.069056	1.118208
gqa2	2	1	28	1	0	0.03125	8388608	1.152832	1.150080	1.206400
gqa2	4	0	28	0	1	0.0625	8388608	0.979968	0.894976	1.034240
gqa2	4	1	28	1	0	0.03125	16777216	1.079296	0.990368	1.132544
gqa2	8	0	28	1	0	0.0625	16777216	0.986112	1.121024	1.038336
gqa2	8	1	28	1	0	0.03125	33554432	1.108992	1.218560	1.148928
gqa2	16	1	29	1	0	0.03125	67108864	1.242144	1.766272	1.263616
mha4	1	0	29	1	0	0.03125	0	1.126400	1.134592	1.200128
mha4	1	1	29	1	0	0.03125	0	1.081344	1.085536	1.209344
mha4	2	0	29	0	57	0.078125	9437184	2.239360	2.240640	2.270208
mha4	2	1	29	1	0	0.046875	18874368	2.305024	2.299904	2.434048
mha4	4	0	29	0	69	0.078125	18874368	1.788704	1.633344	1.910784
mha4	4	1	29	1	0	0.046875	37748736	1.974272	1.809472	2.083648
mha4	8	0	29	0	70	0.09375	37748736	1.795072	2.048960	1.921024
mha4	8	1	29	1	0	0.046875	75497472	2.080704	2.273280	2.167808
mha4	16	0	29	0	61	0.09375	75497472	2.013184	3.070080	2.080768
mha4	16	1	29	1	0	0.046875	150994944	2.374656	3.300352	2.427904
gqa2	1	0	29	1	0	0.03125	0	0.512000	0.515168	0.555008
gqa2	1	1	29	1	0	0.03125	0	0.507776	0.514048	0.558112
gqa2	2	0	29	0	2	0.09375	4194304	1.072032	1.070048	1.119232
gqa2	2	1	29	1	0	0.03125	8388608	1.152000	1.149952	1.207456
gqa2	4	0	29	0	1	0.0625	8388608	0.981088	0.894976	1.034240
gqa2	4	1	29	1	0	0.03125	16777216	1.081344	0.991392	1.133568
gqa2	8	0	29	1	0	0.0625	16777216	0.987136	1.123328	1.038336
gqa2	8	1	29	1	0	0.03125	33554432	1.110016	1.220608	1.149952
gqa2	16	0	29	0	3	0.09375	33554432	1.047552	1.620992	1.086464
mha4	1	0	30	1	0	0.03125	0	1.101664	1.114016	1.203200
mha4	1	1	30	1	0	0.03125	0	1.080320	1.084384	1.210368
mha4	2	0	30	0	57	0.078125	9437184	2.179072	2.178208	2.265056
mha4	2	1	30	1	0	0.046875	18874368	2.303040	2.299968	2.436096
mha4	4	0	30	0	69	0.078125	18874368	1.786880	1.633280	1.911808
mha4	4	1	30	1	0	0.046875	37748736	1.971168	1.807360	2.082816
mha4	8	0	30	0	70	0.09375	37748736	1.795904	2.047072	1.921984
mha4	8	1	30	1	0	0.046875	75497472	2.079744	2.275328	2.165760
mha4	16	0	30	0	61	0.09375	75497472	2.011072	3.068032	2.079872
mha4	16	1	30	1	0	0.046875	150994944	2.360320	3.295232	2.418688
gqa2	1	0	30	1	0	0.03125	0	0.512000	0.515072	0.553984
gqa2	1	1	30	1	0	0.03125	0	0.507872	0.514112	0.559136
gqa2	2	0	30	0	2	0.09375	4194304	1.073152	1.071136	1.119232
gqa2	2	1	30	1	0	0.03125	8388608	1.150976	1.148928	1.208320
gqa2	4	0	30	0	1	0.0625	8388608	0.979072	0.894976	1.034240
gqa2	4	1	30	1	0	0.03125	16777216	1.082368	0.990368	1.132544
gqa2	8	0	30	1	0	0.0625	16777216	0.987136	1.121504	1.038336
gqa2	8	1	30	1	0	0.03125	33554432	1.107744	1.216640	1.146880
gqa2	16	0	30	0	3	0.09375	33554432	1.070080	1.660064	1.111040
gqa2	16	1	30	1	0	0.03125	67108864	1.144960	1.626112	1.163264
mha4	1	1	31	1	0	0.03125	0	1.028864	1.033216	1.156096
mha4	2	0	31	0	57	0.078125	9437184	2.153472	2.143360	2.269216
mha4	2	1	31	1	0	0.046875	18874368	2.301952	2.298880	2.433024
mha4	4	0	31	0	69	0.078125	18874368	1.785888	1.633280	1.912832
mha4	4	1	31	1	0	0.046875	37748736	1.971200	1.809312	2.081792
mha4	8	0	31	0	70	0.09375	37748736	1.795072	2.047072	1.920096
mha4	8	1	31	1	0	0.046875	75497472	2.079744	2.269184	2.167808
mha4	16	0	31	0	61	0.09375	75497472	2.013184	3.073120	2.080768
mha4	16	1	31	1	0	0.046875	150994944	2.360544	3.293184	2.420736
gqa2	1	0	31	1	0	0.03125	0	0.512000	0.516096	0.553984
gqa2	1	1	31	1	0	0.03125	0	0.507904	0.515072	0.563200
gqa2	2	0	31	0	2	0.09375	4194304	1.073152	1.070080	1.118080
gqa2	2	1	31	1	0	0.03125	8388608	1.152000	1.148928	1.321856
gqa2	4	0	31	0	1	0.0625	8388608	0.980992	0.896000	1.035104
gqa2	4	1	31	1	0	0.03125	16777216	1.081344	0.992256	1.133568
gqa2	8	0	31	1	0	0.0625	16777216	0.987136	1.122496	1.039360
gqa2	8	1	31	1	0	0.03125	33554432	1.108992	1.217696	1.149056
gqa2	16	0	31	0	3	0.09375	33554432	1.070976	1.661952	1.112064
gqa2	16	1	31	1	0	0.03125	67108864	1.248256	1.770368	1.197056
mha4	1	0	31	1	0	0.03125	0	1.060864	1.070080	1.168384
mha4	2	0	32	0	57	0.078125	9437184	2.212864	2.197600	2.265088
mha4	2	1	32	1	0	0.046875	18874368	2.302976	2.300928	2.432000
mha4	4	0	32	0	69	0.078125	18874368	1.784832	1.633280	1.910624
mha4	4	1	32	1	0	0.046875	37748736	1.973248	1.809472	2.083808
mha4	8	0	32	0	70	0.09375	37748736	1.796064	2.046016	1.919008
mha4	8	1	32	1	0	0.046875	75497472	2.078720	2.271328	2.164736
mha4	16	0	32	0	61	0.09375	75497472	2.012160	3.070976	2.079648
mha4	16	1	32	1	0	0.046875	150994944	2.375680	3.298368	2.429952
gqa2	1	0	32	1	0	0.03125	0	0.513024	0.516128	0.555008
gqa2	1	1	32	1	0	0.03125	0	0.507872	0.514144	0.560128
gqa2	2	0	32	0	2	0.09375	4194304	1.071104	1.069056	1.118208
gqa2	2	1	32	1	0	0.03125	8388608	1.151744	1.149952	1.207328
gqa2	4	0	32	0	1	0.0625	8388608	0.980992	0.896192	1.034432
gqa2	4	1	32	1	0	0.03125	16777216	1.080320	0.991392	1.133568
gqa2	8	0	32	1	0	0.0625	16777216	0.987008	1.119232	1.042336
gqa2	8	1	32	1	0	0.03125	33554432	1.110016	1.219744	1.148928
gqa2	16	0	32	0	3	0.09375	33554432	0.996352	1.544960	1.029984
gqa2	16	1	32	1	0	0.03125	67108864	1.162112	1.650784	1.182720
mha4	1	0	32	1	0	0.03125	0	1.027072	1.031168	1.131520
mha4	1	1	32	1	0	0.03125	0	1.020704	1.028192	1.143808
mha4	2	1	33	1	0	0.046875	18874368	2.303104	2.298912	2.433920
mha4	4	0	33	0	69	0.078125	18874368	1.787904	1.633376	1.911808
mha4	4	1	33	1	0	0.046875	37748736	1.972224	1.809312	2.080768
mha4	8	0	33	0	70	0.09375	37748736	1.797120	2.048960	1.921120
mha4	8	1	33	1	0	0.046875	75497472	2.081792	2.272192	2.167712
mha4	16	0	33	0	61	0.09375	75497472	2.009088	3.067904	2.078720
mha4	16	1	33	1	0	0.046875	150994944	2.361472	3.289184	2.421760
gqa2	1	0	33	1	0	0.03125	0	0.512000	0.515936	0.555904
gqa2	1	1	33	1	0	0.03125	0	0.507904	0.514112	0.559168
gqa2	2	0	33	0	2	0.09375	4194304	1.071872	1.071104	1.118208
gqa2	2	1	33	1	0	0.03125	8388608	1.150752	1.149984	1.208320
gqa2	4	0	33	0	1	0.0625	8388608	0.896000	0.815072	0.947200
gqa2	4	1	33	1	0	0.03125	16777216	0.985088	0.901248	1.030144
gqa2	8	0	33	1	0	0.0625	16777216	0.900096	1.021024	0.951296
gqa2	8	1	33	1	0	0.03125	33554432	1.013568	1.114112	1.150976
gqa2	16	0	33	0	3	0.09375	33554432	1.071104	1.661120	1.111904
gqa2	16	1	33	1	0	0.03125	67108864	1.245184	1.769472	1.266688
mha4	1	0	33	1	0	0.03125	0	1.029952	1.034240	1.131520
mha4	1	1	33	1	0	0.03125	0	1.019712	1.028992	1.143808
mha4	2	0	33	0	57	0.078125	9437184	2.144256	2.142336	2.264160
mha4	4	0	34	0	69	0.078125	18874368	1.787904	1.633216	1.910784
mha4	4	1	34	1	0	0.046875	37748736	1.970176	1.809248	2.082816
mha4	8	0	34	0	70	0.09375	37748736	1.796128	2.048000	1.920064
mha4	8	1	34	1	0	0.046875	75497472	2.081792	2.271200	2.165760
mha4	16	0	34	0	61	0.09375	75497472	2.010112	3.068032	2.076672
mha4	16	1	34	1	0	0.046875	150994944	2.367392	3.293184	2.418688
gqa2	1	0	34	1	0	0.03125	0	0.512000	0.515136	0.554176
gqa2	1	1	34	1	0	0.03125	0	0.507904	0.514048	0.559104
gqa2	2	0	34	0	2	0.09375	4194304	1.071104	1.069152	1.118208
gqa2	2	1	34	1	0	0.03125	8388608	1.150976	1.149952	1.207296
gqa2	4	0	34	0	1	0.0625	8388608	0.893792	0.814080	0.947136
gqa2	4	1	34	1	0	0.03125	16777216	0.983936	0.900096	1.029120
gqa2	8	0	34	1	0	0.0625	16777216	0.900096	1.020992	0.952320
gqa2	8	1	34	1	0	0.03125	33554432	1.019904	1.115136	1.051648
gqa2	16	0	34	0	3	0.09375	33554432	1.073152	1.663904	1.111968
gqa2	16	1	34	1	0	0.03125	67108864	1.246208	1.769408	1.267712
mha4	1	0	34	1	0	0.03125	0	1.089536	1.103872	1.198080
mha4	1	1	34	1	0	0.03125	0	1.081280	1.084352	1.211488
mha4	2	0	34	0	57	0.078125	9437184	2.272064	2.276352	2.392064
mha4	2	1	34	1	0	0.046875	18874368	2.302816	2.299904	2.433024
mha4	4	1	35	1	0	0.046875	37748736	1.971200	1.807424	2.084864
mha4	8	0	35	0	70	0.09375	37748736	1.797120	2.047776	1.921024
mha4	8	1	35	1	0	0.046875	75497472	2.079744	2.269280	2.165760
mha4	16	0	35	0	61	0.09375	75497472	2.012064	3.068928	2.078720
mha4	16	1	35	1	0	0.046875	150994944	2.364416	3.295008	2.425856
gqa2	1	0	35	1	0	0.03125	0	0.512000	0.515072	0.555968
gqa2	1	1	35	1	0	0.03125	0	0.507904	0.514112	0.560000
gqa2	2	0	35	0	2	0.09375	4194304	1.072128	1.069952	1.118208
gqa2	2	1	35	1	0	0.03125	8388608	1.150976	1.149952	1.207296
gqa2	4	0	35	0	1	0.0625	8388608	0.893952	0.814080	0.947136
gqa2	4	1	35	1	0	0.03125	16777216	0.984928	0.901216	1.029120
gqa2	8	0	35	1	0	0.0625	16777216	0.901120	1.021024	0.951296
gqa2	8	1	35	1	0	0.03125	33554432	1.012736	1.114240	1.050624
gqa2	16	0	35	0	3	0.09375	33554432	0.979008	1.514432	1.007616
gqa2	16	1	35	1	0	0.03125	67108864	1.140640	1.615872	1.156032
mha4	1	0	35	1	0	0.03125	0	1.028096	1.032992	1.132544
mha4	1	1	35	1	0	0.03125	0	1.021952	1.027168	1.144640
mha4	2	0	35	0	57	0.078125	9437184	2.145120	2.143232	2.265088
mha4	2	1	35	1	0	0.046875	18874368	2.302976	2.298976	2.432064
mha4	4	0	35	0	69	0.078125	18874368	1.788928	1.632320	1.910720
mha4	8	0	36	0	70	0.09375	37748736	1.796032	2.047040	1.918976
mha4	8	1	36	1	0	0.046875	75497472	2.078720	2.272256	2.167648
mha4	16	0	36	0	61	0.09375	75497472	2.011136	3.067968	2.078720
mha4	16	1	36	1	0	0.046875	150994944	2.365440	3.293280	2.420992
gqa2	1	0	36	1	0	0.03125	0	0.512864	0.515136	0.553984
gqa2	1	1	36	1	0	0.03125	0	0.508672	0.514048	0.559072
gqa2	2	0	36	0	2	0.09375	4194304	1.072128	1.069888	1.119232
gqa2	2	1	36	1	0	0.03125	8388608	1.150976	1.149760	1.208320
gqa2	4	0	36	0	1	0.0625	8388608	0.980992	0.892160	1.036288
gqa2	4	1	36	1	0	0.03125	16777216	1.079296	0.990400	1.132544
