stage	tasks	first_ready_ns	first_start_ns	last_end_ns	run_total_ns	wait_total_ns	name	category	external_bytes	streaming_ns	wall_span_ns	space_excess_ns
199	64	1790328442218521600	1790328442218521600	1790328442218548224	388096	1440768	l0.s136.norm	norm	4096.0	4.172851731651407	26624	26619.82714826835
200	512	1790328442218531840	1790328442218531840	1790328442218585088	10818560	12518400	l0.s137.proj	proj	8388608.0	8546.00034642208	53248	44701.99965357792
201	256	1790328442218565632	1790328442218566656	1790328442218591232	801792	618496	l0.s137.proj.combine	combine	0.0	0.0	25600	25600.0
202	128	1790328442218531840	1790328442218532864	1790328442218577920	2544640	3399680	l0.s138.proj	proj	2097152.0	2136.50008660552	46080	43943.49991339448
203	64	1790328442218567680	1790328442218567680	1790328442218584064	218112	210944	l0.s138.proj.combine	combine	0.0	0.0	16384	16384.0
204	128	1790328442218551296	1790328442218551296	1790328442218585088	1997824	131072	l0.s139.proj	proj	2097152.0	2136.50008660552	33792	31655.49991339448
205	64	1790328442218575872	1790328442218576896	1790328442218590208	183296	146432	l0.s139.proj.combine	combine	0.0	0.0	14336	14336.0
206	2048	1790328442218591232	1790328442218591232	1790328442218628096	1865728	599040	l0.s140.rope	rope	64.0	0.06520080830705323	36864	36863.934799191695
207	512	1790328442218584064	1790328442218584064	1790328442218599424	442368	653312	l0.s141.rope	rope	64.0	0.06520080830705323	15360	15359.934799191693
208	512	1790328442218590208	1790328442218590208	1790328442218605568	314368	414720	l0.s142.append	append	65536.0	66.7656277064225	15360	15293.234372293577
209	512	1790328442218590208	1790328442218590208	1790328442218608640	428032	3473408	l0.s143.append	append	65536.0	66.7656277064225	18432	18365.234372293577
210	2048	1790328442218609664	1790328442218609664	1790328442218653696	10418176	2928640	l0.s144.attn	attn	6144.0	6.25927759747711	44032	44025.74072240252
211	512	1790328442218654720	1790328442218654720	1790328442218686464	11977728	6031360	l0.s145.proj	proj	8388608.0	8546.00034642208	31744	23197.99965357792
212	256	1790328442218677248	1790328442218677248	1790328442218695680	1050624	1167360	l0.s145.proj.combine	combine	0.0	0.0	18432	18432.0
213	64	1790328442218692608	1790328442218692608	1790328442218706944	401408	375808	l0.s146.norm	norm	4096.0	4.172851731651407	14336	14331.827148268349
214	2048	1790328442218705920	1790328442218705920	1790328442218895360	53658624	10408960	l0.s147.proj	proj	33554432.0	34184.00138568832	189440	155255.99861431168
215	1024	1790328442218855424	1790328442218855424	1790328442218975232	3776512	1268736	l0.s147.proj.combine	combine	0.0	0.0	119808	119808.0
216	2048	1790328442218782720	1790328442218782720	1790328442218959872	30937088	317440	l0.s148.proj	proj	33554432.0	34184.00138568832	177152	142967.99861431168
217	1024	1790328442218872832	1790328442218873856	1790328442218991616	3656704	5000192	l0.s148.proj.combine	combine	0.0	0.0	118784	118784.0
218	64	1790328442218982400	1790328442218983424	1790328442219020288	1409024	3943424	l0.s149.act	act	0.0	0.0	37888	37888.0
219	512	1790328442219014144	1790328442219014144	1790328442219138048	41175040	32986112	l0.s150.proj	proj	33554432.0	34184.00138568832	123904	89719.99861431168
220	256	1790328442219077632	1790328442219078656	1790328442219144192	1432576	5994496	l0.s150.proj.combine	combine	0.0	0.0	66560	66560.0
221	64	1790328442219131904	1790328442219131904	1790328442219357184	6676480	1372160	l0.s151.norm	norm	4096.0	4.172851731651407	225280	225275.82714826835
222	512	1790328442219142144	1790328442219143168	1790328442219392000	61096960	36777984	l0.s152.proj	proj	8388608.0	8546.00034642208	249856	241309.99965357792
223	256	1790328442219368448	1790328442219369472	1790328442219397120	862208	632832	l0.s152.proj.combine	combine	0.0	0.0	28672	28672.0
224	128	1790328442219143168	1790328442219143168	1790328442219386880	15155200	9448448	l0.s153.proj	proj	2097152.0	2136.50008660552	243712	241575.49991339448
225	64	1790328442219376640	1790328442219377664	1790328442219393024	222208	201728	l0.s153.proj.combine	combine	0.0	0.0	16384	16384.0
226	128	1790328442219358208	1790328442219358208	1790328442219392000	2068480	139264	l0.s154.proj	proj	2097152.0	2136.50008660552	33792	31655.49991339448
227	64	1790328442219382784	1790328442219383808	1790328442219398144	202752	120832	l0.s154.proj.combine	combine	0.0	0.0	15360	15360.0
228	2048	1790328442219398144	1790328442219398144	1790328442219435008	1799168	637952	l0.s155.rope	rope	64.0	0.06520080830705323	36864	36863.934799191695
229	512	1790328442219393024	1790328442219393024	1790328442219406336	490496	851968	l0.s156.rope	rope	64.0	0.06520080830705323	13312	13311.934799191693
230	512	1790328442219399168	1790328442219400192	1790328442219413504	344064	369664	l0.s157.append	append	65536.0	66.7656277064225	14336	14269.234372293577
231	512	1790328442219398144	1790328442219399168	1790328442219416576	428032	3744768	l0.s158.append	append	65536.0	66.7656277064225	18432	18365.234372293577
232	2048	1790328442219417600	1790328442219417600	1790328442219462656	10756096	2725888	l0.s159.attn	attn	6144.0	6.25927759747711	45056	45049.74072240252
233	512	1790328442219463680	1790328442219463680	1790328442219495424	11787264	6107136	l0.s160.proj	proj	8388608.0	8546.00034642208	31744	23197.99965357792
234	256	1790328442219484160	1790328442219485184	1790328442219504640	1135616	1323008	l0.s160.proj.combine	combine	0.0	0.0	20480	20480.0
235	64	1790328442219501568	1790328442219501568	1790328442219516928	567296	355328	l0.s161.norm	norm	4096.0	4.172851731651407	15360	15355.827148268349
236	2048	1790328442219515904	1790328442219515904	1790328442219704320	52602880	10792960	l0.s162.proj	proj	33554432.0	34184.00138568832	188416	154231.99861431168
237	1024	1790328442219674624	1790328442219674624	1790328442219780096	3876864	1247232	l0.s162.proj.combine	combine	0.0	0.0	105472	105472.0
238	2048	1790328442219599872	1790328442219599872	1790328442219766784	33884160	332800	l0.s163.proj	proj	33554432.0	34184.00138568832	166912	132727.99861431168
239	1024	1790328442219693056	1790328442219693056	1790328442219792384	3440640	3714048	l0.s163.proj.combine	combine	0.0	0.0	99328	99328.0
240	64	1790328442219786240	1790328442219786240	1790328442219819008	1336320	2942976	l0.s164.act	act	0.0	0.0	32768	32768.0
241	512	1790328442219811840	1790328442219811840	1790328442219940864	41104384	26475520	l0.s165.proj	proj	33554432.0	34184.00138568832	129024	94839.99861431168
242	256	1790328442219873280	1790328442219873280	1790328442219949056	1409024	6423552	l0.s165.proj.combine	combine	0.0	0.0	75776	75776.0
243	64	1790328442219932672	1790328442219932672	1790328442219961344	371712	1677312	l0.s166.norm	norm	4096.0	4.172851731651407	28672	28667.82714826835
244	512	1790328442219941888	1790328442219941888	1790328442219995136	10720256	11905024	l0.s167.proj	proj	8388608.0	8546.00034642208	53248	44701.99965357792
245	256	1790328442219971584	1790328442219971584	1790328442220002304	826368	640000	l0.s167.proj.combine	combine	0.0	0.0	30720	30720.0
246	128	1790328442219941888	1790328442219942912	1790328442219991040	2565120	3295232	l0.s168.proj	proj	2097152.0	2136.50008660552	49152	47015.49991339448
247	64	1790328442219981824	1790328442219981824	1790328442219996160	216064	198656	l0.s168.proj.combine	combine	0.0	0.0	14336	14336.0
248	128	1790328442219961344	1790328442219961344	1790328442219995136	2064384	125952	l0.s169.proj	proj	2097152.0	2136.50008660552	33792	31655.49991339448
249	64	1790328442219986944	1790328442219986944	1790328442220001280	188416	128000	l0.s169.proj.combine	combine	0.0	0.0	14336	14336.0
250	2048	1790328442220002304	1790328442220002304	1790328442220037120	1947648	751616	l0.s170.rope	rope	64.0	0.06520080830705323	34816	34815.934799191695
251	512	1790328442219997184	1790328442219997184	1790328442220008448	428032	920576	l0.s171.rope	rope	64.0	0.06520080830705323	11264	11263.934799191693
252	512	1790328442220003328	1790328442220003328	1790328442220015616	375808	427008	l0.s172.append	append	65536.0	66.7656277064225	12288	12221.234372293577
253	512	1790328442220001280	1790328442220001280	1790328442220018688	434176	3714048	l0.s173.append	append	65536.0	66.7656277064225	17408	17341.234372293577
254	2048	1790328442220019712	1790328442220019712	1790328442220064768	10447872	2319360	l0.s174.attn	attn	6144.0	6.25927759747711	45056	45049.74072240252
255	512	1790328442220064768	1790328442220064768	1790328442220096512	12044288	5485568	l0.s175.proj	proj	8388608.0	8546.00034642208	31744	23197.99965357792
256	256	1790328442220087296	1790328442220087296	1790328442220103680	1021952	1164288	l0.s175.proj.combine	combine	0.0	0.0	16384	16384.0
257	64	1790328442220101632	1790328442220101632	1790328442220114944	375808	295936	l0.s176.norm	norm	4096.0	4.172851731651407	13312	13307.827148268349
258	2048	1790328442220112896	1790328442220112896	1790328442220301312	53899264	8968192	l0.s177.proj	proj	33554432.0	34184.00138568832	188416	154231.99861431168
259	1024	1790328442220266496	1790328442220266496	1790328442220388352	3982336	1380352	l0.s177.proj.combine	combine	0.0	0.0	121856	121856.0
260	2048	1790328442220191744	1790328442220191744	1790328442220370944	32163840	289792	l0.s178.proj	proj	33554432.0	34184.00138568832	179200	145015.99861431168
261	1024	1790328442220283904	1790328442220284928	1790328442220404736	4052992	4773888	l0.s178.proj.combine	combine	0.0	0.0	120832	120832.0
262	64	1790328442220395520	1790328442220396544	1790328442220431360	1393664	4028416	l0.s179.act	act	0.0	0.0	35840	35840.0
263	512	1790328442220423168	1790328442220423168	1790328442220550144	40432640	32689152	l0.s180.proj	proj	33554432.0	34184.00138568832	126976	92791.99861431168
264	256	1790328442220486656	1790328442220487680	1790328442220557312	1413120	6129664	l0.s180.proj.combine	combine	0.0	0.0	70656	70656.0
265	64	1790328442220545024	1790328442220545024	1790328442220573696	387072	1544192	l0.s181.norm	norm	4096.0	4.172851731651407	28672	28667.82714826835
266	512	1790328442220556288	1790328442220556288	1790328442220610560	10906624	13181952	l0.s182.proj	proj	8388608.0	8546.00034642208	54272	45725.99965357792
267	256	1790328442220591104	1790328442220591104	1790328442220615680	861184	611328	l0.s182.proj.combine	combine	0.0	0.0	24576	24576.0
268	128	1790328442220556288	1790328442220556288	1790328442220603392	2585600	3564544	l0.s183.proj	proj	2097152.0	2136.50008660552	47104	44967.49991339448
269	64	1790328442220593152	1790328442220593152	1790328442220608512	215040	203776	l0.s183.proj.combine	combine	0.0	0.0	15360	15360.0
270	128	1790328442220575744	1790328442220575744	1790328442220609536	2007040	128000	l0.s184.proj	proj	2097152.0	2136.50008660552	33792	31655.49991339448
271	64	1790328442220600320	1790328442220601344	1790328442220614656	196608	134144	l0.s184.proj.combine	combine	0.0	0.0	14336	14336.0
272	2048	1790328442220615680	1790328442220615680	1790328442220653568	1804288	623616	l0.s185.rope	rope	64.0	0.06520080830705323	37888	37887.934799191695
273	512	1790328442220609536	1790328442220609536	1790328442220623872	449536	747520	l0.s186.rope	rope	64.0	0.06520080830705323	14336	14335.934799191693
274	512	1790328442220615680	1790328442220615680	1790328442220631040	354304	421888	l0.s187.append	append	65536.0	66.7656277064225	15360	15293.234372293577
275	512	1790328442220615680	1790328442220615680	1790328442220634112	429056	3650560	l0.s188.append	append	65536.0	66.7656277064225	18432	18365.234372293577
276	2048	1790328442220634112	1790328442220634112	1790328442220679168	10550272	2685952	l0.s189.attn	attn	6144.0	6.25927759747711	45056	45049.74072240252
277	512	1790328442220679168	1790328442220679168	1790328442220711936	12007424	6277120	l0.s190.proj	proj	8388608.0	8546.00034642208	32768	24221.99965357792
278	256	1790328442220701696	1790328442220702720	1790328442220721152	1040384	1244160	l0.s190.proj.combine	combine	0.0	0.0	19456	19456.0
279	64	1790328442220721152	1790328442220721152	1790328442220737536	403456	513024	l0.s191.norm	norm	4096.0	4.172851731651407	16384	16379.827148268349
280	2048	1790328442220737536	1790328442220737536	1790328442220925952	53419008	13267968	l0.s192.proj	proj	33554432.0	34184.00138568832	188416	154231.99861431168
281	1024	1790328442220886016	1790328442220886016	1790328442221009920	4178944	1180672	l0.s192.proj.combine	combine	0.0	0.0	123904	123904.0
282	2048	1790328442220814336	1790328442220814336	1790328442220993536	30913536	325632	l0.s193.proj	proj	33554432.0	34184.00138568832	179200	145015.99861431168
283	1024	1790328442220904448	1790328442220904448	1790328442221022208	3618816	4968448	l0.s193.proj.combine	combine	0.0	0.0	117760	117760.0
284	64	1790328442221016064	1790328442221016064	1790328442221047808	1355776	3932160	l0.s194.act	act	0.0	0.0	31744	31744.0
285	512	1790328442221041664	1790328442221041664	1790328442221162496	40734720	30420992	l0.s195.proj	proj	33554432.0	34184.00138568832	120832	86647.99861431168
286	256	1790328442221105152	1790328442221105152	1790328442221169664	1462272	6117376	l0.s195.proj.combine	combine	0.0	0.0	64512	64512.0
287	64	1790328442221162496	1790328442221162496	1790328442221186048	423936	1341440	l0.s196.norm	norm	4096.0	4.172851731651407	23552	23547.82714826835
288	512	1790328442221172736	1790328442221172736	1790328442221225984	11039744	12170240	l0.s197.proj	proj	8388608.0	8546.00034642208	53248	44701.99965357792
289	256	1790328442221207552	1790328442221207552	1790328442221232128	851968	635904	l0.s197.proj.combine	combine	0.0	0.0	24576	24576.0
290	128	1790328442221172736	1790328442221172736	1790328442221216768	2590720	3125248	l0.s198.proj	proj	2097152.0	2136.50008660552	44032	41895.49991339448
291	64	1790328442221205504	1790328442221205504	1790328442221221888	211968	208896	l0.s198.proj.combine	combine	0.0	0.0	16384	16384.0
292	128	1790328442221192192	1790328442221192192	1790328442221225984	2052096	144384	l0.s199.proj	proj	2097152.0	2136.50008660552	33792	31655.49991339448
293	64	1790328442221216768	1790328442221217792	1790328442221231104	181248	174080	l0.s199.proj.combine	combine	0.0	0.0	14336	14336.0
294	2048	1790328442221232128	1790328442221232128	1790328442221267968	1778688	647168	l0.s200.rope	rope	64.0	0.06520080830705323	35840	35839.934799191695
295	512	1790328442221222912	1790328442221222912	1790328442221239296	391168	544768	l0.s201.rope	rope	64.0	0.06520080830705323	16384	16383.934799191693
296	512	1790328442221229056	1790328442221229056	1790328442221245440	394240	472064	l0.s202.append	append	65536.0	66.7656277064225	16384	16317.234372293577
297	512	1790328442221231104	1790328442221231104	1790328442221248512	416768	3469312	l0.s203.append	append	65536.0	66.7656277064225	17408	17341.234372293577
298	2048	1790328442221249536	1790328442221249536	1790328442221293568	10414080	2620416	l0.s204.attn	attn	6144.0	6.25927759747711	44032	44025.74072240252
299	512	1790328442221293568	1790328442221293568	1790328442221326336	11949056	6254592	l0.s205.proj	proj	8388608.0	8546.00034642208	32768	24221.99965357792
300	256	1790328442221317120	1790328442221317120	1790328442221335552	1092608	1197056	l0.s205.proj.combine	combine	0.0	0.0	18432	18432.0
301	64	1790328442221333504	1790328442221333504	1790328442221346816	416768	408576	l0.s206.norm	norm	4096.0	4.172851731651407	13312	13307.827148268349
302	2048	1790328442221346816	1790328442221346816	1790328442221734912	146229248	12682240	l0.s207.proj	proj	33554432.0	34184.00138568832	388096	353911.9986143117
303	1024	1790328442221700096	1790328442221701120	1790328442221825024	4871168	1492992	l0.s207.proj.combine	combine	0.0	0.0	124928	124928.0
304	2048	1790328442221622272	1790328442221623296	1790328442221804544	33499136	330752	l0.s208.proj	proj	33554432.0	34184.00138568832	182272	148087.99861431168
305	1024	1790328442221721600	1790328442221721600	1790328442221841408	4204544	4420608	l0.s208.proj.combine	combine	0.0	0.0	119808	119808.0
306	64	1790328442221833216	1790328442221834240	1790328442221868032	1360896	4027392	l0.s209.act	act	0.0	0.0	34816	34816.0
307	512	1790328442221860864	1790328442221860864	1790328442221983744	41576448	32219136	l0.s210.proj	proj	33554432.0	34184.00138568832	122880	88695.99861431168
308	256	1790328442221927424	1790328442221928448	1790328442221990912	1383424	5654528	l0.s210.proj.combine	combine	0.0	0.0	63488	63488.0
309	64	1790328442221979648	1790328442221979648	1790328442222007296	443392	1345536	l0.s211.norm	norm	4096.0	4.172851731651407	27648	27643.82714826835
310	512	1790328442221989888	1790328442221989888	1790328442222043136	10855424	11646976	l0.s212.proj	proj	8388608.0	8546.00034642208	53248	44701.99965357792
311	256	1790328442222022656	1790328442222022656	1790328442222048256	826368	615424	l0.s212.proj.combine	combine	0.0	0.0	25600	25600.0
312	128	1790328442221989888	1790328442221989888	1790328442222036992	2552832	3244032	l0.s213.proj	proj	2097152.0	2136.50008660552	47104	44967.49991339448
313	64	1790328442222026752	1790328442222026752	1790328442222042112	220160	208896	l0.s213.proj.combine	combine	0.0	0.0	15360	15360.0
314	128	1790328442222008320	1790328442222008320	1790328442222042112	1992704	124928	l0.s214.proj	proj	2097152.0	2136.50008660552	33792	31655.49991339448
315	64	1790328442222033920	1790328442222033920	1790328442222048256	199680	136192	l0.s214.proj.combine	combine	0.0	0.0	14336	14336.0
316	2048	1790328442222049280	1790328442222049280	1790328442222087168	1796096	652288	l0.s215.rope	rope	64.0	0.06520080830705323	37888	37887.934799191695
317	512	1790328442222043136	1790328442222043136	1790328442222057472	461824	811008	l0.s216.rope	rope	64.0	0.06520080830705323	14336	14335.934799191693
318	512	1790328442222050304	1790328442222050304	1790328442222064640	355328	387072	l0.s217.append	append	65536.0	66.7656277064225	14336	14269.234372293577
319	512	1790328442222048256	1790328442222048256	1790328442222067712	424960	3792896	l0.s218.append	append	65536.0	66.7656277064225	19456	19389.234372293577
320	2048	1790328442222067712	1790328442222067712	1790328442222112768	10822656	2731008	l0.s219.attn	attn	6144.0	6.25927759747711	45056	45049.74072240252
321	512	1790328442222112768	1790328442222112768	1790328442222145536	11827200	6049792	l0.s220.proj	proj	8388608.0	8546.00034642208	32768	24221.99965357792
322	256	1790328442222135296	1790328442222135296	1790328442222152704	984064	1282048	l0.s220.proj.combine	combine	0.0	0.0	17408	17408.0
323	64	1790328442222150656	1790328442222150656	1790328442222166016	523264	388096	l0.s221.norm	norm	4096.0	4.172851731651407	15360	15355.827148268349
324	2048	1790328442222167040	1790328442222167040	1790328442222354432	53291008	11513856	l0.s222.proj	proj	33554432.0	34184.00138568832	187392	153207.99861431168
325	1024	1790328442222315520	1790328442222315520	1790328442222439424	4066304	1203200	l0.s222.proj.combine	combine	0.0	0.0	123904	123904.0
326	2048	1790328442222242816	1790328442222242816	1790328442222424064	31021056	327680	l0.s223.proj	proj	33554432.0	34184.00138568832	181248	147063.99861431168
327	1024	1790328442222333952	1790328442222334976	1790328442222452736	3580928	5029888	l0.s223.proj.combine	combine	0.0	0.0	118784	118784.0
328	64	1790328442222446592	1790328442222446592	1790328442222479360	1350656	4016128	l0.s224.act	act	0.0	0.0	32768	32768.0
329	512	1790328442222472192	1790328442222472192	1790328442222597120	40422400	31520768	l0.s225.proj	proj	33554432.0	34184.00138568832	124928	90743.99861431168
330	256	1790328442222533632	1790328442222533632	1790328442222603264	1441792	6206464	l0.s225.proj.combine	combine	0.0	0.0	69632	69632.0
331	64	1790328442222594048	1790328442222594048	1790328442222621696	447488	1468416	l0.s226.norm	norm	4096.0	4.172851731651407	27648	27643.82714826835
332	512	1790328442222604288	1790328442222604288	1790328442222657536	10838016	12897280	l0.s227.proj	proj	8388608.0	8546.00034642208	53248	44701.99965357792
333	256	1790328442222638080	1790328442222639104	1790328442222662656	792576	614400	l0.s227.proj.combine	combine	0.0	0.0	24576	24576.0
334	128	1790328442222604288	1790328442222604288	1790328442222651392	2560000	3525632	l0.s228.proj	proj	2097152.0	2136.50008660552	47104	44967.49991339448
335	64	1790328442222640128	1790328442222640128	1790328442222656512	214016	209920	l0.s228.proj.combine	combine	0.0	0.0	16384	16384.0
336	128	1790328442222622720	1790328442222622720	1790328442222657536	2017280	137216	l0.s229.proj	proj	2097152.0	2136.50008660552	34816	32679.49991339448
337	64	1790328442222648320	1790328442222649344	1790328442222662656	191488	144384	l0.s229.proj.combine	combine	0.0	0.0	14336	14336.0
338	2048	1790328442222663680	1790328442222663680	1790328442222701568	1852416	662528	l0.s230.rope	rope	64.0	0.06520080830705323	37888	37887.934799191695
339	512	1790328442222657536	1790328442222657536	1790328442222671872	428032	755712	l0.s231.rope	rope	64.0	0.06520080830705323	14336	14335.934799191693
340	512	1790328442222663680	1790328442222663680	1790328442222679040	356352	404480	l0.s232.append	append	65536.0	66.7656277064225	15360	15293.234372293577
341	512	1790328442222663680	1790328442222663680	1790328442222682112	424960	3686400	l0.s233.append	append	65536.0	66.7656277064225	18432	18365.234372293577
342	2048	1790328442222683136	1790328442222683136	1790328442222727168	10717184	2996224	l0.s234.attn	attn	6144.0	6.25927759747711	44032	44025.74072240252
343	512	1790328442222728192	1790328442222728192	1790328442222759936	11932672	5918720	l0.s235.proj	proj	8388608.0	8546.00034642208	31744	23197.99965357792
344	256	1790328442222750720	1790328442222750720	1790328442222769152	1031168	1197056	l0.s235.proj.combine	combine	0.0	0.0	18432	18432.0
345	64	1790328442222767104	1790328442222767104	1790328442222780416	457728	388096	l0.s236.norm	norm	4096.0	4.172851731651407	13312	13307.827148268349
346	2048	1790328442222779392	1790328442222779392	1790328442222967808	53532672	10384384	l0.s237.proj	proj	33554432.0	34184.00138568832	188416	154231.99861431168
347	1024	1790328442222928896	1790328442222929920	1790328442223048704	3798016	1174528	l0.s237.proj.combine	combine	0.0	0.0	119808	119808.0
348	2048	1790328442222856192	1790328442222856192	1790328442223034368	31131648	304128	l0.s238.proj	proj	33554432.0	34184.00138568832	178176	143991.99861431168
349	1024	1790328442222946304	1790328442222946304	1790328442223062016	3720192	4988928	l0.s238.proj.combine	combine	0.0	0.0	115712	115712.0
350	64	1790328442223054848	1790328442223054848	1790328442223088640	1358848	3765248	l0.s239.act	act	0.0	0.0	33792	33792.0
351	512	1790328442223081472	1790328442223081472	1790328442223207424	41081856	30651392	l0.s240.proj	lm_head	33554432.0	34184.00138568832	125952	91767.99861431168
352	256	1790328442223148032	1790328442223148032	1790328442223213568	1402880	5813248	l0.s240.proj.combine	combine	0.0	0.0	65536	65536.0
353	64	1790328442223201280	1790328442223201280	1790328442223233024	442368	1464320	l0.s241.norm	norm	4096.0	4.172851731651407	31744	31739.82714826835
354	32064	1790328442223212544	1790328442223212544	1790328442225354752	776330240	19708928	l0.s242.proj	lm_head	525336576.0	535193.2716946829	2142208	1607014.728305317
355	16032	1790328442224656384	1790328442224656384	1790328442225558528	74408960	48253952	l0.s242.proj.combine	combine	16416768.0	16724.78974045884	902144	885419.2102595412
