slot	kind	tile_m	tile_n	tile_k	split_k	operand_bytes	run_begin_ns	run_begin_cycles	setup_end_ns	setup_end_cycles	first_operand_ready_ns	first_operand_ready_cycles	mainloop_end_ns	mainloop_end_cycles	epilogue_end_ns	epilogue_end_cycles	run_end_ns	run_end_cycles	loop_begin_cycles	loop_end_cycles	operand_wait_cycles	k_iterations	simt_wait_cycles	simt_barriers
0	1	0	0	0	1	0	1789794413740371968	1095009536287	1789794413740371968	1095009537464	1789794413740371968	1095009537464	1789794413740374016	1095009540837	1789794413740374016	1095009542548	1789794413740374016	1095009542683	0	0	0	0	91	8
1	0	32	16	32	1	3072	1789794413740376064	1095009547830	1789794413740377088	1095009550150	1789794413740378112	1095009550967	1789794413740385280	1095009570128	1789794413740386304	1095009572441	1789794413740386304	1095009572699	1095009551314	1095009569933	6072	16	0	0
2	2	0	0	0	1	0	1789794413740389376	1095009579286	1789794413740389376	1095009580633	1789794413740389376	1095009580633	1789794413740390400	1095009581939	1789794413740390400	1095009581969	1789794413740390400	1095009582100	0	0	0	0	0	0
3	3	0	0	0	1	0	1789794413740391424	1095009584823	1789794413740391424	1095009585985	1789794413740391424	1095009585985	1789794413740392448	1095009586997	1789794413740392448	1095009587027	1789794413740392448	1095009587169	0	0	0	0	0	0
4	5	0	0	0	1	0	1789794413740396544	1095009597123	1789794413740396544	1095009598981	1789794413740396544	1095009598981	1789794413740423168	1095009665252	1789794413740423168	1095009665290	1789794413740423168	1095009665420	0	0	0	0	56	2
5	0	32	16	32	1	3072	1789794413740428288	1095009677225	1789794413740429312	1095009680359	1789794413740430336	1095009682221	1789794413740440576	1095009710138	1789794413740442624	1095009713849	1789794413740442624	1095009713987	1095009682314	1095009710010	12351	16	0	0
6	1	0	0	0	1	0	1789794413740446720	1095009724271	1789794413740446720	1095009725395	1789794413740446720	1095009725395	1789794413740448768	1095009729409	1789794413740448768	1095009730341	1789794413740448768	1095009730491	0	0	0	0	90	8
7	0	32	16	32	1	3072	1789794413740451840	1095009737319	1789794413740452864	1095009739496	1789794413740452864	1095009740169	1789794413740462080	1095009762578	1789794413740463104	1095009764959	1789794413740463104	1095009765460	1095009741283	1095009762292	7087	16	0	0
8	4	0	0	0	1	0	1789794413740471296	1095009786276	1789794413740472320	1095009787660	1789794413740472320	1095009787660	1789794413740474368	1095009794596	1789794413740474368	1095009794630	1789794413740474368	1095009794765	0	0	0	0	0	0
9	0	32	16	32	1	3072	1789794413740476416	1095009800320	1789794413740477440	1095009802574	1789794413740478464	1095009803524	1789794413740491776	1095009838712	1789794413740493824	1095009842415	1789794413740493824	1095009842547	1095009803555	1095009838520	14079	32	0	0
10	1	0	0	0	1	0	1789794413740497920	1095009852036	1789794413740497920	1095009853179	1789794413740497920	1095009853179	1789794413740498944	1095009856488	1789794413740499968	1095009858357	1789794413740499968	1095009858493	0	0	0	0	93	8
11	0	32	16	32	1	3072	1789794413740502016	1095009863818	1789794413740503040	1095009866055	1789794413740503040	1095009866960	1789794413740510208	1095009883842	1789794413740511232	1095009886123	1789794413740511232	1095009886442	1095009866990	1095009883667	7119	16	0	0
12	2	0	0	0	1	0	1789794413740516352	1095009900364	1789794413740517376	1095009901716	1789794413740517376	1095009901716	1789794413740518400	1095009903623	1789794413740518400	1095009903653	1789794413740518400	1095009904069	0	0	0	0	0	0
13	3	0	0	0	1	0	1789794413740520448	1095009908802	1789794413740520448	1095009910176	1789794413740520448	1095009910176	1789794413740521472	1095009911270	1789794413740521472	1095009911316	1789794413740521472	1095009911449	0	0	0	0	0	0
14	5	0	0	0	1	0	1789794413740525568	1095009921679	1789794413740525568	1095009923733	1789794413740525568	1095009923733	1789794413740551168	1095009988483	1789794413740552192	1095009988513	1789794413740552192	1095009988649	0	0	0	0	56	2
15	0	32	16	32	1	3072	1789794413740557312	1095010001389	1789794413740557312	1095010003448	1789794413740558336	1095010004403	1789794413740566528	1095010026754	1789794413740568576	1095010030381	1789794413740568576	1095010030678	1095010004832	1095010026647	11858	16	0	0
16	1	0	0	0	1	0	1789794413740571648	1095010038936	1789794413740572672	1095010040487	1789794413740572672	1095010040487	1789794413740573696	1095010044239	1789794413740574720	1095010045845	1789794413740574720	1095010045974	0	0	0	0	103	8
17	0	32	16	32	1	3072	1789794413740576768	1095010052374	1789794413740577792	1095010054615	1789794413740578816	1095010055508	1789794413740585984	1095010074311	1789794413740587008	1095010076989	1789794413740587008	1095010077292	1095010055907	1095010074164	7229	16	0	0
18	4	0	0	0	1	0	1789794413740596224	1095010099476	1789794413740596224	1095010100887	1789794413740596224	1095010100887	1789794413740599296	1095010107297	1789794413740599296	1095010107330	1789794413740599296	1095010107462	0	0	0	0	0	0
19	0	32	16	32	1	3072	1789794413740601344	1095010112606	1789794413740602368	1095010114839	1789794413740602368	1095010115757	1789794413740615680	1095010150713	1789794413740617728	1095010154223	1789794413740617728	1095010154376	1095010115803	1095010150501	14961	32	0	0
20	1	0	0	0	1	0	1789794413740371968	1095009536342	1789794413740371968	1095009537467	1789794413740371968	1095009537467	1789794413740374016	1095009540888	1789794413740374016	1095009542546	1789794413740374016	1095009542680	0	0	0	0	92	8
21	0	32	16	32	1	3072	1789794413740376064	1095009547991	1789794413740377088	1095009550184	1789794413740378112	1095009551229	1789794413740385280	1095009570355	1789794413740386304	1095009572519	1789794413740386304	1095009572710	1095009551699	1095009570255	5825	16	0	0
22	2	0	0	0	1	0	1789794413740389376	1095009579285	1789794413740389376	1095009580637	1789794413740389376	1095009580637	1789794413740390400	1095009582078	1789794413740390400	1095009582110	1789794413740390400	1095009582240	0	0	0	0	0	0
23	3	0	0	0	1	0	1789794413740391424	1095009584895	1789794413740391424	1095009586015	1789794413740391424	1095009586015	1789794413740392448	1095009587010	1789794413740392448	1095009587040	1789794413740392448	1095009587178	0	0	0	0	0	0
24	5	0	0	0	1	0	1789794413740396544	1095009597090	1789794413740396544	1095009599085	1789794413740396544	1095009599085	1789794413740423168	1095009665248	1789794413740423168	1095009665279	1789794413740423168	1095009665412	0	0	0	0	146	2
